,text,true_num,model_num,model_extracted,model,true
880,different hot many available others salad name creamy dress choose way curry paste table brewer,-1,0,0,neutral,rather_bad
881,different hot many others available salad k-cups keurig creamy name way curry brewer choose table,-2,1,1,rather_good,bad
882,different hot many others available salad k-cups keurig creamy way name brewer table curry paste,-1,0,0,neutral,rather_bad
883,different hot many others available salad name creamy way choose dress k-cups curry keurig brewer,-1,0,0,neutral,rather_bad
884,different many others keurig k-cups name brewer creamy curry k-cup experiment extra paste way although,-2,0,0,neutral,bad
885,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra folgers way,0,0,0,neutral,neutral
886,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra way folgers,-2,0,0,neutral,bad
971,dog treat chew piece size small take bone toy seem teeth keep smell two last,0,1,1,rather_good,neutral
972,dog treat chew toy bone teeth ball puppy training liver piece bread pet play vet,2,1,1,rather_good,good
973,dog treat training liver greenies ball dog's pup puppy beneful teeth owner reward beagle pet,0,1,1,rather_good,neutral
974,dog treat training liver greenies ball pup dog's puppy owner beneful beagle bully reward lick,2,1,1,rather_good,good
975,drinking aftertaste mild espresso might weird beverage sip latte brewing guest appeal however sound mellow,-1,1,1,rather_good,rather_bad
976,drinking bitter brew machine mild ground espresso maker brewing filter enjoy caffeine aftertaste grind weak,2,1,1,rather_good,good
977,drinking brew bitter machine ground mild maker aftertaste espresso filter brewing weak grind pot cappuccino,2,1,1,rather_good,good
978,drinking brew bitter machine ground mild maker aftertaste espresso pot filter brewing weak grind smooth,0,1,1,rather_good,neutral
979,drinking brew bitter smooth machine ground mild maker aftertaste espresso filter pot brewing weak grind,2,1,1,rather_good,good
980,drinking mild aftertaste espresso weird brewing latte sip might guest beverage enjoy appeal however way,0,0,0,neutral,neutral
981,drinking mild espresso aftertaste brewing latte sip weird enjoy way guest might machine still appeal,2,1,1,rather_good,good
1013,drop roast tonic jamaica farm marley cup bottle bean probiotic grape gin central here's strain,-2,0,0,neutral,bad
1045,dry chicken beef pasta cook brown stomach vegetable picky pill fish liver salmon training dont,2,0,0,neutral,good
1046,dry due liver freeze chunk walk gravy movie style cube lick frozen trick freezer tub,1,0,0,neutral,rather_good
1047,dry due liver training freeze walk gravy cube tub reward beg chunk powdery group economical,-2,0,0,neutral,bad
1048,dry due liver training freeze walk gravy cube tub reward beg group chunk powdery economical,-2,0,0,neutral,bad
1049,dry feel easy rice pasta brown stomach cook pill extremely liver dont picky freeze tiny,-1,0,0,neutral,rather_bad
1050,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze,-2,0,0,neutral,bad
1051,dry feel pasta brown stomach soft coat extremely pill training liver dont wet cook upset,0,0,0,neutral,neutral
1052,dry feel worth pasta brown stomach money extremely pill waste coat liver dont freeze wet,2,0,0,neutral,good
1053,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet,-2,0,0,neutral,bad
1054,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze,-2,0,0,neutral,bad
1055,dry feel worth pasta brown stomach pill cook liver dont coat extremely wet money upset,0,0,0,neutral,neutral
1056,dry feel worth pasta brown stomach pill cook liver money dont coat extremely wet waste,-2,0,0,neutral,bad
1057,dry feel worth pasta brown stomach pill cook money liver dont extremely coat wet waste,-2,0,0,neutral,bad
1058,dry feel worth pasta brown stomach pill extremely liver dont freeze wet effect tiny upset,-1,0,0,neutral,rather_bad
1059,dry feel worth pasta brown stomach pill liver cook extremely money dont coat wet waste,-2,0,0,neutral,bad
1060,dry liver due freeze chunk walk gravy movie lick style cube frozen tub reward beg,-2,0,0,neutral,bad
1061,dry liver freeze gravy movie walk cube lick style portion popped tub reward due beg,-2,0,0,neutral,bad
1062,dry liver freeze gravy walk movie cube lick style portion popped tub reward due beg,-2,0,0,neutral,bad
1063,dry liver freeze gravy walk movie cube style lick portion due popped tub frozen reward,-2,0,0,neutral,bad
1064,dry liver freeze training gravy walk cube movie tub reward beg due group large powdery,-2,0,0,neutral,bad
1065,dry liver training freeze due walk gravy movie cube style tub reward beg group sniff,-2,0,0,neutral,bad
1066,dry liver training freeze gravy walk cube movie tub reward due beg group powdery owner,-1,0,0,neutral,rather_bad
1067,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery,-2,0,0,neutral,bad
1068,dry small salt however another almost piece large beef cut jerky bowl break pill dont,-1,0,0,neutral,rather_bad
1069,dry small salt however piece another almost beef jerky bowl pill season large break sea,-2,0,0,neutral,bad
1082,easy big fruit top family plus nut apple fan cake hit extra caramel mixed mess,-2,0,0,neutral,bad
1083,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel,-1,1,1,rather_good,rather_bad
1084,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess,2,1,1,rather_good,good
1085,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel,-1,1,1,rather_good,rather_bad
1086,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,0,1,1,rather_good,neutral
1113,end hair clear felt heard opening thick wash scent job shampoo major conditioner manufacturer trust,-1,1,1,rather_good,rather_bad
1114,end hair clear felt heard thick opening wash scent job shampoo major manufacturer conditioner oily,2,1,1,rather_good,good
1115,end hair felt clear heard opening thick wash scent job shampoo major conditioner manufacturer trust,0,1,1,rather_good,neutral
1116,end hair felt clear heard opening thick wash scent job shampoo major conditioner trust oily,2,1,1,rather_good,good
1117,energy oatmeal magnesium sleep bowel boost skin maple help muscle gas quaker body honey hour,-2,0,0,neutral,bad
1142,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,2,1,1,rather_good,good
1143,enjoy right bean candy amount quick cold refresh sweetness mango quantity summer warm beverage hint,-2,1,1,rather_good,bad
1144,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity beverage hint,2,1,1,rather_good,good
1145,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity hint beverage,1,1,1,rather_good,rather_good
1146,enjoy right candy amount quick cold plain hint refresh warm sweetness beverage summer mango quantity,0,1,1,rather_good,neutral
1147,enjoy right candy amount refresh summer plain quantity unique chunk ant outstanding relatively pineapple antiox,-2,0,0,neutral,bad
1148,enjoy right candy amount refresh summer quantity plain unique chunk ant outstanding relatively pineapple antiox,-2,0,0,neutral,bad
1149,enjoy right candy amount refresh summer quantity unique chunk ant outstanding lipton relatively pineapple antiox,-1,0,0,neutral,rather_bad
1150,enjoy right candy amount refresh summer quantity unique plain chunk ant outstanding think pineapple relatively,-2,0,0,neutral,bad
1151,enjoy strong blend morning brew bitter smooth light packet ice machine prefer leaf starbucks aftertaste,-2,1,1,rather_good,bad
1152,enjoy strong blend morning brew bitter smooth packet light machine leaf starbucks aftertaste prefer ice,0,1,1,rather_good,neutral
1153,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,2,1,1,rather_good,good
1154,enjoy strong morning brew bitter blend packet perfect aftertaste starbucks regular cold iced mild indiv,0,1,1,rather_good,neutral
1155,enjoy strong morning brew blend bitter smooth packet machine starbucks perfect aftertaste prefer iced cold,-2,1,1,rather_good,bad
1156,enough drinking black fan wife close aftertaste choice caffeine slightly decaf follow lack pleasant drinker,0,0,0,neutral,neutral
1173,especially mind often set instant starbucks total decent five roll via flower classic grape rating,-2,0,0,neutral,bad
1174,especially mind often set instant starbucks total decent roll via five flower classic grape mocha,0,1,1,rather_good,neutral
1175,especially often mind set instant five decent starbucks total roll via flower classic bigger grape,-2,0,0,neutral,bad
1176,especially often set mind instant five decent total starbucks roll via flower bigger classic grape,-2,0,0,neutral,bad
1177,especially starbucks mind oat total instant roll via flower description mocha plenty gummy bear illy,-2,0,0,neutral,bad
1178,especially starbucks mind oat total instant roll via flower mocha gummy illy bear description plenty,-1,0,0,neutral,rather_bad
1179,especially starbucks oat mind total roll instant flower via mocha illy gummy description bear grape,-2,0,0,neutral,bad
1180,espresso cappuccino illy drink mate capsule http href com www issimo caffe roast dark cold,0,0,0,neutral,neutral
1184,ever cereal sell unfortunately pancake truly vendor stale never appreciate think threw fell understand muffin,-2,0,0,neutral,bad
1185,ever cereal sell unfortunately pancake vendor truly stale never appreciate think threw understand fell muffin,-2,0,0,neutral,bad
1186,ever cereal sell unfortunately truly stale pancake vendor appreciate never think threw understand fell could,-2,0,0,neutral,bad
1187,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand could fell doubt,-2,0,0,neutral,bad
1188,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand fell could never,-2,0,0,neutral,bad
1189,ever cereal sell unfortunately truly stale pancake vendor appreciate threw understand think could fell allow,-2,0,0,neutral,bad
1190,ever cereal sell unfortunately truly stale pancake vendor appreciate understand threw could allow doubt fell,-1,0,0,neutral,rather_bad
1191,ever never far sell version hop unfortunately truly chewy pancake fudge muffin simply allow vendor,-2,0,0,neutral,bad
1192,ever never far sell version hop unfortunately truly chewy pancake think fudge whole muffin simply,-2,0,0,neutral,bad
1193,ever sell never far hop unfortunately chewy truly pancake version muffin fudge vendor grain whole,-2,1,1,rather_good,bad
1194,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,0,1,1,rather_good,neutral
1195,ever smooth night exactly become soda cappuccino choose sweetness beer fabulous intense advertised bed punch,-1,0,0,neutral,rather_bad
1196,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,-1,0,0,neutral,rather_bad
1197,every last long nothing week grow plant boy he's beautiful visit still two ran finally,-2,0,0,neutral,bad
1198,every last long week nothing grow plant boy beautiful he's visit ran finally later harder,-1,0,0,neutral,rather_bad
1199,every month family week friend gift ago weight two lose grow already plant year ready,-1,1,1,rather_good,rather_bad
1200,every month friend family week gift weight ago lose two grow plant already year ready,-2,1,1,rather_good,bad
1201,every month friend family week gift weight lose ago grow two plant year already several,-2,1,1,rather_good,bad
1202,every month friend family week gift weight lose ago grow two year plant already several,-1,1,1,rather_good,rather_bad
1203,every month friend family week gift weight lose ago two grow plant already ready none,-2,0,0,neutral,bad
1204,every month start highly baby quickly glad daughter son thanks three since supply complaint child,-1,0,0,neutral,rather_bad
1205,every month start highly baby quickly glad daughter son thanks three since supply complaint pump,-1,0,0,neutral,rather_bad
1206,every month week family friend gift two ago lose already weight grow life plant none,-2,0,0,neutral,bad
1207,every month week two family friend gift ago life already lose grow plant none weight,-2,0,0,neutral,bad
1208,every two month week family friend gift ago life already lose grow plant none ready,-1,0,0,neutral,rather_bad
1209,excellent white yummy egg oatmeal gluten-free excite mill frost bob's call lovely marshmallow biscotti scramble,-2,1,1,rather_good,bad
1210,excellent white yummy egg oatmeal gluten-free mill excite bob's frost call marshmallow lovely biscotti service,2,0,0,neutral,good
1211,excellent white yummy oatmeal egg excite gluten-free mill frost bob's lovely marshmallow call biscotti generally,0,1,1,rather_good,neutral
1212,excellent white yummy oatmeal excite egg gluten-free generally bud mill frost bob's lovely marshmallow earth,-2,0,0,neutral,bad
1213,excellent white yummy oatmeal excite egg gluten-free mill frost bob's lovely generally marshmallow bud biscotti,0,1,1,rather_good,neutral
1214,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,-1,0,0,neutral,rather_bad
1215,far butter peanut we've supermarket reasonable consistency recently newman's walmart blow hopefully they'd apricot toddler,-2,0,0,neutral,bad
1216,far butter peanut we've supermarket reasonable newman's consistency walmart recently blow they'd hopefully toddler apricot,-2,0,0,neutral,bad
1217,far snack fruit reason cake bite rest banana moist bacon consistency broke pear instead apart,0,1,1,rather_good,neutral
1224,favorite black blend wife decaf licorice fuel jet caffeine enough fair beer robust herbal become,-2,0,0,neutral,bad
1225,favorite black blend wife decaf licorice fuel jet caffeine fair beer enough robust herbal become,-2,0,0,neutral,bad
1226,favorite blend black bitter k-cups keurig wife drinking k-cup aftertaste decaf choice caffeine enough perfect,2,1,1,rather_good,good
1227,favorite blend black bitter keurig k-cups wife aftertaste k-cup drinking decaf choice become caffeine licorice,2,1,1,rather_good,good
1228,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,0,1,1,rather_good,neutral
1229,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer enjoy tazo rooibos k-cup,-2,1,1,rather_good,bad
1230,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer second tazo tiger rooibos,-1,1,1,rather_good,rather_bad
1231,favorite blend black wife decaf caffeine fantastic licorice fuel beer jet fair herbal robust root,1,0,0,neutral,rather_good
1232,favorite blend black wife decaf caffeine licorice fuel jet fair herbal robust fruity kona trade,0,0,0,neutral,neutral
1233,favorite blend black wife decaf licorice caffeine fuel jet beer fair herbal robust fantastic root,-2,0,0,neutral,bad
1234,favorite blend enough black fuel jet fruity robust herbal second hibiscus drawer tazo kona wake,-2,0,0,neutral,bad
1235,favorite enough black fuel jet fruity robust herbal dozen drawer hibiscus tazo rooibos second tiger,-2,0,0,neutral,bad
1236,favorite enough blend black fuel fruity jet robust herbal second drawer hibiscus tazo tiger kona,-2,0,0,neutral,bad
1237,favorite oil ever popcorn black far spice pop season cooking olive salad chai top garlic,2,1,1,rather_good,good
1238,favorite oil ever popcorn spice pop season cooking olive salad chai black top garlic sprinkle,2,1,1,rather_good,good
1239,favorite oil ever popcorn spice pop season cooking olive salad cocoa chai top black garlic,1,1,1,rather_good,rather_good
1240,favorite oil popcorn black spice pop season cooking olive salad chai top garlic lover sprinkle,2,1,1,rather_good,good
1241,feed change diet crazy wellness formula eats kibble vet year whatever switch old science start,-2,0,0,neutral,bad
1242,feed change diet vet formula wellness crazy eats switch pet whatever kibble science kitten fed,1,1,1,rather_good,rather_good
1243,feed change switch diet vet wellness crazy eats pet formula kibble year science puppy old,2,1,1,rather_good,good
1244,feed change switch diet wellness vet crazy eats pet formula year kibble science old puppy,2,1,1,rather_good,good
1245,feed change switch diet wellness vet eats crazy year formula pet kibble old science puppy,-2,1,1,rather_good,bad
1246,feed change switch diet wellness vet eats crazy year pet formula kibble old science puppy,-2,1,1,rather_good,bad
1247,feed change switch vet diet wellness pet crazy eats formula kibble year science old puppy,-1,1,1,rather_good,rather_bad
1248,feed change vet pet switch diet wellness crazy eats research kibble formula science human coat,-1,1,1,rather_good,rather_bad
1249,feed change vet switch diet pet wellness crazy eats research kibble formula science human weight,-1,1,1,rather_good,rather_bad
1250,feed change vet switch pet diet wellness crazy eats kibble formula year science research old,-2,1,1,rather_good,bad
1251,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,2,1,1,rather_good,good
1252,feed corn gluten pet vet ingredient wellness liver chicken animal meat filler science diet kibble,2,1,1,rather_good,good
1253,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble animal,-2,1,1,rather_good,bad
1254,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble fructose,2,1,1,rather_good,good
1255,feel actually friend fact notice normal sort particular otherwise issue trouble crisp sensitive gummy might,-2,0,0,neutral,bad
1257,feel friend actually fact notice normal particular lower otherwise sort crisp bit sensitive gummy trouble,-2,0,0,neutral,bad
1258,feel friend actually fact notice normal particular sort otherwise lower crisp sensitive trouble gummy bit,-2,0,0,neutral,bad
1259,feel friend health fact notice normal particular lower otherwise sort crisp sensitive gummy heart dairy,-2,0,0,neutral,bad
1260,feel friend health fact notice normal particular lower sort otherwise crisp sensitive gummy actually heart,-2,1,1,rather_good,bad
1261,feel health normal notice lower particular trouble crisp heart gummy adult fact less birthday help,-2,0,0,neutral,bad
1262,feel health normal oreo birthday particular adult heart crisp chia kashi dairy omega- hairball benefit,-2,0,0,neutral,bad
1263,feel health notice normal benefit lower person particular trouble heart gummy consume birthday crisp tasteless,0,0,0,neutral,neutral
1264,feel hour energy effect work shot pizza boost felt lack crust favor faster ent stay,0,0,0,neutral,neutral
1265,feel hour energy work shot pizza boost effect crust lack favor felt need sleep faster,-1,1,1,rather_good,rather_bad
1266,feel hour energy work shot pizza boost effect crust lack favor felt sleep need faster,0,1,1,rather_good,neutral
1267,feel hour energy work shot pizza boost need crust actually effect husband favor lack sleep,-2,1,1,rather_good,bad
1268,feel normal health oreo birthday particular heart notice dairy adult crisp chia kashi omega- hairball,-1,0,0,neutral,rather_bad
1269,fiber dang splenda butt mama meh saltine mccormick lil cuz bottom yep packet gret pestic,-2,0,0,neutral,bad
1282,flour egg grain large boy mill disease poor celiac kibble recipe choke allergy formula risk,2,1,1,rather_good,good
1283,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,-1,1,1,rather_good,rather_bad
1284,flour egg grain large boy mill poor disease recipe celiac kibble allergy choke formula whole,2,1,1,rather_good,good
1332,free available packaging gluten value hair search bulk difficult pretzel quantity clear damage prime bacon,-2,0,0,neutral,bad
1333,free big shipping packaging con value hair search difficult damage clear prime ering dent bacon,-1,0,0,neutral,rather_bad
1334,free big shipping packaging value con hair difficult search damage clear prime ering dent bacon,-1,0,0,neutral,rather_bad
1335,free cooky butter peanut gluten cookie gum original sale melt vegan reasonable bake prime walmart,1,1,1,rather_good,rather_good
1336,free cooky butter peanut gluten cookie gum original sale reasonable vegan prime walmart fudge charge,-2,1,1,rather_good,bad
1337,free cooky butter peanut gluten cookie gum shipping original reasonable prime vegan sale walmart fudge,-2,1,1,rather_good,bad
1338,free cooky butter peanut gluten cookie sale we've reasonable walmart newman's allergy jam blow raisin,2,1,1,rather_good,good
1339,free cooky butter peanut gluten cookie shipping gum original reasonable prime vegan sale walmart fudge,-1,1,1,rather_good,rather_bad
1340,free cooky butter peanut gluten cookie we've sale reasonable walmart newman's allergy jam blow pamela's,-2,1,1,rather_good,bad
1341,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,2,1,1,rather_good,good
1342,free gluten balance salmon sol higher bpa turkey wet cancer raise fussy important tomato ocean,-2,0,0,neutral,bad
1343,free gluten balance salmon wet turkey diet kitten fussy since ocean limit natural important smelly,2,0,0,neutral,good
1344,free gluten balance salmon wet turkey diet since fussy kitten ocean limit grain-free smelly important,-1,0,0,neutral,rather_bad
1345,free gluten balance salmon wet turkey diet since fussy limit ocean important kitten grain-free forever,-1,1,1,rather_good,rather_bad
1346,free gluten balance salmon wet turkey diet since important fussy instantly forever duck limit ocean,-2,0,0,neutral,bad
1347,free gluten salmon balance higher wet bpa turkey sol cancer fussy tomato ocean raise know,0,0,0,neutral,neutral
1348,free gluten salmon balance wet bpa turkey higher sol fussy cancer allergy know tomato ocean,-1,0,0,neutral,rather_bad
1349,free gluten salmon balance wet bpa turkey higher sol fussy cancer tomato allergy know ocean,-2,0,0,neutral,bad
1350,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,0,1,1,rather_good,neutral
1351,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,0,1,1,rather_good,neutral
1352,free gluten salmon balance wet turkey diet natural kitten ocean fussy since limit dry grain,-1,0,0,neutral,rather_bad
1353,free gluten salmon wet bpa turkey balance higher sol fussy cancer allergy tomato ocean diet,0,1,1,rather_good,neutral
1354,free gluten salmon wet bpa turkey balance higher sol fussy natural diet cancer allergy tomato,-1,1,1,rather_good,rather_bad
1355,free hard gluten value difficult hair bulk search damage conditioner shampoo prime packaging scalp bacon,-1,0,0,neutral,rather_bad
1356,free hard gluten value difficult packaging bulk search hair damage prime available shampoo conditioner scalp,2,1,1,rather_good,good
1357,free packaging value big con available hair shipping difficult damage prime clear ering dent search,2,0,0,neutral,good
1358,free packaging value big hair con difficult available shipping damage clear ering prime bacon shampoo,0,0,0,neutral,neutral
1359,free packaging value big hair shipping con difficult damage prime clear ering dent available search,1,0,0,neutral,rather_good
1360,fresh packaging honey cracker condition fit convenience lover mini graham incredible grind due stack cap,-2,0,0,neutral,bad
1361,fresh packaging honey cracker fit condition lover convenience mini graham incredible grind due stay stack,-1,0,0,neutral,rather_bad
1362,fresh packaging honey cracker fit condition lover convenience mini grind graham incredible due stack stay,-2,0,0,neutral,bad
1363,fresh packaging honey cracker fit condition touch convenience seal mini graham incredible stack stay grind,-1,1,1,rather_good,rather_bad
1364,fresh packaging honey cracker plastic seal fit condition convenience graham incredible stack stay vacuum cap,-1,1,1,rather_good,rather_bad
1370,fruit juice orange mind soda via oat flower gummy rating instant bear illy roll classic,0,0,0,neutral,neutral
1371,fruit top nut plus fan huge cake hit mixed dessert microwave banana flavour car cashew,2,1,1,rather_good,good
1372,fruit top plus nut fan cake hit mixed banana microwave dessert big flavour car etc,2,1,1,rather_good,good
1373,fruit top plus nut fan cake mixed hit banana dessert microwave big flavour car etc,-2,1,1,rather_good,bad
1374,fruit top plus nut fan cake mixed hit banana dessert microwave flavour etc car big,0,0,0,neutral,neutral
1375,fruit top plus nut fan cake mixed hit huge banana dessert etc microwave car flavour,2,1,1,rather_good,good
1376,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,-2,0,0,neutral,bad
1377,fuel jet starbucks lavazza saffron bean tiger blade soap dang lavender soil expresso espresso brew,-2,1,1,rather_good,bad
1395,grain large flour egg boy poor mill allergy recipe disease whole baking celiac kibble choke,-1,-1,-1,rather_bad,rather_bad
1404,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,2,1,1,rather_good,good
1405,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,2,1,1,rather_good,good
1406,green powder amaze vitamin grow aroma matcha form teaspoon supplement tablespoon leaf extract protein milk,2,1,1,rather_good,good
1407,green powder blue body vitamin soy normal daily magnesium blood splenda source supplement diamond matcha,-2,1,1,rather_good,bad
1408,green powder leaf vitamin grow form matcha aroma teaspoon tablespoon supplement mixed along milk protein,2,1,1,rather_good,good
1409,green powder vitamin amaze aroma grow matcha form teaspoon supplement extract tablespoon mountain protein nutritional,0,1,1,rather_good,neutral
1410,green powder vitamin form supplement teaspoon tablespoon protein nutritional load outstanding smoothie grass calcium mineral,2,1,1,rather_good,good
1411,green powder vitamin leaf aroma grow along mountain form matcha teaspoon supplement extract tablespoon combine,1,1,1,rather_good,rather_good
1412,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,2,1,1,rather_good,good
1413,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass protein smoothie hemp outstanding mineral,2,1,1,rather_good,good
1414,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass smoothie protein hemp mineral outstanding,2,1,1,rather_good,good
1415,green powder vitamin supplement form teaspoon tablespoon nutritional protein outstanding smoothie grass calcium hemp mineral,2,1,1,rather_good,good
1416,green powder vitamin supplement form teaspoon tablespoon nutritional protein smoothie outstanding grass calcium hemp mineral,2,1,1,rather_good,good
1417,green powder vitamin supplement form teaspoon tablespoon nutritional smoothie outstanding grass protein calcium hemp mineral,2,1,1,rather_good,good
1418,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,2,1,1,rather_good,good
1419,green protein powder blue body vitamin soy daily magnesium normal fiber blood source splenda supplement,2,1,1,rather_good,good
1420,green protein powder blue body vitamin soy daily magnesium source fiber shake blood almond nutrition,2,1,1,rather_good,good
1421,green protein powder meal vitamin mixed fiber soy pouch contains shake source daily nutrition prov,2,1,1,rather_good,good
1422,green protein powder meal vitamin mixed soy fiber body daily shake source contains prov splenda,2,1,1,rather_good,good
1423,green protein powder meal vitamin mixed soy fiber pouch contains shake source nutrition matcha form,2,1,1,rather_good,good
1424,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,1,1,1,rather_good,rather_good
1425,green protein powder vitamin body soy normal fiber source mixed contains shake daily con meal,2,1,1,rather_good,good
1426,green protein powder vitamin con body fiber mixed soy normal daily source contains prov shake,2,1,1,rather_good,good
1427,green protein powder vitamin meal mixed soy pouch shake contains fiber nutrition matcha form teaspoon,2,1,1,rather_good,good
1428,green protein powder vitamin meal mixed soy pouch shake contains fiber splenda nutrition matcha form,1,1,1,rather_good,rather_good
1429,green sauce protein powder vitamin mixed soy shake contains fiber matcha form nutrition teaspoon prov,2,1,1,rather_good,good
1430,green vitamin mountain form teaspoon nutritional grass mineral hemp calcium smoothy spaghetti organic yeah smoothie,2,1,1,rather_good,good
1431,green vitamin mountain form teaspoon nutritional mineral smoothie load grass calcium hemp smoothy spaghetti iron,-1,0,0,neutral,rather_bad
1432,green vitamin mountain teaspoon form organic nutritional grass mineral hemp smoothy calcium spaghetti yeah stain,2,0,0,neutral,good
1433,green wonderful bean vanilla black drinking honey ice orange cold iced indiv lemon caffeine refresh,2,1,1,rather_good,good
1434,green wonderful bean vanilla drinking black honey ice orange cold iced indiv aftertaste lemon caffeine,0,1,1,rather_good,neutral
1435,grocery cost able home deliver run trip shelf visit plant door ask realize live gallon,0,0,0,neutral,neutral
1477,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,2,1,1,rather_good,good
1478,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,2,1,1,rather_good,good
1479,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,1,1,1,rather_good,rather_good
1480,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,0,1,1,rather_good,neutral
1481,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,2,1,1,rather_good,good
1482,hair clear wash scent heard shampoo thick conditioner oily manufacturer shiny scalp apply seem shower,2,1,1,rather_good,good
1483,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,2,1,1,rather_good,good
1484,hair conditioner manufacturer trust trash lead cheap ingredient cat feed vet highest thing basically grass,-2,0,0,neutral,bad
1485,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,2,1,1,rather_good,good
1486,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,2,1,1,rather_good,good
1487,hair thick clear heard wash head scent shampoo conditioner oily scalp apply manufacturer shiny shower,2,1,1,rather_good,good
1488,hair thick clear heard wash head scent shampoo conditioner oily scalp apply shiny manufacturer shower,2,1,1,rather_good,good
1489,happy around ship impressed packed condition mother ask directly exactly play email send gold wonder,-2,0,0,neutral,bad
1490,happy around ship impressed packed condition mother play ask exactly directly saw finally gold send,-2,0,0,neutral,bad
1491,hazelnut gloria ingredient manufacturing facility jean's test vanilla ensure blackberry processing jean please harmful assure,0,0,0,neutral,neutral
1493,health fact normal lower person particular issue trouble consume possible gummy bear crisp adult system,-2,0,0,neutral,bad
1494,health fact normal lower person particular issue trouble consume possible gummy bear system crisp adult,-1,0,0,neutral,rather_bad
1506,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,-2,0,0,neutral,bad
1507,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,2,1,1,rather_good,good
1508,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,2,1,1,rather_good,good
1509,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,1,1,1,rather_good,rather_good
1532,help chew hour honey energy hair bone toy skin night minute keep work need oatmeal,0,1,1,rather_good,neutral
1533,help chew hour honey energy minute night hair toy bone skin drop effect trip within,-2,0,0,neutral,bad
1534,help chew hour honey energy night hair bone toy keep skin minute need last sleep,-2,1,1,rather_good,bad
1535,help chew hour honey energy night hair bone toy skin minute keep need sleep last,-2,1,1,rather_good,bad
1536,help chew hour honey energy night hair minute toy bone skin drop trip effect gas,-2,0,0,neutral,bad
1537,help chew keep hour honey energy bone minute toy skin need night work trip training,-1,1,1,rather_good,rather_bad
1538,help chew keep hour honey energy night hair toy minute bone skin work need trip,-2,1,1,rather_good,bad
1539,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,-1,0,0,neutral,rather_bad
1540,help coconut tell difference cannot along benefit told everyday improve pleasant munch chill admit literally,-2,0,0,neutral,bad
