,true,model_extracted,task,true_num,classification_metric
486,bad,-2,can't almond ounce blue wait cocoa magnesium cause beat diamond blood reminds alot nutrient rda,-2,0
487,bad,-2,can't run wait cocoa iced bone beat steep alot mug least say house watery sure,-2,0
488,bad,-2,can't run wait cocoa iced bone beat steep alot mug least watery house sure say,-2,0
489,bad,-2,can't run wait cocoa iced bone beat steep alot mug watery canister sure house meaty,-2,0
490,bad,-2,can't run wait iced cocoa bone beat steep alot watery mug canister hear one's everytime,-2,0
491,bad,-2,can't say almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda bowel,-2,0
492,bad,-2,canada ryan wave stephen indiana funny ontario blue ottawa danny smoke story sticker afford jonathan,-2,0
493,bad,2,cancer word health center application higgins research increase fnal science resource national internet field randy,-2,1
494,good,2,cand doctor suck treatment anti infection vitamin body cause quack medical pilot yeast bias antibiotic,2,1
495,good,2,cand doctor treatment anti suck cause yeast disease infection body medical vitamin blood quack physician,2,1
496,good,2,cand doctor treatment suck anti infection body cause yeast vitamin medical quack disease blood pilot,2,1
497,bad,-2,cand palestinian israel suck nasa cause west israeli infection astronaut stup anti bank bias degree,-2,0
498,bad,-2,cand suck infection anti palestinian cause vitamin west doctor body astronaut bias treatment pilot bank,-2,0
499,good,2,candy soup gift rice pasta noodle item thanks awesome customer service christmas contact tuna hol,2,1
500,bad,-2,candy soup gift rice pasta thanks noodle awesome customer service christmas contact tuna item hol,-2,0
501,good,-2,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,2,0
502,bad,2,card driver memory simms cards crash gateway battery backup diamond tower accelerator tape boot color,-2,1
503,good,2,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,2,1
504,bad,-2,card driver sound copy light mark machine left running free disk following memory water else,-2,0
505,good,-2,card driver sound light copy running machine crash mark gateway anybody left hardware speaker backup,2,0
506,bad,-2,card driver sound light running gateway machine crash copy mark anybody diamond latest hardware memory,-2,0
507,bad,-2,card driver sound machine light running copy gateway mark crash memory left anybody hardware option,-2,0
508,bad,-2,care health country market america company money gary perry columbia drug liberal somalia germany german,-2,0
509,good,-2,care mark couple marriage poor married insurance abortion coverage rent live speech child free money,2,0
510,bad,-2,care mark marriage poor child couple live deserve free together services deliver choose parent health,-2,0
511,bad,-2,care marriage couple poor child mark health package live public together commitment congress free immunization,-2,0
512,bad,-2,care marriage couple public insurance child kind poor live health congress whether ever mark free,-2,0
513,bad,-2,care marriage couple public kind congress live mark poor ever together whether output technology package,-2,0
514,good,-2,care marriage insurance couple child mark poor money coverage live abortion public free rent parent,2,0
515,good,-2,care marriage insurance couple child poor mark public abortion money coverage live free health rent,2,0
516,bad,-2,care marriage insurance couple child poor public health mark abortion money coverage free live congress,-2,0
517,good,-2,care marriage insurance couple mark poor child money coverage abortion live rent public free married,2,0
518,good,-2,care marriage insurance couple poor mark child money abortion coverage public live rent free health,2,0
519,bad,-2,care marriage insurance health public couple child poor congress kind free package whether live commitment,-2,0
520,good,-2,care marriage mark couple poor insurance child live abortion coverage married money rent free speech,2,0
521,bad,-2,case market salty live suggest sour hooked crispy cheddar tangy heaven regret smallest mayo bland,-2,0
522,bad,-2,case salty live sour suggest hooked crispy cheddar tangy less heaven since smallest regret mayo,-2,0
523,bad,-2,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret mayo neighborhood,-2,0
524,good,-2,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest mayo,2,0
525,bad,-2,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest since,-2,0
526,bad,-2,case salty live suggest sour hooked crispy cheddar tangy heaven regret less garbage since smallest,-2,0
527,bad,-2,case salty sour live hooked suggest crispy cheddar tangy less since heaven market smallest new,-2,0
528,bad,2,cat brand ingredient feed quality chicken meat natural diet corn organic dry list switch pet,-2,1
529,bad,2,cat fancy chicken recall photo feast petite cuisine purina cupcake island smiley pig color frost,-2,1
530,good,2,cat feed meat ingredient pet chicken wellness vet diet salmon dry corn switch kibble filler,2,1
531,good,2,cat meat ingredient corn dog vitamin calcium feed cat's human ground expensive finicky bone beef,2,1
532,good,-2,cat pet wellness feed meat ingredient science vet kitty kibble filler kitten purina cat's by-product,2,0
533,good,-2,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,2,0
534,bad,-2,cause father message view user whole bill white head check code appear begin attack within,-2,0
535,good,2,cause food medical disease health patient doctor report cand cancer treatment steve body blood infection,2,1
536,bad,-2,cause launch cand report military face charge anti fire knife woman infection weapon police health,-2,0
537,good,2,cause medical health report disease food cand face infection doctor charge steve military body knife,2,1
538,bad,2,cause report cand health medical face military charge disease food infection knife dangerous anti among,-2,1
539,good,2,cause report health food study disease medical doctor steve increase patient center among body treatment,2,1
540,bad,2,center nasa research image internet graphics cancer virginia health medical contact april email mike archive,-2,1
541,bad,-2,center research internet virginia office conference phone computing national department north film address campus australia,-2,0
542,bad,-2,center research internet virginia office phone nasa north email computing film contact national maine harvard,-2,0
543,good,-2,center research internet virginia phone office nasa email north computing film contact national maine harvard,2,0
544,good,2,center research nasa medical april health cancer internet virginia report national volume page newsletter contact,2,1
545,bad,2,center research nasa medical april health report cancer national virginia page volume internet newsletter office,-2,1
546,bad,-2,center research virginia internet nasa office phone north film email computing contact maine national tiff,-2,0
547,bad,-2,center research virginia nasa internet tiff film contact image maine graphics mike news north conference,-2,0
548,bad,-2,center research virginia nasa internet tiff film contact maine mike image graphics news north conference,-2,0
549,bad,-2,center virginia research internet nasa film office maine national north contact conference phone computing campus,-2,0
550,good,-2,center virginia research nasa internet film maine contact national office conference north news phone report,2,0
551,bad,-2,center virginia research nasa internet film maine contact office national conference north news report phone,-2,0
552,good,2,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,2,1
553,good,2,cereal sell grain hop surprised unfortunately chewy truly nearly pancake raisin vendor understand appreciate book,2,1
554,bad,-2,cereal sell truly stale vendor appreciate unfortunately understand allow fell never think threw longer regular,-2,0
555,bad,-2,cereal sell truly stale vendor unfortunately appreciate understand allow fell threw never think longer basis,-2,0
556,bad,-2,cereal sell truly unfortunately stale vendor appreciate understand allow fell threw longer fail basis never,-2,0
557,bad,-2,cereal sell unfortunately truly stale vendor appreciate understand allow fell threw fail longer basis pronounce,-2,0
558,bad,-2,cereal sell unfortunately truly stale vendor appreciate understand allow threw fell meant fail basis pronounce,-2,0
559,bad,2,cereal sell unfortunately truly stale vendor understand appreciate allow threw fell fail basis pronounce macadamia,-2,1
560,bad,-2,change feed diet wellness crazy formula eats vet whatever kibble switch science year old start,-2,0
561,bad,-2,change feed diet wellness formula crazy vet eats whatever switch kibble science year fed start,-2,0
562,bad,-2,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten fed,-2,0
563,bad,-2,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten gobble,-2,0
564,good,-2,character font printer print vice page cell code bill beauchaine bobbe thought deskjet beep blow,2,0
565,good,-2,cheese bake could homemade fry slice spoon onion spread style cardboard sandwich oven contact put,2,0
566,good,-2,cheese bake could homemade fry slice spoon onion spread style put sandwich contact cardboard oven,2,0
567,good,-2,cheese bake homemade could fry slice onion spoon put contact spread sandwich oven somewhere cardboard,2,0
568,good,2,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,2,1
569,good,-2,cheese bread bake homemade spread slice spoon toast fry onion direction sandwich oven follow usual,2,0
570,good,-2,cheese bread bake homemade spread slice toast spoon onion put fry sandwich oven direction could,2,0
571,good,2,cheese bread chili garlic sauce thai pan pizza curry crust whip dip chef boil rub,2,1
572,good,2,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,2,1
573,good,2,cheese bread sauce flour chili stir garlic pork pizza waffle thai pan curry crust oven,2,1
574,bad,-2,chew honey hair toy skin sleep boost play calm rawh busy wash workout gel joint,-2,0
575,bad,-2,chew minute gum mouth cinnamon special piece third bubble xylitol two swallow three however soothe,-2,0
576,bad,-2,chew minute gum mouth special cinnamon third bubble xylitol swallow crumble second soothe however piece,-2,0
577,good,-2,chew minute three gum mouth special cinnamon four third bubble xylitol swallow adore jump crumble,2,0
578,bad,-2,chew minute three gum mouth special cinnamon third bubble xylitol swallow crumble soothe adore jump,-2,0
579,bad,-2,chew mouth pod pound bone toy ball puppy minute play last two around teeth rawh,-2,0
580,bad,-2,chew pod bone pound toy mouth puppy play last creamer around minute rawh senseo two,-2,0
581,bad,-2,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,-2,0
582,bad,-2,chew pod pound bone toy ball puppy teeth play minute he's rawh senseo two busy,-2,0
583,bad,-2,chew pod pound bone toy caramel larger play puppy two minute pet rawh senseo safe,-2,0
584,bad,-2,chew pod pound bone toy caramel larger puppy play two minute rawh senseo pet safe,-2,0
585,bad,-2,chew pod pound bone toy larger caramel puppy play two minute rawh senseo ear safe,-2,0
586,good,-2,chew pod pound toy bone caramel larger play pet two minute rawh puppy target german,2,0
587,bad,-2,chew pod pound toy bone caramel larger play two minute puppy pet rawh safe target,-2,0
588,bad,-2,chew pod toy pound caramel bone larger play pet two minute rawh puppy target seem,-2,0
589,good,2,chicken meat vegetable purchasing hazelnut filler test ingredient we're steak vegetarian by-product duck grill gloria,2,1
590,good,-2,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product duck grill real,2,0
591,bad,-2,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product real duck know,-2,0
592,good,2,chicken meat vegetable purchasing hazelnut ingredient filler test we're steak vegetarian by-product duck know grill,2,1
593,bad,-2,chicken meat vegetable purchasing hazelnut test filler ingredient we're steak vegetarian by-product grill duck know,-2,0
594,good,2,chicken meat vegetable purchasing hazelnut test filler we're ingredient steak vegetarian by-product grill duck gloria,2,1
595,good,2,chicken meat vegetable purchasing hazelnut test we're steak real vegetarian grill enjoy gloria rub exception,2,1
596,good,-2,chicken meat vegetable purchasing test hazelnut filler we're steak exception vegetarian completely grill breast by-product,2,0
597,good,2,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian by-product exception ingredient grill supplier,2,1
598,good,2,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian exception by-product grill breast supplier,2,1
599,good,2,chicken meat vegetable purchasing test hazelnut we're steak vegetarian real exception grill gloria rub plate,2,1
600,good,2,chicken meat vegetable purchasing test hazelnut we're steak vegetarian real grill exception gloria rub enjoy,2,1
601,good,2,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception breast real grill gloria rub,2,1
602,bad,2,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception grill breast concern gloria rub,-2,1
603,good,2,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception real grill breast gloria rub,2,1
604,good,-2,child body woman dead town army massacre azerbaijan azeri kill attack three destroy terrorist soviet,2,0
605,good,-2,child drug care country society party insurance freedom medium germany difference political german social suggest,2,0
606,bad,-2,child kill food woman cause fire disease left doctor live body health patient home friend,-2,0
607,bad,-2,child koresh rutgers rock kaldis michael doctor georgia injury trial radio germany witness society easter,-2,0
608,bad,-2,child michael koresh rutgers phil radio rock witness trial kaldis judge georgia ence ians covington,-2,0
609,bad,-2,child michael koresh rutgers phil radio witness rock trial judge ence kaldis georgia ians kill,-2,0
610,bad,-2,child remember duke chip maybe risc email away center sell turn monitor color argument nasa,-2,0
611,bad,-2,child report picture kaldis ence word news nothing whether send rutgers phone homosexual home today,-2,0
612,bad,-2,child rutgers kaldis koresh doctor rock easter germany injury society michael trial radio ence report,-2,0
613,bad,-2,child rutgers kaldis report easter homosexual rock ence society germany picture word doctor injury koresh,-2,0
614,bad,2,child turkish woman turkey armenia turk greek military russian army weapon live village today plane,-2,1
615,bad,-2,child woman body dead massacre army village muslim russian azerbaijan attack turkish town minority report,-2,0
616,bad,-2,chip blend roast com favorite www http href dark keurig k-cups brew bold rich pod,-2,0
617,bad,-2,chip blend roast com www http href dark brew keurig k-cups bold rich pod smooth,-2,0
618,bad,-2,chip blend roast com www http href dark brew keurig k-cups rich bold pod machine,-2,0
619,bad,-2,chip blend roast com www http href dark keurig brew k-cups bold rich smooth pod,-2,0
620,bad,-2,chip blend roast com www http href keurig brew k-cups bold pod french starbucks k-cup,-2,0
621,bad,-2,chip blend roast com www http href keurig k-cups brew bold pod french starbucks k-cup,-2,0
622,good,-2,chip encryption clipper escrow security secure agency technology enforcement privacy encrypt algorithm protect crypto secret,2,0
623,good,2,chip encryption clipper phone escrow security secure technology agency privacy protect enforcement algorithm encrypt crypto,2,1
624,good,-2,chip encryption clipper security escrow privacy encrypt technology agency enforcement message phone algorithm protect secret,2,0
625,good,2,chip encryption clipper security privacy escrow technology encrypt agency phone enforcement message algorithm protect secure,2,1
626,good,2,chip encryption clipper security privacy phone escrow technology agency secure encrypt algorithm message enforcement protect,2,1
627,good,-2,chip encryption phone public security clipper access message algorithm technology privacy product protect agency secure,2,0
628,good,2,chip healthy snack tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,2,1
629,good,2,chip healthy tasty excellent fiber healthier lunch crave dip alternative satisfy crunch cheddar vinegar market,2,1
630,good,-2,chip potato vinegar kettle corn garden addictive tortilla trap blue starch bbq lucky think salt,2,0
631,good,-2,chip potato vinegar kettle corn garden addictive trap salt blue tortilla think lucky starch whole,2,0
632,good,2,chip potato vinegar kettle corn garden addictive trap tortilla blue salt starch think lucky bbq,2,1
633,good,-2,chip potato vinegar kettle garden bbq popchips greasy corn addictive tortilla somehow trap blue starch,2,0
634,good,-2,chip sauce www http href com cheese potato chili garlic vinegar dip pie bbq kettle,2,0
635,good,2,chip snack healthy tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,2,1
636,bad,-2,chip star potato corn kettle vinegar yellow addictive blue garden whole trap carrot think reason,-2,0
637,bad,-2,chip star potato corn kettle vinegar yellow blue addictive garden whole trap carrot think reason,-2,0
638,bad,-2,chip star potato corn reason yellow kettle rating vinegar blue addictive garden tortilla trap starch,-2,0
639,bad,-2,chip star potato corn reason yellow kettle rating vinegar blue garden addictive tortilla trap starch,-2,0
640,bad,-2,chip star potato corn reason yellow kettle vinegar blue rating addictive garden tortilla trap think,-2,0
641,bad,-2,chip star potato corn vinegar kettle yellow blue addictive garden trap tortilla reason think whole,-2,0
642,good,-2,chip star potato reason salty corn veggie thin rating kettle rate garden addictive greasy sesame,2,0
643,good,-2,chip star potato salty corn veggie reason vinegar kettle rating think still whole addictive garden,2,0
644,bad,-2,chip star potato salty corn veggie reason vinegar kettle rating think whole addictive garden still,-2,0
645,good,-2,chocolate chip sauce hot com www http href cheese pack spicy pepper salt potato cocoa,2,0
646,bad,-2,chocolate http www href com pie pack dark variety melt cherry truffle roast fudge caviar,-2,0
647,good,2,church bible christ catholic faith matthew lord scripture father word spirit paul holy passage interpretation,2,1
648,good,2,church bible christ catholic matthew faith lord scripture father word spirit holy paul passage interpretation,2,1
649,good,2,church bible christ faith catholic matthew lord scripture father word spirit holy heaven interpretation teach,2,1
650,good,2,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation heaven,2,1
651,good,2,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation passage,2,1
652,good,-2,church catholic authority pope bible public country belief live strong child religion love regard always,2,0
653,good,-2,church catholic authority pope matter member bishop faith involve schism command teaching situation public bible,2,0
654,good,-2,church catholic authority pope matter member bishop tradition teaching priest involve doctrine schism command faith,2,0
655,good,-2,church catholic pope authority tradition doctrine priest orthodox teaching bishop divine nature matter revelation schism,2,0
656,good,-2,church catholic pope authority tradition doctrine priest orthodox teaching bishop nature divine matter revelation schism,2,0
657,good,-2,church truth absolute doug symbol borland bible libxmu scripture paradox matter reading error interpretation exercise,2,0
658,good,-2,church truth absolute doug symbol borland bible scripture libxmu paradox catholic matter darren error certain,2,0
659,good,-2,church truth absolute doug symbol borland libxmu scripture bible paradox matter reading interpretation exercise error,2,0
660,good,-2,church truth catholic absolute pope bible matter scripture symbol revelation borland interpretation faith libxmu certain,2,0
661,bad,-2,city judas young hanging acts present sdsu move election money bill thousand office tree decenso,-2,0
662,bad,-2,city judas young hanging present sdsu election acts move bill thousand office money babb among,-2,0
663,bad,-2,city matthew young hang word judas greek hanging fall tree acts hearing sdsu present thus,-2,0
664,bad,-2,city word matthew young hang judas greek hanging tree acts hearing fall sdsu specifically present,-2,0
665,bad,-2,city word matthew young hang judas greek hanging tree hearing acts fall sdsu specifically present,-2,0
666,good,-2,city young judas hanging acts present money sdsu tree bill thousand move election fall create,2,0
667,bad,-2,city young judas hanging acts present sdsu money tree thousand move election fall bill decenso,-2,0
668,bad,-2,clinton class charles movie stup regard within plan frame bill sean supposedly success raise bush,-2,0
669,bad,-2,clinton class movie bill charles frame within plan sean regard bush quicktime animation administration stup,-2,0
670,bad,-2,clinton class movie charles frame bill within plan sean regard bush quicktime animation administration mike,-2,0
671,bad,-2,clinton mike batf class bill within proper waco administration bush plan equipment unknown protect charles,-2,0
672,bad,-2,clinton mike batf class within bill proper administration equipment bush plan waco country working unknown,-2,0
673,bad,-2,clinton mike public bill fast package administration working drug batf general trade protect hunting firearm,-2,0
674,bad,-2,clinton mike within bill batf class administration equipment proper working country unknown bush plan fear,-2,0
675,bad,-2,clinton movie bill class within frame plan charles sean animation regard mike administration bush full,-2,0
676,bad,-2,clinton movie class bill frame plan within animation sean administration charles mike bush quicktime regard,-2,0
677,bad,-2,clipper access division industry build married care email hockey error library company price phone routine,-2,0
678,bad,-2,clipper access encryption chip player email hockey build price industry technology error phone care division,-2,0
679,bad,-2,clipper married access industry care division marriage email routine library technology encryption chip become phone,-2,0
680,good,-2,coconut help difference everyday benefit cannot pleasant tell told improve health munch many skin along,2,0
681,bad,-2,coconut tell benefit wow face bpa jelly choke everyday america zico belly friend erably blah,-2,0
682,bad,-2,coconut tell difference cannot benefit along told pleasant everyday pure level improve temperature munch admit,-2,0
683,bad,2,coconut water protein bottle calorie soda syrup fat vitamin gram splenda sugar juice carbs msg,-2,1
684,good,-2,code function message reference algorithm text method random cipher null crypt attack ripem cryptography length,2,0
685,bad,-2,code function muslim text subject null islam error output application research reference open date unix,-2,0
686,good,-2,code function reference text message algorithm method character random cipher null crypt ripem cryptography length,2,0
687,bad,-2,code function subject muslim application null text research output jewish error build open islam reference,-2,0
688,good,-2,code function text cipher null reference crypt random char error cryptography algorithm define message following,2,0
689,bad,-2,code function text null cipher reference crypt char error muslim random cryptography define character gregg,-2,0
690,bad,-2,code object event method register routine generate algorithm simple easy public expose function polygon allow,-2,0
691,bad,2,code user event public register algorithm generate send window expose object patent drawing implementation export,-2,1
692,good,2,code user event public register algorithm generate window expose send export patent object graphics implementation,2,1
693,bad,2,code user public event register algorithm generate send object expose patent drawing implementation domain contain,-2,1
694,bad,-2,colorado music letter flame argument conclusion fallacy motorcycle bruce therefore japanese letters club denizen japan,-2,0
695,bad,2,command dealer deal price saturn newsreader ford loss sales small cycle arizona deep ering customer,-2,1
696,bad,-2,command dealer saturn ford cycle loss deal arizona price duty deep newsreader small prof profit,-2,0
697,bad,2,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,-2,1
698,bad,2,command religious cycle atheism ford religion saturn prof dealer atheist duty response profit finally boot,-2,1
699,bad,-2,company available awesome care sent search licorice email send affordable business since premium beyond back,-2,0
700,bad,-2,company available awesome sent care licorice search email send affordable business since premium back beyond,-2,0
701,bad,-2,company available awesome sent care licorice search email send affordable business since premium back coupon,-2,0
702,bad,-2,company available awesome sent licorice care email search affordable business since send premium back prompt,-2,0
703,good,-2,company available care awesome search sent licorice send call contact email finally business affordable amazon's,2,0
704,good,-2,company available care awesome search sent licorice send contact email business affordable amazon's beyond coupon,2,0
705,good,-2,company available care awesome search sent licorice send contact email since business call affordable amazon's,2,0
706,bad,-2,company available care awesome search sent licorice send email contact since business affordable beyond premium,-2,0
707,bad,-2,company insurance happy money private health america canadian liberal proposal perry care policy canada spend,-2,0
708,bad,-2,company treat bell positive larc negative worry patient recent current lyme carl complaint strength reaction,-2,0
709,bad,-2,company treat bell positive larc negative worry patient recent lyme current carl complaint strength reaction,-2,0
710,bad,-2,company treat positive larc negative patient current bell worry carl lyme chen nasa nova culture,-2,0
711,bad,-2,compare market difference mean pasta sometimes stomach soda hold brown sour coat upset nicely folk,-2,0
712,bad,-2,container easily place soft melt hold together mess chewy shape stuck work open cool room,-2,0
713,bad,-2,container easily place soft melt hold together mess shape stuck chewy open cool somewhat room,-2,0
714,bad,-2,container easily soft melt work place chewy mess together shape stuck hold room open cool,-2,0
715,bad,-2,container pet teeth vet clean result research cheap basically issue breath greenies major manufacturer junk,-2,0
716,bad,-2,container place easily soft melt hold together mess shape open stuck chewy somewhat cool room,-2,0
717,bad,-2,container teeth vet clean pet result research cheap issue basically breath greenies major manufacturer junk,-2,0
718,bad,-2,container teeth vet clean result pet research cheap basically breath issue greenies junk major manufacturer,-2,0
719,bad,-2,context quote agree umich taking relay maybe death learn engin james kind ence feel argument,-2,0
720,good,2,controller scsi disk card bios interface feature jumper floppy speed fast transfer port board rate,2,1
721,good,2,controller scsi disk card bios interface feature jumper speed floppy fast transfer pope port mode,2,1
722,good,-2,cookie cooky microwave package chewy chocolate soft annie newton garbage bad toilet plastic bowl put,2,0
723,good,-2,cooky butter free peanut gluten cookie sale we've reasonable walmart newman's allergy jam raisin consistency,2,0
724,good,-2,cooky butter peanut cookie sale we've newman's moist spread reasonable biscuit crumb walmart fabulous sandwich,2,0
725,bad,-2,cooky butter peanut cookie sale we've reasonable newman's reviewer website agree walmart supermarket blow similar,-2,0
726,bad,-2,cooky butter peanut cookie sale we've website newman's spread reasonable biscuit crumb walmart fudge allergic,-2,0
727,good,-2,cooky butter peanut gluten cookie free sale we've reasonable walmart newman's consistency jam blow website,2,0
728,good,-2,cooky butter peanut gluten cookie free we've reasonable walmart wheat allergic sale celiac allergy soy,2,0
729,bad,-2,cooky butter peanut gluten cookie sale we've reasonable newman's walmart consistency celiac jam blow pamela's,-2,0
730,bad,-2,cooky butter peanut gluten cookie sale we've reasonable walmart newman's consistency jam blow raisin allergy,-2,0
731,good,-2,cooky cookie mouth bite raspberry thin brownie fudge crumb xylitol oreo creme soft gooey chewy,2,0
732,good,-2,cooky cookie mouth bite raspberry thin brownie fudge xylitol crumb oreo creme gooey pan soft,2,0
733,bad,-2,cooky cookie mouth raspberry thin brownie fudge xylitol bite oreo creme think pan gooey soft,-2,0
734,good,-2,cooky cookie mouth raspberry thin brownie fudge xylitol oreo bite creme think pan gooey soft,2,0
735,good,-2,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme gooey pan think package soft,2,0
736,good,-2,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme package gooey pan think soft,2,0
737,good,-2,cooky cookie mouth raspberry thin brownie fudge xylitol oreo package creme gooey think pan soft,2,0
738,good,-2,cooky cookie raspberry mouth thin brownie fudge xylitol package oreo think gooey creme pan soft,2,0
739,good,-2,cooky cookie raspberry thin agree brownie oreo fudge gooey think soft crumbly overprice enough ruin,2,0
740,good,-2,cooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft enough overprice ruin,2,0
741,bad,-2,cooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft texture package enough,-2,0
742,good,-2,cooky cookie raspberry thin brownie agree oreo fudge think gooey crumbly texture package soft enough,2,0
743,good,2,cooky cookie raspberry thin brownie agree oreo fudge think gooey texture package crumbly soft enough,2,1
744,good,2,cooky rice soup pasta season noodle cookie tomato tuna fudge hol wasabi bubble steak pea,2,1
745,good,2,cooky rice soup pasta season noodle cookie tomato tuna fudge hol wasabi steak bubble broth,2,1
746,bad,-2,copy machine persian free sound anyway current public address easy company general several fast able,-2,0
747,bad,-2,copy offer monitor excellent manual asking sale title condition tape email trade original cover distribution,-2,0
748,good,-2,copy offer monitor excellent manual asking sale title tape condition trade original email cover distribution,2,0
749,bad,-2,copy steve electronics thor libertarian bell steveh measure hendricks thanx fail regulation protection tamu limited,-2,0
750,bad,-2,copy steve thor electronics libertarian steveh hendricks eliminate tamu fail limited regulation failure snow swiss,-2,0
751,bad,-2,copy thor electronics libertarian steve bell steveh hendricks current measure fail free persian regulation limited,-2,0
752,bad,-2,copy thor electronics libertarian steveh bell steve hendricks keyboard current persian free fail measure company,-2,0
753,bad,-2,copy thor electronics libertarian steveh bell steve hendricks keyboard persian current free fail measure cluster,-2,0
754,bad,-2,copy thor persian libertarian steveh electronics keyboard free current company machine cluster anyway bell fail,-2,0
755,bad,-2,copy thor steve electronics libertarian bell steveh hendricks measure current fail regulation protection persian limited,-2,0
756,good,2,corn pet ingredient feed wellness vet chicken meat filler diet science liver flour fructose kitten,2,1
757,good,-2,cost bpa general consumer drive refill effective woman liter per sadly sodastream tomato synthetic rate,2,0
758,bad,-2,cost bpa general consumer drive refill effective woman rate liter per sadly particularly sodastream tomato,-2,0
759,bad,-2,cost bpa general drive consumer refill woman liter effective per sadly sodastream tomato synthetic drug,-2,0
760,bad,-2,cost bpa general rate consumer particularly drive refill effective woman liter discount per sadly sodastream,-2,0
761,good,-2,could cheese bake finally homemade fry slice spoon spread onion stand cardboard oven somewhere kraft,2,0
762,good,-2,could cheese bake homemade fry spread slice spoon onion stand style paper cardboard effort oven,2,0
763,good,-2,could cheese bake homemade slice spoon fry spread onion style finally stand cardboard paper oven,2,0
764,bad,-2,could ever local piece grocery sell deal wish carry market glad gum whole online hop,-2,0
765,good,-2,could local piece grocery sell deal wish carry market glad gum online whole break hop,2,0
766,bad,-2,could local piece grocery sell deal wish carry market glad online break hop surprised unfortunately,-2,0
767,bad,-2,could n't money new fine juice either least color guess wrong end waste throw show,-2,0
768,good,2,country action land force iran citizen house bosnia weapon majority federal constitution civil nation adam,2,1
769,good,2,country federal house iran civil bosnia force action majority constitution nation minority senate constitutional hallam,2,1
770,good,-2,country federal house iran civil force bosnia action majority constitution senate constitutional minority nation iranian,2,0
771,good,-2,country germany land german nazi money happy europe european waste race spend political canadian party,2,0
772,good,2,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,2,1
773,bad,2,country iran house weapon force kill clinton action sphere arms amendment constitution public pres nuclear,-2,1
774,bad,-2,country iran nation house bosnia europe political majority federal civil minority hallam revolution social senate,-2,0
775,good,2,country kill weapon force iran action house religion land clinton citizen public arab arms nuclear,2,1
776,good,-2,country land care germany happy money waste german health company proposal europe race european spend,2,0
777,good,-2,country land citizen action adam force iran house civil majority nation bosnia minority federal freedom,2,0
778,bad,-2,country land germany german happy money care waste europe proposal european race health company spend,-2,0
779,bad,-2,country land germany german happy money waste nazi europe european race spend canadian proposal care,-2,0
780,bad,-2,country land germany german nazi money happy europe waste european race spend canadian care political,-2,0
781,bad,-2,country land germany happy german care money waste health europe proposal company race european spend,-2,0
782,good,-2,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,2,0
783,good,-2,country nazi german germany land europe money party political european happy spend race waste history,2,0
784,good,-2,country nazi germany german land europe money party european happy political race waste spend history,2,0
785,good,-2,country nazi germany german land europe money party european happy political spend race waste history,2,0
786,good,2,court berkeley charge anti judge francisco lawyer legal copyright jacket property dangerous california museum police,2,1
787,bad,-2,cracker mouth please mountain care substitute color pork table wine surprise present puff kit describe,-2,0
788,bad,-2,cracker please mouth mountain care substitute color pork wine table puff kit present surprise weak,-2,0
789,bad,-2,cramer clayton free station uunet tool optilink image price service email mine option consent contact,-2,0
790,bad,-2,cramer clayton station uunet optilink mine consent free price pyram option service relations operator contact,-2,0
791,bad,-2,cramer image free clayton user email price incoming station optilink contact uunet design large cost,-2,0
792,bad,-2,cramer station clayton tool uunet mine optilink phone free option module consent plot service design,-2,0
