,true,model,wordset,model_num,true_num
874,bad,good,diet feed change pet vet switch wellness formula kibble eats crazy dry science week old,2,-2
875,bad,bad,diet feed change three switch wellness formula kibble eats salmon science animal weight kitten pet,-2,-2
876,neutral,good,different bottle excellent available plastic everyone glass lemon sample refresh mint travel value clear hazelnut,2,0
877,bad,good,different bottle excellent available plastic everyone pleased delivery glass lemon sample refresh seller hazelnut value,2,-2
878,bad,good,different bottle shipping excellent available plastic everyone pleased delivery glass lemon sample seller hazelnut mint,2,-2
879,bad,good,different hot many available others salad name creamy choose dress way curry paste although table,2,-2
880,rather_bad,good,different hot many available others salad name creamy dress choose way curry paste table brewer,2,-1
881,bad,bad,different hot many others available salad k-cups keurig creamy name way curry brewer choose table,-2,-2
882,rather_bad,bad,different hot many others available salad k-cups keurig creamy way name brewer table curry paste,-2,-1
883,rather_bad,bad,different hot many others available salad name creamy way choose dress k-cups curry keurig brewer,-2,-1
884,bad,bad,different many others keurig k-cups name brewer creamy curry k-cup experiment extra paste way although,-2,-2
885,neutral,good,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra folgers way,2,0
886,bad,good,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra way folgers,2,-2
971,neutral,good,dog treat chew piece size small take bone toy seem teeth keep smell two last,2,0
972,good,good,dog treat chew toy bone teeth ball puppy training liver piece bread pet play vet,2,2
973,neutral,bad,dog treat training liver greenies ball dog's pup puppy beneful teeth owner reward beagle pet,-2,0
974,good,bad,dog treat training liver greenies ball pup dog's puppy owner beneful beagle bully reward lick,-2,2
975,rather_bad,bad,drinking aftertaste mild espresso might weird beverage sip latte brewing guest appeal however sound mellow,-2,-1
976,good,bad,drinking bitter brew machine mild ground espresso maker brewing filter enjoy caffeine aftertaste grind weak,-2,2
977,good,bad,drinking brew bitter machine ground mild maker aftertaste espresso filter brewing weak grind pot cappuccino,-2,2
978,neutral,bad,drinking brew bitter machine ground mild maker aftertaste espresso pot filter brewing weak grind smooth,-2,0
979,good,bad,drinking brew bitter smooth machine ground mild maker aftertaste espresso filter pot brewing weak grind,-2,2
980,neutral,bad,drinking mild aftertaste espresso weird brewing latte sip might guest beverage enjoy appeal however way,-2,0
981,good,bad,drinking mild espresso aftertaste brewing latte sip weird enjoy way guest might machine still appeal,-2,2
1013,bad,good,drop roast tonic jamaica farm marley cup bottle bean probiotic grape gin central here's strain,2,-2
1045,good,good,dry chicken beef pasta cook brown stomach vegetable picky pill fish liver salmon training dont,2,2
1046,rather_good,good,dry due liver freeze chunk walk gravy movie style cube lick frozen trick freezer tub,2,1
1047,bad,good,dry due liver training freeze walk gravy cube tub reward beg chunk powdery group economical,2,-2
1048,bad,good,dry due liver training freeze walk gravy cube tub reward beg group chunk powdery economical,2,-2
1049,rather_bad,good,dry feel easy rice pasta brown stomach cook pill extremely liver dont picky freeze tiny,2,-1
1050,bad,good,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze,2,-2
1051,neutral,good,dry feel pasta brown stomach soft coat extremely pill training liver dont wet cook upset,2,0
1052,good,good,dry feel worth pasta brown stomach money extremely pill waste coat liver dont freeze wet,2,2
1053,bad,good,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet,2,-2
1054,bad,good,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze,2,-2
1055,neutral,good,dry feel worth pasta brown stomach pill cook liver dont coat extremely wet money upset,2,0
1056,bad,good,dry feel worth pasta brown stomach pill cook liver money dont coat extremely wet waste,2,-2
1057,bad,good,dry feel worth pasta brown stomach pill cook money liver dont extremely coat wet waste,2,-2
1058,rather_bad,good,dry feel worth pasta brown stomach pill extremely liver dont freeze wet effect tiny upset,2,-1
1059,bad,good,dry feel worth pasta brown stomach pill liver cook extremely money dont coat wet waste,2,-2
1060,bad,good,dry liver due freeze chunk walk gravy movie lick style cube frozen tub reward beg,2,-2
1061,bad,good,dry liver freeze gravy movie walk cube lick style portion popped tub reward due beg,2,-2
1062,bad,good,dry liver freeze gravy walk movie cube lick style portion popped tub reward due beg,2,-2
1063,bad,good,dry liver freeze gravy walk movie cube style lick portion due popped tub frozen reward,2,-2
1064,bad,good,dry liver freeze training gravy walk cube movie tub reward beg due group large powdery,2,-2
1065,bad,good,dry liver training freeze due walk gravy movie cube style tub reward beg group sniff,2,-2
1066,rather_bad,good,dry liver training freeze gravy walk cube movie tub reward due beg group powdery owner,2,-1
1067,bad,good,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery,2,-2
1068,rather_bad,good,dry small salt however another almost piece large beef cut jerky bowl break pill dont,2,-1
1069,bad,good,dry small salt however piece another almost beef jerky bowl pill season large break sea,2,-2
1082,bad,good,easy big fruit top family plus nut apple fan cake hit extra caramel mixed mess,2,-2
1083,rather_bad,good,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel,2,-1
1084,good,good,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess,2,2
1085,rather_bad,good,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel,2,-1
1086,neutral,good,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,2,0
1113,rather_bad,good,end hair clear felt heard opening thick wash scent job shampoo major conditioner manufacturer trust,2,-1
1114,good,good,end hair clear felt heard thick opening wash scent job shampoo major manufacturer conditioner oily,2,2
1115,neutral,good,end hair felt clear heard opening thick wash scent job shampoo major conditioner manufacturer trust,2,0
1116,good,good,end hair felt clear heard opening thick wash scent job shampoo major conditioner trust oily,2,2
1117,bad,bad,energy oatmeal magnesium sleep bowel boost skin maple help muscle gas quaker body honey hour,-2,-2
1142,good,good,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,2,2
1143,bad,good,enjoy right bean candy amount quick cold refresh sweetness mango quantity summer warm beverage hint,2,-2
1144,good,good,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity beverage hint,2,2
1145,rather_good,good,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity hint beverage,2,1
1146,neutral,good,enjoy right candy amount quick cold plain hint refresh warm sweetness beverage summer mango quantity,2,0
1147,bad,good,enjoy right candy amount refresh summer plain quantity unique chunk ant outstanding relatively pineapple antiox,2,-2
1148,bad,good,enjoy right candy amount refresh summer quantity plain unique chunk ant outstanding relatively pineapple antiox,2,-2
1149,rather_bad,good,enjoy right candy amount refresh summer quantity unique chunk ant outstanding lipton relatively pineapple antiox,2,-1
1150,bad,good,enjoy right candy amount refresh summer quantity unique plain chunk ant outstanding think pineapple relatively,2,-2
1151,bad,good,enjoy strong blend morning brew bitter smooth light packet ice machine prefer leaf starbucks aftertaste,2,-2
1152,neutral,good,enjoy strong blend morning brew bitter smooth packet light machine leaf starbucks aftertaste prefer ice,2,0
1153,good,good,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,2,2
1154,neutral,bad,enjoy strong morning brew bitter blend packet perfect aftertaste starbucks regular cold iced mild indiv,-2,0
1155,bad,bad,enjoy strong morning brew blend bitter smooth packet machine starbucks perfect aftertaste prefer iced cold,-2,-2
1156,neutral,bad,enough drinking black fan wife close aftertaste choice caffeine slightly decaf follow lack pleasant drinker,-2,0
1173,bad,good,especially mind often set instant starbucks total decent five roll via flower classic grape rating,2,-2
1174,neutral,good,especially mind often set instant starbucks total decent roll via five flower classic grape mocha,2,0
1175,bad,good,especially often mind set instant five decent starbucks total roll via flower classic bigger grape,2,-2
1176,bad,good,especially often set mind instant five decent total starbucks roll via flower bigger classic grape,2,-2
1177,bad,bad,especially starbucks mind oat total instant roll via flower description mocha plenty gummy bear illy,-2,-2
1178,rather_bad,bad,especially starbucks mind oat total instant roll via flower mocha gummy illy bear description plenty,-2,-1
1179,bad,bad,especially starbucks oat mind total roll instant flower via mocha illy gummy description bear grape,-2,-2
1180,neutral,good,espresso cappuccino illy drink mate capsule http href com www issimo caffe roast dark cold,2,0
1184,bad,bad,ever cereal sell unfortunately pancake truly vendor stale never appreciate think threw fell understand muffin,-2,-2
1185,bad,bad,ever cereal sell unfortunately pancake vendor truly stale never appreciate think threw understand fell muffin,-2,-2
1186,bad,bad,ever cereal sell unfortunately truly stale pancake vendor appreciate never think threw understand fell could,-2,-2
1187,bad,good,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand could fell doubt,2,-2
1188,bad,bad,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand fell could never,-2,-2
1189,bad,bad,ever cereal sell unfortunately truly stale pancake vendor appreciate threw understand think could fell allow,-2,-2
1190,rather_bad,bad,ever cereal sell unfortunately truly stale pancake vendor appreciate understand threw could allow doubt fell,-2,-1
1191,bad,bad,ever never far sell version hop unfortunately truly chewy pancake fudge muffin simply allow vendor,-2,-2
1192,bad,bad,ever never far sell version hop unfortunately truly chewy pancake think fudge whole muffin simply,-2,-2
1193,bad,bad,ever sell never far hop unfortunately chewy truly pancake version muffin fudge vendor grain whole,-2,-2
1194,neutral,bad,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,-2,0
1195,rather_bad,bad,ever smooth night exactly become soda cappuccino choose sweetness beer fabulous intense advertised bed punch,-2,-1
1196,rather_bad,bad,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,-2,-1
1197,bad,good,every last long nothing week grow plant boy he's beautiful visit still two ran finally,2,-2
1198,rather_bad,good,every last long week nothing grow plant boy beautiful he's visit ran finally later harder,2,-1
1199,rather_bad,good,every month family week friend gift ago weight two lose grow already plant year ready,2,-1
1200,bad,good,every month friend family week gift weight ago lose two grow plant already year ready,2,-2
1201,bad,good,every month friend family week gift weight lose ago grow two plant year already several,2,-2
1202,rather_bad,good,every month friend family week gift weight lose ago grow two year plant already several,2,-1
1203,bad,good,every month friend family week gift weight lose ago two grow plant already ready none,2,-2
1204,rather_bad,good,every month start highly baby quickly glad daughter son thanks three since supply complaint child,2,-1
1205,rather_bad,good,every month start highly baby quickly glad daughter son thanks three since supply complaint pump,2,-1
1206,bad,good,every month week family friend gift two ago lose already weight grow life plant none,2,-2
1207,bad,good,every month week two family friend gift ago life already lose grow plant none weight,2,-2
1208,rather_bad,good,every two month week family friend gift ago life already lose grow plant none ready,2,-1
1209,bad,good,excellent white yummy egg oatmeal gluten-free excite mill frost bob's call lovely marshmallow biscotti scramble,2,-2
1210,good,good,excellent white yummy egg oatmeal gluten-free mill excite bob's frost call marshmallow lovely biscotti service,2,2
1211,neutral,good,excellent white yummy oatmeal egg excite gluten-free mill frost bob's lovely marshmallow call biscotti generally,2,0
1212,bad,good,excellent white yummy oatmeal excite egg gluten-free generally bud mill frost bob's lovely marshmallow earth,2,-2
1213,neutral,good,excellent white yummy oatmeal excite egg gluten-free mill frost bob's lovely generally marshmallow bud biscotti,2,0
1214,rather_bad,good,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,2,-1
1215,bad,good,far butter peanut we've supermarket reasonable consistency recently newman's walmart blow hopefully they'd apricot toddler,2,-2
1216,bad,good,far butter peanut we've supermarket reasonable newman's consistency walmart recently blow they'd hopefully toddler apricot,2,-2
1217,neutral,good,far snack fruit reason cake bite rest banana moist bacon consistency broke pear instead apart,2,0
1224,bad,bad,favorite black blend wife decaf licorice fuel jet caffeine enough fair beer robust herbal become,-2,-2
1225,bad,bad,favorite black blend wife decaf licorice fuel jet caffeine fair beer enough robust herbal become,-2,-2
1226,good,good,favorite blend black bitter k-cups keurig wife drinking k-cup aftertaste decaf choice caffeine enough perfect,2,2
1227,good,good,favorite blend black bitter keurig k-cups wife aftertaste k-cup drinking decaf choice become caffeine licorice,2,2
1228,neutral,good,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,2,0
1229,bad,good,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer enjoy tazo rooibos k-cup,2,-2
1230,rather_bad,good,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer second tazo tiger rooibos,2,-1
1231,rather_good,bad,favorite blend black wife decaf caffeine fantastic licorice fuel beer jet fair herbal robust root,-2,1
1232,neutral,bad,favorite blend black wife decaf caffeine licorice fuel jet fair herbal robust fruity kona trade,-2,0
1233,bad,bad,favorite blend black wife decaf licorice caffeine fuel jet beer fair herbal robust fantastic root,-2,-2
1234,bad,bad,favorite blend enough black fuel jet fruity robust herbal second hibiscus drawer tazo kona wake,-2,-2
1235,bad,good,favorite enough black fuel jet fruity robust herbal dozen drawer hibiscus tazo rooibos second tiger,2,-2
1236,bad,bad,favorite enough blend black fuel fruity jet robust herbal second drawer hibiscus tazo tiger kona,-2,-2
1237,good,good,favorite oil ever popcorn black far spice pop season cooking olive salad chai top garlic,2,2
1238,good,good,favorite oil ever popcorn spice pop season cooking olive salad chai black top garlic sprinkle,2,2
1239,rather_good,bad,favorite oil ever popcorn spice pop season cooking olive salad cocoa chai top black garlic,-2,1
1240,good,bad,favorite oil popcorn black spice pop season cooking olive salad chai top garlic lover sprinkle,-2,2
1241,bad,good,feed change diet crazy wellness formula eats kibble vet year whatever switch old science start,2,-2
1242,rather_good,good,feed change diet vet formula wellness crazy eats switch pet whatever kibble science kitten fed,2,1
1243,good,good,feed change switch diet vet wellness crazy eats pet formula kibble year science puppy old,2,2
1244,good,good,feed change switch diet wellness vet crazy eats pet formula year kibble science old puppy,2,2
1245,bad,bad,feed change switch diet wellness vet eats crazy year formula pet kibble old science puppy,-2,-2
1246,bad,good,feed change switch diet wellness vet eats crazy year pet formula kibble old science puppy,2,-2
1247,rather_bad,good,feed change switch vet diet wellness pet crazy eats formula kibble year science old puppy,2,-1
1248,rather_bad,good,feed change vet pet switch diet wellness crazy eats research kibble formula science human coat,2,-1
1249,rather_bad,good,feed change vet switch diet pet wellness crazy eats research kibble formula science human weight,2,-1
1250,bad,good,feed change vet switch pet diet wellness crazy eats kibble formula year science research old,2,-2
1251,good,bad,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,-2,2
1252,good,bad,feed corn gluten pet vet ingredient wellness liver chicken animal meat filler science diet kibble,-2,2
1253,bad,bad,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble animal,-2,-2
1254,good,bad,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble fructose,-2,2
1255,bad,good,feel actually friend fact notice normal sort particular otherwise issue trouble crisp sensitive gummy might,2,-2
1257,bad,good,feel friend actually fact notice normal particular lower otherwise sort crisp bit sensitive gummy trouble,2,-2
1258,bad,good,feel friend actually fact notice normal particular sort otherwise lower crisp sensitive trouble gummy bit,2,-2
1259,bad,good,feel friend health fact notice normal particular lower otherwise sort crisp sensitive gummy heart dairy,2,-2
1260,bad,good,feel friend health fact notice normal particular lower sort otherwise crisp sensitive gummy actually heart,2,-2
1261,bad,good,feel health normal notice lower particular trouble crisp heart gummy adult fact less birthday help,2,-2
1262,bad,bad,feel health normal oreo birthday particular adult heart crisp chia kashi dairy omega- hairball benefit,-2,-2
1263,neutral,good,feel health notice normal benefit lower person particular trouble heart gummy consume birthday crisp tasteless,2,0
1264,neutral,good,feel hour energy effect work shot pizza boost felt lack crust favor faster ent stay,2,0
1265,rather_bad,good,feel hour energy work shot pizza boost effect crust lack favor felt need sleep faster,2,-1
1266,neutral,good,feel hour energy work shot pizza boost effect crust lack favor felt sleep need faster,2,0
1267,bad,good,feel hour energy work shot pizza boost need crust actually effect husband favor lack sleep,2,-2
1268,rather_bad,bad,feel normal health oreo birthday particular heart notice dairy adult crisp chia kashi omega- hairball,-2,-1
1269,bad,good,fiber dang splenda butt mama meh saltine mccormick lil cuz bottom yep packet gret pestic,2,-2
1282,good,bad,flour egg grain large boy mill disease poor celiac kibble recipe choke allergy formula risk,-2,2
1283,rather_bad,bad,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,-2,-1
1284,good,good,flour egg grain large boy mill poor disease recipe celiac kibble allergy choke formula whole,2,2
1332,bad,good,free available packaging gluten value hair search bulk difficult pretzel quantity clear damage prime bacon,2,-2
1333,rather_bad,good,free big shipping packaging con value hair search difficult damage clear prime ering dent bacon,2,-1
1334,rather_bad,good,free big shipping packaging value con hair difficult search damage clear prime ering dent bacon,2,-1
1335,rather_good,bad,free cooky butter peanut gluten cookie gum original sale melt vegan reasonable bake prime walmart,-2,1
1336,bad,bad,free cooky butter peanut gluten cookie gum original sale reasonable vegan prime walmart fudge charge,-2,-2
1337,bad,bad,free cooky butter peanut gluten cookie gum shipping original reasonable prime vegan sale walmart fudge,-2,-2
1338,good,good,free cooky butter peanut gluten cookie sale we've reasonable walmart newman's allergy jam blow raisin,2,2
1339,rather_bad,bad,free cooky butter peanut gluten cookie shipping gum original reasonable prime vegan sale walmart fudge,-2,-1
1340,bad,good,free cooky butter peanut gluten cookie we've sale reasonable walmart newman's allergy jam blow pamela's,2,-2
1341,good,bad,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,-2,2
1342,bad,bad,free gluten balance salmon sol higher bpa turkey wet cancer raise fussy important tomato ocean,-2,-2
1343,good,bad,free gluten balance salmon wet turkey diet kitten fussy since ocean limit natural important smelly,-2,2
1344,rather_bad,bad,free gluten balance salmon wet turkey diet since fussy kitten ocean limit grain-free smelly important,-2,-1
1345,rather_bad,bad,free gluten balance salmon wet turkey diet since fussy limit ocean important kitten grain-free forever,-2,-1
1346,bad,good,free gluten balance salmon wet turkey diet since important fussy instantly forever duck limit ocean,2,-2
1347,neutral,bad,free gluten salmon balance higher wet bpa turkey sol cancer fussy tomato ocean raise know,-2,0
1348,rather_bad,bad,free gluten salmon balance wet bpa turkey higher sol fussy cancer allergy know tomato ocean,-2,-1
1349,bad,bad,free gluten salmon balance wet bpa turkey higher sol fussy cancer tomato allergy know ocean,-2,-2
1350,neutral,bad,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,-2,0
1351,neutral,bad,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,-2,0
1352,rather_bad,bad,free gluten salmon balance wet turkey diet natural kitten ocean fussy since limit dry grain,-2,-1
1353,neutral,bad,free gluten salmon wet bpa turkey balance higher sol fussy cancer allergy tomato ocean diet,-2,0
1354,rather_bad,bad,free gluten salmon wet bpa turkey balance higher sol fussy natural diet cancer allergy tomato,-2,-1
1355,rather_bad,bad,free hard gluten value difficult hair bulk search damage conditioner shampoo prime packaging scalp bacon,-2,-1
1356,good,good,free hard gluten value difficult packaging bulk search hair damage prime available shampoo conditioner scalp,2,2
1357,good,good,free packaging value big con available hair shipping difficult damage prime clear ering dent search,2,2
1358,neutral,good,free packaging value big hair con difficult available shipping damage clear ering prime bacon shampoo,2,0
1359,rather_good,good,free packaging value big hair shipping con difficult damage prime clear ering dent available search,2,1
1360,bad,good,fresh packaging honey cracker condition fit convenience lover mini graham incredible grind due stack cap,2,-2
1361,rather_bad,good,fresh packaging honey cracker fit condition lover convenience mini graham incredible grind due stay stack,2,-1
1362,bad,good,fresh packaging honey cracker fit condition lover convenience mini grind graham incredible due stack stay,2,-2
1363,rather_bad,good,fresh packaging honey cracker fit condition touch convenience seal mini graham incredible stack stay grind,2,-1
1364,rather_bad,good,fresh packaging honey cracker plastic seal fit condition convenience graham incredible stack stay vacuum cap,2,-1
1370,neutral,good,fruit juice orange mind soda via oat flower gummy rating instant bear illy roll classic,2,0
1371,good,bad,fruit top nut plus fan huge cake hit mixed dessert microwave banana flavour car cashew,-2,2
1372,good,bad,fruit top plus nut fan cake hit mixed banana microwave dessert big flavour car etc,-2,2
1373,bad,bad,fruit top plus nut fan cake mixed hit banana dessert microwave big flavour car etc,-2,-2
1374,neutral,bad,fruit top plus nut fan cake mixed hit banana dessert microwave flavour etc car big,-2,0
1375,good,bad,fruit top plus nut fan cake mixed hit huge banana dessert etc microwave car flavour,-2,2
1376,bad,good,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,2,-2
1377,bad,good,fuel jet starbucks lavazza saffron bean tiger blade soap dang lavender soil expresso espresso brew,2,-2
1395,rather_bad,bad,grain large flour egg boy poor mill allergy recipe disease whole baking celiac kibble choke,-2,-1
1404,good,good,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,2,2
1405,good,good,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,2,2
1406,good,bad,green powder amaze vitamin grow aroma matcha form teaspoon supplement tablespoon leaf extract protein milk,-2,2
1407,bad,bad,green powder blue body vitamin soy normal daily magnesium blood splenda source supplement diamond matcha,-2,-2
1408,good,good,green powder leaf vitamin grow form matcha aroma teaspoon tablespoon supplement mixed along milk protein,2,2
1409,neutral,good,green powder vitamin amaze aroma grow matcha form teaspoon supplement extract tablespoon mountain protein nutritional,2,0
1410,good,bad,green powder vitamin form supplement teaspoon tablespoon protein nutritional load outstanding smoothie grass calcium mineral,-2,2
1411,rather_good,good,green powder vitamin leaf aroma grow along mountain form matcha teaspoon supplement extract tablespoon combine,2,1
1412,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,-2,2
1413,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass protein smoothie hemp outstanding mineral,-2,2
1414,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass smoothie protein hemp mineral outstanding,-2,2
1415,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional protein outstanding smoothie grass calcium hemp mineral,-2,2
1416,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional protein smoothie outstanding grass calcium hemp mineral,-2,2
1417,good,bad,green powder vitamin supplement form teaspoon tablespoon nutritional smoothie outstanding grass protein calcium hemp mineral,-2,2
1418,good,bad,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,-2,2
1419,good,bad,green protein powder blue body vitamin soy daily magnesium normal fiber blood source splenda supplement,-2,2
1420,good,good,green protein powder blue body vitamin soy daily magnesium source fiber shake blood almond nutrition,2,2
1421,good,good,green protein powder meal vitamin mixed fiber soy pouch contains shake source daily nutrition prov,2,2
1422,good,good,green protein powder meal vitamin mixed soy fiber body daily shake source contains prov splenda,2,2
1423,good,good,green protein powder meal vitamin mixed soy fiber pouch contains shake source nutrition matcha form,2,2
1424,rather_good,bad,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,-2,1
1425,good,good,green protein powder vitamin body soy normal fiber source mixed contains shake daily con meal,2,2
1426,good,good,green protein powder vitamin con body fiber mixed soy normal daily source contains prov shake,2,2
1427,good,bad,green protein powder vitamin meal mixed soy pouch shake contains fiber nutrition matcha form teaspoon,-2,2
1428,rather_good,good,green protein powder vitamin meal mixed soy pouch shake contains fiber splenda nutrition matcha form,2,1
1429,good,good,green sauce protein powder vitamin mixed soy shake contains fiber matcha form nutrition teaspoon prov,2,2
1430,good,good,green vitamin mountain form teaspoon nutritional grass mineral hemp calcium smoothy spaghetti organic yeah smoothie,2,2
1431,rather_bad,good,green vitamin mountain form teaspoon nutritional mineral smoothie load grass calcium hemp smoothy spaghetti iron,2,-1
1432,good,good,green vitamin mountain teaspoon form organic nutritional grass mineral hemp smoothy calcium spaghetti yeah stain,2,2
1433,good,good,green wonderful bean vanilla black drinking honey ice orange cold iced indiv lemon caffeine refresh,2,2
1434,neutral,bad,green wonderful bean vanilla drinking black honey ice orange cold iced indiv aftertaste lemon caffeine,-2,0
1435,neutral,good,grocery cost able home deliver run trip shelf visit plant door ask realize live gallon,2,0
1477,good,good,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,2,2
1478,good,good,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,2,2
1479,rather_good,good,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,2,1
1480,neutral,good,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,2,0
1481,good,good,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,2,2
1482,good,bad,hair clear wash scent heard shampoo thick conditioner oily manufacturer shiny scalp apply seem shower,-2,2
1483,good,bad,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,-2,2
1484,bad,good,hair conditioner manufacturer trust trash lead cheap ingredient cat feed vet highest thing basically grass,2,-2
1485,good,good,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,2,2
1486,good,good,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,2,2
1487,good,bad,hair thick clear heard wash head scent shampoo conditioner oily scalp apply manufacturer shiny shower,-2,2
1488,good,good,hair thick clear heard wash head scent shampoo conditioner oily scalp apply shiny manufacturer shower,2,2
1489,bad,good,happy around ship impressed packed condition mother ask directly exactly play email send gold wonder,2,-2
1490,bad,good,happy around ship impressed packed condition mother play ask exactly directly saw finally gold send,2,-2
1491,neutral,good,hazelnut gloria ingredient manufacturing facility jean's test vanilla ensure blackberry processing jean please harmful assure,2,0
1493,bad,good,health fact normal lower person particular issue trouble consume possible gummy bear crisp adult system,2,-2
1494,rather_bad,good,health fact normal lower person particular issue trouble consume possible gummy bear system crisp adult,2,-1
1506,bad,good,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,2,-2
1507,good,good,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,2,2
1508,good,good,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,2,2
1509,rather_good,good,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,2,1
1532,neutral,good,help chew hour honey energy hair bone toy skin night minute keep work need oatmeal,2,0
1533,bad,good,help chew hour honey energy minute night hair toy bone skin drop effect trip within,2,-2
1534,bad,good,help chew hour honey energy night hair bone toy keep skin minute need last sleep,2,-2
1535,bad,good,help chew hour honey energy night hair bone toy skin minute keep need sleep last,2,-2
1536,bad,good,help chew hour honey energy night hair minute toy bone skin drop trip effect gas,2,-2
1537,rather_bad,good,help chew keep hour honey energy bone minute toy skin need night work trip training,2,-1
1538,bad,good,help chew keep hour honey energy night hair toy minute bone skin work need trip,2,-2
1539,rather_bad,good,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,2,-1
1540,bad,good,help coconut tell difference cannot along benefit told everyday improve pleasant munch chill admit literally,2,-2
1541,bad,good,help hour honey energy keep night hair minute bone toy skin need work last chew,2,-2
1542,rather_bad,good,help keep chew hour honey energy hair night minute bone toy skin work need trip,2,-1
1543,bad,good,help oatmeal son without morning skin gas mom result truffle winter daily fix warm strength,2,-2
1544,bad,good,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,2,-2
1545,rather_bad,good,help without definitely anyone oatmeal skin body okay recently gas pure face seriously wash heard,2,-1
1546,bad,good,help without morning oatmeal son skin gas mom result truffle daily warm winter fix strength,2,-2
1547,bad,good,help without morning son oatmeal skin gas mom daily result warm truffle fall fix winter,2,-2
1558,good,bad,high syrup artificial sweetener chemical sweeten maple extract agave blueberry fructose corn claim diabetic fake,-2,2
1573,bad,bad,honey cracker cap graham stack jar bee america transit indiv fountain seal bug crisp raw,-2,-2
1574,bad,good,honey list special prov test contains raw berry splenda site learn china warn tree gross,2,-2
1575,bad,bad,honey list special raw splenda contains berry usa cap herb china report gross root prov,-2,-2
1576,bad,good,honey list special raw splenda contains berry usa china herb cap gross report root twist,2,-2
1577,rather_bad,good,hot buying sauce per save cost cheaper red serve spicy pepper ounce subscribe pay heat,2,-1
1578,bad,good,hot different keurig salad k-cup others brewer curry paste cold k-cups square filter grove dress,2,-2
1579,bad,good,hot different many others gift salad name filter keurig available dress choose suggest square creamy,2,-2
1580,bad,good,hot different many others gift salad name filter keurig kind creamy dress way perfect choose,2,-2
