,task,true,model,model_extracted,true_num,classification_metric
935,nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea,bad,NO.</s>,-2,-2,0
936,water nist tower cooling internet plant ncsl contact connect steam heat security circuit site clipper,bad,NO.</s>,-2,-2,0
937,onur yalcin weaver history japanese argument child technology receive taking agree frank music archer specific,bad,NO.</s>,-2,-2,0
938,pack variety roast com dark www http href pod smooth medium pie grey earl french,bad,NO.</s>,-2,-2,0
939,cat brand ingredient feed quality chicken meat natural diet corn organic dry list switch pet,bad,NO.</s>,-2,-2,0
940,atheist belief atheism existence faith ence religion universe religious theist strong assume assumption cannot prove,good,NO.</s>,-2,2,0
941,display application server motif window screen resource mouse manager running xterm memory error subject converter,good,NO.</s>,-2,2,0
942,bought still pretty arrive jar four second otherwise fancy crack shell feast surprisingly chest wedding,bad,NO </s>,-2,-2,0
943,coconut help difference everyday benefit cannot pleasant tell told improve health munch many skin along,good,YES.</s>,2,2,1
944,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,good,YES.</s>,2,2,1
945,less regular definitely serve red alternative ounce option twice lack alone however guest enjoyable pea,bad,NO.</s>,-2,-2,0
946,monitor speed fast card mode cards upgrade hardware memory clock machine processor slow performance cache,good,YES. </s>,2,2,1
947,disk season font entry white pick israeli rule child kind april email brad tape nothing,bad,NO.</s>,-2,-2,0
948,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,good,NO.</s>,-2,2,0
949,pack variety com www http href whole fill pie wolfgang twinings can puck crisp single,bad,NO.</s>,-2,-2,0
950,nazi history party german germany anti page ticket smith hitler publish political document holocaust historical,good,YES.</s>,2,2,1
951,bible religion turkish church belief truth faith argument christ word greek muslim atheist moral human,good,NO.</s>,-2,2,0
952,syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose,good,NO.</s>,-2,2,0
953,peter search history professor sweden fish ericsson dean king stefan cash finland swedish generous credit,bad,NO.</s>,-2,-2,0
954,package fresh item receive arrive rice soup disappointed gift white fast anyone company noodle awesome,bad,NO.</s>,-2,-2,0
955,message apple colorado simms receive sent record simm account arthur toshiba thought uchicago teel configuration,bad,NO.</s>,-2,-2,0
956,news email usenet anonymous message service network discussion internet newsgroup user electronic member colorado technical,good,NO.</s>,-2,2,0
957,package fresh rice soup absolutely disappointed gift white fast money anyone wrong noodle awesome waste,bad,NO.</s>,-2,-2,0
958,atheist belief atheism existence faith ence religion universe religious theist strong cannot assume assumption prove,good,NO.</s>,-2,2,0
959,duke remember econ risc acpub genoc road child soviet intel dock infante cisc kill serve,bad,NO.</s>,-2,-2,0
960,flour egg grain large boy mill poor disease recipe celiac kibble allergy choke formula whole,good,NO.</s>,-2,2,0
961,image graphics package format object user library site code directory send processing database convert contact,good,"NO. There is no common topic that can be determined for the given text, as it is a list of unrelated words and phrases.",-2,2,0
962,disk card scsi driver speed fast apple monitor memory machine controller port chip mode board,good,NO.</s>,-2,2,0
963,keep can't regular almond blue wait magnesium beat diamond cause body rda reminds girl nutrient,bad,YES.</s>,2,-2,1
964,scsi disk controller port card floppy fast speed interface board bios transfer mode devices standard,good,NO.</s>,-2,2,0
965,lost james disclaimer andrew model callison houston navy uoknor behanna init presentation stick bird ucsc,bad,NO.</s>,-2,-2,0
966,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,bad,NO </s>,-2,-2,0
967,encryption chip clipper phone security secure escrow technology privacy encrypt agency protect enforcement algorithm public,good,YES.</s>,2,2,1
968,launch nasa mission shuttle surface adam three satellite maybe research orbiter project ozone probe cost,good,YES.</s>,2,2,1
969,disk scsi controller port card floppy speed fast board mode interface bios transfer serial chip,good,NO </s>,-2,2,0
970,cooky butter peanut gluten cookie sale we've reasonable newman's walmart consistency celiac jam blow pamela's,bad,NO </s>,-2,-2,0
971,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian exception by-product grill breast supplier,good,NO </s>,-2,2,0
972,offer sell sale asking shipping condition manual excellent original brand selling item title email following,good,NO.</s>,-2,2,0
973,say review think smell still bad open people i'll however maybe since know half reviewer,good,NO.</s>,-2,2,0
974,paul homic pres crime laws sabbath study rate risk city worship handgun rates death kill,bad,"NO. There is no common topic that can be determined for the text you provided, as it contains a mix of unrelated words and phrases",-2,-2,0
975,font print character page printer vice bitnet postscript cell blow student beauchaine bobbe robert code,bad,NO.</s>,-2,-2,0
976,holland newspaper chapter staff engineer douglas princeton tempest colostate nixon jose senior executive phoenix chemical,bad,NO.</s>,-2,-2,0
977,turkish muslim turk greek turkey history genoc armenia soviet islam russian today islamic mountain massacre,good,NO.</s>,-2,2,0
978,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,good,NO </s>,-2,2,0
979,april nasa star canada bike score always goal maynard area player hockey wings center white,bad,NO.</s>,-2,-2,0
980,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,good,YES.</s>,2,2,1
981,offer sale sell condition asking price brand manual title distribution utility copy excellent model upgrade,good,NO.</s>,-2,2,0
982,can't say almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda bowel,bad,NO.</s>,-2,-2,0
983,city word matthew young hang judas greek hanging tree hearing acts fall sdsu specifically present,bad,NO.</s>,-2,-2,0
984,trade care berkeley married division seattle become forsale custom rick email stop marriage rwing scores,bad,NO.</s>,-2,-2,0
985,lost model james callison houston navy disclaimer presentation init uoknor weight stick andrew height bird,bad,NO.</s>,-2,-2,0
986,baby jerky broken veggie fall ready pump increase freezer tender barely carrot older previously gerber,bad,NO.</s>,-2,-2,0
987,price sell shipping cheap purchase dealer selling deal sale phone plus sales package company cost,good,NO.</s>,-2,2,0
988,church catholic authority pope matter member bishop tradition teaching priest involve doctrine schism command faith,good,NO.</s>,-2,2,0
989,calorie protein low amount fat i'd sodium gram weight carbs carb daily msg diabetic lose,good,YES. </s>,2,2,1
990,holland investigation cult tempest colostate douglas star nixon probe study department sort left hitter trek,bad,NO.</s>,-2,-2,0
991,window display server image application screen color user code graphics mouse running memory motif driver,good,NO.</s>,-2,2,0
992,cost bpa general drive consumer refill woman liter effective per sadly sodastream tomato synthetic drug,bad,NO.</s>,-2,-2,0
993,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,good,YES.</s>,2,2,1
994,put sure something thought anything nothing else stick end let know could there's course turn,bad,NO.</s>,-2,-2,0
995,sauce rice meal cook noodle dish soy dinner cooked thick brown sprinkle restaurant cooking simple,good,YES.</s>,2,2,1
996,quality organic expensive real leaf worth pleased care high fact matter preservative premium loose likely,good,NO.</s>,-2,2,0
997,always sure last case they're two week couple jar part mine maybe someone open seed,bad,NO.</s>,-2,-2,0
998,free big shipping packaging value con hair difficult search damage clear prime ering dent bacon,bad,NO.</s>,-2,-2,0
999,lost andrew james disclaimer model hell callison behanna navy houston weight chris thought uoknor init,bad,NO.</s>,-2,-2,0
1000,rule entry test output define section size check count return build author remark larry open,bad,NO. </s>,-2,-2,0
1001,jeff curve curious phil dollar choice scott rich create free integra libertarian bound spend hold,bad,NO.</s>,-2,-2,0
1002,away dark full roast rich flavorful extremely rest double drinker steep world magic drank selection,bad,YES.</s>,2,-2,1
1003,cat pet wellness feed meat ingredient science vet kitty kibble filler kitten purina cat's by-product,good,NO.</s>,-2,2,0
1004,window display screen color manager server application create client visual pixel colors size mode colormap,good,NO.</s>,-2,2,0
1005,diet feed change pet vet switch wellness formula kibble eats crazy dry science week old,bad,NO.</s>,-2,-2,0
1006,oil popcorn jar pop olive garlic microwave movie truffle mustard square worst kernel fell sprinkle,good,NO.</s>,-2,2,0
1007,news email anonymous service usenet message internet network newsgroup colorado electronic conference member discussion user,good,NO.</s>,-2,2,0
1008,send address request receive militia bear amendment mailing arms shall constitution organize regulate free expo,bad,NO.</s>,-2,-2,0
1009,popcorn baby jerky daughter son picky pill puppy formula training he's mom eater eats feed,bad,NO.</s>,-2,-2,0
1010,window display server application memory driver screen color image user monitor running apple mouse graphics,good,NO.</s>,-2,2,0
1011,bar cereal nut almond granola snack sweet cinnamon blueberry banana raisin oat crunchy cake cashew,good,YES </s>,2,2,1
1012,criminal crime kill death self murder commit knife defense public carry violent indiv child firearm,good,NO.</s>,-2,2,0
1013,dead body town shot duke professor mountain azerbaijan soviet massacre azeri kill escape azerbaijani region,good,NO </s>,-2,2,0
1014,cereal sell truly stale vendor unfortunately appreciate understand allow fell threw never think longer basis,bad,NO.</s>,-2,-2,0
1015,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,bad,NO.</s>,-2,-2,0
1016,work package receive surprised sample description future careful party damage pleasantly sure recipe chef travel,bad,NO.</s>,-2,-2,0
1017,top family nut plus extra apple cake mixed egg hit share raspberry mess banana travel,good,NO.</s>,-2,2,0
1018,drug court love property hate laws police legal park francisco anti money charge inner wagon,bad,NO.</s>,-2,-2,0
1019,driver card memory simms cards crash battery gateway backup diamond tower accelerator error boot tape,bad,NO.</s>,-2,-2,0
1020,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,bad,NO.</s>,-2,-2,0
1021,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,bad,NO.</s>,-2,-2,0
1022,dec maybe online hope date original past shipment continue anywhere expiration plan previous suppose hol,bad,NO.</s>,-2,-2,0
1023,disk card scsi driver speed apple memory monitor fast machine controller port mode chip board,good,NO.</s>,-2,2,0
1024,chip potato vinegar kettle corn garden addictive trap salt blue tortilla think lucky starch whole,good,NO.</s>,-2,2,0
1025,player season hockey league goal baseball period leaf division score playoff pick shot next mike,good,NO.</s>,-2,2,0
1026,argument moral ence keith statement human saying imply caltech conclusion definition morality wrong rule discussion,good,NO.</s>,-2,2,0
1027,love uiuc hell thought frank cwru keith mine sorry objective guess nothing uucp ever wrong,bad,NO.</s>,-2,-2,0
1028,put thought anything nothing else stick something course cover house boil end air burn know,bad,NO.</s>,-2,-2,0
1029,rice meal ginger content picky contain dinner label sprinkle eater bowl fairly cooked thai brown,good,NO.</s>,-2,2,0
1030,piece beef jerky bowl turn break picky pill training dont two bite gravy eater cut,bad,NO.</s>,-2,-2,0
1031,disk scsi controller card modem floppy port chip speed interface motherboard bios serial fast cache,good,NO.</s>,-2,2,0
1032,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin,bad,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a collection of unrelated words,-2,-2,0
1033,center research virginia nasa internet tiff film contact image maine graphics mike news north conference,bad,NO.</s>,-2,-2,0
1034,every month friend family week gift weight ago lose two grow plant already year ready,bad,NO.</s>,-2,-2,0
1035,encryption chip clipper security privacy phone public secure algorithm escrow encrypt agency secret technology protect,bad,YES.</s>,2,-2,1
1036,image graphics package user unix directory anonymous format library site comp keyboard server contact tool,good,NO.</s>,-2,2,0
1037,per let must choice seed simply fish sit totally age vegan wine kit sesame sprout,bad,NO.</s>,-2,-2,0
1038,child report picture kaldis ence word news nothing whether send rutgers phone homosexual home today,bad,NO.</s>,-2,-2,0
1039,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,bad,NO.</s>,-2,-2,0
1040,turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,"NO. There is no common topic that can be determined for the entire text, as it is a collection of disconnected phrases and words.",-2,2,0
1041,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,good,NO.</s>,-2,2,0
1042,many hot different available others gift salad name suggest filter totally choose dress include standard,bad,NO.</s>,-2,-2,0
1043,cooky cookie raspberry thin brownie agree oreo fudge think gooey crumbly texture package soft enough,good,YES.</s>,2,2,1
1044,chip star potato corn kettle vinegar yellow blue addictive garden whole trap carrot think reason,bad,NO.</s>,-2,-2,0
1045,thought anything nothing stick else probably end type boil pumpkin bite air opinion course house,bad,NO.</s>,-2,-2,0
1046,left home apartment father mother room door neighbor azerbaijani sumgait woman beat building later crowd,good,NO.</s>,-2,2,0
1047,israel pres israeli encryption public security arab country clipper policy chip attack drug clinton administration,bad,NO.</s>,-2,-2,0
1048,george vice thor fail informatik jake libertarian employer hamburg bony replace steveh bush spring steve,bad,NO.</s>,-2,-2,0
1049,almond smooth body blue magnesium cause diamond reminds increase bowel peppermint nutrient rda blood source,bad,NO </s>,-2,-2,0
1050,reference cipher random crypt cryptography attack function security gregg plaintext jaeger public ciphertext algorithm encryption,good,YES.</s>,2,2,1
1051,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,good,NO.</s>,-2,2,0
1052,syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose,good,NO.</s>,-2,2,0
1053,corn pet ingredient feed wellness vet chicken meat filler diet science liver flour fructose kitten,good,NO.</s>,-2,2,0
1054,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,good,YES.</s>,2,2,1
1055,nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar,bad,NO.</s>,-2,-2,0
1056,item several friend deal smooth gift glad black shop machine amaze licorice christmas espresso anymore,bad,NO.</s>,-2,-2,0
1057,price cheap islamic speed charge sell phone kent transplant cost agree religious mind rushdie fatwa,bad,NO.</s>,-2,-2,0
1058,size old month easy small baby start quickly jerky year daughter son thanks large perfect,good,NO.</s>,-2,2,0
1059,favorite enough black fuel jet fruity robust herbal dozen drawer hibiscus tazo rooibos second tiger,bad,NO.</s>,-2,-2,0
1060,unix resource server directory library user application type terminal release export contrib converter motif running,bad,NO.</s>,-2,-2,0
1061,oil popcorn olive pop movie wasabi kernel sardine popped popper coconut truffle formula theater virgin,good,NO.</s>,-2,2,0
1062,engine modem phone rocket model yeast display level friend free head experience wave front cable,bad,NO.</s>,-2,-2,0
1063,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary,good,YES.</s>,2,2,1
1064,package fresh receive absolutely disappointed fast white return customer service super terrible costco satisfied horrible,bad,NO.</s>,-2,-2,0
1065,popcorn baby daughter formula pill jerky puppy training he's eater son pump greenies feed visit,bad,NO.</s>,-2,-2,0
1066,pres press administration russian working official house russia secretary money package summer congress continue talk,bad,NO.</s>,-2,-2,0
1067,newspaper begin sport oracle soldier massacre joel jayne hole yassin fill weekend jewish father stein,bad,NO.</s>,-2,-2,0
1068,wonderful home next thank left issue back empty post brought fabulous goodness short eye thrill,bad,NO </s>,-2,-2,0
1069,server application motif window resource client xterm manager display default string patch xlib running type,bad,NO.</s>,-2,-2,0
1070,oil popcorn spice everything pop olive season chai cooking christmas garlic fish worst italian movie,good,NO.</s>,-2,2,0
1071,thing quite recipe wish bread melt bake follow certainly baking homemade stir stuck easier way,bad,YES.</s>,2,-2,1
1072,turkish muslim turk greek turkey armenia genoc soviet russian history islamic massacre mountain army escape,bad,NO.</s>,-2,-2,0
1073,saturn nasa liar fool crazy dealer gsfc lunatic columbia lawrence advertising dealy billboard marketing price,bad,NO.</s>,-2,-2,0
1074,israeli arab jewish policy israel research center peace intelligence associate authorities subject strip border population,bad,NO.</s>,-2,-2,0
1075,rice meal ginger content contain picky dinner sprinkle label eater cooked fairly thai snap reorder,good,NO.</s>,-2,2,0
1076,mouse week move helmet carry fast speed robert police figure auto live semi jason getting,bad,NO.</s>,-2,-2,0
1077,turkish armenia henrik unit greek azeri allocation cross turk kill link country live else error,bad,NO.</s>,-2,-2,0
1078,turkish turk greek turkey armenia nazi genoc soviet history russian german today azeri henrik muslim,good,NO.</s>,-2,2,0
1079,scsi controller disk card interface bios fast feature transfer speed jumper floppy board port rate,good,NO </s>,-2,2,0
1080,every month start highly baby quickly glad daughter son thanks three since supply complaint child,bad,NO.</s>,-2,-2,0
1081,turkish turkey turk trade pass thought kind face home german subject close turn nazi captain,bad,NO.</s>,-2,-2,0
1082,nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea,bad,NO.</s>,-2,-2,0
1083,entry launch rule build commercial european market satellite remark contest output size contract canadian development,bad,NO.</s>,-2,-2,0
1084,delicious small smaller locally six package comment pop tire handy trader know definately anyone inch,bad,NO.</s>,-2,-2,0
1085,disk scsi controller card modem floppy port chip speed interface motherboard serial bios fast cache,good,NO.</s>,-2,2,0
1086,driver card sound cards mode utexas light diamond machine gateway accelerator latest running austin crash,bad,NO.</s>,-2,-2,0
1087,religion belief atheist faith atheism existence christianity religious ence cannot argument universe strong truth nature,good,NO.</s>,-2,2,0
1088,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,good,NO.</s>,-2,2,0
1089,ground circuit internet water outlet nist contact connect wire tower distribution site cooling plant email,bad,NO.</s>,-2,-2,0
1090,back wonderful new home change absolutely amaze next issue thank left wait hope difficult fantastic,bad,NO.</s>,-2,-2,0
1091,sure whole that's they're couple ate mine someone pouch return share unless pretzel wow school,bad,NO.</s>,-2,-2,0
1092,always last buying whole open worth case they're that's hand couple jar part mine pouch,bad,NO.</s>,-2,-2,0
1093,weapon crime firearm bill laws public criminal defense handgun police vote court federal carry washington,good,"NO. There is no common topic that can be determined for the entire text, as it covers multiple topics such as weapon crime, firearm laws",-2,2,0
1094,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,bad,NO.</s>,-2,-2,0
1095,wish toy larger picky ball figure fun locally play eater busy beware lick spoil terrier,bad,NO.</s>,-2,-2,0
1096,south ship island secret british newspaper rutgers nuclear military sport kaldis rockefeller naval easter plan,bad,NO.</s>,-2,-2,0
1097,could local piece grocery sell deal wish carry market glad gum online whole break hop,good,NO.</s>,-2,2,0
1098,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,bad,NO.</s>,-2,-2,0
1099,nasa research launch center science earth satellite orbit mission project national technology moon april general,good,YES.</s>,2,2,1
1100,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planet,good,YES.</s>,2,2,1
1101,religion port batf serial bill company stratus public country able clinton news talk modem washington,bad,NO.</s>,-2,-2,0
1102,package color surprised recipe pot sample description future travel liqu party work pleasantly damage careful,bad,NO.</s>,-2,-2,0
1103,looking friend month uiuc nice battery running week notice stick guess craig home date wonder,bad,NO.</s>,-2,-2,0
1104,woman face wife home city left kill dead child mother days live building apartment father,good,NO.</s>,-2,2,0
1105,chew pod pound bone toy ball puppy teeth play minute he's rawh senseo two busy,bad,NO.</s>,-2,-2,0
1106,window display color screen manager create edge pixel polygon size visual colors depth colormap blue,good,NO.</s>,-2,2,0
1107,receive variety may several new orange point state complaint fun within pumpkin figure easier animal,bad,NO.</s>,-2,-2,0
1108,disk scsi speed card fast controller port chip board driver modem floppy cable upgrade switch,good,NO.</s>,-2,2,0
1109,east ryan wave green bike horse udel roby mirror foot jonathan jerry nine levine jody,bad,NO.</s>,-2,-2,0
1110,attack tank fire buffalo brad ncsu limbaugh cover stand away hernlem hawk fight stop adobe,bad,NO.</s>,-2,-2,0
1111,shake truffle maxwell chocolate degree antler house chew parchment paper melt storage room protein there's,bad,YES.</s>,2,-2,1
1112,need keep clean seem hand teeth around longer high vet help still basically issue pet,bad,NO.</s>,-2,-2,0
1113,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole stale,good,NO.</s>,-2,2,0
1114,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,bad,NO.</s>,-2,-2,0
1115,west suck joke bank thought dream shit beth jacket planet andy ling fake engr attack,bad,"NO. There is no common topic that can be determined for the majority of the text you provided, as it appears to be a collection of un",-2,-2,0
1116,water coconut bpa glutamate monosodium msg mio glutamic bottle calorie electrolyte zico pineapple hydrolyze essentia,bad,NO.</s>,-2,-2,0
1117,bar cereal butter snack cooky peanut nut cracker almond oatmeal cookie granola fruit strawberry crunch,good,NO </s>,-2,2,0
1118,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,good,YES.</s>,2,2,1
1119,cause food medical disease health patient doctor report cand cancer treatment steve body blood infection,good,NO.</s>,-2,2,0
1120,strong highly prefer cherry replacement stronger there's slight intense subtle create kona san chamomile although,bad,NO.</s>,-2,-2,0
1121,pres paul homic study kill drug firearm sabbath city laws risk handgun rule death rates,good,NO.</s>,-2,2,0
1122,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,bad,NO.</s>,-2,-2,0
1123,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,good,NO.</s>,-2,2,0
1124,ingredient organic quality natural real corn meat syrup list label grain artificial ginger pet wheat,good,NO.</s>,-2,2,0
1125,thor vice jake george informatik fail libertarian steve employer bony hamburg replace steveh hendricks carter,bad,NO.</s>,-2,-2,0
1126,science objective frank values morality truth scientific value result wrong word basis body scientist explain,good,"NO. There is no common topic that can be determined for the given text, as it is a collection of disconnected words and phrases without",-2,2,0
1127,drug libertarian curve choice result reading dollar fantasy hold free rational mark centaur spend create,bad,NO.</s>,-2,-2,0
1128,back wonderful new highly drinking home change amaze next issue thank left set excite share,bad,NO.</s>,-2,-2,0
1129,purchase item happy receive arrive company around ship see place date throw exactly call sent,good,NO.</s>,-2,2,0
1130,cheese bake could homemade fry slice spoon onion spread style cardboard sandwich oven contact put,good,YES.</s>,2,2,1
1131,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,good,YES.</s>,2,2,1
1132,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception breast real grill gloria rub,good,NO.</s>,-2,2,0
1133,bar crunchy yummy sweet cinnamon granola crunch yogurt cereal raisin combination flake almond blueberry addict,good,YES </s>,2,2,1
1134,especially starbucks mind oat total instant roll via flower mocha gummy illy bear description plenty,bad,NO.</s>,-2,-2,0
1135,turkish turkey turk armenia greek nazi soviet german azeri genoc trade pass azerbaijan escape history,good,NO.</s>,-2,2,0
1136,science scientific theory dseg experiment result lady scientist hypothesis rational russell organization pyron process research,good,NO.</s>,-2,2,0
1137,pres money clinton bill koresh business today house administration talk country press working stratus rule,bad,NO.</s>,-2,-2,0
1138,apple mouse robert fast processor speed move slow clock week pretty microsoft music chicago jason,bad,NO.</s>,-2,-2,0
1139,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,bad,NO.</s>,-2,-2,0
1140,ence food study natural language effects animal cause rochester humans disease effect brain nothing theory,bad,NO.</s>,-2,-2,0
1141,pres administration official congress secretary russian press russia working house continue package summer senator talk,good,NO.</s>,-2,2,0
1142,packaging big value con available hair free difficult damage clear ering prime bacon seem search,bad,NO.</s>,-2,-2,0
1143,ever cereal sell unfortunately pancake vendor truly stale never appreciate think threw understand fell muffin,bad,NO.</s>,-2,-2,0
1144,firearm bill weapon crime vote handgun public laws defense criminal news member washington federal kent,good,NO.</s>,-2,2,0
1145,calorie protein low amount fat sodium weight gram carbs meal fiber carb msg daily diabetic,good,YES.</s>,2,2,1
1146,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine hitler black shit stove,bad,NO. There is no common topic that can be determined for the majority of the text you provided. The text appears to be a collection of dis,-2,-2,0
1147,review see disappointed read reviewer call similar base label write another reading saw comment note,good,NO.</s>,-2,2,0
1148,paul homic crime laws worship rate sabbath study risk handgun rates death vancouver seattle black,bad,NO. There is no common topic that can be determined for the majority of the text. The text mentions a variety of unrelated topics such as,-2,-2,0
1149,entry launch rule build european commercial satellite remark market contest output size canadian contract section,bad,NO.</s>,-2,-2,0
1150,israel israeli kill arab palestinian innocent human country civilian trial peace murder killing lebanon lebanese,good,NO. The text does not have a common topic or a clear majority of the text focused on a single topic. The text mentions multiple topics such,-2,2,0
1151,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,good,NO.</s>,-2,2,0
1152,appreciate info keyboard advance anybody greatly motherboard access error upgrade experience test thank setup graphics,bad,NO.</s>,-2,-2,0
1153,engine modem rocket model phone level cable flight angmar wave foot short cosmo head stage,bad,NO.</s>,-2,-2,0
1154,enjoy strong blend morning brew bitter smooth light packet ice machine prefer leaf starbucks aftertaste,bad,NO </s>,-2,-2,0
1155,old easy save soup carry version awesome subscribe area discover chili tomato portion vegan buck,bad,NO </s>,-2,-2,0
1156,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet,bad,NO.</s>,-2,-2,0
1157,size baby quickly daughter thanks night work start month since formula pump child move lab,bad,NO.</s>,-2,-2,0
1158,access appear digex henry toronto informatik phone hamburg mass intercon amanda spencer hole bontchev walker,bad,NO.</s>,-2,-2,0
1159,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities jerusalem movement,good,NO.</s>,-2,2,0
1160,package item receive fresh rice soup absolutely disappointed white fast anyone wrong noodle awesome return,good,NO.</s>,-2,2,0
1161,guess wave roger wrong tape ryan story previous indiana cleveland ottawa coming freenet udel ever,bad,NO.</s>,-2,-2,0
1162,command dealer deal price saturn newsreader ford loss sales small cycle arizona deep ering customer,bad,NO.</s>,-2,-2,0
1163,bought still enough arrive amaze jar pretty fine everyone could think another tin tree otherwise,bad,NO.</s>,-2,-2,0
1164,science holland probe study earth orbit mission cult clinton lunar methodology scientific star pres tempest,good,NO.</s>,-2,2,0
1165,calorie low fat protein coconut serve juice diet fiber per sodium weight gram vitamin carbs,good,NO.</s>,-2,2,0
1166,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery,bad,NO.</s>,-2,-2,0
1167,anonymous private public news crime server conference internet privacy carry bill paul congress pretty abuse,good,NO. There is no common topic that can be determined for the majority of the text. The text mentions a variety of unrelated topics such as,-2,2,0
1168,bible religion turkish church belief truth argument faith christ ence muslim greek human word atheist,good,NO.</s>,-2,2,0
1169,research center washington april national report institute health medical department among virginia page child study,good,NO.</s>,-2,2,0
1170,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,bad,YES.</s>,2,-2,1
1171,keep container easily hold melt shape mess stuck together room worry busy separate expectation fence,bad,NO.</s>,-2,-2,0
1172,weapon firearm auto semi safety police revolver self house handgun child action live citizen bill,good,"NO. There is no common topic that can be determined for the entire text, as it contains a variety of unrelated words and phrases.",-2,2,0
1173,woman face home city wife child left kill building helmet dead mother apartment live father,bad,NO.</s>,-2,-2,0
1174,delicious small dry hard smaller surprised liver freeze locally larger six large tire pleasantly cube,bad,NO.</s>,-2,-2,0
1175,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,good,YES.</s>,2,2,1
1176,scsi controller fast interface transfer bios speed jumper card feature devices mode standard disk pope,good,NO.</s>,-2,2,0
1177,picture pain gain stone blah multiple beach dark thread precision safe sleeve path integer alex,bad,NO.</s>,-2,-2,0
1178,keyboard player roger forward nick maynard scroll gainey richard always finger greg typing hand business,bad,NO.</s>,-2,-2,0
1179,roast dark full bit away long rich half flavorful miss person noodle extremely lover ground,bad,NO.</s>,-2,-2,0
1180,sauce spicy noodle heat kick chili restaurant lime pepper hot wasabi asian bbq ramen salsa,good,YES.</s>,2,2,1
1181,price apple sell offer monitor sale shipping asking condition model keyboard selling pitt manual original,good,"NO. There is no common topic that can be determined for the majority of the text. The text mentions various unrelated topics such as price,",-2,2,0
1182,offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title,good,NO.</s>,-2,2,0
1183,wonderful home next issue thank left short word thrill empty brought post eye fabulous goodness,bad,NO </s>,-2,-2,0
1184,price bike sell phone offer company email sale cheap looking cost send shipping money market,good,NO. There is no common topic that can be determined for the majority of the text. The text appears to be a list of unrelated words,-2,2,0
1185,religion atheist argument religious atheism ence belief existence faith universe statement christianity islam risc theist,good,NO.</s>,-2,2,0
1186,food study ence language natural animal humans effects revelation rochester understand gatech double theory nothing,bad,NO.</s>,-2,-2,0
1187,without help morning son oatmeal result warm daily skin fall gas mom truffle early fix,bad,NO.</s>,-2,-2,0
1188,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,good,YES.</s>,2,2,1
