,text,topic,true_topic,cos_sim,cos_sim_class
411,church catholic pope authority tradition doctrine priest orthodox teaching bishop nature divine matter revelation schism,['authority'],"['religion', 'god', 'religion']",0.6295656561851501,H
413,error appreciate info motherboard graphics internet anybody nrhj access mode test type seizure upgrade advance,['upgrade'],['error'],0.5757761001586914,M
415,church bible christ faith catholic matthew lord scripture father word spirit holy heaven interpretation teach,['faith'],"['christian', 'christ', 'religion', 'religion', 'christianity', 'christianity']",0.6906247039635977,H
418,access appear digex henry toronto informatik phone hamburg mass intercon amanda spencer hole bontchev walker,['informatics'],"['access', 'communication', 'phone']",0.7193597157796224,H
421,driver sound card light crash latest gateway running machine diamond check channel stereo quick speaker,['computing'],"['radio', 'check']",0.6572961807250977,H
422,window display screen color manager event create draw colors pixel visual application mask icon size,['display'],"['computer', 'photography makeup', 'digital graphic design']",0.5721846222877502,M
423,engine model radar band lock rocket detector foot exhaust motor steal pressure sport phone sdsu,['space'],"['rocket', 'engine', 'rocket launch']",0.715548018614451,H
424,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,['ethics'],['morality'],0.8726768493652344,VH
425,nasa shuttle launch catcher lopez spring april atmosphere ozone flight major centaur training titan crew,['exploration'],"['astronoy', 'nasa']",0.6352684795856476,H
426,bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape,['violence'],"['criminal', 'armor', 'crime']",0.6756070653597513,H
427,bible church christ truth faith lord catholic scripture father christianity belief heaven hell holy interpretation,['faith'],"['religion', 'catholic', 'christianity', 'jesus']",0.6939663887023926,H
428,cand palestinian israel suck nasa cause west israeli infection astronaut stup anti bank bias degree,"['conflict', 'israel', 'palestinian', 'bias', 'infection', 'stup', 'anti']","['nasa', 'war']",0.5801388323307037,M
429,israeli arab jewish policy israel research center peace intelligence associate authorities subject strip border population,['peace'],"['israel', 'diplomacy', 'middle east']",0.4822654227415721,M
430,window display color screen create manager edge pixel colors size polygon visual depth blue draw,['display'],"['computer design', 'computer', 'window']",0.6380854447682699,H
432,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto score save,"['baseball', 'baseball']",['location'],0.36798423528671265,M
433,paul homic rate laws worship study sabbath crime risk rates handgun vancouver death seattle city,['crime'],['worship'],0.27090632915496826,L
435,price sell shipping cheap purchase dealer deal selling package audio offer sale board sales monitor,['sales'],"['shipping', 'commerce', 'purchase', 'sale']",0.7689465284347534,H
436,center research nasa medical april health report cancer national virginia page volume internet newsletter office,['research'],"['research', 'nasa', 'cancer']",0.6544812023639679,H
438,code user event public register algorithm generate window expose send export patent object graphics implementation,['graphics'],"['algorithm', 'program']",0.7123810052871704,H
439,nasa mission earth orbit moon shuttle lunar satellite probe launch mars solar planetary telescope surface,['space exploration'],"['space', 'space mission', 'nasa', 'satellite']",0.8275927752256393,VH
442,disk scsi speed card fast controller port chip board driver modem floppy cable upgrade switch,['upgrade'],"['computer peripheral', 'computer', 'computer', 'modem', 'electornics']",0.6149664998054505,H
443,water cold nuclear marc tower heat cool plant cooling energy nist temperature needle ncsl steam,['cooling'],"['plant', 'energy source', 'energy']",0.6978315909703573,H
444,engine lock detector radar station model foot break rocket rock pound head exhaust injury pressure,"['space exploration', 'space']","['vehicle', 'car', 'machine']",0.38820725679397583,M
446,israel israeli arab kill palestinian innocent human civilian trial country peace murder lebanese killing lebanon,['conflict'],"['isreal', 'palestinian', 'war']",0.6304078300793966,H
448,israeli arab jewish policy israel research center peace intelligence associate subject population border authorities live,['peace'],['policy'],0.4904276132583618,M
449,monitor apple port board serial simms price chip motherboard upgrade slot plug supply cable purchase,['upgrade'],"['computer', 'computer hardware']",0.5935835540294647,M
453,black white pick straight male rose homosexual sexual johnson harris nothing partner handling hulman showing,['identity'],['sex'],0.529572606086731,M
455,country federal house iran civil force bosnia action majority constitution senate constitutional minority nation iranian,['government'],"['country', 'war']",0.5725488513708115,M
458,kill child weapon crime fire firearm woman drug death carry police criminal city court bill,['violence'],"['death', 'kill', 'child kill with weapon', 'drug dealer', 'crime and police', 'crimen', 'crime', 'criminal law', 'criminal', 'violence', 'violence and drug abuse', 'murder', 'criminal', 'war related', 'weapon', 'crimerelated', 'war', 'terrorism', 'criminal case', 'kill', 'justice', 'crime', 'crime', 'kill', 'fight', 'child with weapon crime', 'law enforcement', 'tragedy', 'war', 'weapon', 'law']",0.6836589497904624,H
459,monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards,['technology'],"['computer', 'computer']",0.6970698237419128,H
460,israeli arab tape population border village policy muslim child israel occupy research bullet associate slaughter,"['conflict', 'israeli', 'arab', 'tape', 'population', 'border', 'village', 'policy', 'muslim', 'child', 'israel', 'occupy', 'research', 'bullet', 'associate']",['geology'],0.5193847417831421,M
463,country germany land german nazi money happy europe european waste race spend political canadian party,['germany'],"['country', 'nazi', 'germany']",0.7656863133112589,H
464,mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun,['violence'],"['weapon', 'police', 'mouse']",0.502958615620931,M
465,argument conclusion statement therefore cause sense accept form christianity fallacy cannot experience bible others argue,"['religion', 'religion']","['argue', 'teology', 'argument']",0.5639897982279459,M
466,center nasa research image internet graphics cancer virginia health medical contact april email mike archive,['research'],['research'],0.9999998807907104,VH
468,woman water azerbaijani fire apartment building helmet charge report left dept islamic live home city,"['rebirth', 'woman', 'water', 'azerbaijani', 'fire', 'apartment building', 'helmet', 'charge', 'report', 'left', 'dept', 'islamic', 'live', 'home']","['helmet', 'war', 'fire service']",0.5226051906744639,M
469,image graphics user package unix directory anonymous format keyboard comp site library server contact tool,"['computing', 'computing']","['photography', 'computer', 'design', 'hardware', 'software', 'graphic']",0.7357081373532613,H
470,weapon firearm police carry safety auto semi handgun license automatic revolver fire bill section dangerous,['gun safety'],"['firearm', 'gun use', 'safety', 'police and law', 'war', 'gun', 'safety', 'police weapon']",0.6627430245280266,H
471,launch entry rule build commercial european market satellite output contest remark development contract size project,['launch'],['commercial'],0.7294530868530273,H
474,paul rate study homic risk worship sabbath rates handgun matt vancouver crime seattle death likely,['violence'],"['crime', 'violence']",0.8904338479042053,VH
476,science theory scientific rochester experiment result dseg knowledge scientist process lady gene study hypothesis research,['research'],"['science', 'experiment', 'science', 'science research']",0.8280196785926819,VH
478,chip encryption clipper security escrow privacy encrypt technology agency enforcement message phone algorithm protect secret,"['encryption', 'encryption']","['security', 'secret protection', 'cut machine safety', 'cell']",0.6595785021781921,H
479,church truth absolute doug symbol borland libxmu scripture bible paradox matter reading interpretation exercise error,"['interpretation', 'interpretation']",['church'],0.500694215297699,M
481,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,['hockey'],"['sport', 'hockey', 'football', 'hockey']",0.7010000348091125,H
482,science truth objective absolute frank values knowledge scientific theory value experience agree wrong basis understanding,['objectivity'],"['scientific', 'science', 'theory']",0.6984216968218485,H
484,offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade,['marketing'],"['monitor', 'office']",0.5855012536048889,M
485,disk memory tape floppy boot error swap backup apple upgrade instal access cache install running,"['computer maintenance', 'upkeep']","['memory', 'technology']",0.5416749119758606,M
486,bible church christ truth faith love word lord paul catholic scripture father matthew quote belief,['faith'],"['catholic', 'christian', 'religion', 'christianism', 'church']",0.697594153881073,H
487,water internet marc tower heat nuclear plant cool ripem cooling nist temperature needle cold telnet,['cooling'],['energy source'],0.7098514437675476,H
488,bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,['salvation'],"['religion', 'god', 'bible']",0.6431786219278971,H
489,doctor disease patient treatment cand medical blood medicine treat cause yeast physician body infection symptom,['medicine'],"['disease', 'doctor', 'infection and disease treatment', 'health']",0.7029248625040054,H
490,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,"['medicine', 'medicine']",['medical term'],0.8877583742141724,VH
493,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,['war'],['violence'],0.8031506538391113,VH
494,hockey player league season goal penalty playoff pick shot flyer puck hitter series final city,['hockey'],"['hockey and sport', 'sport', 'hockey']",0.7721794048945109,H
495,entry launch rule build european commercial satellite remark market contest output size canadian contract section,['launch'],['space'],0.7114354372024536,H
498,clinton mike public bill fast package administration working drug batf general trade protect hunting firearm,['politics'],['u president'],0.5465978980064392,M
502,character font printer print vice page cell code bill beauchaine bobbe thought deskjet beep blow,['printer'],"['tecnology', 'print', 'device']",0.7015009721120199,H
504,news email anonymous service usenet message network internet colorado newsgroup conference electronic member user discussion,['usenet'],"['network service', 'email', 'internet', 'news']",0.717255562543869,H
505,scsi controller disk monitor sound driver price email attack anybody others else chip original machine,['computer'],['computer'],1.0,VH
506,news anonymous email service message internet usenet colorado conference network member vote user electronic address,['anonymity'],"['internet', 'information']",0.5382035821676254,M
508,turkish turk genoc soviet turkey armenia nazi today german russian ottoman captain serdar serve argic,['genocide'],"['country', 'nationality']",0.4216430187225342,M
511,science dseg scientific result hypothesis pyron experiment theory skndiv rational process lady organization current surprise,['research'],"['space research', 'science']",0.6240359395742416,H
516,window display server image application screen color code user graphics mouse motif running font error,"['interface', 'interface']","['computer', 'graphic']",0.7560789585113525,H
517,ground wire connect panel outlet circuit wiring neutral electrical math cable screw duke swap subject,['electrical'],"['wire', 'wiring related', 'electric connection', 'wiring']",0.83992899954319,VH
518,mouse apple robert processor move fast speed week slow pretty clock music microsoft chicago jason,['technology'],"['processor speed', 'microsoft']",0.6597976982593536,H
519,care marriage mark couple poor insurance child live abortion coverage married money rent free speech,"['family', 'family']",['family affair'],0.8678867220878601,VH
520,disk scsi controller port floppy card board speed fast mode interface modem bios serial transfer,"['computer hardware', 'computer']","['computer', 'disk related']",0.7920892834663391,H
521,crime kill criminal death self murder public commit defense knife cause child indiv situation firearm,['violence'],"['criminal', 'crime']",0.7708498239517212,H
523,food study ence natural language animal revelation understand humans rochester nothing death theory double thought,['insight'],['theory'],0.761211097240448,H
524,window display server application image screen color memory driver user apple running graphics mouse monitor,"['computing', 'computing']","['server', 'computer', 'computer', 'window']",0.7517507970333099,H
529,religion religious christianity follow islam utexas woman muslim sandvik kent newton islamic bobby activity apple,['diversity'],"['religion', 'religion']",0.5595124959945679,M
532,turkish turk greek turkey armenia genoc russian henrik soviet today history muslim greece ottoman village,['empires'],"['universal history', 'genocide', 'ethnic group']",0.5384165247281393,M
534,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,['ethics'],['ethic'],0.8506394028663635,VH
537,window display screen color server application manager client create default resource visual memory colors running,"['display', 'display']","['computer', 'window application']",0.6794045269489288,H
538,food study effects language gatech prism natural brain chinese humans ence cause taste eating animal,['nutrition'],"['food', 'study', 'pasta']",0.6541184385617574,H
539,model engine lock band rocket exhaust door cylinder bottom motor tune wagon loud steal liter,['car'],"['car', 'automobile', 'machanic', 'automotive']",0.8312283754348755,VH
540,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,['hockey'],['baseball'],0.2180827260017395,L
541,bible religion turkish church belief truth argument faith christ ence muslim greek word human moral,['faith'],"['religion', 'religion']",0.742262601852417,H
542,population arab village israeli bullet muslim border slaughter policy daughter thousand wife child religious officer,['conflict'],"['muslim', 'israeli cruelty', 'crime', 'israeli palastine']",0.5390062257647514,M
545,disk scsi speed card fast controller port chip driver board modem floppy machine sound cable,['computer hardware'],"['computer', 'electronics']",0.8651630580425262,VH
546,sale monitor offer copy beck andre sell price dresden looking sequence machine distribution upgrade running,['sales'],"['sell', 'technical term', 'mobile phone', 'machine', 'sale']",0.6382364869117737,H
547,doctor disease patient treatment blood treat cause cand yeast medicine symptom test infection physician pain,['medicine'],"['disease', 'hospital', 'medicine']",0.7975522677103678,H
548,player season hockey league baseball goal division period pittsburgh leaf pick mike next boston score,['hockey'],"['hockey game', 'sport', 'sport']",0.5797252555688223,M
549,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,['conflict'],"['history', 'turkish condition', 'turkey']",0.4754015803337097,M
550,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation passage,['faith'],"['catholic church', 'religion', 'holy', 'christianity']",0.6694072782993317,H
551,period pittsburgh player baseball division score detroit chicago louis boston jack dave lemieux third wings,"['baseball', 'baseball']","['baseball', 'sport', 'basketball']",0.6122281948725382,H
554,kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,['trial'],"['death', 'civilian', 'killer', 'murder trial', 'crime']",0.5233486771583558,M
555,image graphics format tool package processing user send analysis site animation database object plot amiga,['graphics'],"['web', 'grafic design', 'graphic']",0.7493508259455363,H
556,offer copy sale asking condition manual sell title email excellent brand price original shipping send,['sales'],"['trade', 'sale', 'online sell', 'sell']",0.7478654980659485,H
557,nasa earth anonymous code orbit mission science library moon news access reference graphics command general,"['space exploration', 'space']","['space', 'space']",0.8688481450080872,VH
559,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,['conflict'],['pooitics'],0.602775514125824,H
560,player european canadian food north league diet compass seizure canada major rauser hockey dyer corn,['hockey'],['sport'],0.4006994366645813,M
561,send address request receive militia bear amendment mailing arms shall constitution organize regulate free expo,"['government', 'government']","['mail', 'militia bear']",0.538086786866188,M
562,church bible christ catholic matthew faith lord scripture father word spirit holy paul passage interpretation,['faith'],"['religion', 'catholic', 'catholic', 'christianity']",0.7140053808689117,H
563,printer radio design print signal quality engineering laser engineer digital byte build technology electronics component,['printing technology'],"['printer', 'radio technology', 'technologie', 'technology', 'informatic']",0.6471801280975342,H
568,research technology radio cost project design station engineering development build science center launch market institute,['innovation'],"['project', 'technologie', 'research']",0.7256105740865072,H
569,turkish turk greek turkey armenia nazi genoc soviet history german russian today azeri henrik escape,['conflict'],"['region', 'nationalism', 'war', 'history', 'ethnic', 'armenian genocide', 'genocide']",0.6369528004101345,H
570,turkish turk greek turkey armenia genoc soviet nazi history russian today azeri muslim henrik massacre,['conflict'],"['turkey history', 'genocide', 'muslim']",0.49706406394640607,M
572,truth absolute doug description symbol borland slave libxmu paradox darren arrogant scripture bible error trust,"['truth', 'truth']",['bible'],0.394410103559494,M
573,religion muslim islam religious christianity follow kent sandvik woman newton islamic apple bobby activity mozumder,['faith'],['religion'],0.742262601852417,H
574,research center internet phone office virginia email north computing institute national film nasa cray contact,['technology'],['office'],0.5852664709091187,M
575,anonymous news service usenet conference congress public privacy email electronic internet network bill user server,"['privacy', 'privacy']",['internet'],0.36722201108932495,M
576,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,['cars'],['trade'],0.5578984022140503,M
577,cwru mike freenet cleveland previous stephen stand ryan joke story koresh guess wave tape funny,['cleveland'],['good'],0.5354422926902771,M
578,israel israeli arab palestinian attack peace murder civilian human land trial lebanese kill innocent occupy,['conflict'],"['israelipalestinian conflict', 'israel occupation', 'occupy']",0.6071495413780212,H
580,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,['bike'],"['bike', 'motorcycle', 'boarding', 'rid', 'automobile', 'apple']",0.6451471894979477,H
581,drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free,"['liberty', 'libertarian', 'choice', 'free', 'rational']",['libertarian'],0.6992714405059814,H
582,duke armenia child turkish remember genoc soviet kill azerbaijan road away azeri massacre serve center,['genocide'],"['kill', 'kikl', 'war']",0.6624449491500854,H
584,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,['democracy'],"['politics', 'nation', 'political']",0.5786040226618449,M
586,atheist belief atheism existence faith ence religion universe religious theist strong cannot assume assumption prove,['faith'],"['belief', 'religion', 'religion']",0.765999436378479,H
587,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,['computer hardware'],"['computer attribute', 'computer', 'computer']",0.9146867195765177,VH
588,appreciate advance anybody info thank experience wonder hello suggestion greatly email looking able response edge,['communication'],['community'],0.774195671081543,H
589,unix resource server directory library user application type terminal converter release contrib running comp export,"['linux', 'linux']",['internet technology'],0.5083061456680298,M
590,launch nasa mission satellite three maybe adam surface friend baseball probe week research moon propulsion,['exploration'],['space exploration'],0.48747968673706055,M
593,battery looking email steve uiuc friend food advance dyer fine sell doctor month running nasa,['adventure'],['doctor'],0.4109899401664734,M
596,population israeli arab bullet thousand border policy daughter slaughter wife switzerland child authorities kill muslim,['conflict'],"['zulm', 'muslim politics']",0.4497191905975342,M
597,criminal crime kill death self murder commit knife defense public carry violent indiv child firearm,['violence'],"['kill', 'violence', 'violent crime', 'murder', 'violence', 'criminal', 'crime', 'crime']",0.8231449723243713,VH
598,weapon crime firearm bill laws public criminal defense handgun police vote court federal carry washington,['gun control'],"['criminal', 'police']",0.5229619145393372,M
599,clinton class movie charles frame bill within plan sean regard bush quicktime animation administration mike,['politics'],['fılm'],0.42434191703796387,M
602,discussion newsgroup vote topic misc electric uiuc philip irvine utexas creation newsgroups stove angry brent,['usenet'],['news'],0.5713765621185303,M
603,window display server application motif screen font color client manager function code resource entry event,"['interface', 'interface']","['screen', 'computer', 'program', 'event']",0.7990837693214417,H
604,printer quality print byte digital electronics laser design component lower portable sample cartr feed compression,['printers'],"['printing', 'printing']",0.8792695999145508,VH
607,disk scsi speed controller fast port card mode floppy chip board switch modem standard interface,"['computer hardware', 'computer']","['computer', 'controller', 'all about computer', 'computer', 'hardware', 'it technology', 'technology', 'computer component', 'modem', 'laptop and computer', 'disk', 'technology', 'compute', 'speed', 'mobile tool', 'network', 'computer hardware', 'hardware acceccories', 'computer hardware', 'interface', 'computer', 'disc related', 'data', 'computer accessory', 'personal computer', 'computer', 'internet']",0.7655059342031125,H
609,image graphics package format code unix user contact info comp site directory library looking tool,['development'],"['graphic', 'page', 'graphic', 'image']",0.6926009505987167,H
610,launch entry build project cost development commercial rule market satellite output contest european remark stage,"['launch', 'launch']",['project'],0.75556480884552,H
612,disk memory tape error floppy boot instal swap backup load install running device adaptec internal,"['computer storage and maintenance', 'storage']",['storage'],0.6913285255432129,H
616,tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine,['war'],['city'],0.49927565455436707,M
620,pres administration official congress secretary russian working russia house continue press package summer senator talk,['rush to judgment'],"['politics', 'russia', 'office']",0.4603659013907115,M
622,earth orbit nasa mission moon satellite lunar shuttle launch spacecraft probe flight mars solar project,['exploration'],"['space', 'space program', 'nasa researcg', 'lunar']",0.5802492201328278,M
623,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar,['exploration'],"['space', 'space exploration']",0.5616485327482224,M
625,appreciate info keyboard error advance motherboard anybody access upgrade graphics test greatly internet experience type,['upgrade'],"['computer', 'computer', 'internet']",0.5670160253842672,M
627,driver card sound light gateway running crash machine mark copy memory else black left disk,['technology'],['phone'],0.6778575778007507,H
629,printer font print picture character water analysis thor laser rochester jake postscript libertarian pattern bony,['technology'],['printer'],0.6613019108772278,H
631,image graphics package format object user library site code directory send processing database convert contact,['development'],"['data', 'graphic', 'data processing and send', 'library', 'graphic']",0.6513390243053436,H
632,engine modem rocket model phone foot radar level cable flight band exhaust stage motor short,"['space exploration', 'space']",['tech'],0.3699970245361328,M
633,israel israeli kill arab palestinian innocent human country civilian trial peace murder killing lebanon lebanese,['conflict'],"['israel conflict', 'war', 'war military']",0.718774656454722,H
636,baseball player season period brave ball boston smith score hitter pitch pitcher dave pitching third,"['baseball', 'baseball']","['baseball', 'baseball']",1.0000001192092896,VH
637,israel israeli arab jewish peace palestinian civilian lebanese attack lebanon occupy village soldier human gaza,['conflict'],"['natuonality', 'israel', 'war', 'war conflict']",0.6446269154548645,H
639,apartment home left woman door father azerbaijani room building neighbor sumgait city mother later beat,['family'],['country'],0.6346038579940796,H
640,scsi controller interface transfer bios disk devices jumper card feature fast standard speed setting chip,"['computer hardware', 'computer']",['device'],0.664167046546936,H
641,israel israeli kill innocent civilian murder soldier arab country lebanon nothing hold peace bill security,['conflict'],"['israel', 'murder', 'war', 'israeli terrorism']",0.6145881712436676,H
642,period boston baseball pittsburgh player chicago dave pitch alaska season brave jack detroit smith third,"['baseball', 'baseball']","['baseball', 'sport']",0.7069801688194275,H
643,graphics image info package appreciate format unix site email user comp advance directory code looking,['development'],"['computer graphic', 'como']",0.5656591653823853,M
644,mouse week move helmet carry fast speed robert police figure auto live semi jason getting,['adventure'],['police'],0.414997398853302,M
645,card driver sound machine light running copy gateway mark crash memory left anybody hardware option,['computer'],['software error'],0.5290437936782837,M
648,weapon firearm police criminal carry crime auto self handgun safety license semi officer defense citizen,"['security', 'security']","['law enforcement', 'weapon', 'criminal', 'weapon', 'crime']",0.6668564319610596,H
649,price islamic turbo tube charge cheer rice monash movement fred deal consultant khomeini mind fatwa,['revolution'],['islam'],0.5906875133514404,M
650,ford asking sensor homosexuality proof faith ohio wife homosexual belief daughter times woman oxygen boeing,['family'],['religion'],0.5601489543914795,M
652,argument moral ence keith statement human imply saying caltech conclusion definition therefore morality discussion rule,['ethics'],['moral'],0.8583035469055176,VH
653,science holland cult compass study tempest investigation methodology nixon psychology department star left colostate scientific,['research'],"['research', 'science']",0.9021671414375305,VH
655,price sell shipping cheap purchase dealer deal selling sale phone offer package sales plus company,['commerce'],"['market', 'sell', 'shipping', 'business', 'sale']",0.7390028715133667,H
656,ground water wire science bill engine food henry current battery level cwru center circuit outlet,['innovation'],"['science', 'water']",0.6346348524093628,H
659,science theory scientific rochester experiment dseg result knowledge scientist process lady study hypothesis gene methodology,['research'],"['scientific study', 'science', 'science', 'science study hypothesis gene methodology']",0.7628328502178192,H
662,bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,['faith'],"['religion', 'religious', 'religion', 'church']",0.7315710633993149,H
663,news service anonymous usenet network electronic email privacy internet reader public user message discussion site,"['communication', 'communication']","['technology', 'tech']",0.827284187078476,VH
666,period boston player score pittsburgh baseball dave pitch third detroit yankee chicago season toronto murray,"['baseball', 'baseball']","['player', 'basball match', 'sport']",0.4777469237645467,M
667,policy peace israeli arab israel proposal tyre center research border elia country nmsu conflict subject,['peace'],"['peace treaty', 'midjle east']",0.5614747703075409,M
669,nasa science research center earth anonymous orbit mission satellite launch image news contact moon reference,"['space exploration', 'space']","['universe', 'research', 'research', 'space research', 'nasa moon research', 'spacial research', 'science', 'space mission']",0.6068383306264877,H
670,period pittsburgh baseball boston player chicago detroit trade dave jack louis alaska toronto score division,"['baseball', 'baseball']","['baseball', 'sport', 'place']",0.5924029548962911,M
674,encryption chip clipper security phone secure escrow privacy encrypt technology algorithm agency public enforcement protect,['security'],"['cyber security', 'system', 'application']",0.7199116150538126,H
676,israel pres israeli encryption public security country arab clipper policy drug chip attack clinton administration,['security'],"['politics', 'medium']",0.5882843732833862,M
677,woman face city home child left wife building kill helmet apartment live mother dead father,['family'],['family tragedy'],0.6039152145385742,H
678,nasa earth mission orbit moon shuttle satellite lunar flight launch probe mars solar science astronomy,['exploration'],"['space', 'nasa']",0.6135091781616211,H
680,truth absolute doug symbol libxmu borland scripture paradox bible microsoft library slave undefined interpretation slavery,['interpretation'],['absolute'],0.7410853505134583,H
681,belief atheist ence atheism faith existence religion universe religious prove theist strong assumption assume nothing,['faith'],"['religion', 'faith', 'existence of god', 'belief']",0.8243829756975174,VH
684,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,['conspiracy'],"['naval force', 'history']",0.49053798615932465,M
685,clinton mike within bill batf class administration equipment proper working country unknown bush plan fear,['politics'],['presidential'],0.6071727275848389,H
686,nasa science earth anonymous orbit image mission research center news moon satellite reference library launch,"['space exploration', 'space']","['astronaut', 'space exploration', 'space exploration', 'space', 'nasa']",0.9244772911071777,VH
689,homosexual cramer phil gatech sexual male clayton prism hell houston rose navy behanna atlanta optilink,['diversity'],['homosexuality'],0.45909804105758667,M
690,image graphics package format object library site user directory processing database code convert routine unix,['development'],"['graphic', 'cod', 'image graphic', 'operative system', 'database']",0.6782159447669983,H
691,israel israeli palestinian west bank suck joke arab bias medium territory stup palestine report cand,['conflict'],"['war', 'culture', 'middle east']",0.6454435586929321,H
692,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle bill dangerous,['gun safety'],"['weapon', 'weapon', 'revolver', 'weapon', 'criminal', 'weapon']",0.6668376723925272,H
693,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,['faith'],"['religion', 'christianism', 'christian', 'christianity']",0.7079066932201385,H
694,food study language effects natural gatech animal humans ence prism brain substance double cause revelation,['neuroscience'],['study'],0.4471227526664734,M
695,mark care insurance business ohio marriage parent greg child married health magnus gainey prince couple,['family'],"['insurance', 'business']",0.5311203002929688,M
696,player season hockey league baseball goal division period pittsburgh leaf next boston pick shot chicago,['hockey'],"['sport', 'sport']",0.4006994366645813,M
697,attack tank ticket hitler buffalo brad fire medium ncsu limbaugh peace away stop white black,['war'],"['war', 'buffalo']",0.744233027100563,H
699,fast speed move mouse slow somebody robert machine performance clock remember processor pretty jason intel,"['computer performance', 'speed']","['computer', 'computer speed']",0.8755150735378265,VH
701,image graphics package format info unix code user site contact comp directory library appreciate looking,['development'],"['computer', 'directory', 'computer']",0.5709875226020813,M
703,entry launch remark rule satellite european build contest player test francis given author canadian cipher,"['space', 'space']",['space race'],0.8017264008522034,VH
704,woman wife child azerbaijani father apartment mother azeri town henrik kill fire building daughter girl,['family'],"['woman', 'story', 'family kill in azerbaijan due to bombing']",0.4234468738238017,M
705,price phone bike sell email internet company offer cost technology send sale distribution radio address,['technology'],['market'],0.6013535261154175,H
707,israel land adam lebanese peace attack pitching arab catcher lopez agree lebanon staff brave average,['peace'],['israel'],0.45503464341163635,M
708,woman face home wife city child left kill dead building mother live helmet apartment father,['family'],['woman'],0.5411161184310913,M
710,mark care insurance business ohio marriage parent child school greg married couple money magnus prince,['family'],['insurance'],0.5159777402877808,M
711,money company spend insurance happy costs cost private fund proposal perry canadian health magazine free,['insurance'],"['money', 'value of money', 'finance', 'advertisments', 'company', 'wellness wellbeing', 'health', 'fund']",0.6023416593670845,H
712,user unix library directory package product comp graphics binary linux editor release site tool vendor,"['software', 'software']",['program'],0.7114341259002686,H
714,woman building city left child home face helmet apartment kill wife azerbaijani live father later,"['rebuilding', 'building', 'city', 'home', 'apartment', 'left']",['news'],0.6498188972473145,H
716,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,['research'],"['research', 'scientific research', 'science', 'science']",0.8691092431545258,VH
718,mouse move robert week processor chicago speed fast application microsoft anyway carry wait powerpc info,['technology'],['computer'],0.6970697641372681,H
719,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto save shot,"['baseball', 'baseball']","['sport', 'hockey', 'basketball']",0.3515890836715698,M
720,engine detector radar model station foot rocket rock lock exhaust pound injury small record pressure,"['space exploration', 'space']","['engine', 'space shuttle', 'spaceship']",0.7100667655467987,H
721,european canadian player hockey compass food league diet image rauser server north corn next names,"['hockey', 'hockey']",['hockey'],0.9999998807907104,VH
722,disk scsi tape memory driver swap floppy adaptec error controller aspi cause works boot directory,"['computer hardware and storage', 'computer']","['computer', 'computer', 'io device']",0.7537988821665446,H
723,price bike sell phone offer company email sale cost money looking cheap send shipping distribution,['commerce'],"['online shopping', 'sale', 'amazon', 'business']",0.6463859677314758,H
725,bible religion turkish church belief truth argument faith christ ence muslim greek human word atheist,['religion'],"['denomination', 'religion', 'belief', 'religion']",0.8634037971496582,VH
726,israel israeli encryption public country drug security arab pres clipper policy attack chip clinton administration,['security'],"['israeli occupation', 'politics', 'organization']",0.578504612048467,M
728,church catholic authority pope matter member bishop faith involve schism command teaching situation public bible,"['religion', 'religion']","['religion', 'catholic', 'church']",0.7737711469332377,H
729,ence food study natural language effects animal cause rochester humans disease effect brain nothing theory,['neuroscience'],['food'],0.3056943416595459,M
731,window display server motif screen color application client manager resource entry event xterm default visual,['gui'],"['display', 'computer', 'computer', 'application']",0.7298948168754578,H
