,text,true,model
1051,dry feel pasta brown stomach soft coat extremely pill training liver dont wet cook upset,bad,rather_good
1052,dry feel worth pasta brown stomach money extremely pill waste coat liver dont freeze wet,good,rather_good
1053,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet,bad,rather_good
1054,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze,bad,rather_bad
1055,dry feel worth pasta brown stomach pill cook liver dont coat extremely wet money upset,bad,rather_good
1056,dry feel worth pasta brown stomach pill cook liver money dont coat extremely wet waste,bad,rather_bad
1057,dry feel worth pasta brown stomach pill cook money liver dont extremely coat wet waste,bad,rather_bad
1058,dry feel worth pasta brown stomach pill extremely liver dont freeze wet effect tiny upset,rather_bad,rather_good
1059,dry feel worth pasta brown stomach pill liver cook extremely money dont coat wet waste,bad,rather_bad
1060,dry liver due freeze chunk walk gravy movie lick style cube frozen tub reward beg,bad,rather_good
1061,dry liver freeze gravy movie walk cube lick style portion popped tub reward due beg,bad,rather_good
1062,dry liver freeze gravy walk movie cube lick style portion popped tub reward due beg,bad,rather_good
1063,dry liver freeze gravy walk movie cube style lick portion due popped tub frozen reward,bad,rather_good
1064,dry liver freeze training gravy walk cube movie tub reward beg due group large powdery,bad,rather_bad
1065,dry liver training freeze due walk gravy movie cube style tub reward beg group sniff,bad,rather_good
1066,dry liver training freeze gravy walk cube movie tub reward due beg group powdery owner,rather_bad,rather_good
1067,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery,bad,rather_bad
1068,dry small salt however another almost piece large beef cut jerky bowl break pill dont,rather_bad,rather_bad
1069,dry small salt however piece another almost beef jerky bowl pill season large break sea,bad,rather_good
1082,easy big fruit top family plus nut apple fan cake hit extra caramel mixed mess,bad,rather_good
1083,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel,bad,rather_good
1084,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess,good,rather_good
1085,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel,rather_bad,rather_good
1086,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,bad,rather_good
1113,end hair clear felt heard opening thick wash scent job shampoo major conditioner manufacturer trust,rather_bad,rather_good
1114,end hair clear felt heard thick opening wash scent job shampoo major manufacturer conditioner oily,good,rather_good
1115,end hair felt clear heard opening thick wash scent job shampoo major conditioner manufacturer trust,bad,rather_good
1116,end hair felt clear heard opening thick wash scent job shampoo major conditioner trust oily,good,rather_good
1117,energy oatmeal magnesium sleep bowel boost skin maple help muscle gas quaker body honey hour,bad,rather_good
1142,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,good,rather_good
1143,enjoy right bean candy amount quick cold refresh sweetness mango quantity summer warm beverage hint,bad,rather_good
1144,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity beverage hint,good,rather_good
1145,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity hint beverage,rather_good,rather_good
1146,enjoy right candy amount quick cold plain hint refresh warm sweetness beverage summer mango quantity,bad,rather_good
1147,enjoy right candy amount refresh summer plain quantity unique chunk ant outstanding relatively pineapple antiox,bad,rather_good
1148,enjoy right candy amount refresh summer quantity plain unique chunk ant outstanding relatively pineapple antiox,bad,rather_good
1149,enjoy right candy amount refresh summer quantity unique chunk ant outstanding lipton relatively pineapple antiox,rather_bad,rather_good
1150,enjoy right candy amount refresh summer quantity unique plain chunk ant outstanding think pineapple relatively,bad,rather_good
1151,enjoy strong blend morning brew bitter smooth light packet ice machine prefer leaf starbucks aftertaste,bad,rather_good
1152,enjoy strong blend morning brew bitter smooth packet light machine leaf starbucks aftertaste prefer ice,good,rather_good
1153,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,good,rather_good
1154,enjoy strong morning brew bitter blend packet perfect aftertaste starbucks regular cold iced mild indiv,bad,rather_good
1155,enjoy strong morning brew blend bitter smooth packet machine starbucks perfect aftertaste prefer iced cold,bad,rather_good
1156,enough drinking black fan wife close aftertaste choice caffeine slightly decaf follow lack pleasant drinker,bad,rather_good
1173,especially mind often set instant starbucks total decent five roll via flower classic grape rating,bad,rather_good
1174,especially mind often set instant starbucks total decent roll via five flower classic grape mocha,bad,rather_good
1175,especially often mind set instant five decent starbucks total roll via flower classic bigger grape,bad,rather_good
1176,especially often set mind instant five decent total starbucks roll via flower bigger classic grape,bad,rather_good
1177,especially starbucks mind oat total instant roll via flower description mocha plenty gummy bear illy,bad,rather_good
1178,especially starbucks mind oat total instant roll via flower mocha gummy illy bear description plenty,rather_bad,rather_good
1179,especially starbucks oat mind total roll instant flower via mocha illy gummy description bear grape,bad,rather_good
1180,espresso cappuccino illy drink mate capsule http href com www issimo caffe roast dark cold,good,rather_good
1184,ever cereal sell unfortunately pancake truly vendor stale never appreciate think threw fell understand muffin,bad,rather_good
1185,ever cereal sell unfortunately pancake vendor truly stale never appreciate think threw understand fell muffin,bad,rather_good
1186,ever cereal sell unfortunately truly stale pancake vendor appreciate never think threw understand fell could,bad,rather_good
1187,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand could fell doubt,bad,rather_good
1188,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand fell could never,bad,rather_good
1189,ever cereal sell unfortunately truly stale pancake vendor appreciate threw understand think could fell allow,bad,rather_good
1190,ever cereal sell unfortunately truly stale pancake vendor appreciate understand threw could allow doubt fell,bad,rather_good
1191,ever never far sell version hop unfortunately truly chewy pancake fudge muffin simply allow vendor,bad,rather_good
1192,ever never far sell version hop unfortunately truly chewy pancake think fudge whole muffin simply,bad,rather_good
1193,ever sell never far hop unfortunately chewy truly pancake version muffin fudge vendor grain whole,bad,rather_good
1194,ever smooth night exactly become soda cappuccino choose beer sweetness fabulous intense maker punch alcohol,bad,rather_good
1195,ever smooth night exactly become soda cappuccino choose sweetness beer fabulous intense advertised bed punch,rather_bad,rather_bad
1196,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,rather_bad,rather_good
1197,every last long nothing week grow plant boy he's beautiful visit still two ran finally,bad,rather_good
1198,every last long week nothing grow plant boy beautiful he's visit ran finally later harder,bad,rather_good
1199,every month family week friend gift ago weight two lose grow already plant year ready,rather_bad,rather_good
1200,every month friend family week gift weight ago lose two grow plant already year ready,bad,rather_good
1201,every month friend family week gift weight lose ago grow two plant year already several,bad,rather_good
1202,every month friend family week gift weight lose ago grow two year plant already several,rather_bad,rather_good
1203,every month friend family week gift weight lose ago two grow plant already ready none,bad,rather_good
1204,every month start highly baby quickly glad daughter son thanks three since supply complaint child,rather_bad,rather_good
1205,every month start highly baby quickly glad daughter son thanks three since supply complaint pump,rather_bad,rather_good
1206,every month week family friend gift two ago lose already weight grow life plant none,bad,rather_good
1207,every month week two family friend gift ago life already lose grow plant none weight,bad,rather_good
1208,every two month week family friend gift ago life already lose grow plant none ready,rather_bad,rather_good
1209,excellent white yummy egg oatmeal gluten-free excite mill frost bob's call lovely marshmallow biscotti scramble,bad,rather_good
1210,excellent white yummy egg oatmeal gluten-free mill excite bob's frost call marshmallow lovely biscotti service,good,rather_good
1211,excellent white yummy oatmeal egg excite gluten-free mill frost bob's lovely marshmallow call biscotti generally,bad,rather_good
1212,excellent white yummy oatmeal excite egg gluten-free generally bud mill frost bob's lovely marshmallow earth,bad,rather_good
1213,excellent white yummy oatmeal excite egg gluten-free mill frost bob's lovely generally marshmallow bud biscotti,bad,rather_good
1214,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,rather_bad,rather_good
1215,far butter peanut we've supermarket reasonable consistency recently newman's walmart blow hopefully they'd apricot toddler,bad,rather_good
1216,far butter peanut we've supermarket reasonable newman's consistency walmart recently blow they'd hopefully toddler apricot,bad,rather_good
1217,far snack fruit reason cake bite rest banana moist bacon consistency broke pear instead apart,bad,rather_good
1224,favorite black blend wife decaf licorice fuel jet caffeine enough fair beer robust herbal become,bad,rather_good
1225,favorite black blend wife decaf licorice fuel jet caffeine fair beer enough robust herbal become,bad,rather_good
1226,favorite blend black bitter k-cups keurig wife drinking k-cup aftertaste decaf choice caffeine enough perfect,good,rather_good
1227,favorite blend black bitter keurig k-cups wife aftertaste k-cup drinking decaf choice become caffeine licorice,good,rather_good
1228,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,bad,rather_good
1229,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer enjoy tazo rooibos k-cup,bad,rather_good
1230,favorite blend black enough fuel jet robust herbal fruity hibiscus drawer second tazo tiger rooibos,rather_bad,rather_good
1231,favorite blend black wife decaf caffeine fantastic licorice fuel beer jet fair herbal robust root,bad,rather_good
1232,favorite blend black wife decaf caffeine licorice fuel jet fair herbal robust fruity kona trade,bad,rather_good
1233,favorite blend black wife decaf licorice caffeine fuel jet beer fair herbal robust fantastic root,bad,rather_good
1234,favorite blend enough black fuel jet fruity robust herbal second hibiscus drawer tazo kona wake,bad,rather_good
1235,favorite enough black fuel jet fruity robust herbal dozen drawer hibiscus tazo rooibos second tiger,bad,rather_good
1236,favorite enough blend black fuel fruity jet robust herbal second drawer hibiscus tazo tiger kona,bad,rather_good
1237,favorite oil ever popcorn black far spice pop season cooking olive salad chai top garlic,good,rather_good
1238,favorite oil ever popcorn spice pop season cooking olive salad chai black top garlic sprinkle,good,rather_good
1239,favorite oil ever popcorn spice pop season cooking olive salad cocoa chai top black garlic,rather_good,rather_good
1240,favorite oil popcorn black spice pop season cooking olive salad chai top garlic lover sprinkle,good,rather_good
1241,feed change diet crazy wellness formula eats kibble vet year whatever switch old science start,bad,rather_good
1242,feed change diet vet formula wellness crazy eats switch pet whatever kibble science kitten fed,rather_good,rather_good
1243,feed change switch diet vet wellness crazy eats pet formula kibble year science puppy old,good,rather_good
1244,feed change switch diet wellness vet crazy eats pet formula year kibble science old puppy,good,rather_good
1245,feed change switch diet wellness vet eats crazy year formula pet kibble old science puppy,bad,rather_good
1246,feed change switch diet wellness vet eats crazy year pet formula kibble old science puppy,bad,rather_good
1247,feed change switch vet diet wellness pet crazy eats formula kibble year science old puppy,rather_bad,rather_good
1248,feed change vet pet switch diet wellness crazy eats research kibble formula science human coat,rather_bad,rather_good
1249,feed change vet switch diet pet wellness crazy eats research kibble formula science human weight,bad,rather_good
1250,feed change vet switch pet diet wellness crazy eats kibble formula year science research old,bad,rather_good
1251,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,good,rather_good
1252,feed corn gluten pet vet ingredient wellness liver chicken animal meat filler science diet kibble,good,rather_good
1253,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble animal,bad,rather_good
1254,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble fructose,good,rather_good
1255,feel actually friend fact notice normal sort particular otherwise issue trouble crisp sensitive gummy might,bad,rather_good
1257,feel friend actually fact notice normal particular lower otherwise sort crisp bit sensitive gummy trouble,bad,rather_good
1258,feel friend actually fact notice normal particular sort otherwise lower crisp sensitive trouble gummy bit,bad,rather_good
1259,feel friend health fact notice normal particular lower otherwise sort crisp sensitive gummy heart dairy,bad,rather_good
1260,feel friend health fact notice normal particular lower sort otherwise crisp sensitive gummy actually heart,bad,rather_good
1261,feel health normal notice lower particular trouble crisp heart gummy adult fact less birthday help,bad,rather_good
1262,feel health normal oreo birthday particular adult heart crisp chia kashi dairy omega- hairball benefit,bad,rather_good
1263,feel health notice normal benefit lower person particular trouble heart gummy consume birthday crisp tasteless,bad,rather_good
1264,feel hour energy effect work shot pizza boost felt lack crust favor faster ent stay,bad,rather_good
1265,feel hour energy work shot pizza boost effect crust lack favor felt need sleep faster,rather_bad,rather_good
1266,feel hour energy work shot pizza boost effect crust lack favor felt sleep need faster,bad,rather_good
1267,feel hour energy work shot pizza boost need crust actually effect husband favor lack sleep,bad,rather_good
1268,feel normal health oreo birthday particular heart notice dairy adult crisp chia kashi omega- hairball,rather_bad,rather_bad
1269,fiber dang splenda butt mama meh saltine mccormick lil cuz bottom yep packet gret pestic,bad,rather_bad
1282,flour egg grain large boy mill disease poor celiac kibble recipe choke allergy formula risk,good,rather_good
1283,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,bad,rather_good
1284,flour egg grain large boy mill poor disease recipe celiac kibble allergy choke formula whole,good,rather_good
1332,free available packaging gluten value hair search bulk difficult pretzel quantity clear damage prime bacon,bad,rather_good
1333,free big shipping packaging con value hair search difficult damage clear prime ering dent bacon,rather_bad,rather_bad
1334,free big shipping packaging value con hair difficult search damage clear prime ering dent bacon,rather_bad,rather_bad
1335,free cooky butter peanut gluten cookie gum original sale melt vegan reasonable bake prime walmart,good,rather_good
1336,free cooky butter peanut gluten cookie gum original sale reasonable vegan prime walmart fudge charge,bad,rather_good
1337,free cooky butter peanut gluten cookie gum shipping original reasonable prime vegan sale walmart fudge,bad,rather_good
1338,free cooky butter peanut gluten cookie sale we've reasonable walmart newman's allergy jam blow raisin,good,rather_good
1339,free cooky butter peanut gluten cookie shipping gum original reasonable prime vegan sale walmart fudge,rather_bad,rather_good
1340,free cooky butter peanut gluten cookie we've sale reasonable walmart newman's allergy jam blow pamela's,bad,rather_good
1341,free cooky butter peanut shipping gluten cookie gum original melt reasonable prime bake vegan walmart,good,rather_good
1342,free gluten balance salmon sol higher bpa turkey wet cancer raise fussy important tomato ocean,bad,rather_good
1343,free gluten balance salmon wet turkey diet kitten fussy since ocean limit natural important smelly,good,rather_bad
1344,free gluten balance salmon wet turkey diet since fussy kitten ocean limit grain-free smelly important,bad,rather_good
1345,free gluten balance salmon wet turkey diet since fussy limit ocean important kitten grain-free forever,rather_bad,rather_good
1346,free gluten balance salmon wet turkey diet since important fussy instantly forever duck limit ocean,bad,rather_good
1347,free gluten salmon balance higher wet bpa turkey sol cancer fussy tomato ocean raise know,bad,rather_good
1348,free gluten salmon balance wet bpa turkey higher sol fussy cancer allergy know tomato ocean,bad,rather_good
1349,free gluten salmon balance wet bpa turkey higher sol fussy cancer tomato allergy know ocean,bad,rather_good
1350,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,bad,rather_good
1351,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,bad,rather_good
1352,free gluten salmon balance wet turkey diet natural kitten ocean fussy since limit dry grain,bad,rather_good
1353,free gluten salmon wet bpa turkey balance higher sol fussy cancer allergy tomato ocean diet,bad,rather_good
1354,free gluten salmon wet bpa turkey balance higher sol fussy natural diet cancer allergy tomato,rather_bad,rather_good
1355,free hard gluten value difficult hair bulk search damage conditioner shampoo prime packaging scalp bacon,rather_bad,rather_bad
1356,free hard gluten value difficult packaging bulk search hair damage prime available shampoo conditioner scalp,good,rather_good
1357,free packaging value big con available hair shipping difficult damage prime clear ering dent search,good,rather_bad
1358,free packaging value big hair con difficult available shipping damage clear ering prime bacon shampoo,bad,rather_good
1359,free packaging value big hair shipping con difficult damage prime clear ering dent available search,good,rather_good
1360,fresh packaging honey cracker condition fit convenience lover mini graham incredible grind due stack cap,bad,rather_good
1361,fresh packaging honey cracker fit condition lover convenience mini graham incredible grind due stay stack,bad,rather_good
1362,fresh packaging honey cracker fit condition lover convenience mini grind graham incredible due stack stay,bad,rather_good
1363,fresh packaging honey cracker fit condition touch convenience seal mini graham incredible stack stay grind,bad,rather_good
1364,fresh packaging honey cracker plastic seal fit condition convenience graham incredible stack stay vacuum cap,rather_bad,rather_good
1370,fruit juice orange mind soda via oat flower gummy rating instant bear illy roll classic,bad,rather_good
1371,fruit top nut plus fan huge cake hit mixed dessert microwave banana flavour car cashew,good,rather_good
1372,fruit top plus nut fan cake hit mixed banana microwave dessert big flavour car etc,good,rather_good
1373,fruit top plus nut fan cake mixed hit banana dessert microwave big flavour car etc,bad,rather_good
1374,fruit top plus nut fan cake mixed hit banana dessert microwave flavour etc car big,bad,rather_bad
1375,fruit top plus nut fan cake mixed hit huge banana dessert etc microwave car flavour,good,rather_good
1376,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,bad,rather_good
1377,fuel jet starbucks lavazza saffron bean tiger blade soap dang lavender soil expresso espresso brew,bad,rather_good
1395,grain large flour egg boy poor mill allergy recipe disease whole baking celiac kibble choke,rather_bad,rather_bad
1404,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,good,rather_good
1405,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,good,rather_good
1406,green powder amaze vitamin grow aroma matcha form teaspoon supplement tablespoon leaf extract protein milk,good,rather_good
1407,green powder blue body vitamin soy normal daily magnesium blood splenda source supplement diamond matcha,bad,rather_good
1408,green powder leaf vitamin grow form matcha aroma teaspoon tablespoon supplement mixed along milk protein,good,rather_good
1409,green powder vitamin amaze aroma grow matcha form teaspoon supplement extract tablespoon mountain protein nutritional,good,rather_good
1410,green powder vitamin form supplement teaspoon tablespoon protein nutritional load outstanding smoothie grass calcium mineral,good,rather_good
1411,green powder vitamin leaf aroma grow along mountain form matcha teaspoon supplement extract tablespoon combine,rather_good,rather_good
1412,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,good,rather_good
1413,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass protein smoothie hemp outstanding mineral,good,rather_good
1414,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass smoothie protein hemp mineral outstanding,good,rather_good
1415,green powder vitamin supplement form teaspoon tablespoon nutritional protein outstanding smoothie grass calcium hemp mineral,good,rather_good
1416,green powder vitamin supplement form teaspoon tablespoon nutritional protein smoothie outstanding grass calcium hemp mineral,good,rather_good
1417,green powder vitamin supplement form teaspoon tablespoon nutritional smoothie outstanding grass protein calcium hemp mineral,good,rather_good
1418,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,good,rather_good
1419,green protein powder blue body vitamin soy daily magnesium normal fiber blood source splenda supplement,good,rather_good
1420,green protein powder blue body vitamin soy daily magnesium source fiber shake blood almond nutrition,good,rather_good
1421,green protein powder meal vitamin mixed fiber soy pouch contains shake source daily nutrition prov,good,rather_good
1422,green protein powder meal vitamin mixed soy fiber body daily shake source contains prov splenda,good,rather_good
1423,green protein powder meal vitamin mixed soy fiber pouch contains shake source nutrition matcha form,good,rather_good
1424,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,rather_good,rather_good
1425,green protein powder vitamin body soy normal fiber source mixed contains shake daily con meal,good,rather_good
1426,green protein powder vitamin con body fiber mixed soy normal daily source contains prov shake,good,rather_good
1427,green protein powder vitamin meal mixed soy pouch shake contains fiber nutrition matcha form teaspoon,good,rather_good
1428,green protein powder vitamin meal mixed soy pouch shake contains fiber splenda nutrition matcha form,rather_good,rather_good
1429,green sauce protein powder vitamin mixed soy shake contains fiber matcha form nutrition teaspoon prov,good,rather_good
1430,green vitamin mountain form teaspoon nutritional grass mineral hemp calcium smoothy spaghetti organic yeah smoothie,good,rather_good
1431,green vitamin mountain form teaspoon nutritional mineral smoothie load grass calcium hemp smoothy spaghetti iron,bad,rather_good
1432,green vitamin mountain teaspoon form organic nutritional grass mineral hemp smoothy calcium spaghetti yeah stain,good,rather_good
1433,green wonderful bean vanilla black drinking honey ice orange cold iced indiv lemon caffeine refresh,good,rather_good
1434,green wonderful bean vanilla drinking black honey ice orange cold iced indiv aftertaste lemon caffeine,good,rather_good
1435,grocery cost able home deliver run trip shelf visit plant door ask realize live gallon,bad,rather_good
1477,hair clear end felt thick wash scent heard job shampoo conditioner opening manufacturer oily major,good,rather_good
1478,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,good,rather_good
1479,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,rather_good,rather_good
1480,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,bad,rather_good
1481,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,good,rather_good
1482,hair clear wash scent heard shampoo thick conditioner oily manufacturer shiny scalp apply seem shower,good,rather_good
1483,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,good,rather_good
1484,hair conditioner manufacturer trust trash lead cheap ingredient cat feed vet highest thing basically grass,bad,rather_bad
1485,hair end clear felt thick heard wash opening scent job shampoo manufacturer conditioner major oily,good,rather_good
1486,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,good,rather_good
1487,hair thick clear heard wash head scent shampoo conditioner oily scalp apply manufacturer shiny shower,good,rather_good
1488,hair thick clear heard wash head scent shampoo conditioner oily scalp apply shiny manufacturer shower,good,rather_good
1489,happy around ship impressed packed condition mother ask directly exactly play email send gold wonder,bad,rather_good
1490,happy around ship impressed packed condition mother play ask exactly directly saw finally gold send,bad,rather_good
1491,hazelnut gloria ingredient manufacturing facility jean's test vanilla ensure blackberry processing jean please harmful assure,good,rather_good
1493,health fact normal lower person particular issue trouble consume possible gummy bear crisp adult system,bad,rather_good
1494,health fact normal lower person particular issue trouble consume possible gummy bear system crisp adult,bad,rather_good
1506,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,bad,rather_good
1507,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,good,rather_good
1508,healthy tasty snack fiber healthier lunch satisfy dip alternative yum touch gram bill usual enjoy,good,rather_good
1509,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,good,rather_good
1532,help chew hour honey energy hair bone toy skin night minute keep work need oatmeal,bad,rather_good
1533,help chew hour honey energy minute night hair toy bone skin drop effect trip within,bad,rather_good
1534,help chew hour honey energy night hair bone toy keep skin minute need last sleep,bad,rather_good
1535,help chew hour honey energy night hair bone toy skin minute keep need sleep last,bad,rather_good
1536,help chew hour honey energy night hair minute toy bone skin drop trip effect gas,bad,rather_good
1537,help chew keep hour honey energy bone minute toy skin need night work trip training,rather_bad,rather_good
1538,help chew keep hour honey energy night hair toy minute bone skin work need trip,bad,rather_good
1539,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,rather_bad,rather_good
1540,help coconut tell difference cannot along benefit told everyday improve pleasant munch chill admit literally,bad,rather_good
1541,help hour honey energy keep night hair minute bone toy skin need work last chew,bad,rather_good
1542,help keep chew hour honey energy hair night minute bone toy skin work need trip,rather_bad,rather_good
1543,help oatmeal son without morning skin gas mom result truffle winter daily fix warm strength,bad,rather_good
1544,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,bad,rather_good
1545,help without definitely anyone oatmeal skin body okay recently gas pure face seriously wash heard,rather_bad,rather_good
1546,help without morning oatmeal son skin gas mom result truffle daily warm winter fix strength,bad,rather_good
1547,help without morning son oatmeal skin gas mom daily result warm truffle fall fix winter,bad,rather_good
1558,high syrup artificial sweetener chemical sweeten maple extract agave blueberry fructose corn claim diabetic fake,good,rather_good
1573,honey cracker cap graham stack jar bee america transit indiv fountain seal bug crisp raw,bad,rather_good
1574,honey list special prov test contains raw berry splenda site learn china warn tree gross,bad,rather_bad
1575,honey list special raw splenda contains berry usa cap herb china report gross root prov,bad,rather_good
1576,honey list special raw splenda contains berry usa china herb cap gross report root twist,bad,rather_good
1577,hot buying sauce per save cost cheaper red serve spicy pepper ounce subscribe pay heat,bad,rather_good
1578,hot different keurig salad k-cup others brewer curry paste cold k-cups square filter grove dress,bad,rather_bad
1579,hot different many others gift salad name filter keurig available dress choose suggest square creamy,bad,rather_good
1580,hot different many others gift salad name filter keurig kind creamy dress way perfect choose,bad,rather_good
1581,hot different many others gift salad name filter kind creamy dress perfect choose way suggest,bad,rather_good
1582,hot different others keurig k-cups ground k-cup salad name filter brewer dress totally choose standard,rather_bad,rather_good
1583,hot keurig salad k-cup cold brewer filter dress curry paste others creamy square grove call,bad,rather_good
1584,hot milk cold stomach diet soy substitute shake warm sensitive nasty dissolve upset start pain,good,rather_good
1585,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,good,rather_good
1586,hot milk cold stomach diet substitute shake warm sensitive nasty soy dissolve upset pain dairy,good,rather_good
1587,hot milk cold stomach diet substitute shake warm sensitive soy nasty dissolve upset pain dairy,good,rather_good
1588,hot milk diet stomach cold soy shake substitute sensitive nasty start dissolve upset warm n't,rather_good,rather_good
1589,hot milk diet stomach cold soy shake substitute start nasty sensitive upset dissolve n't warm,bad,rather_good
1590,hot milk diet stomach cold soy substitute shake sensitive nasty warm dissolve upset start pain,good,rather_good
1591,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,good,rather_bad
1592,hot packet cream ice machine leaf cold mild iced indiv pot cocoa breakfast pour convenient,rather_bad,rather_good
1593,however regular serve per red spicy pepper single ounce heat option kick alternative fry alone,bad,rather_good
1594,hungry feed percent work cat whatever desk three thing formula hour spending indoor back around,bad,rather_good
1623,indiv espresso ual dress fuel ually flower jet herbal illy wake donut throat chamomile gloria,bad,rather_good
1624,indiv ually waffle melt wrap spread microwave packet ual lunch cooker convenient breakfast stevia nutella,bad,rather_good
1625,ingredient chicken meat include label vegetable purchasing salmon pricey hazelnut fish filler gravy turkey premium,good,rather_good
1626,ingredient color corn allergy puppy source stevia research filler allergic list yellow main human soy,rather_bad,rather_good
1627,ingredient color corn allergy puppy source stevia research filler allergic main yellow list human soy,bad,rather_good
1628,ingredient color corn allergy puppy stevia source research filler main human pet yellow allergic label,rather_bad,rather_good
1629,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal allergic,good,rather_good
1630,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal label,rather_bad,rather_good
1631,ingredient color corn stevia allergy source filler puppy research main meal pet human yellow grain,bad,rather_good
1632,ingredient corn chicken gluten feed meat pet grain vet wheat allergy wellness liver animal salmon,bad,rather_good
1633,ingredient corn chicken gluten feed meat pet grain wheat vet syrup diet allergy wellness liver,good,rather_good
1634,ingredient corn chicken gluten feed meat syrup pet grain wheat vet diet allergy wellness liver,good,rather_good
1635,ingredient corn chicken gluten syrup natural feed free pet meat wheat grain vet diet allergy,good,rather_good
1636,ingredient corn color allergy puppy source stevia filler research main list yellow allergic soy human,bad,rather_good
1637,ingredient honey list label contain special prov contains process raw test splenda berry site china,bad,rather_good
1638,ingredient honey list label special contain contains prov process raw test splenda site china berry,bad,rather_good
1639,ingredient honey list label special contain contains prov raw test process splenda site china tree,bad,rather_good
1640,ingredient honey list label special contains contain raw test splenda prov berry process china site,bad,rather_good
1641,ingredient honey list special contains raw splenda berry test label china contain prov book usa,bad,rather_good
1642,ingredient honey list special label contains raw splenda test berry contain prov china process site,bad,rather_good
1643,ingredient honey list special label contains raw splenda test contain berry prov china process book,rather_bad,rather_good
1644,ingredient natural corn free gluten chicken syrup feed organic pet wheat meat grain vet diet,good,rather_good
1645,ingredient natural corn free gluten chicken syrup feed pet meat wheat grain vet diet allergy,good,rather_good
1646,ingredient natural list special contains raw berry china label usa book herb prov gross site,good,rather_good
1647,ingredient natural list special contains raw berry china usa book herb gross prov label report,bad,rather_good
1648,ingredient natural list special contains raw berry china usa book herb label gross prov report,bad,rather_good
1649,ingredient natural list special contains raw berry usa china book herb gross prov report twist,bad,rather_good
1650,ingredient natural list special contains raw prov label berry china preservative contain site usa book,bad,rather_good
1651,ingredient organic natural corn free gluten chicken syrup feed pet list meat wheat grain diet,good,rather_good
1652,ingredient organic natural corn real syrup list label grain expensive artificial pet ginger feed wheat,good,rather_good
1653,ingredient organic natural real corn expensive syrup list label wheat artificial pet ginger grain contain,good,rather_good
1654,ingredient organic natural real corn syrup list label grain expensive pet artificial ginger feed wheat,good,rather_good
1655,ingredient organic natural real corn syrup list label grain pet feed artificial ginger wheat contain,rather_good,rather_good
1656,ingredient organic natural real expensive corn syrup list label grain pet artificial ginger wheat contain,good,rather_good
