,text,true,model,true_num,model_num
922,different hot many available others salad name creamy choose dress way curry paste although table,bad,good,-2,2
923,seal weird comment dent smell previous crumb strange open complain somewhere hey leak badly buttermilk,bad,bad,-2,-2
924,pack com www http href fill pie can pecan europe the<br larabar caffe cherry pack<,bad,bad,-2,-2
925,morning light breakfast packet mild indiv pour usually convenient wrap easily liqu way stevia every,bad,good,-2,2
927,always case salty live awesome sour hooked tuna suggest cheddar crispy pantry since tangy heaven,bad,bad,-2,-2
929,purchase happy company see ship call website impressed chance send contact directly email gold refund,bad,good,-2,2
930,son result skin mom gas truffle strength winter fall complete workout grown station consistent suck,bad,good,-2,2
934,chew minute gum mouth special cinnamon third bubble xylitol swallow crumble second soothe however piece,bad,bad,-2,-2
935,nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea,bad,bad,-2,-2
938,pack variety roast com dark www http href pod smooth medium pie grey earl french,bad,bad,-2,-2
939,cat brand ingredient feed quality chicken meat natural diet corn organic dry list switch pet,bad,good,-2,2
942,bought still pretty arrive jar four second otherwise fancy crack shell feast surprisingly chest wedding,bad,good,-2,2
943,coconut help difference everyday benefit cannot pleasant tell told improve health munch many skin along,good,good,2,2
944,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,good,good,2,2
945,less regular definitely serve red alternative ounce option twice lack alone however guest enjoyable pea,bad,bad,-2,-2
948,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,good,bad,2,-2
949,pack variety com www http href whole fill pie wolfgang twinings can puck crisp single,bad,bad,-2,-2
952,syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose,good,bad,2,-2
954,package fresh item receive arrive rice soup disappointed gift white fast anyone company noodle awesome,bad,good,-2,2
957,package fresh rice soup absolutely disappointed gift white fast money anyone wrong noodle awesome waste,bad,bad,-2,-2
960,flour egg grain large boy mill poor disease recipe celiac kibble allergy choke formula whole,good,good,2,2
963,keep can't regular almond blue wait magnesium beat diamond cause body rda reminds girl nutrient,bad,bad,-2,-2
966,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,bad,bad,-2,-2
970,cooky butter peanut gluten cookie sale we've reasonable newman's walmart consistency celiac jam blow pamela's,bad,bad,-2,-2
971,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian exception by-product grill breast supplier,good,bad,2,-2
973,say review think smell still bad open people i'll however maybe since know half reviewer,good,good,2,2
978,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,good,bad,2,-2
980,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,good,bad,2,-2
982,can't say almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda bowel,bad,bad,-2,-2
986,baby jerky broken veggie fall ready pump increase freezer tender barely carrot older previously gerber,bad,bad,-2,-2
989,calorie protein low amount fat i'd sodium gram weight carbs carb daily msg diabetic lose,good,bad,2,-2
992,cost bpa general drive consumer refill woman liter effective per sadly sodastream tomato synthetic drug,bad,bad,-2,-2
993,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,good,bad,2,-2
994,put sure something thought anything nothing else stick end let know could there's course turn,bad,good,-2,2
995,sauce rice meal cook noodle dish soy dinner cooked thick brown sprinkle restaurant cooking simple,good,good,2,2
996,quality organic expensive real leaf worth pleased care high fact matter preservative premium loose likely,good,good,2,2
997,always sure last case they're two week couple jar part mine maybe someone open seed,bad,good,-2,2
998,free big shipping packaging value con hair difficult search damage clear prime ering dent bacon,bad,good,-2,2
1002,away dark full roast rich flavorful extremely rest double drinker steep world magic drank selection,bad,bad,-2,-2
1003,cat pet wellness feed meat ingredient science vet kitty kibble filler kitten purina cat's by-product,good,good,2,2
1005,diet feed change pet vet switch wellness formula kibble eats crazy dry science week old,bad,good,-2,2
1006,oil popcorn jar pop olive garlic microwave movie truffle mustard square worst kernel fell sprinkle,good,bad,2,-2
1009,popcorn baby jerky daughter son picky pill puppy formula training he's mom eater eats feed,bad,bad,-2,-2
1011,bar cereal nut almond granola snack sweet cinnamon blueberry banana raisin oat crunchy cake cashew,good,bad,2,-2
1014,cereal sell truly stale vendor unfortunately appreciate understand allow fell threw never think longer basis,bad,bad,-2,-2
1015,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,bad,bad,-2,-2
1016,work package receive surprised sample description future careful party damage pleasantly sure recipe chef travel,bad,good,-2,2
1017,top family nut plus extra apple cake mixed egg hit share raspberry mess banana travel,good,good,2,2
1020,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,bad,bad,-2,-2
1021,free gluten salmon balance wet higher bpa turkey sol fussy cancer tomato know ocean allergy,bad,bad,-2,-2
1022,dec maybe online hope date original past shipment continue anywhere expiration plan previous suppose hol,bad,bad,-2,-2
1024,chip potato vinegar kettle corn garden addictive trap salt blue tortilla think lucky starch whole,good,bad,2,-2
1028,put thought anything nothing else stick something course cover house boil end air burn know,bad,good,-2,2
1029,rice meal ginger content picky contain dinner label sprinkle eater bowl fairly cooked thai brown,good,good,2,2
1030,piece beef jerky bowl turn break picky pill training dont two bite gravy eater cut,bad,bad,-2,-2
1034,every month friend family week gift weight ago lose two grow plant already year ready,bad,bad,-2,-2
1037,per let must choice seed simply fish sit totally age vegan wine kit sesame sprout,bad,bad,-2,-2
1039,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,bad,bad,-2,-2
1041,green powder vitamin supplement form teaspoon tablespoon nutritional grass smoothie protein outstanding calcium hemp mineral,good,good,2,2
1042,many hot different available others gift salad name suggest filter totally choose dress include standard,bad,good,-2,2
1043,cooky cookie raspberry thin brownie agree oreo fudge think gooey crumbly texture package soft enough,good,good,2,2
1044,chip star potato corn kettle vinegar yellow blue addictive garden whole trap carrot think reason,bad,good,-2,2
1045,thought anything nothing stick else probably end type boil pumpkin bite air opinion course house,bad,good,-2,2
1049,almond smooth body blue magnesium cause diamond reminds increase bowel peppermint nutrient rda blood source,bad,bad,-2,-2
1052,syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose,good,bad,2,-2
1053,corn pet ingredient feed wellness vet chicken meat filler diet science liver flour fructose kitten,good,bad,2,-2
1055,nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar,bad,good,-2,2
1056,item several friend deal smooth gift glad black shop machine amaze licorice christmas espresso anymore,bad,good,-2,2
1058,size old month easy small baby start quickly jerky year daughter son thanks large perfect,good,good,2,2
1059,favorite enough black fuel jet fruity robust herbal dozen drawer hibiscus tazo rooibos second tiger,bad,bad,-2,-2
1061,oil popcorn olive pop movie wasabi kernel sardine popped popper coconut truffle formula theater virgin,good,bad,2,-2
1063,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary,good,bad,2,-2
1064,package fresh receive absolutely disappointed fast white return customer service super terrible costco satisfied horrible,bad,bad,-2,-2
1065,popcorn baby daughter formula pill jerky puppy training he's eater son pump greenies feed visit,bad,bad,-2,-2
1068,wonderful home next thank left issue back empty post brought fabulous goodness short eye thrill,bad,good,-2,2
1070,oil popcorn spice everything pop olive season chai cooking christmas garlic fish worst italian movie,good,good,2,2
1071,thing quite recipe wish bread melt bake follow certainly baking homemade stir stuck easier way,bad,good,-2,2
1075,rice meal ginger content contain picky dinner sprinkle label eater cooked fairly thai snap reorder,good,good,2,2
1080,every month start highly baby quickly glad daughter son thanks three since supply complaint child,bad,good,-2,2
1082,nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea,bad,bad,-2,-2
1084,delicious small smaller locally six package comment pop tire handy trader know definately anyone inch,bad,good,-2,2
1088,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,good,good,2,2
1090,back wonderful new home change absolutely amaze next issue thank left wait hope difficult fantastic,bad,good,-2,2
1091,sure whole that's they're couple ate mine someone pouch return share unless pretzel wow school,bad,good,-2,2
1092,always last buying whole open worth case they're that's hand couple jar part mine pouch,bad,good,-2,2
1095,wish toy larger picky ball figure fun locally play eater busy beware lick spoil terrier,bad,bad,-2,-2
1097,could local piece grocery sell deal wish carry market glad gum online whole break hop,good,good,2,2
1102,package color surprised recipe pot sample description future travel liqu party work pleasantly damage careful,bad,bad,-2,-2
1105,chew pod pound bone toy ball puppy teeth play minute he's rawh senseo two busy,bad,good,-2,2
1107,receive variety may several new orange point state complaint fun within pumpkin figure easier animal,bad,bad,-2,-2
1111,shake truffle maxwell chocolate degree antler house chew parchment paper melt storage room protein there's,bad,bad,-2,-2
1112,need keep clean seem hand teeth around longer high vet help still basically issue pet,bad,good,-2,2
1113,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole stale,good,good,2,2
1114,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,bad,good,-2,2
1116,water coconut bpa glutamate monosodium msg mio glutamic bottle calorie electrolyte zico pineapple hydrolyze essentia,bad,bad,-2,-2
1117,bar cereal butter snack cooky peanut nut cracker almond oatmeal cookie granola fruit strawberry crunch,good,bad,2,-2
1118,healthy tasty snack alternative satisfy lunch healthier touch usual dip yum late hungry bill typical,good,good,2,2
1120,strong highly prefer cherry replacement stronger there's slight intense subtle create kona san chamomile although,bad,bad,-2,-2
1123,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,good,good,2,2
1124,ingredient organic quality natural real corn meat syrup list label grain artificial ginger pet wheat,good,good,2,2
1128,back wonderful new highly drinking home change amaze next issue thank left set excite share,bad,good,-2,2
1129,purchase item happy receive arrive company around ship see place date throw exactly call sent,good,bad,2,-2
1130,cheese bake could homemade fry slice spoon onion spread style cardboard sandwich oven contact put,good,bad,2,-2
1132,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception breast real grill gloria rub,good,bad,2,-2
1133,bar crunchy yummy sweet cinnamon granola crunch yogurt cereal raisin combination flake almond blueberry addict,good,good,2,2
1134,especially starbucks mind oat total instant roll via flower mocha gummy illy bear description plenty,bad,good,-2,2
1139,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,bad,bad,-2,-2
1142,packaging big value con available hair free difficult damage clear ering prime bacon seem search,bad,good,-2,2
1143,ever cereal sell unfortunately pancake vendor truly stale never appreciate think threw understand fell muffin,bad,bad,-2,-2
1145,calorie protein low amount fat sodium weight gram carbs meal fiber carb msg daily diabetic,good,good,2,2
1147,review see disappointed read reviewer call similar base label write another reading saw comment note,good,good,2,2
1151,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,good,bad,2,-2
1154,enjoy strong blend morning brew bitter smooth light packet ice machine prefer leaf starbucks aftertaste,bad,good,-2,2
1155,old easy save soup carry version awesome subscribe area discover chili tomato portion vegan buck,bad,good,-2,2
1156,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet,bad,bad,-2,-2
1157,size baby quickly daughter thanks night work start month since formula pump child move lab,bad,good,-2,2
1160,package item receive fresh rice soup absolutely disappointed white fast anyone wrong noodle awesome return,good,bad,2,-2
1163,bought still enough arrive amaze jar pretty fine everyone could think another tin tree otherwise,bad,good,-2,2
1165,calorie low fat protein coconut serve juice diet fiber per sodium weight gram vitamin carbs,good,bad,2,-2
1166,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery,bad,bad,-2,-2
1170,favorite blend black bitter perfect k-cups enough wife drinking keurig k-cup aftertaste decaf choice caffeine,bad,bad,-2,-2
1171,keep container easily hold melt shape mess stuck together room worry busy separate expectation fence,bad,good,-2,2
1174,delicious small dry hard smaller surprised liver freeze locally larger six large tire pleasantly cube,bad,good,-2,2
1175,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,good,good,2,2
1179,roast dark full bit away long rich half flavorful miss person noodle extremely lover ground,bad,good,-2,2
1180,sauce spicy noodle heat kick chili restaurant lime pepper hot wasabi asian bbq ramen salsa,good,bad,2,-2
1183,wonderful home next issue thank left short word thrill empty brought post eye fabulous goodness,bad,good,-2,2
1187,without help morning son oatmeal result warm daily skin fall gas mom truffle early fix,bad,bad,-2,-2
1192,per red spicy pepper heat option ounce brownie kick alone single mill alternative popchips jalapeno,bad,bad,-2,-2
1193,market pasta difference stomach noodle brown hold mean sour cook soda coat upset nicely folk,bad,good,-2,2
1197,oil ever popcorn spice jar pop season cooking olive salad christmas top everything sprinkle garlic,bad,good,-2,2
1198,bought free cooky shipping butter peanut gluten cookie original sale melt mom reasonable prime party,good,good,2,2
1201,free cooky butter peanut gluten cookie we've sale reasonable walmart newman's allergy jam blow pamela's,bad,bad,-2,-2
1202,item several friend black bitter deal smooth gift glad machine pot shop sample espresso set,bad,good,-2,2
1203,thing work seem n't quite expect bit probably i'd recipe bread wish could way either,bad,good,-2,2
1205,mix pay easily ball except convenience crystal scoop waffle lab fancy measure min unpleasant litter,bad,bad,-2,-2
1208,case market salty live suggest sour hooked crispy cheddar tangy heaven regret smallest mayo bland,bad,bad,-2,-2
1209,case salty live sour suggest hooked crispy cheddar tangy less heaven since smallest regret mayo,bad,bad,-2,-2
1210,jerky dog owner fence report fda yard associate apply chicken consumer mold consumption animal complaint,good,good,2,2
1211,bit roast dark full away long rich half flavorful miss person extremely lover ground noodle,bad,good,-2,2
1214,right calorie bean low amount fat candy high light content sodium weight lower carbs mango,good,bad,2,-2
1217,ingredient natural corn free gluten chicken syrup feed organic pet wheat meat grain vet diet,good,good,2,2
1220,sauce cheese bread salad flour chili garlic pancake stir dress baking pork pizza mill waffle,bad,bad,-2,-2
1222,market pasta difference stomach brown mean hold sour cook soda coat upset folk nicely finger,bad,good,-2,2
1224,arrive second gum hope date online however original past finish last today stale broken shipment,bad,bad,-2,-2
1228,calorie low fat protein sodium gram serve high carbs diet carb weight nutrition per watch,good,good,2,2
1233,bone bubble rawh slim gum chewer steel mushroom miso noodle oat shrimp bulldog dubble reply,bad,bad,-2,-2
1239,work package receive surprised sample description future careful party damage pleasantly chef co-worker correct fault,good,bad,2,-2
1241,salt bean dish cooking sea kitchen gourmet table pork basic additional grinder rind learn palate,good,good,2,2
1243,favorite blend enough black fuel jet fruity robust herbal second hibiscus drawer tazo kona wake,bad,bad,-2,-2
1245,breakfast packet indiv pour convenient wrap control ual portion afternoon ually worry deep since english,bad,bad,-2,-2
1250,purchase happy ship website impressed directly wonder chance mother see offer elsewhere promptly enjoys open,bad,bad,-2,-2
1251,hot different many others gift salad name filter keurig kind creamy dress way perfect choose,bad,good,-2,2
1252,bought arrive jar pretty still tin could crack four shell otherwise fancy gift second think,bad,good,-2,2
1255,oil popcorn spice pop olive christmas worst italian garlic microwave regularly kernel smoke sister cooking,good,good,2,2
1256,dec maybe online hope date original continue past suppose shipment plan anywhere expiration previous hol,bad,bad,-2,-2
1258,free gluten balance salmon wet turkey diet since fussy limit ocean important kitten grain-free forever,bad,good,-2,2
1260,ingredient corn chicken gluten feed meat pet grain vet wheat allergy wellness liver animal salmon,bad,good,-2,2
1261,put something thought anything nothing else stick course house cover burn boil almost head air,bad,good,-2,2
1263,salt bean dish sea cooking pork kitchen gourmet rind table grinder basic amount cook process,good,bad,2,-2
1264,pack variety com www http href fill stash pie grey earl gourmet twinings selection bigelow,bad,bad,-2,-2
1265,delicious small anyone smaller pricey six except somewhat near tire handy trader definately jam experienced,bad,good,-2,2
1266,year friend healthy month weight husband gift lose week already family ago two none old,bad,bad,-2,-2
1269,baby jerky broken veggie fall ready pump increase freezer tender barely carrot older previously parent,bad,bad,-2,-2
1274,ingredient organic natural corn free gluten chicken syrup feed pet list meat wheat grain diet,good,good,2,2
1276,bar crunchy yummy cinnamon granola crunch yogurt blueberry cereal combination addict raisin sweet almond flake,good,good,2,2
1277,hot different others keurig k-cups ground k-cup salad name filter brewer dress totally choose standard,bad,bad,-2,-2
1278,nice never hard kind please heard surprise overpower bring describe lighter present rock puff pa,bad,good,-2,2
1280,per let must choice seed fish totally simply sit age vegan wine kit sesame sprout,bad,bad,-2,-2
1282,strong highly prefer cherry stronger replacement intense slight there's chamomile san kona weak people clam,bad,good,-2,2
1283,snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch,good,bad,2,-2
1286,enjoy right bean candy amount quick cold refresh sweetness mango quantity summer warm beverage hint,bad,good,-2,2
1292,morning breakfast indiv convenient wrap portion control ual afternoon ually deep enjoy anytime worry since,bad,bad,-2,-2
1294,help chew hour honey energy hair bone toy skin night minute keep work need oatmeal,bad,bad,-2,-2
1295,sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant,good,bad,2,-2
1297,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,good,good,2,2
1299,old buying easy save soup carry subscribe awesome chili tomato son cheaper area daughter prepare,good,bad,2,-2
1300,mix cream ice strawberry pour pancake waffle pomegranate recipe muffin frozen margarita lollipop baking fluffy,good,bad,2,-2
1301,nice salt hard color container cracker mouth smaller bite dish hit broken sea simple vinegar,bad,good,-2,2
1303,juice wrong waste throw soda show strawberry money guess drop could bottle immediately concentrate squeeze,good,good,2,2
1304,without fine yes felt generally ton lab warn burn doubt personal parent let's claim exercise,bad,good,-2,2
1305,vanilla chew pod toy bone pound chai caramel french maker creamer rawh senseo drip target,bad,bad,-2,-2
1306,help chew hour honey energy night hair minute toy bone skin drop trip effect gas,bad,bad,-2,-2
1309,calorie low fat protein weight sodium fiber high gram diet content carbs lose substitute carb,good,good,2,2
1311,fuel jet starbucks lavazza saffron bean tiger blade soap dang lavender soil expresso espresso brew,bad,bad,-2,-2
1314,favorite enough blend black fuel fruity jet robust herbal second drawer hibiscus tazo tiger kona,bad,bad,-2,-2
1315,sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way,good,bad,2,-2
1317,back wonderful new home change amaze next issue thank left lose difficult office fantastic anywhere,bad,good,-2,2
1322,year old soup carry ago stock area longer prepare broth seafood college tax miso chowder,bad,good,-2,2
1323,cooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft texture package enough,bad,bad,-2,-2
1325,rice meal ginger content contain picky sprinkle dinner label eater cooked thai fairly serve snap,good,bad,2,-2
1326,piece beef jerky season everything pill break training pocket two jack crush nose turn tender,bad,bad,-2,-2
1327,every month week family friend gift two ago lose already weight grow life plant none,bad,bad,-2,-2
1329,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian by-product exception ingredient grill supplier,good,bad,2,-2
1331,drinking mild espresso aftertaste brewing latte sip weird enjoy way guest might machine still appeal,good,bad,2,-2
1335,sauce regular serve per save hot bit red spicy pepper ounce subscribe option heat chili,good,bad,2,-2
1336,could n't money new fine juice either least color guess wrong end waste throw show,bad,bad,-2,-2
1339,bought still enough pretty arrive amaze fine could jar everyone another think tree tin otherwise,bad,good,-2,2
1342,free gluten balance salmon wet turkey diet since fussy kitten ocean limit grain-free smelly important,bad,bad,-2,-2
1347,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,bad,bad,-2,-2
1350,stuff coconut cream ice cannot tell benefit everyday wow told health jelly amaze face pomegranate,bad,bad,-2,-2
1353,quality chicken meat ingredient vegetable purchasing salmon hazelnut pricey base turkey tuna filler steak actually,good,good,2,2
1354,say can't run wait least cocoa iced four dont personally alot know believe watery canister,bad,good,-2,2
1355,snack healthy tasty cheese lunch satisfy crave healthier perfect dip fill cheddar crunchy yum school,good,bad,2,-2
1356,free gluten salmon balance wet turkey diet natural kitten ocean fussy since limit dry grain,bad,bad,-2,-2
1357,recipe bread flour baking simple traditional toast sandwich pizza mustard member crust celiac disease rise,good,good,2,2
1359,review smell bad know i'll since people disappointed think read reviewer open seal though agree,bad,good,-2,2
1361,buying money cheaper compare bulk dont hate costco personally finger spend cent retail however range,good,good,2,2
1365,bottle glass lemon delivery mint sale peach usually broken forward offer plastic half prov mio,bad,bad,-2,-2
1366,value teeth difficult msg pea bone rawh what's spent glutamate monosodium europe japanese potential inexpensive,bad,bad,-2,-2
1367,pet vet feed ingredient wellness corn chicken liver meat diet filler science kibble kitten fructose,good,bad,2,-2
1368,oil popcorn spice olive pop christmas worst garlic cooking italian coconut kernel smoke dress sister,bad,bad,-2,-2
1370,regular bit serve per save hot red spicy pepper ounce subscribe heat option kick chili,good,bad,2,-2
1371,year old save soup ago awesome subscribe stock area discover new chili finally tomato since,bad,good,-2,2
1373,hot different keurig salad k-cup others brewer curry paste cold k-cups square filter grove dress,bad,bad,-2,-2
1375,think right calorie bean low fat candy amount high content sodium small lower carbs prov,good,good,2,2
1377,regular serve light red ounce single option alone typically enjoyable combine popchips however least tend,bad,good,-2,2
1378,roast www http href com keurig k-cups bold pod k-cup mountain grey brewer earl blend,bad,bad,-2,-2
1381,dec maybe online hope date original past continue shipment plan suppose anywhere expiration previous hol,bad,bad,-2,-2
1383,anyone son super oatmeal body skin okay pure fall heard mom gas wash improve seriously,bad,bad,-2,-2
1384,package item receive rice fresh soup disappointed white fast absolutely anyone noodle wrong awesome egg,bad,good,-2,2
1386,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,bad,bad,-2,-2
1388,piece everything beef jerky season break pill training pocket jack tender crush garbage crumble two,bad,bad,-2,-2
1389,water sugar drink bottle calorie low fat syrup add juice high powder serve protein mix,good,good,2,2
1392,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical ingredient,good,good,2,2
1394,dry due liver training freeze walk gravy cube tub reward beg group chunk powdery economical,bad,bad,-2,-2
1396,put around top real popcorn place bowl close pop batch microwave movie liqu cool second,bad,good,-2,2
1398,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,bad,good,-2,2
1399,bar sweet crunchy yummy cinnamon granola yogurt crunch cereal raisin flake snack almond combination blueberry,good,bad,2,-2
1400,green powder blue body vitamin soy normal daily magnesium blood splenda source supplement diamond matcha,bad,bad,-2,-2
1401,ingredient organic natural real expensive corn syrup list label grain pet artificial ginger wheat contain,good,bad,2,-2
1406,snack chip healthy tasty family they're cheese potato apple alternative salty satisfy lunch enjoy crave,good,good,2,2
1409,ingredient organic natural corn real syrup list label grain expensive artificial pet ginger feed wheat,good,good,2,2
1410,notice life believe show completely face sleep supplement heart fix number common habit period doctor,bad,good,-2,2
1414,hot keurig salad k-cup cold brewer filter dress curry paste others creamy square grove call,bad,bad,-2,-2
1415,never ever far sell bread version hop unfortunately truly simply pancake toast gluten-free unlike mill,bad,good,-2,2
1416,ingredient organic natural real corn expensive syrup list label wheat artificial pet ginger grain contain,good,good,2,2
1417,say feel pretty star worth money that's juice especially orange mind soda waste five instant,bad,good,-2,2
1418,roast dark full rich flavorful extremely double pick count drank consistently selection odd delicate sumatra,bad,bad,-2,-2
1421,without help morning son oatmeal skin warm daily gas mom result fall truffle fix winter,bad,good,-2,2
1424,chicken meat vegetable purchasing hazelnut test filler ingredient we're steak vegetarian by-product grill duck know,bad,bad,-2,-2
1433,free cooky butter peanut gluten cookie shipping gum original reasonable prime vegan sale walmart fudge,bad,bad,-2,-2
1435,stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo,bad,bad,-2,-2
1438,often mind pot entire decent total roll rating flower classic g<br cholesterol trans dust delight,bad,bad,-2,-2
1439,smooth almond body blue magnesium diamond cause reminds bowel rda nutrient blood source increase peppermint,bad,bad,-2,-2
1442,dark full away roast rich flavorful extremely double drinker steep magic drank half selection odd,good,bad,2,-2
1443,review see another disappointed read value similar reviewer base call experience write reading comment negative,good,good,2,2
1447,bit cream extra bold ice tiny three second remember type two blend single people way,bad,bad,-2,-2
1450,item deal glad shop anymore become donut many supply disappoint sampler costco kill two retail,bad,good,-2,2
1451,calorie serve low fat protein coconut diet juice per powder health fiber weight sodium gram,good,good,2,2
1452,sauce rice meal cook soy dish thick brown dinner cooked simple sprinkle cooking restaurant kitchen,good,good,2,2
1456,star caffeine sometimes child five hop office gelatin calm program terrific golden heck carbonate joint,bad,bad,-2,-2
1457,thing seem quite though expect probably i'd wish either opinion certainly pricey stock way stir,bad,good,-2,2
1458,perfect fresh packaging honey cracker plastic fit lover condition packed seal convenience mini touch described,bad,good,-2,2
1466,quite expect bread wish recipe thing melt bake follow baking stir stuck kind homemade i'd,good,bad,2,-2
1471,bit long roast half dark full away rich flavorful miss extremely person lover steep double,bad,good,-2,2
1472,regular serve per red spicy pepper single option heat alternative kick fan fry overpower bbq,good,bad,2,-2
1475,drinking brew bitter smooth machine ground mild maker aftertaste espresso filter pot brewing weak grind,good,bad,2,-2
1476,green protein powder meal vitamin mixed soy fiber pouch contains shake source nutrition matcha form,good,good,2,2
1477,star pretty fruit juice cut orange mind soda instant espresso exactly raspberry decent five substitute,good,bad,2,-2
1480,pack com www http href fill pie can pecan europe larabar the<br cherry caffe whole,bad,bad,-2,-2
1481,chip potato vinegar kettle corn garden addictive trap tortilla blue salt starch think lucky bbq,good,bad,2,-2
1483,butter peanut apple orange aware jelly poor grape choke formula risk belly possibly watch and<br,good,bad,2,-2
1484,chip blend roast com www http href dark brew keurig k-cups bold rich pod smooth,bad,bad,-2,-2
1485,might drinking aftertaste mild espresso beverage straight weird sound sip latte guest appeal however pleasant,good,bad,2,-2
1490,son skin okay mom gas truffle winter strength station since grown english workout suck slow,bad,good,-2,2
1492,item deal glad shop anymore become donut disappoint supply costco sampler many kill retail consistent,bad,good,-2,2
1493,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve zero allergic usually,bad,bad,-2,-2
1495,health fact normal lower person particular issue trouble consume possible gummy bear system crisp adult,bad,good,-2,2
1496,bit work seem thing easy way quite vanilla expect recipe bread probably n't cream bowl,bad,good,-2,2
1497,favorite blend black wife decaf caffeine licorice fuel jet fair herbal robust fruity kona trade,bad,bad,-2,-2
1499,help without definitely anyone oatmeal skin body okay recently gas pure face seriously wash heard,bad,good,-2,2
1503,package color surprised pot sample recipe work description future party liqu travel pleasantly damage gelatin,bad,bad,-2,-2
1504,variety new state point within complaint easier pumpkin avo animal however create front part sign,bad,bad,-2,-2
1505,always case salty live awesome suggest sour hooked tuna crispy cheddar since pantry tangy heaven,bad,bad,-2,-2
1506,local half grocery home deliver ask realize shelf trip door brought across picked reorder shopping,bad,bad,-2,-2
1507,something house huge recently sale anyway we've supermarket website newman's reasonable walmart charge limited pantry,bad,bad,-2,-2
1508,something house least huge recently sale we've supermarket newman's reasonable higher charge walmart since limited,bad,bad,-2,-2
1509,feed corn gluten pet vet ingredient wellness liver chicken meat filler science diet kibble animal,bad,good,-2,2
1510,size start large quickly daughter thanks tree handle lab girl since puff busy poodle spit,bad,good,-2,2
1511,pack com www http href pie can clif whole larabar pack< coast fill oz< ancient,bad,bad,-2,-2
1513,mix ice cream strawberry pour pancake waffle pomegranate recipe muffin baking margarita milk fluffy lollipop,good,good,2,2
1514,item deal shop anymore supply donut sampler many lavazza buck recieved disappoint cornbread dunkin kill,bad,good,-2,2
1517,change feed diet wellness crazy formula eats vet whatever kibble switch science year old start,bad,good,-2,2
1519,help chew keep hour honey energy night hair toy minute bone skin work need trip,bad,bad,-2,-2
1520,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia gatorade,bad,bad,-2,-2
1522,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,bad,bad,-2,-2
1526,organic quality expensive leaf pleased although loose eye fair certify preference among trade rat purpose,bad,good,-2,2
1529,chip blend roast com www http href keurig brew k-cups bold pod french starbucks k-cup,bad,bad,-2,-2
1531,strong prefer people bold orange ginger medium weak cherry shake twice stronger subtle bitterness still,good,good,2,2
1532,cereal sell grain hop surprised unfortunately chewy truly nearly pancake raisin vendor understand appreciate book,good,good,2,2
1534,item deal several smooth friend glad gift machine shop black espresso licorice anymore sample become,bad,bad,-2,-2
1535,sweet delicious bar milk cereal texture nut almond yummy fill cinnamon oatmeal granola strawberry breakfast,good,good,2,2
