,text,topic,true_topic,cos_sim,cos_sim_class
545,quote hell context death accept evil agree feel live learn dead stup brian maybe argument,['acceptance'],['death'],0.40164101123809814,M
547,turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,['genocide'],"['islam in turkey', 'turkey', 'village', 'population']",0.42629046738147736,M
548,pres paul crime homic house laws study rate death kill risk city sabbath rates handgun,['crime'],"['church', 'crime']",0.609528124332428,H
549,weapon crime firearm bill laws public criminal defense handgun police vote court federal carry washington,['gun control'],"['police', 'criminal']",0.5229619145393372,M
555,price phone bike email sell internet company technology offer cost send sale distribution radio network,['commerce'],['technology'],0.7257205247879028,H
556,atheist religion atheism religious belief faith theist strong command universe position saturn cause response following,['belief'],"['religion', 'atheism', 'religion']",0.6570077737172445,H
557,weapon firearm police carry criminal crime self handgun license safety auto public semi officer kill,['firearm'],"['police', 'police']",0.5715329647064209,M
558,religion atheist belief argument atheism religious existence ence statement faith cause universe sense therefore wrong,['religion/atheism'],"['religion', 'religious difference', 'faith']",0.6486030618349711,H
559,left home apartment father mother room door neighbor azerbaijani sumgait woman beat building later crowd,['apartment'],['house'],0.869320273399353,VH
560,science objective frank values truth scientific morality absolute result value basis knowledge wrong reality scientist,['truth'],"['research', 'philosophy', 'advance', 'science', 'science research', 'science', 'conscience', 'education', 'knowledge', 'knowledge', 'scientific value', 'study', 'scientific method', 'academic paper', 'science and theory', 'science objective frank', 'scientific', 'scientist', 'research', 'scientific term']",0.5665982216596603,M
562,cause report health food study disease medical doctor steve increase patient center among body treatment,['health'],"['medical science', 'medical checkup', 'health']",0.7225825587908427,H
563,encryption chip clipper security privacy escrow algorithm secure encrypt secret public enforcement agency crypto technology,['security'],"['encryption', 'anti virus', 'encrypt']",0.6174184282620748,H
565,entry rule output remark build contest size define test section check author francis cipher obfuscate,['obfuscation'],['write'],0.7699305415153503,H
573,driver card memory running machine sound anybody error instal tape simms cards works fine upgrade,['computer'],['computer'],1.0,VH
574,attack tank ticket hitler buffalo brad fire medium ncsu limbaugh peace away stop white black,['politics'],"['buffalo', 'war']",0.4682805687189102,M
575,offer monitor sale copy price machine condition running excellent sell xterm option distribution asking following,['sales'],['monitor'],0.6475820541381836,H
576,doctor disease patient treatment cand medical medicine blood treat cause test yeast physician body symptom,[' medicine'],"['disease', 'medicine', 'disease', 'medical']",0.7942354828119278,H
578,phone stup newsreader wait listen traffic talk intercon walker amanda corporation cellular warrant flash listening,['communication'],['listen'],0.9074019193649292,VH
581,argument conclusion statement therefore cause sense accept form christianity fallacy cannot experience bible others argue,['argumentation'],"['teology', 'argue', 'argument']",0.8536334832509359,VH
583,message apple colorado simms record simm thought arthur toshiba getting receive account wonder sent teel,['communication'],['colorado'],0.5194620490074158,M
584,turkish turk greek turkey armenia nazi genoc soviet history russian today azeri muslim henrik massacre,['genocide'],"['turkish war', 'history']",0.5151720494031906,M
585,ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family,['homosexuality'],['homossexuality'],0.6644833087921143,H
586,firearm weapon bill crime vote public laws handgun defense criminal washington federal member carry unite,['gun control'],"['gun bill', 'the law on weapon', 'crime']",0.7186439434687296,H
587,printer quality print byte laser digital component design electronics lower higher network push sample cost,['printing'],"['office', 'printing']",0.8298050165176392,VH
589,religion utexas religious follow woman islam muslim discus evil bobby truth ccwf human rochester heart,['faith'],['religion'],0.742262601852417,H
590,font character print printer vice page cell bill beauchaine bobbe code blow student robert stay,['printing'],['print'],0.8799669742584229,VH
592,appreciate advance anybody info thank experience wonder hello suggestion greatly email looking able response edge,['appreciation'],['community'],0.7044103145599365,H
593,religion atheist belief religious faith atheism christianity existence follow strong universe theist become statement accept,['belief'],"['religion', 'belief', 'religious worship']",0.769116222858429,H
594,drug libertarian hold email graphics create free copy mark looking reading fulk getting curve choice,['marketing'],['drug'],0.5942152142524719,M
595,population arab village israeli bullet muslim border slaughter policy daughter thousand wife child religious officer,['conflict'],"['muslim', 'israeli palastine', 'israeli cruelty', 'crime']",0.5390062257647514,M
596,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities movement jerusalem,['israel-palestine'],"['middle east', 'citizen', 'war', 'jewish']",0.5600869655609131,M
599,player season hockey league baseball goal division period leaf pittsburgh boston shot next pick score,['sports'],"['sport', 'sport', 'player', 'hockey', 'sport season', 'league', 'baseball', 'sport', 'sport', 'hockey', 'hockey game']",0.688530748540705,H
601,launch commercial project cost market satellite contract money technology build next development million week venture,['launch'],"['entrepreneur', 'market']",0.5555967092514038,M
602,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,['politics'],"['politics', 'nation', 'political']",0.7973424990971884,H
604,israel israeli arab kill human attack land peace stop palestinian judge murder civilian death killing,['conflict'],"['eastern attack', 'israel', 'terrorist', 'war']",0.6153493300080299,H
605,doctor disease patient treatment treat blood cause cand pain medicine yeast symptom test infection physician,['healthcare'],"['disease', 'medical', 'medecine', 'health']",0.7618952840566635,H
607,israel israeli arab kill country civilian peace innocent soldier murder palestinian lebanon nothing security hold,['conflict'],"['middle east', 'palestine', 'arab war', 'israel conflict', 'war']",0.6224867939949036,H
609,science dseg scientific result hypothesis experiment theory pyron current gene skndiv rational process pilot organization,['experiment'],"['science', 'science']",0.7565354704856873,H
612,jeff curve phil scott curious dollar choice rich free integra money create spend bound corp,['finance'],"['jeff', 'money spending']",0.6623348593711853,H
613,code user event public register algorithm generate send window expose object patent drawing implementation export,['event-driven code generation'],['programms'],0.7406662702560425,H
614,printer quality print byte laser component design lower digital higher electronics stuff network push cartr,['printing'],"['printer', 'printer', 'print', 'electronic']",0.8320147544145584,VH
618,israel israeli arab palestinian land jewish occupy human territory gaza palestine peace zionist syria jerusalem,['israel-palestine'],"['israel', 'middle east', 'conflict', 'tribe']",0.6072662621736526,H
620,bike speed turn mile apple tire front simms fast wheel engine motorcycle road rear left,['vehicle'],"['motorcycle', 'bike']",0.6397337317466736,H
623,child body woman dead town army massacre azerbaijan azeri kill attack three destroy terrorist soviet,['violence'],"['terrorist', 'crime', 'attack']",0.7587746381759644,H
625,ground wire connect circuit panel outlet wiring electrical math neutral cable duke swap current screw,['electrical wiring'],"['electric', 'cable connection']",0.7140645086765289,H
626,research center nasa april medical health national report cancer virginia washington page institute volume among,['research'],"['nasa', 'health', 'medical health of nasa and research centre']",0.5146147708098093,M
628,atheist belief atheism existence faith ence religion universe religious theist cannot strong assume assumption prove,['belief'],"['religion', 'faith']",0.753419041633606,H
629,woman wife child azerbaijani father apartment mother azeri town henrik kill fire building daughter girl,[' family'],"['story', 'woman', 'family kill in azerbaijan due to bombing']",0.4234468738238017,M
630,price shipping monitor asking port mask pitt offer audio board sony package build sell church,['commerce'],['sony'],0.5156160593032837,M
633,bible religion turkish church belief truth argument faith christ ence muslim greek human atheist word,['religion'],"['christianity', 'religion', 'turkish history']",0.6955136756102244,H
635,window display server application memory driver image screen color apple user running monitor mouse machine,['display'],"['computer', 'information technology', 'computer', 'display']",0.740368127822876,H
636,graphics image package info format unix site appreciate user code comp contact email directory looking,['package'],"['image related', 'computer']",0.6278823614120483,H
639,encryption chip clipper security phone secure escrow privacy algorithm encrypt agency technology public enforcement protect,['security'],"['data privacy', 'data protection', 'cyber security', 'digital security', 'encryption', 'cryptography', 'safety']",0.7123504791940961,H
640,woman armenia left fire away kill building three azerbaijani azeri apartment father home coming later,['migration'],"['kill', 'kill']",0.4805717468261719,M
642,switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency,['electronics'],"['audio transmission', 'electricity', 'electrical', 'signal audio', 'device', 'sound', 'communication', 'audio', 'device', 'science', 'electronics', 'audio device', 'radio component', 'switch', 'audio signal', 'radio', 'input', 'electronic', 'radio signal', 'voltage', 'audio device', 'connection', 'sound', 'electric', 'signal', 'sound engineering', 'frequency', 'radio', 'audio helmet', 'physic', 'circuit', 'frequency']",0.7231549117714167,H
643,attack tank fire buffalo brad ncsu limbaugh cover stand away hernlem hawk fight stop adobe,['war'],['crisis'],0.731927752494812,H
645,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle dangerous bill,['firearm'],"['firearm', 'gun', 'armor', 'weapon', 'firearm bill', 'police', 'police', 'military force', 'police handgun', 'gub', 'gun', 'weapon', 'safety', 'revolver', 'weapon', 'emergency scene', 'firearm licence', 'officer', 'weapon', 'law', 'weapon liscense', 'weapon license', 'gun police', 'firearm', 'gun ownership', 'firearmrelated law', 'safety first', 'license gun', 'weaponry', 'gun statute']",0.7605694870154063,H
648,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,['medical'],['medical term'],0.9511129856109619,VH
649,font pitt unit gordon cross output soon input link banks surrender error type current skepticism,['error'],['skepticism'],0.8779568672180176,VH
650,science orbit probe mission lunar earth holland clinton study pres cult scientific nasa mars hand,['space exploration'],"['space', 'science']",0.6769938468933105,H
651,berkeley court charge anti francisco legal judge lawyer dangerous hate jacket california property copyright museum,['judgment'],"['law', 'california', 'court decision']",0.6065967679023743,H
652,research phone center organization technology office institute department national email engineering conference contact computing virginia,['technology'],"['organisation', 'organization', 'phone', 'engineering conference']",0.719545528292656,H
653,semi auto firearm weapon safety police revolver house self action clipper handgun rifle license bill,['safety'],"['fire arm', 'police']",0.46207182109355927,M
655,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,['emergency'],['news'],0.70027095079422,H
657,news email anonymous service usenet message network internet colorado newsgroup conference electronic member user discussion,['networking'],"['news', 'internet', 'email', 'network service']",0.7054136395454407,H
658,israel pres israeli encryption public security country arab clipper policy drug chip attack clinton administration,['security'],"['medium', 'politics']",0.5882843732833862,M
659,bible religion turkish church belief truth faith argument christ word greek muslim atheist moral human,['religion'],"['religion', 'religion']",1.0000001192092896,VH
660,encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,['security'],"['safety regulation', 'online banking or security', 'algorithm and script', 'security']",0.714777022600174,H
662,disk tape memory floppy error swap boot backup adaptec install scsi works driver running device,['storage'],"['memory', 'computer storage', 'computer', 'desktop']",0.6474418640136719,H
663,technology project station development market product services billion commercial cost launch georgia management research produce,['innovation'],"['technology', 'research', 'technology']",0.8330579797426859,VH
665,weapon firearm police carry safety handgun semi license auto automatic revolver section officer fire bill,['firearm'],"['death', 'crime', 'police', 'law enforcement', 'police weapon']",0.5807668328285217,M
669,price apple sell offer monitor sale shipping asking condition model keyboard selling pitt manual original,['selling'],"['business', 'technology', 'computer', 'class sell', 'apple', 'sell', 'ecommerce']",0.6534247611250196,H
670,population israeli arab thousand policy bullet border daughter none switzerland mass authorities building slaughter wife,['conflict'],['arab population slaughter their daughter'],0.34770944714546204,M
671,argument moral keith ence conclusion imply definition whether discussion saying therefore morality livesey statement sense,['moral argument'],['peace'],0.4638081192970276,M
672,bible christ lord faith scripture heaven matthew teach father love save mary spirit shall earth,['god'],"['christianity', 'christianity', 'religion']",0.5224213798840841,M
673,attack muslim lebanese religion left quite israeli fire hernlem away peace troops especially perhaps stop,['war'],"['warconflict', 'violence']",0.8342664241790771,VH
676,berkeley court charge anti francisco hate dangerous jacket legal property judge california leather museum lawyer,['lawsuit'],"['court', 'legal']",0.6062541007995605,H
677,health medical report among increase cancer child center volume disease newsletter national april fnal study,['healthcare'],"['medical report', 'health', 'health']",0.808612068494161,VH
678,window display server motif screen color application manager client resource default xterm entry visual event,['display'],"['window display', 'window', 'graphic']",0.7704098622004191,H
679,health medical increase national cancer report among child april center newsletter page disease research volume,['health'],"['medical', 'health']",0.8561841249465942,VH
682,cand doctor treatment suck anti infection body cause yeast vitamin medical quack disease blood pilot,['health'],"['medical', 'medicine', 'medical']",0.7134751478830973,H
683,graphics image info package appreciate format unix site email user comp advance directory code looking,['information'],"['como', 'computer graphic']",0.6331110894680023,H
684,israel israeli arab peace kill civilian lebanese lebanon human palestinian innocent soldier occupy village gaza,['conflict'],"['israel palestine conflict', 'gaza', 'war', 'crime']",0.6513205319643021,H
687,disk scsi controller port floppy card fast speed board mode interface bios transfer serial chip,['interface'],"['mode', 'technology', 'computer']",0.7943283915519714,H
688,quality byte lower higher digital component sample laser printer series design compression feed push filter,['digital'],"['printer', 'printing']",0.6293046772480011,H
689,paul crime homic laws rate sabbath study risk worship rates death handgun city vancouver black,['crime'],['law enforcement'],0.5791733264923096,M
691,drug cheap dollar bunch jeff average rich screw crack curve reliable silly curious alcohol production,['drugs'],"['abd', 'drug cheap']",0.45828332006931305,M
694,reference function cipher text random attack crypt muslim cryptography gregg jaeger plaintext parts ciphertext hash,[' cryptography'],"['attack crypt muslim', 'language', 'cryptography', 'word', 'attack']",0.546481829881668,M
697,font character print page printer vice cell beauchaine bobbe code bill blow student bitnet robert,['printing'],"['printing', 'type', 'microsoft office']",0.7061845858891805,H
698,nasa orbit launch mission satellite moon earth shuttle rocket lunar flight probe spacecraft mars solar,['space exploration'],"['space', 'satellite', 'nasa']",0.7774262428283691,H
699,wire ground circuit outlet connect wiring voltage electrical current cable neutral panel risc usually metal,['electrical'],"['electric wire', 'electiricity', 'electrical']",0.8298972845077515,VH
700,period boston baseball pittsburgh player chicago dave pitch alaska season brave jack detroit smith third,['baseball'],"['baseball', 'sport']",0.7069801092147827,H
702,bill modem stratus scott batf company distribution serial folks fire port waco special compound packet,['networking'],"['company', 'modem']",0.6896310746669769,H
705,disk scsi card speed driver fast controller port chip board machine sound modem floppy cable,['computer hardware'],"['hardware device', 'computer', 'computer', 'computer', 'peripheral', 'computer accessory', 'flopoy disc', 'motherboard', 'tecnology', 'disk']",0.7230512708425522,H
706,controller scsi disk card bios interface feature jumper floppy speed fast transfer port board rate,['controller'],"['computer accessory', 'computer']",0.6334310472011566,H
708,george vice thor fail informatik jake libertarian employer hamburg bony replace steveh bush steve spring,['entertainment'],['informatik'],0.5764553546905518,M
709,disk scsi card speed controller port fast board modem floppy chip image machine upgrade cable,['storage'],['chip'],0.6663811802864075,H
710,signal switch helmet audio input level radio receiver local relay noise output circuit paint build,['communication'],"['radio mechanic', 'audio', 'sound transmission']",0.6845301191012064,H
713,appreciate advance looking anybody info keyboard thank email hello greatly experience wonder thanx able peter,['appreciation'],"['keyboard', 'greeting']",0.6393819004297256,H
714,pres clinton administration business country congress stratus batf official decision marriage package secretary russia community,['politics'],"['clinton', 'politique', 'court wedding']",0.5633467634518942,M
715,food language gatech study purdue prism double ence georgia rochester clarkson baltimore atlanta chinese technology,['technology'],['nutrition study'],0.3015853464603424,M
716,window display server application image screen color memory driver user apple running graphics mouse monitor,['graphics'],"['window', 'computer', 'computer', 'server']",0.682376816868782,H
718,religion muslim islam religious christianity follow kent sandvik woman newton islamic apple bobby activity mozumder,['religion'],['religion'],0.9999999403953552,VH
719,window display server application memory driver screen color image user monitor running apple mouse graphics,['graphics'],"['computer', 'computer']",0.7322855591773987,H
721,price bike sell phone offer company email sale cost money looking cheap send shipping distribution,"['commerce', 'business']","['business', 'sale', 'amazon', 'online shopping']",0.646386131644249,H
722,motherboard appreciate info test type graphics internet upgrade access setup cmos mode experience error anybody,['computer'],"['computer', 'internet', 'computer']",0.9036743640899658,VH
723,discussion vote newsgroup misc uiuc electric irvine angry creation others topic brent stove suggest mike,['discussion'],['news'],0.6650581359863281,H
725,ground wire connect circuit panel outlet wiring electrical math neutral cable duke screw swap subject,['electrical wiring'],"['electric circuit', 'electric line', 'wire', 'electricity']",0.80018749833107,VH
727,engine model lock radar band detector exhaust rocket motor foot steal sport tune sdsu wagon,['vehicle'],['car'],0.7892237901687622,H
728,disk scsi speed card fast controller port chip board modem driver floppy cable upgrade switch,['performance'],"['computer', 'disk', 'speed']",0.6323636174201965,H
730,crime criminal kill death self public murder commit defense knife child cause indiv firearm situation,['violence'],"['crime', 'crime']",0.7808674573898315,H
731,keyboard nick attack gainey forward ever greg timer wayne richard section player hand style gilmour,['keyboard'],"['keyboard play band', 'sport']",0.5974544882774353,M
732,driver card memory running machine sound error anybody instal simms cards fine works utexas check,['computer'],['card'],0.5932207107543945,M
733,rule entry test output define section return check size count build author remark larry open,['larry'],"['test', 'company']",0.6196104288101196,H
734,care marriage insurance couple child poor public health mark abortion money coverage free live congress,['healthcare'],['couple'],0.5122175216674805,M
738,apple offer monitor sale price shipping pitt selling gordon banks sell purchase dealer sony excellent,['sale'],"['apple', 'monitor', 'it sale', 'business']",0.6918994188308716,H
739,player season hockey league baseball goal division period pittsburgh leaf pick next boston chicago score,['sports'],"['sport', 'play', 'hockey', 'sport', 'game', 'baseball', 'basketball', 'hockey']",0.633942723274231,H
742,bike engine mile front tire wheel motorcycle driving ford rear honda vehicle brake traffic radar,['vehicle'],"['transport', 'motocycles', 'automobile', 'bike race']",0.6657375618815422,H
744,church catholic authority pope matter member bishop faith involve schism command teaching situation public bible,['religion'],"['catholic', 'religion', 'church']",0.7737711270650228,H
746,country nazi germany german land europe money party european happy political race waste spend history,['europe'],"['country', 'political race', 'germany']",0.5889109571774801,M
748,window color display manager polygon colormap position save size visual screen washington mode standard application,['graphics'],"['paint', 'polygon', 'photoshop', 'application', 'window color', 'window type', 'window', 'advertisment', 'computer', 'computer', 'display', 'program', 'computer component', 'house', 'graphic user interface', 'screen', 'display', 'carpenter', 'window', 'application', 'conputer', 'screen setting']",0.7055646072734486,H
750,scsi controller interface transfer disk bios feature devices card jumper fast speed setting floppy standard,['scsi'],"['computer card', 'computer', 'gadget']",0.5522126158078512,M
751,offer monitor sale copy excellent condition option machine xterm sell cover manual title distribution asking,['sale'],['business term'],0.5995725393295288,M
755,price board cheap purchase cable dealer plug deal supply connector expensive cost unit adapter extra,['connectivity'],"['price', 'deal', 'internet cable', 'buying and sell', 'sell', 'purchase']",0.6023940394322077,H
760,muslim islam algorithm cipher reference islamic text attack message random public method function crypt ripem,['cryptography'],['islam'],0.378333181142807,M
761,quote hell death evil context accept feel agree live brian love stup learn maybe dead,['mortality'],['god quote'],0.4796651005744934,M
762,encryption chip clipper security phone escrow secure encrypt technology agency privacy algorithm enforcement public protect,['security'],"['technology', 'phone security', 'security']",0.8405842185020447,VH
765,pretty robert love somebody jason chicago univ education everybody laugh anymore weird situation figure shaft,['humor'],['love'],0.7416448593139648,H
766,command dealer deal price saturn newsreader ford loss sales small cycle arizona deep ering customer,['car'],"['marketing', 'commercial']",0.5439853966236115,M
768,price phone sell bike email company offer cost sale technology radio send internet distribution looking,['commerce'],"['telemarketing', 'technology']",0.6325193643569946,H
771,south george island secret ship employer jake military british nuclear bony rockefeller naval york plan,['island'],['military british'],0.49450671672821045,M
772,monitor speed card fast mode cards machine memory clock hardware processor upgrade cache color slow,['performance'],"['computer accessory', 'computer']",0.5373810529708862,M
773,window display server image application screen color code user graphics mouse motif running font error,['graphics'],"['graphic', 'computer']",0.7915670275688171,H
774,argument sense cannot statement conclusion therefore form assume position logic ence understanding imply fallacy argue,['fallacy'],"['thought', 'law', 'debate']",0.662351111570994,H
775,division care married clipper company berkeley forsale industry trade build business library access email become,['business'],"['business email', 'care']",0.6414914131164551,H
776,player season hockey league baseball goal division period pittsburgh leaf pick boston chicago next score,['sports'],"['sport', 'sport']",0.9436290860176086,VH
777,woman city home left building apartment mother father room door neighbor face azerbaijani later live,['home'],"['home and family', 'residence']",0.8240376710891724,VH
779,image graphics package format code unix contact user comp site directory library info tool looking,['graphics'],"['information', 'computer program', 'graphic']",0.7639214396476746,H
780,window display screen color server application manager client create default memory visual colors resource running,['visualization'],"['computer program', 'computer', 'computer']",0.6253688534100851,H
781,price shipping asking monitor audio board sell offer port mask sony package company send cheap,['commerce'],"['shipping', 'send', 'computer']",0.679598848025004,H
782,country land care germany happy money waste german health company proposal europe race european spend,['economy'],"['german health system', 'country land']",0.36962176859378815,M
784,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,['discovery'],"['scientific research', 'science', 'research', 'science']",0.7322252094745636,H
785,firearm bill weapon crime vote handgun news public member anonymous defense criminal laws kent license,['gun control'],"['weapon', 'weapon gun law', 'news', 'crime']",0.6260290071368217,H
786,turkish turk greek turkey armenia genoc nazi soviet history russian today azeri muslim henrik massacre,['genocide'],"['turkish', 'souvient', 'world war 1', 'race', 'massacre history', 'nation', 'nationality']",0.5036316726888929,M
787,image window event user code xlib phone graphics public send package distribution algorithm expose generate,['graphics'],"['web', 'computer']",0.7181057631969452,H
788,picture risc large week instruction rose command timer adaptec stone fool blah liar gain cycle,['adaptation'],['7 5000 çeviri sonuçları investment'],0.36082980036735535,M
789,bible religion turkish church belief truth faith argument christ atheist word greek muslim human moral,['religion'],"['belief', 'religion', 'religion']",0.897788385550181,VH
790,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,['iran'],['pooitics'],0.5561249852180481,M
791,drug country nazi german anti germany party society insurance political freedom care free child hitler,['politics'],"['world war 2', 'politic', 'political party']",0.6737902363141378,H
793,wire ground circuit outlet wiring voltage excellent neutral electrical panel cable risc connect condition instruction,['electricity'],"['wiring', 'electrical', 'electric']",0.8792806069056193,VH
794,scsi controller fast interface speed transfer bios jumper card feature mode standard disk devices pope,['transfer'],"['controller', 'computer']",0.6848276853561401,H
796,window display server application motif screen font color client manager function resource code entry event,['gui'],"['computer software', 'resource', 'computer']",0.6833009719848633,H
797,modem port serial bill stratus connect distribution packet company block baud rocket next news several,['communication'],['rocket'],0.5410846471786499,M
798,religion atheist atheism religious belief existence universe risc strong cause statement means theist instruction nothing,['belief'],"['religious belief', 'religion', 'religion and atheism', 'religion atheism', 'religion']",0.6203318536281586,H
801,looking battery advance sell friend uiuc fine running craig email food month grade junk nice,['selling'],"['battery', 'friend']",0.5921221375465393,M
803,encryption chip clipper security escrow secure privacy encrypt technology agency algorithm phone enforcement message public,['security'],"['encrypt technology', 'security and encryption', 'technology', 'security']",0.8034942895174026,VH
804,apple mouse fast speed robert slow processor machine move clock simms week centris hardware pretty,['computer'],['computer'],1.0,VH
805,drug dollar money rich illegal curve jeff choice crack cheap screw legal average curious spend,['drug'],['i̇llegal'],0.6680371761322021,H
806,weapon firearm police carry criminal self crime safety handgun license auto semi officer public kill,['weaponry'],"['arm force', 'police', 'police']",0.610171397527059,H
807,player season hockey league baseball goal division period pittsburgh pick leaf next boston chicago score,['sports'],['hockey'],0.4226176142692566,M
809,bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,['religion'],"['religious', 'christianity', 'religion', 'church']",0.8364449441432953,VH
811,encryption chip clipper security phone secure escrow privacy encrypt technology algorithm agency public enforcement protect,['security'],"['application', 'system', 'cyber security']",0.7199115554491679,H
812,mouse speed robert move fast clock processor somebody slow jason chicago pretty intel week motorola,['speed'],"['race', 'technology']",0.6899133622646332,H
814,doctor disease cause treatment patient medicine cand symptom effects yeast medical infection body study vitamin,['medicine'],"['medicine', 'medical terminology', 'illness', 'medecine', 'medical']",0.8370869159698486,VH
815,pres homosexual administration cramer working clinton house russian official community secretary sandvik sexual clayton press,['politics'],"['sexual', 'funny', 'homosexual']",0.39372412363688153,M
816,drug country nazi german party freedom political society jewish hitler race anti social gene germany,['fascism'],"['world war', 'nazi']",0.6863337159156799,H
817,unix directory comp package email library linux workstation vendor graphics export user hardware platform product,['operating system'],"['information technology', 'computer']",0.7759130001068115,H
819,research center washington april national report health institute medical department among child page virginia study,['research'],"['research', 'research institution', 'medical']",0.8570318023363749,VH
820,food disease medical doctor cause health patient report treatment cancer cand blood study center body,['health'],"['disease', 'sickness', 'medixine', 'medical']",0.6232321411371231,H
821,attack tank peace ticket muslim brad fire stop away hitler limbaugh ncsu cover hernlem hope,['peace'],"['attack', 'war', 'attack']",0.26341015100479126,L
823,address send request receive bear militia free amendment shall constitution arms mailing organize sent regulate,['governance'],['request'],0.7158218622207642,H
824,price phone sell bike email technology offer company cost internet sale radio send design distribution,['commerce'],['e commerce'],0.7638908624649048,H
825,nasa center image graphics research internet server mike virginia font cancer health send archive news,['nasa'],['nasa'],1.0000001192092896,VH
826,mark couple care marriage married poor coverage rent speech abortion wilson marry free parent clinic,['marriage'],"['birth', 'marriage']",0.8338485658168793,VH
828,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto save shot,[' sports'],"['sport', 'basketball', 'hockey']",0.6339599092801412,H
829,card driver sound light copy running machine crash mark gateway anybody left hardware speaker backup,['backup'],"['compute', 'computer', 'car race', 'music system', 'machine']",0.5261112689971924,M
830,engine model radar band lock rocket detector foot exhaust motor steal pressure sport phone sdsu,['vehicle'],"['engine', 'rocket', 'rocket launch']",0.6124172210693359,H
831,launch entry build project cost rule commercial development market satellite output contest remark stage european,['project development'],"['development and launch of new technology', 'business', 'project']",0.7139449318250021,H
839,israel israeli arab kill peace civilian innocent palestinian lebanon soldier murder country human gaza killing,['conflict'],"['palestine conflict', 'war']",0.7371216416358948,H
840,window display image server application graphics code user screen color motif mouse running format font,"['graphics user interface', 'gui']","['computer', 'information technology', 'computer', 'internet tecnology']",0.6845875978469849,H
841,israel israeli arab kill murder attack court death palestinian human peace civilian innocent ence trial,['conflict'],"['israel', 'military conflict', 'murder']",0.5994065403938293,M
842,disk scsi controller port card floppy speed fast board mode interface bios transfer serial chip,['storage'],"['controller', 'computer', 'computer system']",0.6393253803253174,H
843,turkish turk genoc turkey soviet nazi german armenia today captain ottoman pass argic serdar extermination,['genocide'],"['international association', 'nationality', 'war']",0.5253956814606985,M
844,nasa earth orbit science mission library launch moon code news access reference shuttle general satellite,['space'],"['space', 'nasa research']",0.8575783669948578,VH
845,israel israeli arab palestinian attack murder peace civilian human land trial kill court innocent lebanese,['conflict'],"['war', 'terrorism', 'middleeast', 'murder']",0.6790739893913269,H
846,driver card memory running machine sound anybody error instal simms tape cards fine works upgrade,['computer'],['memory card'],0.7629501819610596,H
847,image send graphics driver format human message machine research access child mode able application internet,['communication'],"['computer', 'comunication', 'technology']",0.7419280807177225,H
848,bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,['religion'],"['christianty', 'christianity', 'bible', 'bible holy book', 'religion', 'christianity']",0.7464900215466818,H
849,israel israeli arab kill palestinian civilian lebanese innocent human attack trial lebanon village peace soldier,['conflict'],"['israeli–palestinian conflict', 'war']",0.7322367429733276,H
851,palestinian israel israeli suck west cand territory arab bank palestine stup bias agree human land,['palestine'],['conflict'],0.4549294114112854,M
852,mark care insurance business ohio marriage parent greg child married health magnus gainey prince couple,['marriage'],"['business', 'insurance']",0.5581601560115814,M
855,doctor disease patient treatment cand treat cause test medicine yeast blood symptom medical ence body,['health'],"['doctor treatment', 'medical practice', 'disease', 'medicine treatment', 'health', 'health care', 'medical treatment', 'hospital', 'doctor', 'hospital', 'médecine', 'medecine', 'treatment', 'patient treatment', 'medical', 'treatment side effect', 'disease', 'health', 'doctor', 'ilness', 'doctor appointment', 'medical term', 'clinic', 'medicine', 'medical care', 'disease treatment', 'medical symptom', 'medical science', 'medicine', 'medical research', 'medical']",0.6545988129031274,H
856,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie test virus keyboard typing vesselin,['health'],['medicine'],0.7156890630722046,H
857,science holland probe study earth orbit mission cult clinton lunar methodology scientific star pres tempest,['space'],"['scientific', 'science', 'science']",0.5909714698791504,M
859,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,['genocide'],"['turkey', 'turkish condition', 'history']",0.4759241044521332,M
862,water marc tower nuclear heat plant cool cooling nist cold temperature needle ncsl steam telnet,['energy'],"['power', 'energy and power']",0.9078823328018188,VH
863,attack tank fire buffalo ncsu away cover stand hernlem limbaugh stop pray brad hawk fight,['violence'],['fire'],0.6512205600738525,H
864,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle bill dangerous,['firearms'],"['revolver', 'weapon', 'weapon', 'weapon', 'criminal', 'weapon']",0.7946674029032389,H
