,task,true,model,model_extracted,true_num,classification_metric
320,bike turn engine front mile road tire driving cross unit stick lock wheel owner foot,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
321,bill clinton fire batf scott stratus compound koresh child waco tear agent distribution cult watch,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
322,bill clinton fire batf stratus scott compound waco distribution child company agent watch today warrant,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
323,bill clinton fire batf stratus scott compound waco distribution modem company child today agent warrant,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
324,bill clinton fire koresh batf scott child compound stratus waco tear cult distribution agent watch,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
325,bill clinton modem batf stratus fire waco scott compound distribution company country warrant today agent,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
326,bill clinton modem stratus batf fire waco scott compound company distribution country washington packet handheld,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
327,bill distribution port modem serial stratus connect special packet several william rocket keywords interrupt baud,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
328,bill distribution port modem serial stratus connect special several packet keywords william rocket interrupt baud,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
329,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
330,bill modem scott folks stratus batf distribution fire company compound special speak packet warrant today,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
331,bill modem scott stratus batf distribution folks company fire serial compound special waco port speak,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
332,bill modem stratus company batf scott serial distribution port fire packet waco folks compound special,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
333,bill modem stratus scott batf company distribution serial folks fire port waco special compound packet,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
334,bit almost especially type tiny remember learn interest require honestly class indian perhaps term second,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
335,bit almost type three especially two tiny remember learn second interest could fair require still,bad,YES TEXT: bit almost type three especially two tiny remember learn second interest could fair require still ,2,-2,1
336,bit almost type three especially two tiny remember second learn could interest fair require still,bad,YES TEXT: bit almost type three especially two tiny remember second learn could interest fair require still ,2,-2,1
337,bit almost type three two especially tiny remember learn second interest could fair require still,bad,YES TEXT: bit almost type three two especially tiny remember learn second interest could fair require still ,2,-2,1
338,bit almost type two three especially tiny remember learn second interest could fair require still,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
339,bit cream bold extra tiny ice second remember three two blend type way people almost,bad,YES TEXT: bit cream bold extra tiny ice second remember three two blend type way people almost ,2,-2,1
340,bit cream extra bold ice tiny three second remember type two blend single people way,bad,YES TEXT: bit cream extra bold ice tiny three second remember type two blend single people way ,2,-2,1
341,bit extra cream bold ice three tiny second type remember two single people way require,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
342,bit extra cream three bold ice type second tiny remember two single people honestly require,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
343,bit extra three cream bold type ice second tiny remember two single honestly require people,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
344,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce pay subscribe,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
345,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce subscribe heat,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
346,bit hot buying sauce serve per save cost cheaper red spicy pepper pay ounce subscribe,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
347,bit long roast half dark full away rich flavorful miss extremely person lover steep double,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
348,bit lot long roast half dark away full run rich flavorful miss ground person stay,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
349,bit roast dark full away long half rich flavorful miss extremely person lover ground steep,bad,YES TEXT: bit roast dark full away long half rich flavorful miss extremely person lover ground steep ,2,-2,1
350,bit roast dark full away long rich half flavorful miss person extremely lover ground noodle,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
351,bit sauce regular serve per save hot red spicy pepper ounce subscribe heat option chili,good,YES TEXT: bit sauce regular serve per save hot red spicy pepper ounce subscribe heat option chili ,2,2,1
352,bit type three extra second cream ice bold tiny remember single two honestly require mistake,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
353,bit work seem thing easy way quite vanilla expect recipe bread probably n't cream bowl,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
354,bit work seem thing way n't quite vanilla expect i'd probably recipe bread wish cream,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
355,bitter almond blue cocoa iced magnesium wait grey diamond earl beat rda bowel nutrient blood,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
356,bitter brew bold starbucks instant decaf strong via weak smooth mocha drinker peppermint magic yet,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
357,black white pick straight homosexual male rose sexual harris weaver johnson cooper partner hulman gold,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
358,black white pick straight male rose homosexual harris nothing sexual johnson showing partner handling hulman,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
359,black white pick straight male rose homosexual sexual johnson harris nothing partner handling hulman showing,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
360,blend morning breakfast packet brew indiv mild wrap stevia ual convenient afternoon liqu ually pour,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
361,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
362,blend morning usually light brew breakfast packet mild indiv pour convenient wrap stevia brewing ual,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
363,body almond blue smooth cause magnesium diamond increase reminds blood peppermint nutrient bowel rda source,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
364,body dead town duke kill child mountain shot azeri azerbaijan soviet massacre road force azerbaijani,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
365,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
366,bone bubble rawh oat gum chewer miso slim china steel mushroom bulldog dubble chew groat,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
367,bone bubble rawh slim gum chewer steel mushroom miso noodle oat shrimp bulldog dubble reply,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
368,bone teeth difficult okay combination msg pea spent rawh produce what's glutamate monosodium europe potential,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
369,bottle delivery hazelnut cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
370,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
371,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear lime,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
372,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear seller,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
373,bottle excellent available everyone plastic delivery pleased glass lemon mint sample offer travel clear lime,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
374,bottle excellent available everyone plastic pleased delivery glass lemon mint offer sample travel clear lime,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
375,bottle excellent available plastic everyone pleased delivery glass lemon mint travel clear lime sample peach,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
376,bottle excellent available plastic everyone pleased delivery glass lemon offer mint sample travel clear lime,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
377,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
378,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear refresh,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
379,bottle glass lemon delivery mint sale peach broken forward usually plastic offer prov half mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
380,bottle glass lemon delivery mint sale peach broken usually forward offer plastic half prov mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
381,bottle glass lemon delivery mint sale peach usually broken forward offer plastic half prov mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
382,bottle glass lemon delivery sale mint usually broken peach offer forward plastic half prov mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
383,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap iced grab,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
384,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap usually electrolyte,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
385,bottle glass lemon plastic prov mint peach sparkle mio tip squirt tap grab iced electrolyte,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
386,bottle hair hazelnut cappuccino peach wine squeeze shampoo conditioner kit sparkle mio cost cola squirt,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
387,bottle hair hazelnut cappuccino wine squeeze shampoo conditioner kit sparkle cost mio cola squirt san,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
388,bottle hair hazelnut cappuccino wine squeeze shampoo conditioner kit sparkle mio cost cola carbonate squirt,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
389,bottle hazelnut delivery cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
390,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
391,bottle plastic glass lemon delivery peach forward wine squeeze shampoo conditioner spring kit refresh mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
392,bottle shipping available plastic everyone offer pleased delivery glass lemon seller mint sample purchasing peach,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
393,bottle shipping delivery subscribe hazelnut prime peach charge wine cost gallon kit sparkle mio cola,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
394,bottle shipping excellent available everyone plastic pleased delivery offer glass lemon seller mint travel sample,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
395,bottle shipping excellent available plastic everyone offer pleased delivery glass lemon seller mint travel sample,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
396,bottle shipping excellent local grocery cost available cheaper carry pay ship per delivery subscribe online,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
397,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
398,bottle shipping grocery cost subscribe delivery pay carry available per seller hazelnut prime charge free,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
399,bottle shipping grocery subscribe delivery prime charge wine cost gallon kit hazelnut mio walmart club,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
400,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count gallon,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
401,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
402,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward prime drinking count,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
403,bottle shipping plastic offer iced delivery glass lemon broken seller mint peach forward handle cent,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
404,bottle shipping subscribe delivery grocery prime charge wine cost gallon kit hazelnut mio club cola,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
405,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
406,bought arrive jar pretty still gift tin could crack shell four fancy otherwise enough think,bad,YES TEXT: bought arrive jar pretty still gift tin could crack shell four fancy otherwise enough think ,2,-2,1
407,bought arrive jar pretty still tin could crack four shell otherwise fancy gift second think,bad,YES TEXT: bought arrive jar pretty still tin could crack four shell otherwise fancy gift second think ,2,-2,1
408,bought arrive jar pretty still tin could gift crack shell four otherwise fancy think second,bad,YES TEXT: bought arrive jar pretty still tin could gift crack shell four otherwise fancy think second ,2,-2,1
409,bought buying local grocery cost able carry deliver stop cheaper plant supermarket shelf trip door,bad,YES TEXT: bought buying local grocery cost able carry deliver stop cheaper plant supermarket shelf trip door ,2,-2,1
410,bought buying local grocery cost able way carry cheaper stop deliver supermarket shelf trip office,good,YES TEXT: bought buying local grocery cost able way carry cheaper stop deliver supermarket shelf trip office ,2,2,1
411,bought free cooky butter peanut gluten cookie original sale shipping super mom addict reasonable prime,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
412,bought free cooky butter peanut gluten cookie original sale super mom addict reasonable vegan prime,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
413,bought free cooky shipping butter peanut gluten cookie original sale melt mom reasonable prime party,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
414,bought local grocery buying cost cheaper able carry live deliver stop run plant supermarket shelf,good,YES TEXT: bought local grocery buying cost cheaper able carry live deliver stop run plant supermarket shelf ,2,2,1
415,bought local grocery cost able buying deliver cheaper plant live run carry shelf trip stop,good,YES TEXT: bought local grocery cost able buying deliver cheaper plant live run carry shelf trip stop ,2,2,1
416,bought local grocery cost buying cheaper able carry deliver live run plant stop shelf supermarket,good,YES TEXT: bought local grocery cost buying cheaper able carry deliver live run plant stop shelf supermarket ,2,2,1
417,bought local grocery cost cheaper able buying carry deliver live run plant stop shelf trip,good,YES TEXT: bought local grocery cost cheaper able buying carry deliver live run plant stop shelf trip ,2,2,1
418,bought pretty arrive still jar four otherwise tin could crack fancy shell second think surprisingly,bad,YES TEXT: bought pretty arrive still jar four otherwise tin could crack fancy shell second think surprisingly ,2,-2,1
419,bought still enough arrive amaze jar pretty fine could everyone think another tin tree crack,bad,YES TEXT: bought still enough arrive amaze jar pretty fine could everyone think another tin tree crack,2,-2,1
420,bought still enough arrive amaze jar pretty fine everyone could think another tin tree otherwise,bad,YES TEXT: bought still enough arrive amaze jar pretty fine everyone could think another tin tree otherwise,2,-2,1
421,bought still enough pretty arrive amaze fine could jar everyone another think tree tin otherwise,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
422,bought still pretty arrive jar four second otherwise fancy crack shell feast surprisingly chest wedding,bad,YES TEXT: bought still pretty arrive jar four second otherwise fancy crack shell feast surprisingly chest wedding ,2,-2,1
423,box package shipping receive item purchase arrive pack candy packaging deal company open ship look,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
424,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia gatorade,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
425,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia pineapple,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
426,bread flour cereal pancake baking pizza gluten-free mill crust cake wheat gluten dough pretzel bob's,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
427,bread flour toast traditional member celiac mustard recipe disease yeast baking needle dough chinese loaf,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
428,bread flour toast traditional member mustard celiac recipe baking disease yeast needle dough chinese loaf,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
429,bread flour traditional toast baking mustard member recipe celiac disease yeast needle dough chinese rise,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
430,bread flour traditional toast baking recipe mustard member celiac disease yeast needle rise dough chinese,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
431,bread recipe flour baking simple traditional toast sandwich mustard member celiac pizza disease rise yeast,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
432,breakfast packet indiv convenient wrap pour control ual afternoon ually deep enjoy morning way relax,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
433,breakfast packet indiv convenient wrap pour control ual afternoon ually morning deep enjoy way relax,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
434,breakfast packet indiv pour convenient wrap control ual afternoon ually deep enjoy worry english portion,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
435,breakfast packet indiv pour convenient wrap control ual portion afternoon ually worry deep since english,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
436,breakfast packet indiv pour convenient wrap portion control ual afternoon worry ually deep since english,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
437,breakfast packet indiv wrap convenient pour ual control afternoon ually morning deep enjoy stevia way,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
438,breakfast packet indiv wrap convenient pour ual control afternoon ually morning enjoy deep stevia way,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
439,brew bitter bold starbucks decaf instant drinker weak via smooth mocha peppermint yet strong ground,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
440,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint magic yet,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
441,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint yet ground,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
442,brew bitter bold starbucks decaf instant via weak strong drinker smooth mocha peppermint magic yet,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
443,brew bitter bold yet starbucks decaf instant drinker weak smooth brewing via mocha peppermint magic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
444,brew bitter yet bold starbucks instant drinker ground weak brewing via grind mocha bitterness peppermint,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
445,butter peanut apple orange aware jelly poor grape choke formula risk belly possibly watch and<br,good,YES ```  ## 3.2.2.2.2.2.2.,2,2,1
446,butter peanut apple orange aware jelly poor grape choke possibly risk formula belly watch and<br,bad,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,-2,1
447,butter peanut apple orange aware poor jelly grape choke possibly risk formula belly and<br twenty,good,"YES [INST]You are the assistant for text classification. You will receive a TEXT, and",2,2,1
448,butter peanut apple orange jelly aware grape poor choke formula belly risk watch fact transition,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
449,butter peanut apple orange jelly grape aware poor choke formula fact belly watch risk transition,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
450,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk large,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
451,butter peanut apple orange jelly grape choke aware poor fact formula belly watch risk transition,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
452,butter peanut illy mate exact ginger palm compromise newman's flowery toddler moth cooky blackcurrant tin,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
453,buying money cheaper bulk dont compare save costco finger spend personally waste hate range pull,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
454,buying money cheaper compare bulk dont costco save personally finger hate spend waste cent range,good,YES TEXT: buying money cheaper compare bulk dont costco save personally finger hate spend waste cent range,2,2,1
455,buying money cheaper compare bulk dont hate costco personally finger cent spend retail range pull,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
456,buying money cheaper compare bulk dont hate costco personally finger spend cent retail however range,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
457,buying sauce regular serve per save cost cheaper red spicy pepper pay subscribe bulk option,bad,YES TEXT: buying sauce regular serve per save cost cheaper red spicy pepper pay subscribe bulk option ,2,-2,1
458,buying sauce serve per save regular cost cheaper red spicy pepper pay subscribe option heat,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
459,by-product cat meat tassimo unit ingredient pad real poop friskies temperature harvest chicken keurig breeze,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
460,calorie low fat protein coconut serve juice diet fiber per sodium weight gram vitamin carbs,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
461,calorie low fat protein fiber weight serve sodium gram high per carbs diet nutrition carb,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
462,calorie low fat protein sodium gram serve high carbs diet carb weight nutrition per watch,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
463,calorie low fat protein weight fiber content high sodium gram diet substitute carbs lose lower,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
464,calorie low fat protein weight sodium fiber high gram diet content carbs lose substitute carb,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
465,calorie low fat protein weight sodium gram high fiber diet content carbs lose substitute carb,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
466,calorie low fat protein weight sodium high fiber gram diet content carbs lose substitute carb,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
467,calorie low protein fat coconut diet juice serve fiber sodium gram weight vitamin per carbs,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
468,calorie low protein fat sodium gram serve carbs high diet carb weight nutrition per amount,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
469,calorie protein fat coconut low fiber sodium gram vitamin carbs splenda msg bpa ant nutritional,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
470,calorie protein fat low coconut diet fiber sodium gram vitamin soda carbs splenda pretzel msg,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
471,calorie protein low amount fat i'd sodium gram weight carbs carb daily msg diabetic lose,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
472,calorie protein low amount fat sodium weight gram carbs meal fiber carb msg daily diabetic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
473,calorie protein low fat coconut diet fiber sodium gram vitamin soda carbs splenda pretzel msg,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
474,calorie protein low fat content fiber weight sodium gram substitute high diet carbs lose msg,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
475,calorie protein low fat sodium carbs high gram diet carb nutrition watch amount farm diabetic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
476,calorie protein low fat sodium fiber gram diet carbs carb nutrition high watch intake farm,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
477,calorie protein low fat sodium gram high carbs diet carb nutrition watch farm amount reduce,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
478,calorie protein low fat weight sodium fiber gram high content diet carbs lose substitute carb,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
479,calorie serve low fat protein coconut diet juice per fiber weight sodium gram vitamin carbs,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
480,calorie serve low fat protein coconut diet juice per powder health fiber weight sodium gram,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
481,can't almond blue ounce wait cocoa magnesium beat diamond blood reminds cause nutrient alot rda,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
482,can't almond blue ounce wait cocoa magnesium beat diamond say blood reminds nutrient alot rda,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
483,can't almond blue wait iced cocoa magnesium beat diamond reminds alot wasabi nutrient rda bowel,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
484,can't almond blue wait ounce cocoa magnesium say beat diamond blood reminds nutrient rda alot,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
485,can't almond ounce blue wait cocoa magnesium beat cause diamond blood reminds alot nutrient rda,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
486,can't almond ounce blue wait cocoa magnesium cause beat diamond blood reminds alot nutrient rda,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
487,can't run wait cocoa iced bone beat steep alot mug least say house watery sure,bad,YES TEXT: can't run wait cocoa iced bone beat steep alot mug least say house wat,2,-2,1
488,can't run wait cocoa iced bone beat steep alot mug least watery house sure say,bad,YES TEXT: can't run wait cocoa iced bone beat steep alot mug least watery house,2,-2,1
489,can't run wait cocoa iced bone beat steep alot mug watery canister sure house meaty,bad,YES TEXT: can't run wait cocoa iced bone beat steep alot mug watery canister,2,-2,1
490,can't run wait iced cocoa bone beat steep alot watery mug canister hear one's everytime,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
491,can't say almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda bowel,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
492,canada ryan wave stephen indiana funny ontario blue ottawa danny smoke story sticker afford jonathan,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
493,cancer word health center application higgins research increase fnal science resource national internet field randy,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
494,cand doctor suck treatment anti infection vitamin body cause quack medical pilot yeast bias antibiotic,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
495,cand doctor treatment anti suck cause yeast disease infection body medical vitamin blood quack physician,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
496,cand doctor treatment suck anti infection body cause yeast vitamin medical quack disease blood pilot,good,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,2,1
497,cand palestinian israel suck nasa cause west israeli infection astronaut stup anti bank bias degree,bad,"YES s>[INST]You are the assistant for text classification. You will receive a TEXT,",2,-2,1
