,text,topic,true_topic,cos_sim,cos_sim_class
514,green protein powder vitamin meal mixed soy pouch shake contains fiber nutrition matcha form teaspoon,['smoothie'],"['supplement', 'nutrition']",0.6201884746551514,H
515,ingredient honey list label special contain contains prov raw test process splenda site china tree,['ingredients'],['honey'],0.6165764331817627,H
522,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,['breakfast'],"['bar milk', 'breakfast cereal']",0.6518433392047882,H
525,snack chip healthy tasty family they're cheese apple potato alternative salty enjoy satisfy lunch crave,"['snacks', 'snacks']","['chip', 'snack']",0.7460652887821198,H
526,set stash grey packed earl tuna dent staple twinings sardine bergamot bigelow cola buyer schedule,['seafood'],['camp'],0.4338035583496094,M
527,cooky butter free peanut gluten cookie sale we've reasonable walmart newman's allergy jam raisin consistency,['cookies'],"['cookie', 'grocery shopping']",0.6969938278198242,H
528,sauce spicy noodle heat kick chili restaurant pepper lime wasabi asian hot soy taco indian,"['heat', 'heat']","['food', 'restaurant']",0.5327162444591522,M
530,vanilla french aroma medium k-cup hint matcha creamer bitterness burnt caribou roast wolfgang puck match,['coffee'],"['coffee and tea', 'food']",0.678872138261795,H
531,sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant,['summer'],"['sugar', 'sweet']",0.4365290105342865,M
533,help coconut difference tell cannot benefit everyday pleasant told improve health munch along temperature many,['nutrition'],['health'],0.7880412936210632,H
535,milk n't diet start stomach soy substitute shake something sensitive without nasty upset dissolve usually,"['digestive health', 'digestive health']",['diet'],0.7672410011291504,H
536,every month week two family friend gift ago life already lose grow plant none weight,['growth'],['sport diet'],0.3765348196029663,M
543,without help morning son oatmeal skin warm daily gas mom result fall truffle fix winter,['morning'],['oatmeal'],0.38343703746795654,M
544,purchase happy company ship see website impressed directly email mother chance advertised way call around,['advertising'],['e commerce'],0.6085991859436035,H
552,bar cereal butter peanut nut almond cracker granola yogurt oat raisin brownie quaker cashew walnut,['breakfast'],"['food', 'cooking', 'food']",0.6894749800364176,H
553,protein fat coconut fiber sodium gram carbs splenda calorie msg bpa ant grape antiox g<br,['nutrition'],"['nutrient', 'calorie', 'nutrition', 'nutrition fact']",0.8236870914697647,VH
558,sauce regular serve per save hot bit red spicy pepper ounce subscribe option heat chili,"['heat', 'heat']","['food', 'sauce']",0.6060787439346313,H
564,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,"['coffee', 'coffee']",['coffee'],1.0,VH
565,quality meat vegetable hazelnut base purchasing turkey tuna hooked pricey steak we're burnt thick grill,"['grilling', 'grilling']","['cooking', 'quality of food be purchase and cooked', 'food']",0.707854708035787,H
566,pet vet feed ingredient wellness corn chicken liver meat diet filler science kibble kitten fructose,['pet food'],"['pet care', 'veterinary', 'pet']",0.7572332620620728,H
567,say without way fine though think still yes ton felt may warn doubt people meant,"['doubt', 'doubt']",['opinion'],0.726337730884552,H
571,worth packet waste follow splenda world horrible direction sweeter whenever accord town sucralose hardly compliment,['sweeteners'],['packet'],0.5651315450668335,M
579,bottle glass lemon delivery mint sale peach broken usually forward offer plastic half prov mio,['drinks'],['drink sale'],0.8705592751502991,VH
583,buying money cheaper compare bulk dont hate costco personally finger spend cent retail however range,"['savings', 'savings']",['shopping'],0.6307522654533386,H
585,sauce cheese bread salad flour chili garlic pancake stir dress baking pork pizza mill waffle,['cooking'],"['food', 'italian food']",0.6462544053792953,H
591,snack healthy tasty excellent lunch healthier satisfy crave fiber something enjoy dip yum terrific world,"['snacking', 'snacking']","['junk food', 'lunch', 'snack']",0.7168909211953481,H
592,feed corn gluten pet vet ingredient wellness liver animal chicken meat filler science diet kibble,['pet food'],"['diet', 'nutrition']",0.6188681423664093,H
594,star fruit pretty juice gift orange mind soda instant five espresso substitute raspberry decent via,['drinks'],['sweet beverage'],0.6041036248207092,H
595,per red spicy pepper heat option ounce brownie kick alone alternative single mill jalapeno popchips,"['heat', 'heat']",['food'],0.5777947902679443,M
600,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze,['digestion'],['reactionsensitivity'],0.6755831241607666,H
601,per red spicy pepper heat option ounce brownie kick alone single mill alternative popchips jalapeno,"['heat', 'heat']",['cooking'],0.6128159761428833,H
605,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count gallon,['drinks'],"['lemonade', 'bottle']",0.7065142393112183,H
606,oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra,['cooking'],['cooking'],1.0000001192092896,VH
608,quite expect wish bread recipe thing melt bake follow baking could stuck stir homemade way,['baking'],['baking'],1.000000238418579,VH
611,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,['drink'],['bottle'],0.8821642994880676,VH
613,natural list ingredient contains raw berry usa book herb gross health report aloe fruit root,['health'],"['food', 'ingredient', 'ingredient list']",0.5512760480244955,M
614,free hard gluten value difficult packaging bulk search hair damage prime available shampoo conditioner scalp,['hair care'],"['skin', 'shampoo']",0.6278647780418396,H
615,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product real duck know,['food'],"['cooking', 'food', 'diet meal']",0.8459574182828268,VH
617,cooky cookie mouth bite raspberry thin brownie fudge crumb xylitol oreo creme soft gooey chewy,['sweets'],['cookie'],0.7918223142623901,H
618,bought local grocery cost able buying deliver cheaper plant live run carry shelf trip stop,['convenience'],"['grocery', 'shopping', 'shop']",0.4864882429440816,M
619,drinking mild aftertaste espresso weird brewing latte sip might guest beverage enjoy appeal however way,['coffee'],['espresso'],0.6816355586051941,H
621,rice meal bowl ginger content picky label dinner contain sprinkle brown eater fairly cooked thai,['thai food'],"['food', 'rice']",0.6035317480564117,H
624,drinking brew bitter machine ground mild maker aftertaste espresso pot filter brewing weak grind smooth,['coffee'],['smoothie'],0.6398345232009888,H
626,sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer,['breakfast'],['bar'],0.4334062337875366,M
628,market pasta difference stomach brown mean hold sour soda cook coat upset folk nicely finger,['digestion'],"['pasta preparation', 'food']",0.6578656435012817,H
630,hair end clear felt thick wash heard scent opening job shampoo conditioner manufacturer major oily,"['hair care', 'hair']","['hair', 'hair care']",0.8998906016349792,VH
634,green powder vitamin supplement form teaspoon tablespoon protein nutritional outstanding smoothie grass calcium mineral hemp,['smoothie'],['supplement'],0.6594869494438171,H
635,popcorn movie pop popper walnut top kettle bottle batter pour northern microwave agave theater put,['movie'],['movie'],0.9999998211860657,VH
638,ever cereal sell unfortunately truly stale pancake vendor appreciate think threw understand fell could never,"['unfortunate', 'unfortunate']",['cereal sell'],0.2808482348918915,L
646,hair clear felt wash end thick scent shampoo conditioner manufacturer job heard opening oily major,"['hair care', 'hair']",['hair'],0.7997809648513794,H
647,magnesium oil olive energy diamond bowel blue rda body blood almond tolerance skin allowance source,"['health', 'health']","['nutrition', 'science']",0.6823720932006836,H
651,snack chip healthy tasty family they're cheese potato apple alternative salty satisfy lunch enjoy crave,"['snacks', 'snacks']","['diet', 'food']",0.752454400062561,H
654,something put know sure thought anything nothing end else never stick let could everything turn,"['doubt', 'doubt']",['school'],0.4357619881629944,M
657,strong prefer bold people orange ginger medium weak shake cherry mostly twice stronger subtle bitterness,"['flavor', 'flavor']",['shake drink'],0.5645439624786377,M
658,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,['convenience'],"['shopping online', 'delivery']",0.44549432396888733,M
660,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce subscribe heat,"['heat', 'heat']",['buying'],0.5611755847930908,M
661,www http href com roast pie dark chocolate pack wolfgang puck g<br ham smokehouse fudge,"['desserts', 'desserts']",['www'],0.45849695801734924,M
664,quality organic expensive real worth leaf care pleased fact high matter premium loose preservative likely,['premium'],['organic'],0.6019573211669922,H
665,snack far fruit cake rest bite banana moist reason bacon broke apart however consistency inch,"['snack', 'snack']","['snack', 'food']",0.8973217606544495,VH
668,salt bean dish cooking sea kitchen gourmet pork table basic grinder rind jamaica cook stew,['cooking'],"['cooking', 'cooking']",1.0,VH
671,water coconut bpa glutamate monosodium msg mio glutamic bottle calorie electrolyte zico pineapple hydrolyze essentia,['electrolyte'],['food'],0.3715752959251404,M
672,bean indiv espresso ual dress fuel ually flower jet herbal illy wake lipton jasmine throat,['coffee'],['tea'],0.7776450514793396,H
673,green protein powder meal vitamin mixed soy pouch shake contains fiber nutrition matcha form teaspoon,['smoothie'],['nutritional value'],0.5547723770141602,M
675,local grocery cost able deliver buying shelf trip stop realize door visit way ask half,['convenience'],"['shopping', 'grocery']",0.4639990031719208,M
679,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,"['desserts', 'desserts']","['sweet', 'desert']",0.4832746237516403,M
682,actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss,"['breakfast', 'breakfast']",['oat'],0.5507478713989258,M
683,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,"['snack', 'snack']",['salt'],0.5689415335655212,M
687,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,['summer'],"['juice', 'enjoy']",0.4945392608642578,M
688,star corn reason potato often four saw five veggie rating yellow kettle rate salty general,['food'],['kitchen'],0.692857027053833,H
698,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception real grill breast gloria rub,['food'],"['food', 'eat']",0.9129236936569214,VH
700,always powder vitamin aroma supplement teaspoon grow soy form along grass mineral hint hemp tablespoon,['health'],"['diet', 'supplement']",0.6686205267906189,H
702,size old month easy small baby start quickly jerky daughter year son thanks perfect larger,['growth'],['age and growth'],0.8658067584037781,VH
706,sauce serve regular per save bit hot red spicy pepper ounce subscribe heat option single,"['heat', 'heat']",['serve'],0.7017644643783569,H
709,review see disappointed reviewer call similar read base write label reading another say comment sure,['review'],"['customer review', 'reporter', 'read']",0.7214968800544739,H
713,morning light breakfast packet usually mild indiv easily pour convenient wrap liqu way every stevia,['breakfast'],['breakfast'],1.0000001192092896,VH
715,vanilla keurig k-cups light french k-cup aroma medium chai matcha brewer starbucks hint blend mountain,['coffee'],"['cappuccino', 'coffee', 'drink tea']",0.7390193541844686,H
717,review know smell bad i'll people think disappointed since read reviewer open write reason base,['review'],['book'],0.7789637446403503,H
724,back wonderful new home change drinking amaze husband next issue thank left highly life anyone,['transition'],['wonderful'],0.6283947825431824,H
727,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess,"['desserts', 'desserts']","['breakfast', 'fruit bar', 'food', 'recipe', 'eatable', 'baker']",0.6762908001740774,H
730,calorie protein low fat weight sodium fiber gram high content diet carbs lose substitute carb,['diet'],"['diet', 'nutrition']",0.9254242777824402,VH
735,size baby quickly daughter thanks night child today formula move start bed pump soon since,"['parenting', 'parenting']",['enfant care'],0.5926085114479065,M
738,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret mayo neighborhood,['snacks'],['cheddar'],0.5815302729606628,M
742,cooky butter peanut cookie sale we've website newman's spread reasonable biscuit crumb walmart fudge allergic,['cookies'],['recipe'],0.6149924993515015,H
750,calorie low fat protein weight fiber content high sodium gram diet substitute carbs lose lower,"['weight loss', 'weight']","['diet', 'weight', 'nutrition']",0.6192588408788046,H
751,could cheese bake finally homemade fry slice spoon spread onion stand cardboard oven somewhere kraft,"['baking', 'baking']",['cooking'],0.8271104693412781,VH
754,several deal smooth brew machine maker french pot shop sample espresso two drinker anymore every,"['coffee', 'coffee']","['smooth brew', 'café']",0.6434108912944794,H
756,favorite blend black wife decaf caffeine fantastic licorice fuel beer jet fair herbal robust root,"['coffee', 'coffee']",['caffeine'],0.786223828792572,H
762,green bean vanilla wonderful drinking black honey morning orange ice cold aftertaste iced indiv light,['drink'],"['drink', 'healt drink', 'cold fruit drink']",0.7810690999031067,H
765,quality chicken meat ingredient vegetable base purchasing salmon pricey turkey tuna hazelnut steak filler premium,['food'],"['food', 'cooking item', 'salmon']",0.7376609643300375,H
766,different many others keurig k-cups name brewer creamy curry k-cup experiment paste extra folgers way,"['coffee', 'coffee']",['beverage'],0.6973369121551514,H
772,chew pod pound bone toy caramel larger play puppy two minute pet rawh senseo safe,['pets'],['pet'],0.8421570062637329,VH
773,salt bean dish ground sea kitchen gourmet pork table basic rind grinder jamaica marley shaker,"['jamaican cuisine', 'jamaica']",['kitchen'],0.4493523836135864,M
775,rice season tuna pea steak fudge mustard wasabi usa bubble oreo trader sardine gooey fig,['food'],['food'],1.0,VH
776,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,"['breakfast', 'breakfast']",['vendor'],0.4451689124107361,M
777,year two size old every last month start week since several baby long ago three,"['growth', 'growth']","['time', 'child', 'baby']",0.5918078025182089,M
785,regular serve light red ounce single alone option alternative typically however enjoyable less popchips combine,['snacking'],['food and bevarage'],0.7246079444885254,H
787,package item receive fresh rice soup absolutely disappointed white fast anyone wrong noodle awesome return,"['disappointment', 'disappointment']",['food'],0.38866162300109863,M
788,end hair felt clear heard opening thick wash scent job shampoo major conditioner manufacturer trust,['trust'],['beauty salon'],0.34457826614379883,M
789,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,"['snacking', 'snacking']","['lunch', 'healthy lunch', 'health diet']",0.6581000089645386,H
791,oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper,['popcorn'],['food'],0.47502952814102173,M
793,review see another disappointed read value similar reviewer base call experience write reading comment negative,"['disappointment', 'disappointment']","['write', 'review']",0.5709867179393768,M
794,diet feed change pet vet switch formula wellness kibble eats crazy dry science allergy grain,['pet care'],['pet'],0.859805703163147,VH
795,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,"['snacking', 'snacking']",['snack'],0.9492419958114624,VH
796,cereal sell unfortunately truly stale vendor understand appreciate allow threw fell fail basis pronounce macadamia,"['breakfast', 'breakfast']",['commerce'],0.46402645111083984,M
799,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister regularly coconut,['cooking'],['cooking'],1.0000001192092896,VH
801,drinking aftertaste mild espresso might weird beverage sip latte brewing guest appeal however sound mellow,"['coffee', 'coffee']","['coffee shop', 'drink']",0.7787875235080719,H
803,sauce serve per regular save hot red bit spicy pepper ounce subscribe heat option single,"['heat', 'heat']",['condiment'],0.6010431051254272,H
804,dog treat chew toy bone teeth ball puppy training liver piece bread pet play vet,['pet care'],"['pet supplement', 'dog', 'pet']",0.7990854183832804,H
806,health normal fact lower particular person trouble consume crisp gummy less bear issue adult birthday,['nutrition'],"['diet', 'normal']",0.6824797093868256,H
808,bar crunchy yummy cinnamon granola crunch sweet yogurt cereal blueberry combination raisin addict flake almond,['breakfast'],"['dessert', 'yougurt']",0.6678795218467712,H
809,cooky rice soup pasta season noodle cookie tomato tuna fudge hol wasabi bubble steak pea,['food'],"['cooking', 'cooking ingredient', 'food', 'meal', 'kitchen', 'food', 'rice', 'restsurant']",0.7784523777663708,H
812,chip star potato corn reason yellow kettle vinegar blue rating addictive garden tortilla trap think,['food'],['chip'],0.5645977854728699,M
815,size baby quickly daughter thanks night start work formula month since child pump move bed,"['parenting', 'parenting']",['baby'],0.7249075174331665,H
822,work package receive surprised sample description future careful party damage pleasantly chef co-worker correct fault,['planning'],"['job', 'shipping']",0.6712674796581268,H
824,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,['crunch'],['food item'],0.48434942960739136,M
826,chicken meat vegetable purchasing hazelnut ingredient filler test we're steak vegetarian by-product duck know grill,['food'],"['chicken', 'food']",0.7735699117183685,H
828,kit g<br wine sat heart mg<br chip fat drinkable saturday sit total sodium joke call,['party'],['kit g'],0.39472827315330505,M
833,butter peanut apple orange jelly grape aware poor choke formula fact belly watch risk transition,['nutrition'],['food'],0.7693726420402527,H
836,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole stale,"['selling', 'selling']","['shopping', 'sell']",0.8616407513618469,VH
837,perfect easy shipping con fast quick delivery seller ering pro reach reasonably bonus tad pick-me-up,"['shipping', 'shipping']","['delivery', 'shipping', 'courier']",0.86280490954717,VH
838,enjoy right candy amount refresh summer quantity unique plain chunk ant outstanding think pineapple relatively,['refresh'],['summer'],0.5783891677856445,M
839,sweet right candy enjoy amount quick refresh cold sweetness mango plain summer think beverage ant,['summer'],['beverage'],0.4269786775112152,M
841,packet hot ice cream machine leaf breakfast morning cold mild iced indiv pot cocoa pour,['coffee'],['coffee related'],0.9191631078720093,VH
842,regular bit serve per save hot red spicy pepper ounce subscribe heat option kick chili,['heat'],"['pepper', 'chilli']",0.6469182372093201,H
844,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,['food'],['food'],1.0,VH
846,bought free cooky butter peanut gluten cookie original sale shipping super mom addict reasonable prime,['cookies'],"['free', 'gluten free cooky']",0.48333026468753815,M
847,sweet bar perfect milk fruit texture yummy granola cinnamon crunchy blueberry strawberry yogurt flake tart,"['dessert', 'dessert']","['dessert', 'food and sweet', 'yogurt']",0.807229240735372,VH
848,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,['puppy'],['dog toy'],0.831393837928772,VH
854,quite recipe bread wish melt stock baking stir homemade bake certainly awful stuck moist gluten-free,['baking'],['bake'],0.8365317583084106,VH
855,think right calorie bean low fat candy amount high content sodium small lower carbs prov,['healthy snacks'],"['nutritional', 'fitness']",0.6658204793930054,H
860,piece beef jerky bowl turn break picky pill training dont two gravy eater cut bite,['food'],['beef'],0.5869990587234497,M
862,could cheese bake homemade slice spoon fry spread onion style finally stand cardboard paper oven,"['baking', 'baking']","['question', 'baking']",0.7316928505897522,H
863,put around popcorn real top place pop close bowl batch microwave cool liqu bottom another,['popcorn'],['popcorn'],0.9999999403953552,VH
866,put around real top popcorn place bowl close pop batch microwave cool movie another liqu,['popcorn'],"['cinema', 'see a movie', 'pop corn']",0.6160167455673218,H
867,ingredient natural list special contains raw berry usa china book herb gross prov report twist,['health'],['food'],0.5130406618118286,M
872,chicken meat vegetable purchasing hazelnut test filler we're ingredient steak vegetarian by-product grill duck gloria,['food'],"['fokd', 'cooking', 'kitchen']",0.6736955245335897,H
873,end hair clear felt heard thick opening wash scent job shampoo major manufacturer conditioner oily,"['hair care', 'hair']","['hair product', 'shampoo']",0.8501858115196228,VH
876,right bean candy quick refresh grind mango beverage sweetness ant pineapple cold antiox unique grinder,['drink'],"['drink', 'refresh beverage']",0.8903537392616272,VH
882,green bean vanilla wonderful black honey ice drinking orange cold iced indiv lemon caffeine refresh,['drink'],"['beverage', 'drink', 'recipe']",0.825414220492045,VH
893,organic natural real expensive high syrup artificial sweetener pleased flour wheat corn chemical maple preservative,['natural'],"['food industry', 'organic food']",0.4318144619464874,M
894,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,"['digestive issues', 'digestive issues']","['milk', 'food']",0.5914495289325714,M
895,nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar,"['snacks', 'snacks']","['salt', 'sea food']",0.5924277007579803,M
897,different hot many available others salad name creamy choose dress way curry paste although table,"['salad', 'salad']",['cooking'],0.6302863359451294,H
900,top family nut plus extra apple cake mixed egg hit share raspberry mess banana travel,['baking'],['food'],0.6093968152999878,H
901,mix cream ice strawberry pour pancake waffle muffin recipe pomegranate frozen grainy lollipop margarita fluffy,"['desserts', 'desserts']","['sweet', 'sweet food', 'recipe']",0.6584970355033875,H
904,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple,['natural'],['syrup'],0.5454602241516113,M
906,item deal glad shop anymore become donut many supply disappoint sampler kill costco retail two,"['shopping', 'shopping']",['item'],0.6218425631523132,H
917,package fresh item receive rice arrive gift white disappointed fast noodle awesome return customer service,['gift'],['deliver service'],0.7783390283584595,H
923,chicken meat vegetable purchasing hazelnut test we're steak real vegetarian grill enjoy gloria rub exception,['cuisine'],"['cooking', 'food']",0.8235337734222412,VH
924,back wonderful new home change next amaze issue thank left lose difficult office fantastic anywhere,['transition'],['move'],0.8609614968299866,VH
925,rice meal ginger content contain sprinkle dinner cooked thai snap they've fairly palm breast might,['thai food'],['food'],0.6564659476280212,H
931,pack variety roast com dark www http href keurig k-cups bold pod french wife k-cup,['coffee'],['keurig coffee'],0.8507913947105408,VH
932,cooky cookie raspberry mouth thin brownie fudge xylitol package oreo think gooey creme pan soft,['sweets'],"['cookie', 'snack', 'cooky']",0.7310810287793478,H
936,might drinking aftertaste mild espresso beverage straight weird sound sip latte guest appeal however pleasant,['coffee'],"['coffee', 'coffee']",1.0,VH
945,purchase item happy receive arrive company around ship see place date throw exactly call sent,"['shopping', 'shopping']",['shipping'],0.7426776885986328,H
946,chew pod bone pound toy mouth puppy play last creamer around minute rawh senseo two,['puppy'],['chew'],0.49398380517959595,M
948,far butter peanut we've supermarket reasonable consistency recently newman's walmart blow hopefully they'd apricot toddler,['groceries'],['grocery shopping'],0.8715783357620239,VH
949,water sugar drink bottle calorie low fat syrup add juice high powder serve protein mix,['beverages'],"['drink', 'drink']",0.8226040601730347,VH
950,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian exception by-product grill breast supplier,['cuisine'],"['grocery', 'recipe']",0.714181125164032,H
951,ingredient natural list special contains raw berry china usa book herb label gross prov report,['health'],['ingredient'],0.5928144454956055,M
952,dark full away roast rich flavorful extremely double drinker steep magic drank half selection odd,"['coffee', 'coffee']",['drink'],0.6800296306610107,H
954,need clean result cheap vet basically still issue seem breath greenies pet high digestive dental,['pet care'],"['pet dentist', 'clean', 'veterinary']",0.6184467772642771,H
956,cheese bread bake homemade spread slice spoon toast fry onion direction sandwich oven follow usual,['baking'],['bake'],0.8365317583084106,VH
957,less calorie protein amount low fat fiber weight sodium gram substitute carbs lower lose diet,"['weight loss', 'weight loss']","['diet guide', 'healthy lifestyle']",0.43293143808841705,M
959,vanilla deal smooth brew several machine french maker shop sample espresso pot two house drinker,"['coffee', 'coffee']",['drinker'],0.5876790881156921,M
960,green protein powder vitamin meal mixed soy pouch shake contains fiber splenda nutrition matcha form,['protein'],['food'],0.647136926651001,H
961,think know since review smell bad people another i'll may read dec reviewer might batch,['review'],"['think', 'analyze']",0.8801665008068085,VH
964,quite bread recipe wish melt stock baking stir certainly homemade bake awful stuck gluten-free moist,['baking'],"['kitchen', 'cooking', 'cook']",0.7935601870218912,H
968,bottle shipping available plastic everyone offer pleased delivery glass lemon seller mint sample purchasing peach,['packaging'],"['bottle', 'commerce']",0.7719159126281738,H
970,sauce cheese bread salad flour chili stir garlic pancake dip baking dress pork pizza mill,['cooking'],"['bread', 'food']",0.7508477568626404,H
972,son skin okay mom gas truffle winter strength station since grown english workout suck slow,['winter'],['family'],0.511381208896637,M
975,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,"['snacks', 'snacks']",['food'],0.7841410636901855,H
976,market pasta difference noodle stomach brown hold cook sour mean soda coat upset nicely folk,['food'],['food'],1.0,VH
978,oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle,['health'],"['skin', 'body']",0.6341961920261383,H
981,protein coconut gram fiber carbs fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol hemp,['healthy ingredients'],['diet'],0.5828479528427124,M
982,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,['cooking'],['leftover soup'],0.5499064922332764,M
985,green powder vitamin supplement form teaspoon tablespoon nutritional smoothie outstanding grass protein calcium hemp mineral,"['health', 'health']","['supplement', 'beverage', 'vitamin']",0.6738151510556539,H
987,bar butter peanut nut almond granola yogurt oat raisin cashew quaker walnut bran graham flax,['breakfast'],"['breakfast', 'nut bar', 'oat']",0.6565964818000793,H
988,snack bar sweet cooky cereal delicious butter peanut texture tasty healthy nut fruit mix bread,"['snacks', 'snacks']","['snack', 'food', 'snack']",0.8939382235209147,VH
989,milk n't start diet stomach soy substitute shake sensitive nasty upset dissolve usually zero allergic,"['digestive issues', 'digestive']",['milk'],0.5434795618057251,M
990,cooky cookie mouth raspberry thin brownie fudge xylitol bite oreo creme think pan gooey soft,['sweets'],['cookie'],0.7918223142623901,H
991,anyone son super oatmeal body skin okay pure fall heard mom gas wash improve seriously,['health'],['oatmeal'],0.33445993065834045,M
992,favorite oil ever popcorn black far spice pop season cooking olive salad chai top garlic,['cooking'],"['food', 'favorite oil']",0.5840712636709213,M
998,oil salt chew energy help gum bone hair body toy olive skin blue magnesium night,"['health', 'health']",['nutrition growth energy'],0.6199632883071899,H
999,favorite oil popcorn black spice pop season cooking olive salad chai top garlic lover sprinkle,['cooking'],"['cooking', 'food']",0.8976047933101654,VH
1000,money value bulk difficult okay quantity msg bacon number unique what's jasmine spent glutamate monosodium,['food'],['msg'],0.4001629054546356,M
1007,diet feed change pet vet switch wellness formula kibble eats crazy allergy science grain research,['pet care'],['diet'],0.45228350162506104,M
1012,feel hour energy effect work shot pizza boost felt lack crust favor faster ent stay,['energy'],['energy drink'],0.7367005348205566,H
1019,hot milk cold stomach diet substitute shake warm sensitive soy nasty dissolve upset pain dairy,"['digestive issues', 'digestive issues']","['milk', 'cold']",0.5514920651912689,M
1020,piece sell deal market glad online break hop teeth unfortunately surprised packaging flour bulk whole,"['online marketplace', 'marketplace']","['sell', 'sale of good']",0.47986531257629395,M
1025,green protein powder blue body vitamin soy daily magnesium normal fiber blood source splenda supplement,['health'],"['supplement', 'vitamin']",0.6873324811458588,H
1028,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward prime drinking count,['drinks'],"['shipping', 'buy beverage']",0.7296670079231262,H
1029,feel health notice normal benefit lower person particular trouble heart gummy consume birthday crisp tasteless,"['health', 'health']",['healthy diet'],0.6885167956352234,H
1031,big nut plus extra fan etc mixed hit dessert flavour car cashew thats walnut soooo,"['dessert', 'dessert']",['flavour'],0.6216431856155396,H
1032,green powder amaze vitamin grow aroma matcha form teaspoon supplement tablespoon leaf extract protein milk,['matcha'],"['matcha', 'vitamin']",0.7559748888015747,H
1039,sauce rice meal cook soy dish thick dinner cooked brown simple sprinkle consistency restaurant slice,['cooking'],"['dinner', 'sauce', 'cooking process']",0.775567094484965,H
1041,ingredient natural list special contains raw berry china label usa book herb prov gross site,['health'],"['cooking', 'cooking recipie']",0.45765426754951477,M
1043,cooky cookie raspberry thin brownie agree oreo fudge think gooey crumbly texture package soft enough,['desserts'],"['dessert', 'cooky']",0.8160688877105713,VH
1047,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,['food'],['peanut'],0.4794342517852783,M
1053,say feel pretty star worth money that's juice orange especially mind soda waste five instant,['popularity'],"['beverage', 'drink']",0.6341284513473511,H
1057,cost bpa general consumer drive refill effective woman liter per sadly sodastream tomato synthetic rate,['sustainability'],"['agriculture', 'grocery shopping']",0.3829805701971054,M
1060,year old save soup awesome subscribe ago carry area chili discover tomato stock bpa since,['cooking'],['save'],0.6032911539077759,H
1062,green powder vitamin supplement form teaspoon tablespoon nutritional organic grass smoothie protein hemp mineral outstanding,"['health', 'health']","['nutritional', 'medicine', 'vitamin']",0.7097945610682169,H
1064,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,['celebration'],['cookie'],0.4842614531517029,M
1065,sauce spicy noodle kick heat lime restaurant hot pepper chili asian ramen jasmine wasabi bbq,"['noodles', 'noodles']",['food and restaurant'],0.5151152610778809,M
1067,bar yummy cinnamon crunchy granola crunch yogurt blueberry combination addict chewy tart raisin almond flake,['breakfast'],['yummy'],0.46600013971328735,M
1069,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,"['baking', 'baking']","['cooking', 'homemade bread']",0.7819998264312744,H
1073,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,"['online shopping', 'online']","['pay per online', 'e commerce']",0.7430546283721924,H
