,true,model,wordset,model_num,true_num
816,bad,good,curve jeff create curious libertarian choice rich fantasy phil dollar integra free scott hold drug,2,-2
819,bad,good,cwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape,2,-2
820,rather_bad,bad,cwru freenet mike cleveland koresh previous stand stephen ryan story guess joke wave tape nothing,-2,-1
821,bad,bad,cwru koresh freenet cleveland mike guess previous stand stephen story ryan nothing wave joke ever,-2,-2
822,bad,good,cwru koresh freenet cleveland mike previous guess stand stephen story ryan nothing joke wave ever,2,-2
823,rather_bad,bad,cwru machine comment cleveland freenet math contact programmer type comp tony xfree anonymous general desktop,-2,-1
824,bad,bad,cwru machine comment math cleveland freenet contact programmer tony type comp xfree previous anonymous dept,-2,-2
825,bad,good,cwru machine math comp cleveland freenet programmer contact comment tony vote type netcom xfree email,2,-2
826,bad,good,cwru machine math comp cleveland freenet programmer tony contact comment vote type netcom xfree email,2,-2
827,rather_bad,good,cwru math comp machine freenet cleveland tony programmer contact vote comment type peter netcom xfree,2,-1
828,rather_bad,good,cwru math machine comp freenet cleveland programmer tony contact vote comment type netcom xfree peter,2,-1
829,bad,bad,cwru mike freenet cleveland previous stephen stand ryan joke story koresh guess wave tape funny,-2,-2
830,bad,good,cwru mike freenet cleveland previous stephen stand ryan joke story koresh wave funny student tape,2,-2
831,bad,good,cwru peter freenet math comp cleveland tony vote programmer contact machine type comment misc previous,2,-2
832,bad,bad,cycle command prof arizona duty ering boot bison response derek victor xputimage stan symposium dealership,-2,-2
839,rather_good,good,dead body town duke shot kill mountain azeri soviet azerbaijan child massacre azerbaijani force helicopter,2,1
840,good,good,dead body town shot duke professor mountain azerbaijan soviet massacre azeri kill escape azerbaijani region,2,2
887,neutral,good,directory unix email comp package export user workstation graphics library distribution info hardware keyboard cview,2,0
888,bad,bad,disclaimer lost james chris weight behanna navy callison bird pack baby houston uoknor init uniform,-2,-2
889,rather_bad,good,discussion newsgroup utexas vote topic misc electric ccwf philip uiuc irvine newsgroups appropriate stove brent,2,-1
890,rather_bad,good,discussion newsgroup utexas vote topic misc electric ccwf philip uiuc irvine newsgroups appropriate stove followup,2,-1
891,bad,good,discussion newsgroup vote topic misc electric uiuc irvine philip creation utexas angry stove newsgroups others,2,-2
892,bad,good,discussion newsgroup vote topic misc electric uiuc philip irvine utexas creation newsgroups stove angry brent,2,-2
893,rather_bad,good,discussion newsgroup vote topic misc electric utexas philip irvine uiuc newsgroups creation stove brent angry,2,-1
894,rather_bad,bad,discussion vote newsgroup misc uiuc electric irvine angry creation others topic brent stove suggest mike,-2,-1
895,bad,bad,discussion vote newsgroup uiuc misc electric irvine angry others creation brent stove topic suggest mike,-2,-2
896,bad,bad,discussion vote newsgroup uiuc misc electric irvine others angry creation brent stove suggest topic mike,-2,-2
897,bad,bad,discussion vote newsgroup uiuc misc electric irvine others brent angry ever creation mike suggest else,-2,-2
898,good,good,disease doctor discussion patient cand test treatment yeast infection ence quack body cause sinus others,2,2
899,good,good,disease doctor discussion patient cand test treatment yeast infection ence quack body others cause sinus,2,2
900,good,good,disease doctor patient treatment cand test discussion yeast cause infection medicine body treat medical symptom,2,2
901,good,good,disease food medical doctor patient health treatment cancer cand blood medicine study treat infection symptom,2,2
902,good,good,disease food medical doctor patient health treatment cancer cand blood study medicine treat center symptom,2,2
903,good,good,disease medical food doctor patient health treatment cancer cand blood study medicine treat center infection,2,2
904,good,good,disease patient treatment body medicine doctor study infection cause medical cand vitamin ence yeast cure,2,2
905,good,good,disk card scsi driver speed apple memory monitor fast machine controller port mode chip board,2,2
906,rather_good,good,disk card scsi driver speed fast apple controller machine memory monitor port chip board sound,2,1
907,good,good,disk card scsi driver speed fast apple monitor memory machine controller port chip mode board,2,2
908,good,good,disk card scsi speed driver fast controller apple machine memory port chip monitor board sound,2,2
909,good,good,disk card scsi speed driver fast controller port chip machine board sound memory apple modem,2,2
910,bad,bad,disk israeli controller turkish child tape news bios allow village arab type wrong several head,-2,-2
911,neutral,bad,disk memory tape error floppy boot instal swap backup load install running device adaptec internal,-2,0
912,good,good,disk memory tape error floppy instal boot internal running swap backup crash install machine works,2,2
913,good,good,disk memory tape error instal floppy boot load swap install backup running crash device internal,2,2
914,good,bad,disk memory tape floppy boot error instal swap backup internal upgrade running install access adaptec,-2,2
915,good,good,disk memory tape floppy boot error swap apple backup cache upgrade access adaptec install running,2,2
916,rather_good,good,disk memory tape floppy boot error swap backup apple upgrade instal access cache install running,2,1
917,good,bad,disk memory tape scsi floppy error swap boot driver adaptec upgrade access cache cards install,-2,2
918,good,good,disk scsi card speed controller port fast board chip modem floppy machine upgrade cable switch,2,2
919,rather_good,good,disk scsi card speed controller port fast board modem floppy chip image machine upgrade cable,2,1
920,good,good,disk scsi card speed driver fast controller port chip board machine sound modem floppy cable,2,2
921,good,good,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,2,2
922,good,good,disk scsi card speed fast controller port chip board driver machine modem floppy upgrade cable,2,2
923,good,good,disk scsi card speed fast driver controller port chip board machine sound modem floppy cable,2,2
924,good,bad,disk scsi controller card modem floppy chip port speed interface motherboard serial clock bios board,-2,2
925,good,bad,disk scsi controller card modem floppy port chip speed interface motherboard bios serial fast cache,-2,2
926,good,bad,disk scsi controller card modem floppy port chip speed interface motherboard serial bios fast cache,-2,2
927,neutral,bad,disk scsi controller card modem floppy port chip speed interface motherboard serial clock bios fast,-2,0
928,neutral,bad,disk scsi controller port board floppy card modem interface motherboard transfer serial bios boot speed,-2,0
929,good,bad,disk scsi controller port board floppy card modem motherboard interface transfer serial bios boot speed,-2,2
930,good,good,disk scsi controller port card floppy fast speed board interface bios transfer mode standard chip,2,2
931,good,good,disk scsi controller port card floppy speed fast board mode interface bios transfer serial boot,2,2
932,good,good,disk scsi controller port card floppy speed fast board mode interface bios transfer serial chip,2,2
933,neutral,good,disk scsi controller port floppy card board speed fast mode interface modem bios serial transfer,2,0
934,good,good,disk scsi controller port floppy card fast speed board mode interface bios transfer serial chip,2,2
935,good,good,disk scsi controller port floppy card speed board fast mode interface bios transfer serial modem,2,2
936,rather_good,good,disk scsi controller speed fast mode card floppy tape switch port board standard chip interface,2,1
937,good,bad,disk scsi memory tape error swap driver floppy adaptec controller cause aspi islam works directory,-2,2
938,good,good,disk scsi speed card controller fast port board modem floppy chip cable upgrade switch image,2,2
939,good,good,disk scsi speed card fast controller port board chip modem floppy upgrade cable driver switch,2,2
940,good,good,disk scsi speed card fast controller port chip board driver modem floppy cable upgrade switch,2,2
941,good,good,disk scsi speed card fast controller port chip board modem driver floppy cable upgrade switch,2,2
942,good,good,disk scsi speed card fast controller port chip driver board modem floppy machine sound cable,2,2
943,good,good,disk scsi speed controller fast port card mode chip floppy board switch modem standard interface,2,2
944,good,good,disk scsi speed controller fast port card mode floppy chip board switch modem standard interface,2,2
945,good,good,disk scsi speed controller fast port card mode floppy chip switch board standard modem interface,2,2
946,good,good,disk scsi speed controller fast port card mode floppy switch board chip standard modem interface,2,2
947,good,bad,disk scsi tape memory driver swap floppy adaptec error controller aspi cause works boot directory,-2,2
948,bad,good,disk season font entry white pick israeli rule child kind april email brad tape nothing,2,-2
949,good,bad,disk tape memory error floppy boot swap backup install adaptec device instal running works config,-2,2
950,good,bad,disk tape memory floppy error swap boot backup adaptec install scsi works driver running device,-2,2
951,good,bad,disk tape scsi memory swap floppy error driver adaptec boot works cause aspi install access,-2,2
952,good,good,display application server motif window screen resource mouse manager running xterm memory error subject converter,2,2
953,bad,good,distribution bill port modem serial stratus connect keywords special packet dale several william rocket interrupt,2,-2
954,bad,good,distribution public several insurance free driver require build internet cause week standard science image found,2,-2
955,neutral,good,division care married clipper company berkeley forsale industry trade build business library access email become,2,0
956,good,good,doctor disease cause treatment patient medicine cand symptom effects yeast medical infection body study vitamin,2,2
957,good,good,doctor disease cause treatment patient medicine cand symptom yeast effects body medical infection vitamin study,2,2
958,good,good,doctor disease patient treatment blood treat cause cand yeast medicine symptom test infection physician pain,2,2
959,good,good,doctor disease patient treatment cand cause test treat yeast medicine blood medical body symptom infection,2,2
960,good,good,doctor disease patient treatment cand cause test yeast treat medicine discussion body infection medical blood,2,2
961,good,good,doctor disease patient treatment cand cause treat test yeast medicine blood medical symptom body ence,2,2
962,good,good,doctor disease patient treatment cand medical blood medicine treat cause test yeast physician symptom infection,2,2
963,good,good,doctor disease patient treatment cand medical blood medicine treat cause yeast physician body infection symptom,2,2
964,good,good,doctor disease patient treatment cand medical medicine blood treat cause test yeast physician body symptom,2,2
965,good,good,doctor disease patient treatment cand treat cause test medicine yeast blood symptom medical ence body,2,2
966,good,good,doctor disease patient treatment treat blood cause cand medicine yeast pain symptom test infection physician,2,2
967,good,good,doctor disease patient treatment treat blood cause cand pain medicine yeast symptom test infection physician,2,2
968,good,good,doctor disease patient treatment treat cause cand blood test medicine yeast symptom medical infection ence,2,2
969,good,good,doctor patient disease cand treatment medical blood medicine treat cause yeast physician body infection anti,2,2
970,good,good,doctor patient disease cand treatment medical blood medicine treat yeast cause physician suck anti infection,2,2
982,good,good,driver card memory machine running sound cards error simms instal anybody fine works check wonder,2,2
983,neutral,good,driver card memory running machine anybody sound tape error instal simms upgrade mouse works cards,2,0
984,bad,good,driver card memory running machine sound anybody error instal simms tape cards fine works upgrade,2,-2
985,rather_bad,good,driver card memory running machine sound anybody error instal tape simms cards works fine upgrade,2,-1
986,bad,good,driver card memory running machine sound anybody error tape instal simms cards works fine upgrade,2,-2
987,bad,good,driver card memory running machine sound anybody tape error instal simms upgrade works cards fine,2,-2
988,good,good,driver card memory running machine sound cards error instal simms anybody fine works check utexas,2,2
989,rather_bad,good,driver card memory running machine sound error anybody instal simms cards fine works utexas check,2,-1
990,rather_bad,good,driver card memory simms cards crash battery gateway backup diamond tower accelerator error boot tape,2,-1
991,rather_bad,good,driver card memory simms cards crash battery gateway backup diamond tower accelerator tape error boot,2,-1
992,good,good,driver card memory sound mode running machine cards instal utexas monitor gateway crash backup color,2,2
993,rather_bad,good,driver card memory sound running machine cards mode utexas instal crash gateway backup diamond latest,2,-1
994,good,good,driver card memory sound running machine mode cards instal utexas crash gateway backup diamond latest,2,2
995,good,good,driver card memory sound running mode machine cards instal utexas gateway crash backup color monitor,2,2
996,bad,good,driver card picture next week sleeve mode cause nothing today kind small three given maybe,2,-2
997,neutral,bad,driver card sound cards mode utexas light diamond machine gateway accelerator latest running austin crash,-2,0
998,bad,bad,driver card sound cards mode utexas machine light diamond gateway latest accelerator running austin crash,-2,-2
999,bad,bad,driver card sound cards utexas light mode machine diamond gateway latest accelerator running austin crash,-2,-2
1000,bad,bad,driver card sound light cards machine utexas diamond gateway mode running latest crash accelerator austin,-2,-2
1001,rather_bad,good,driver card sound light gateway running crash machine mark copy memory else black left disk,2,-1
1002,bad,bad,driver card sound light machine cards utexas diamond gateway mode running latest crash accelerator austin,-2,-2
1003,rather_bad,good,driver card sound memory running cards machine crash light utexas gateway backup diamond latest copy,2,-1
1004,good,good,driver card sound memory running machine cards crash utexas gateway backup diamond mode instal latest,2,2
1005,rather_bad,good,driver sound card light crash latest gateway running machine diamond channel check stereo speaker quick,2,-1
1006,neutral,good,driver sound card light crash latest gateway running machine diamond check channel stereo quick speaker,2,0
1007,neutral,good,driver sound card light crash latest running gateway machine anybody stereo channel check diamond speaker,2,0
1008,rather_bad,good,driver sound card light crash running latest gateway anybody machine stereo channel speaker instal check,2,-1
1009,rather_bad,good,driver sound card light latest gateway diamond stealth crash download cica quick check site novell,2,-1
1010,bad,good,driver sound card light latest gateway diamond stealth download cica check site quick novell ultra,2,-2
1011,neutral,bad,driver sound card mode cards utexas diamond gateway accelerator latest austin vesa svga cica stealth,-2,0
1012,bad,good,driver sound running anybody memory wonder error fine works appreciate check tape machine sorry utexas,2,-2
1014,bad,bad,drug care health country market company america money columbia somalia bastard gary perry dave send,-2,-2
1015,bad,good,drug cheap dollar bunch jeff average rich screw crack curve reliable silly curious alcohol production,2,-2
1016,rather_bad,good,drug cheap dollar jeff bunch average rich screw crack curve reliable curious silly alcohol production,2,-1
1017,good,bad,drug country land health jewish germany child research political nazi arab care policy german center,-2,2
1018,rather_good,good,drug country nazi child german anti care germany political party jewish society research policy insurance,2,1
1019,bad,good,drug country nazi german anti germany party care society political insurance child freedom jewish hitler,2,-2
1020,good,good,drug country nazi german anti germany party society insurance political freedom care free child hitler,2,2
1021,good,good,drug country nazi german anti germany party society political insurance care child freedom jewish free,2,2
1022,good,good,drug country nazi german anti society party germany insurance political freedom care free hitler social,2,2
1023,good,good,drug country nazi german freedom political jewish party society hitler anti gene liberal social minority,2,2
1024,good,good,drug country nazi german party freedom political society hitler jewish race anti germany gene liberal,2,2
1025,good,good,drug country nazi german party freedom political society jewish hitler race anti social gene germany,2,2
1026,good,good,drug court legal police illegal laws charge property federal lawyer civil officer francisco arrest anti,2,2
1027,good,good,drug court legal police illegal laws charge property federal lawyer francisco civil hate arrest anti,2,2
1028,good,good,drug court legal police illegal laws charge property hate federal francisco lawyer anti civil angeles,2,2
1029,bad,good,drug court love property hate laws police legal park francisco anti money charge inner wagon,2,-2
1030,bad,good,drug dollar jeff curious curve fantasy money result crack extra spend choice split perhaps rich,2,-2
1031,bad,good,drug dollar money curve choice illegal crack rich libertarian jeff legal alarm screw curious spend,2,-2
1032,bad,good,drug dollar money rich illegal curve jeff choice crack cheap screw legal average curious spend,2,-2
1033,bad,good,drug jeff curious dollar money curve rich fantasy result crack extra split average spend perhaps,2,-2
1034,bad,good,drug jeff rich money curious average dollar result thomas split curve fantasy extra crack reliable,2,-2
1035,bad,good,drug jeff thomas rich average curious money dollar curve fantasy crack result reliable split extra,2,-2
1036,neutral,good,drug jeff thomas rich curious average money curve dollar fantasy crack result reliable split extra,2,0
1037,rather_bad,good,drug libertarian curve choice result reading dollar fantasy hold free rational mark centaur spend create,2,-1
1038,neutral,good,drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free,2,0
1039,bad,good,drug libertarian hold curve reading choice free fantasy create centaur result rational mark fulk graphics,2,-2
1040,rather_bad,good,drug libertarian hold email graphics create free copy mark fulk reading looking curve choice getting,2,-1
1041,rather_bad,good,drug libertarian hold email graphics create free copy mark looking reading fulk getting curve choice,2,-1
1042,rather_bad,good,drug love court property laws police park francisco hate choose money anti wagon berkeley head,2,-1
1043,good,good,drug money dollar cheap jeff rich average illegal screw crack choice curve spend legal easy,2,2
1044,rather_bad,good,drug money dollar cheap jeff rich illegal screw average crack curve choice legal spend reliable,2,-1
1070,bad,good,duke armenia child turkish remember genoc soviet kill azerbaijan road away azeri massacre serve center,2,-2
1071,bad,bad,duke remember econ risc acpub genoc road child soviet intel dock infante cisc kill serve,-2,-2
1072,bad,good,duke remember risc intel instruction reduce road face andrew cica reading architecture clone address instructions,2,-2
1073,bad,bad,duke risc intel remember road reduce architecture cica acpub dock econ face infante cisc reading,-2,-2
1074,bad,bad,duke risc remember instruction intel reduce road cica face architecture reading address andrew acpub brian,-2,-2
1075,good,good,earth orbit mission nasa moon satellite lunar spacecraft probe mars solar launch shuttle project flight,2,2
1076,good,good,earth orbit nasa mission moon satellite lunar shuttle launch spacecraft probe flight mars solar project,2,2
1077,good,good,earth orbit nasa mission moon satellite shuttle lunar launch flight spacecraft probe mars solar project,2,2
1078,good,good,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planet,2,2
1079,good,good,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planetary,2,2
1080,bad,bad,east ryan wave green bike horse udel roby mirror foot jonathan jerry nine levine jody,-2,-2
1081,bad,bad,east ryan wave green bike udel roby mirror foot born jerry story nine jonathan camera,-2,-2
1087,rather_bad,good,ence agree free maybe quote given kind distribution bill ever small human create accept death,2,-1
1088,rather_bad,good,ence food study belief existence language natural understand argument animal death atheist rochester nothing sense,2,-1
1089,rather_bad,good,ence food study natural language effects animal cause rochester humans disease effect brain nothing theory,2,-1
1090,rather_bad,good,ence study food language natural cause animal humans existence belief effects rochester nothing theory understand,2,-1
1091,good,good,encryption chip clipper phone security secure escrow technology privacy encrypt agency protect enforcement algorithm public,2,2
1092,good,good,encryption chip clipper security escrow phone secure algorithm technology encrypt agency privacy public enforcement protect,2,2
1093,good,good,encryption chip clipper security escrow secure agency technology encrypt privacy enforcement algorithm protect secret crypto,2,2
1094,good,good,encryption chip clipper security escrow secure phone algorithm technology encrypt agency privacy public enforcement protect,2,2
1095,good,good,encryption chip clipper security escrow secure privacy encrypt technology agency algorithm phone enforcement message public,2,2
1096,good,good,encryption chip clipper security phone escrow secure encrypt technology agency privacy algorithm enforcement public protect,2,2
1097,good,good,encryption chip clipper security phone privacy public algorithm secure escrow message agency technology encrypt enforcement,2,2
1098,good,good,encryption chip clipper security phone privacy public algorithm secure escrow message encrypt agency technology secret,2,2
1099,good,good,encryption chip clipper security phone secure escrow privacy algorithm encrypt agency technology public enforcement protect,2,2
1100,good,good,encryption chip clipper security phone secure escrow privacy encrypt technology agency algorithm public protect enforcement,2,2
1101,good,good,encryption chip clipper security phone secure escrow privacy encrypt technology algorithm agency public enforcement protect,2,2
1102,good,good,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,2,2
1103,good,good,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,2,2
1104,good,good,encryption chip clipper security phone secure escrow technology encrypt privacy agency algorithm protect enforcement public,2,2
1105,good,good,encryption chip clipper security phone secure escrow technology encrypt privacy agency protect enforcement algorithm public,2,2
1106,good,good,encryption chip clipper security privacy escrow algorithm secure encrypt public secret enforcement agency crypto technology,2,2
1107,good,good,encryption chip clipper security privacy escrow algorithm secure encrypt secret public enforcement agency crypto technology,2,2
1108,good,good,encryption chip clipper security privacy escrow encrypt technology agency enforcement message phone algorithm protect secure,2,2
1109,good,good,encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,2,2
1110,rather_bad,good,encryption chip clipper security privacy phone public secure algorithm escrow encrypt agency secret technology protect,2,-1
1111,rather_good,good,encryption chip clipper security privacy phone public secure escrow algorithm encrypt agency secret technology protect,2,1
1112,good,good,encryption chip privacy escrow encrypt security clipper enforcement message agency technology device serial devices phone,2,2
1118,rather_good,good,engine detector radar lock model foot station rocket rock exhaust pound break injury pressure record,2,1
1119,good,good,engine detector radar model foot rock rocket exhaust pound station injury small pressure record motor,2,2
1120,neutral,good,engine detector radar model foot rocket rock exhaust small pound station injury phone pressure motor,2,0
1121,good,good,engine detector radar model station foot rocket rock lock exhaust pound injury small record pressure,2,2
1122,good,good,engine lock detector radar station model foot break rocket rock pound head exhaust injury pressure,2,2
1123,good,good,engine lock radar detector station model break foot head injury pound pressure rock exhaust rocket,2,2
1124,bad,good,engine lock station detector radar model break foot option head rocket rock pound pressure injury,2,-2
1125,rather_good,good,engine model lock radar band detector exhaust rocket motor foot steal sport tune sdsu wagon,2,1
1126,good,good,engine model lock rocket band exhaust foot pressure steal motor cable short cylinder liter stage,2,2
1127,good,good,engine model radar band lock rocket detector foot exhaust motor steal pressure sport phone sdsu,2,2
1128,rather_good,good,engine model radar lock band detector rocket foot exhaust motor steal sport pressure cable sdsu,2,1
1129,rather_good,good,engine model radar lock band detector rocket foot exhaust motor steal sport pressure sdsu cable,2,1
1130,neutral,good,engine model rocket band lock foot exhaust pressure motor cable phone radar stage steal short,2,0
1131,bad,good,engine modem phone free display level turkish model force head disk news angmar always cable,2,-2
1132,rather_bad,good,engine modem phone rocket model yeast display level friend free head experience wave front cable,2,-1
1133,rather_good,good,engine modem rocket model phone foot radar level cable flight band exhaust stage motor short,2,1
1134,bad,good,engine modem rocket model phone level cable flight angmar wave foot short cosmo head stage,2,-2
1135,bad,good,engine modem rocket phone model yeast level friend radar rock foot head motor sdsu band,2,-2
1136,bad,good,engine radar detector model foot rocket rock exhaust small pound phone injury station motor pressure,2,-2
1137,rather_bad,good,engine radar rocket model detector rock foot phone exhaust motor small injury pound band yeast,2,-1
1138,neutral,good,engine rocket model modem phone foot band radar exhaust cable motor pressure stage level flight,2,0
1139,bad,good,engineer newspaper holland chapter staff douglas princeton tempest colostate senior executive jose nixon phoenix chemical,2,-2
1140,bad,bad,engineering music motorcycle letter weaver bruce chuck japanese flame membership cooper member student steven club,-2,-2
1141,bad,bad,engineering music motorcycle letter weaver japanese member flame chuck bruce membership student engineer denizen club,-2,-2
1157,bad,bad,entry launch remark rule satellite european build contest player test francis given author canadian cipher,-2,-2
1158,bad,good,entry launch rule build commercial european market satellite output remark contest size development contract project,2,-2
1159,rather_bad,good,entry launch rule build commercial european market satellite remark contest output size contract canadian development,2,-1
1160,bad,good,entry launch rule build commercial european satellite market remark contest output size canadian contract section,2,-2
1161,bad,good,entry launch rule build european commercial satellite remark market contest output size canadian contract section,2,-2
1162,rather_bad,good,entry launch satellite rule remark build contest given test european player cipher francis become author,2,-1
1163,bad,good,entry launch satellite rule remark build given contest test player european cipher become francis author,2,-2
1164,bad,good,entry rule output build size define remark section test contest check author open francis obfuscate,2,-2
1165,bad,good,entry rule output define size build section remark test contest check author open francis return,2,-2
1166,bad,good,entry rule output remark build contest size define test section check author francis cipher obfuscate,2,-2
1167,bad,bad,eric sport fill train jayne spirit joel yassin father hole soldier creed dance begin celebrate,-2,-2
1168,bad,bad,eric sport fill train jayne spirit joel yassin father soldier hole dance creed begin holy,-2,-2
1169,bad,good,eric sport newspaper weekend oracle begin jayne soldier fill joel stein hole girl jewish yassin,2,-2
1170,bad,good,eric sport weekend oracle newspaper easter jayne stein joel yassin alan girl fill hole begin,2,-2
1171,bad,bad,ering cycle arizona alan communication typical prof scroll signature derek duty small victor bison proud,-2,-2
1172,rather_bad,good,error appreciate info motherboard graphics internet anybody nrhj access mode test type seizure upgrade advance,2,-1
1181,bad,bad,european canadian player food north diet canada league compass names hockey rauser corn seizure major,-2,-2
1182,rather_bad,good,european canadian player hockey compass food league diet image rauser server north corn next names,2,-1
1183,bad,good,european hockey image window player canadian application server distribution compass next machine nothing hope rauser,2,-2
1218,rather_good,good,fast speed move mouse slow somebody robert machine performance clock remember processor pretty jason intel,2,1
1219,bad,bad,father begin hole eric spirit sport jayne soldier joel prayer yassin fill creed holy massacre,-2,-2
1220,bad,bad,father begin hole jayne sport massacre spirit joel soldier yassin creed holy prayer fill oracle,-2,-2
1221,bad,bad,father massacre begin jayne hole sport french soldier oracle russian creed cursor spirit erzurum view,-2,-2
1222,bad,good,father massacre begin russian jayne sport hole joel soldier yassin creed french newspaper erzurum spirit,2,-2
1223,bad,bad,father massacre russian begin jayne sport hole soldier force woman erzurum attack french creed cause,-2,-2
1256,bad,good,feel else everyone maybe sorry quote ever mind reading brian choose thought respond accept hope,2,-2
1270,good,good,fire building child bullet wife burn tear kill washington branch alive wall ians street shot,2,2
1271,rather_bad,good,fire child bullet building kill wife tear burn washington branch alive ians street daughter wall,2,-1
1272,bad,good,fire child kill cause away live woman doctor else remember face week left friend hand,2,-2
1273,bad,good,fire child kill cause live woman away doctor else left remember face friend home week,2,-2
1274,rather_bad,good,fire child washington koresh building compound shot burn agent street tear waco wife branch wall,2,-1
1275,bad,good,fire kill child cause woman live left away doctor food else home friend remember face,2,-2
1276,bad,good,fire washington koresh compound child building burn shot agent street waco tear branch wall ians,2,-2
1277,good,good,firearm bill weapon crime vote handgun news public member anonymous defense criminal laws kent license,2,2
1278,good,good,firearm bill weapon crime vote handgun public laws defense criminal news member washington federal kent,2,2
1279,good,good,firearm crime weapon defense criminal federal handgun bill vote police assault laws court citizen congress,2,2
1280,good,good,firearm weapon auto police safety semi handgun revolver self license house bill rifle dangerous action,2,2
1281,good,good,firearm weapon bill crime vote public laws handgun defense criminal washington federal member carry unite,2,2
1285,good,bad,font character print page printer vice cell beauchaine bobbe code bill blow student bitnet robert,-2,2
1286,bad,good,font character print printer vice page cell bill beauchaine bobbe code blow student robert stay,2,-2
1287,rather_bad,bad,font cross unit gordon soon pitt banks link surrender type skepticism intellect cadre shameful chastity,-2,-1
1288,bad,good,font pitt soon unit gordon cross banks link input output newsreader character current surrender error,2,-2
1289,rather_bad,good,font pitt unit gordon cross output soon input link banks surrender error type current skepticism,2,-1
1290,rather_bad,good,font pitt unit gordon soon cross output input link banks surrender current error skepticism type,2,-1
1291,rather_bad,bad,font pitt unit gordon soon cross output input link banks surrender skepticism newsreader current voltage,-2,-1
1292,rather_bad,good,font pitt unit soon gordon cross banks link input output newsreader surrender current skepticism intellect,2,-1
1293,neutral,bad,font print character page printer vice bitnet postscript cell blow student beauchaine bobbe robert code,-2,0
1294,good,bad,font print character page printer vice cell bitnet blow postscript student beauchaine bobbe code robert,-2,2
1295,good,good,font print printer character bitnet page postscript blow vice type paper text cell printing adobe,2,2
1296,good,good,font printer print character bitnet page postscript blow vice type paper text cell printing adobe,2,2
1297,rather_bad,bad,font soon cross pitt unit gordon banks link surrender type skepticism intellect character cadre shameful,-2,-1
1298,bad,bad,font unit link cross banks gordon pitt surrender soon skepticism type intellect cadre allocation shameful,-2,-2
1299,rather_bad,good,font unit link gordon output input banks cross pitt type surrender soon error skepticism intellect,2,-1
1300,rather_bad,good,font unit pitt gordon link output input banks cross soon surrender type skepticism intellect voltage,2,-1
1301,rather_bad,good,font unit pitt gordon output input link cross banks soon surrender type skepticism intellect voltage,2,-1
1302,good,good,food brain effects gatech reaction study prism taste chinese drink eating diet chemical cause dyer,2,2
1303,neutral,good,food brain effects gatech study reaction prism taste chinese drink eating diet cause chemical substance,2,0
1304,good,good,food disease medical doctor cause health patient report treatment cancer cand blood study center body,2,2
1305,good,good,food disease medical doctor health patient cause study treatment cancer blood pain report medicine cand,2,2
1306,good,good,food disease medical doctor health patient cause treatment report cancer study blood cand medicine body,2,2
1307,good,good,food disease medical doctor patient health treatment cancer blood cand medicine study treat symptom infection,2,2
1308,bad,bad,food ence study language gatech double death animal rochester georgia purdue prism baltimore nothing thought,-2,-2
1309,neutral,good,food ence study natural effects language animal rochester cause humans disease brain effect patient nothing,2,0
1310,bad,good,food gatech language purdue prism double study rochester chinese clarkson georgia ence baltimore atlanta technology,2,-2
1311,bad,good,food gatech rochester purdue prism language taste chinese clarkson double georgia tongue atlanta baltimore restaurant,2,-2
1312,bad,good,food gatech rochester purdue prism taste language chinese clarkson double georgia tongue atlanta ucsd restaurant,2,-2
1313,bad,good,food language gatech study purdue prism double ence georgia rochester clarkson baltimore atlanta chinese technology,2,-2
1314,rather_bad,good,food study effects animal rochester brain ence language natural cause chemical humans effect gatech eating,2,-1
1315,rather_bad,good,food study effects brain animal gatech rochester chemical cause taste prism effect reaction eating chinese,2,-1
1316,good,good,food study effects brain animal rochester cause gatech chemical taste effect prism eating diet chinese,2,2
1317,good,good,food study effects brain animal rochester gatech chemical cause taste effect prism eating reaction diet,2,2
1318,bad,good,food study effects language gatech prism natural brain chinese humans ence cause taste eating animal,2,-2
1319,bad,good,food study effects language gatech prism natural brain ence chinese cause humans taste eating animal,2,-2
1320,bad,good,food study ence bible death belief understand natural animal thought revelation rochester language nothing given,2,-2
1321,rather_bad,good,food study ence effects animal rochester natural language brain cause humans disease effect gatech eating,2,-1
1322,bad,good,food study ence language natural animal humans effects revelation rochester understand gatech double theory nothing,2,-2
1323,bad,good,food study ence language natural animal humans effects revelation rochester understand gatech nothing double theory,2,-2
1324,bad,good,food study ence natural language animal revelation understand humans rochester nothing death theory double thought,2,-2
1325,rather_bad,good,food study language effects natural animal humans gatech ence prism revelation double substance cause brain,2,-1
1326,bad,good,food study language effects natural gatech animal humans ence prism brain cause substance chinese double,2,-2
1327,rather_bad,good,food study language effects natural gatech animal humans ence prism brain substance double cause revelation,2,-1
1328,bad,good,fool saturn liar originator crazy nasa gsfc lawrence lunatic marketing advertising dealy visible billboard seeing,2,-2
