,text,true,model,true_num,model_num
1033,center research virginia nasa internet tiff film contact image maine graphics mike news north conference,bad,good,-2,2
1035,encryption chip clipper security privacy phone public secure algorithm escrow encrypt agency secret technology protect,bad,good,-2,2
1036,image graphics package user unix directory anonymous format library site comp keyboard server contact tool,good,good,2,2
1038,child report picture kaldis ence word news nothing whether send rutgers phone homosexual home today,bad,good,-2,2
1040,turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,good,2,2
1046,left home apartment father mother room door neighbor azerbaijani sumgait woman beat building later crowd,good,bad,2,-2
1047,israel pres israeli encryption public security arab country clipper policy chip attack drug clinton administration,bad,good,-2,2
1048,george vice thor fail informatik jake libertarian employer hamburg bony replace steveh bush spring steve,bad,bad,-2,-2
1050,reference cipher random crypt cryptography attack function security gregg plaintext jaeger public ciphertext algorithm encryption,good,good,2,2
1051,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,good,good,2,2
1054,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,good,bad,2,-2
1057,price cheap islamic speed charge sell phone kent transplant cost agree religious mind rushdie fatwa,bad,good,-2,2
1060,unix resource server directory library user application type terminal release export contrib converter motif running,bad,good,-2,2
1062,engine modem phone rocket model yeast display level friend free head experience wave front cable,bad,good,-2,2
1066,pres press administration russian working official house russia secretary money package summer congress continue talk,bad,good,-2,2
1067,newspaper begin sport oracle soldier massacre joel jayne hole yassin fill weekend jewish father stein,bad,good,-2,2
1069,server application motif window resource client xterm manager display default string patch xlib running type,bad,good,-2,2
1072,turkish muslim turk greek turkey armenia genoc soviet russian history islamic massacre mountain army escape,bad,bad,-2,-2
1073,saturn nasa liar fool crazy dealer gsfc lunatic columbia lawrence advertising dealy billboard marketing price,bad,good,-2,2
1074,israeli arab jewish policy israel research center peace intelligence associate authorities subject strip border population,bad,good,-2,2
1076,mouse week move helmet carry fast speed robert police figure auto live semi jason getting,bad,good,-2,2
1077,turkish armenia henrik unit greek azeri allocation cross turk kill link country live else error,bad,bad,-2,-2
1078,turkish turk greek turkey armenia nazi genoc soviet history russian german today azeri henrik muslim,good,good,2,2
1079,scsi controller disk card interface bios fast feature transfer speed jumper floppy board port rate,good,good,2,2
1081,turkish turkey turk trade pass thought kind face home german subject close turn nazi captain,bad,good,-2,2
1083,entry launch rule build commercial european market satellite remark contest output size contract canadian development,bad,good,-2,2
1085,disk scsi controller card modem floppy port chip speed interface motherboard serial bios fast cache,good,good,2,2
1086,driver card sound cards mode utexas light diamond machine gateway accelerator latest running austin crash,bad,good,-2,2
1087,religion belief atheist faith atheism existence christianity religious ence cannot argument universe strong truth nature,good,good,2,2
1089,ground circuit internet water outlet nist contact connect wire tower distribution site cooling plant email,bad,bad,-2,-2
1093,weapon crime firearm bill laws public criminal defense handgun police vote court federal carry washington,good,good,2,2
1094,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,bad,good,-2,2
1096,south ship island secret british newspaper rutgers nuclear military sport kaldis rockefeller naval easter plan,bad,good,-2,2
1098,michael radio view rutgers associate rock intelligence reflect amateur kaldis georgia covington broadcast express mcovingt,bad,bad,-2,-2
1099,nasa research launch center science earth satellite orbit mission project national technology moon april general,good,good,2,2
1100,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planet,good,good,2,2
1101,religion port batf serial bill company stratus public country able clinton news talk modem washington,bad,good,-2,2
1103,looking friend month uiuc nice battery running week notice stick guess craig home date wonder,bad,bad,-2,-2
1104,woman face wife home city left kill dead child mother days live building apartment father,good,bad,2,-2
1106,window display color screen manager create edge pixel polygon size visual colors depth colormap blue,good,bad,2,-2
1108,disk scsi speed card fast controller port chip board driver modem floppy cable upgrade switch,good,good,2,2
1109,east ryan wave green bike horse udel roby mirror foot jonathan jerry nine levine jody,bad,good,-2,2
1110,attack tank fire buffalo brad ncsu limbaugh cover stand away hernlem hawk fight stop adobe,bad,bad,-2,-2
1115,west suck joke bank thought dream shit beth jacket planet andy ling fake engr attack,bad,bad,-2,-2
1119,cause food medical disease health patient doctor report cand cancer treatment steve body blood infection,good,good,2,2
1121,pres paul homic study kill drug firearm sabbath city laws risk handgun rule death rates,good,good,2,2
1122,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,bad,good,-2,2
1125,thor vice jake george informatik fail libertarian steve employer bony hamburg replace steveh hendricks carter,bad,good,-2,2
1126,science objective frank values morality truth scientific value result wrong word basis body scientist explain,good,good,2,2
1127,drug libertarian curve choice result reading dollar fantasy hold free rational mark centaur spend create,bad,good,-2,2
1131,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,good,good,2,2
1135,turkish turkey turk armenia greek nazi soviet german azeri genoc trade pass azerbaijan escape history,good,good,2,2
1136,science scientific theory dseg experiment result lady scientist hypothesis rational russell organization pyron process research,good,good,2,2
1137,pres money clinton bill koresh business today house administration talk country press working stratus rule,bad,good,-2,2
1138,apple mouse robert fast processor speed move slow clock week pretty microsoft music chicago jason,bad,good,-2,2
1140,ence food study natural language effects animal cause rochester humans disease effect brain nothing theory,bad,good,-2,2
1141,pres administration official congress secretary russian press russia working house continue package summer senator talk,good,good,2,2
1144,firearm bill weapon crime vote handgun public laws defense criminal news member washington federal kent,good,good,2,2
1146,medium tank ticket buffalo liberal limbaugh fire dean white electric irvine hitler black shit stove,bad,bad,-2,-2
1148,paul homic crime laws worship rate sabbath study risk handgun rates death vancouver seattle black,bad,good,-2,2
1149,entry launch rule build european commercial satellite remark market contest output size canadian contract section,bad,good,-2,2
1150,israel israeli kill arab palestinian innocent human country civilian trial peace murder killing lebanon lebanese,good,good,2,2
1152,appreciate info keyboard advance anybody greatly motherboard access error upgrade experience test thank setup graphics,bad,good,-2,2
1153,engine modem rocket model phone level cable flight angmar wave foot short cosmo head stage,bad,good,-2,2
1158,access appear digex henry toronto informatik phone hamburg mass intercon amanda spencer hole bontchev walker,bad,bad,-2,-2
1159,israel israeli jewish arab policy peace research center citizen palestinian gaza east authorities jerusalem movement,good,good,2,2
1161,guess wave roger wrong tape ryan story previous indiana cleveland ottawa coming freenet udel ever,bad,bad,-2,-2
1162,command dealer deal price saturn newsreader ford loss sales small cycle arizona deep ering customer,bad,good,-2,2
1164,science holland probe study earth orbit mission cult clinton lunar methodology scientific star pres tempest,good,good,2,2
1167,anonymous private public news crime server conference internet privacy carry bill paul congress pretty abuse,good,good,2,2
1168,bible religion turkish church belief truth argument faith christ ence muslim greek human word atheist,good,good,2,2
1169,research center washington april national report institute health medical department among virginia page child study,good,good,2,2
1172,weapon firearm auto semi safety police revolver self house handgun child action live citizen bill,good,good,2,2
1173,woman face home city wife child left kill building helmet dead mother apartment live father,bad,good,-2,2
1176,scsi controller fast interface transfer bios speed jumper card feature devices mode standard disk pope,good,good,2,2
1177,picture pain gain stone blah multiple beach dark thread precision safe sleeve path integer alex,bad,good,-2,2
1178,keyboard player roger forward nick maynard scroll gainey richard always finger greg typing hand business,bad,good,-2,2
1181,price apple sell offer monitor sale shipping asking condition model keyboard selling pitt manual original,good,good,2,2
1182,offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title,good,good,2,2
1184,price bike sell phone offer company email sale cheap looking cost send shipping money market,good,bad,2,-2
1185,religion atheist argument religious atheism ence belief existence faith universe statement christianity islam risc theist,good,good,2,2
1186,food study ence language natural animal humans effects revelation rochester understand gatech double theory nothing,bad,good,-2,2
1188,science theory scientific scientist experiment knowledge dseg study result psychology methodology discover hypothesis lady process,good,good,2,2
1189,disk scsi speed card fast controller port chip driver board modem floppy machine sound cable,good,good,2,2
1190,window display screen color manager event create application server pixel draw visual colors size mask,good,bad,2,-2
1191,trade berkeley married care division rick seattle become custom forsale stop rwing uucp scores email,bad,bad,-2,-2
1194,directory unix email comp package export user workstation graphics library distribution info hardware keyboard cview,bad,good,-2,2
1195,price phone sell bike email technology offer company cost internet sale radio send design distribution,good,bad,2,-2
1196,code function muslim text subject null islam error output application research reference open date unix,bad,good,-2,2
1199,cramer clayton free station uunet tool optilink image price service email mine option consent contact,bad,bad,-2,-2
1200,woman building helmet apartment left fire city child azerbaijani water home face charge live later,bad,good,-2,2
1204,launch project next cost commercial week baseball aerospace build column money smoke venture market pretty,bad,good,-2,2
1206,bible church christ truth faith lord catholic scripture father belief christianity heaven hell holy interpretation,good,good,2,2
1207,insurance texas magazine austin coverage motorola indiana miller rent fault total company owner temple flor,bad,bad,-2,-2
1212,hell alaska fool eternal jack motto crazy forever acad liar gene heaven watch adams nsmca,bad,good,-2,2
1213,israel land adam lebanese peace attack pitching lebanon brave catcher arab lopez agree staff average,bad,good,-2,2
1215,ground water food wire engine disease cause light test current patient science study hole henry,bad,good,-2,2
1216,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation passage,good,good,2,2
1218,station cramer uunet mine clayton option optilink consent service phone relations homosexual oracle pyram mutual,bad,good,-2,2
1219,uiuc cwru frank love uucp homosexual chris james thought white hell disclaimer andrew guess cleveland,bad,good,-2,2
1221,mouse doctor hamburg sean symptom informatik sinus quicktime bontchev movie virus test keyboard typing vesselin,bad,bad,-2,-2
1223,objective science values frank morality truth dwyer value subjective word body wrong uucp wonder command,bad,good,-2,2
1225,unit soon font cross pitt gordon banks link surrender skepticism intellect cadre shameful chastity allocation,bad,good,-2,2
1226,doctor disease patient treatment cand medical blood medicine treat cause test yeast physician symptom infection,good,good,2,2
1227,disk scsi speed controller fast port card mode floppy chip switch board standard modem interface,good,good,2,2
1229,internet water uucp uunet bitnet dept paul corp marc tower heat fnal steven plant nuclear,bad,bad,-2,-2
1230,bill distribution port modem serial stratus connect special several packet keywords william rocket interrupt baud,good,good,2,2
1231,henry appear toronto trade digex hole cover black access light level captain star company theory,bad,good,-2,2
1232,nasa earth orbit science mission library launch moon code news access reference shuttle general satellite,good,good,2,2
1234,steve thor vice libertarian uucp steveh cell benefit hendricks beauchaine bobbe print blow fail regulation,bad,good,-2,2
1235,religion belief atheist atheism faith existence ence religious christianity argument cannot statement universe strong prove,bad,good,-2,2
1236,moral objective science morality keith animal frank values scientific humans livesey natural behavior pain south,good,good,2,2
1237,love hell uiuc thought frank objective keith mine ever sorry guess uucp nothing wrong james,bad,good,-2,2
1238,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,good,good,2,2
1240,technology project station development market product services billion commercial cost launch georgia management research produce,good,good,2,2
1242,cand suck infection anti palestinian cause vitamin west doctor body astronaut bias treatment pilot bank,bad,bad,-2,-2
1244,science truth objective absolute frank values knowledge scientific theory value experience agree wrong basis understanding,good,good,2,2
1246,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,bad,good,-2,2
1247,weapon firearm police carry safety auto semi handgun license automatic revolver fire bill section dangerous,good,good,2,2
1248,bible religion turkish church belief truth argument faith christ atheist greek human ence word muslim,good,good,2,2
1249,picture gain pain thread stone blah beach multiple dark precision safe sleeve thomas alex watson,bad,good,-2,2
1253,window display server application memory driver image screen color apple user running monitor mouse machine,good,good,2,2
1254,moral keith animal livesey morality goal solntze imply behavior school community murder saying whether talking,bad,good,-2,2
1257,jeff curve phil scott curious dollar choice rich free integra money create spend bound corp,bad,good,-2,2
1259,marriage care couple married public gainey child ever business administration release technology congress kind live,good,good,2,2
1262,homosexual cramer male sexual clayton gatech prism hell houston navy rose behanna atlanta optilink homosexuality,bad,bad,-2,-2
1267,andrew lost disclaimer james chris columbia navy behanna callison houston bird pack init uoknor gary,bad,bad,-2,-2
1268,disk scsi speed controller fast port card mode floppy chip board switch modem standard interface,good,good,2,2
1270,news email anonymous service usenet message network internet newsgroup discussion electronic colorado member conference user,good,good,2,2
1271,hell alaska eternal liar motto main acad crazy camera watch create nsmca able lunatic oakland,bad,bad,-2,-2
1272,crime criminal public commit self knife indiv defense violent kill murder firearm parent death drink,good,good,2,2
1273,objective values science frank truth morality email body word talk wonder dwyer looking child left,bad,good,-2,2
1275,woman child fire left kill building home dead away father azerbaijani tank apartment azeri live,good,good,2,2
1279,population israeli arab bullet thousand border policy daughter slaughter wife switzerland child authorities kill muslim,bad,good,-2,2
1281,nasa earth anonymous code orbit mission science library moon news access reference graphics command general,good,good,2,2
1284,israel israeli arab jewish peace attack civilian palestinian lebanese lebanon occupy village soldier human kill,good,good,2,2
1285,weapon kill fire child crime firearm woman carry death police bill criminal cause city doctor,good,bad,2,-2
1287,switch signal radio audio input helmet level output receiver local noise relay circuit paint east,good,good,2,2
1288,attack tank lebanese brad village ncsu lebanon limbaugh hernlem stop fight civilian cover hawk guerilla,good,good,2,2
1289,appear access hole henry toronto digex star light captain harris theory spencer black energy weaver,bad,bad,-2,-2
1290,request address militia bear amendment send arms constitution shall mailing organize regulate receive expo free,bad,good,-2,2
1291,israel israeli country encryption arab drug pres attack chip clipper policy security administration health secret,bad,good,-2,2
1293,insurance care business mark ohio marriage school parent child couple married money greg magnus prince,bad,good,-2,2
1296,project station technology development market product launch services commercial billion cost management byte japanese remote,bad,good,-2,2
1298,research center april medical health national report nasa washington cancer institute virginia page among disease,bad,good,-2,2
1302,offer sale copy monitor sell xterm price machine sequence client title upgrade option asking running,good,good,2,2
1307,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle bill dangerous,good,good,2,2
1308,driver card memory sound running machine mode cards instal utexas crash gateway backup diamond latest,good,good,2,2
1310,love drug court money choose property berkeley laws hate francisco anti prize head cheap pretty,bad,good,-2,2
1312,science dseg pyron scientific skndiv result hypothesis current food mark else experiment rational process surprise,good,good,2,2
1313,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,good,good,2,2
1316,pretty love robert somebody jason laugh univ chicago everybody anymore education live figure suppose weird,bad,good,-2,2
1318,drug jeff thomas rich curious average money curve dollar fantasy crack result reliable split extra,bad,bad,-2,-2
1319,window display server image application screen color code user graphics mouse running motif memory font,good,good,2,2
1320,disease doctor patient treatment cand test discussion yeast cause infection medicine body treat medical symptom,good,good,2,2
1321,henry appear toronto black trade cover hole digex access light captain star company alaska level,bad,good,-2,2
1324,stup live maybe somebody mouse helmet stuff andy remember folks getting guess else carry safety,bad,bad,-2,-2
1328,care mark couple marriage poor married insurance abortion coverage rent live speech child free money,good,bad,2,-2
1330,price bike sell phone offer company sale cost email looking money engine cheap mile model,bad,good,-2,2
1332,phone stup newsreader wait listen traffic talk intercon walker amanda corporation cellular warrant flash listening,bad,bad,-2,-2
1333,stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy,bad,bad,-2,-2
1334,care marriage insurance couple poor mark child money abortion coverage public live rent free health,good,good,2,2
1337,phone stup newsreader wait traffic listen intercon corporation cellular walker warrant amanda finger listening flash,bad,good,-2,2
1338,pres administration official congress secretary russian working russia house continue press package summer senator talk,good,good,2,2
1340,appreciate advance anybody info thank experience greatly hello suggestion edge wonder able looking technology recently,bad,good,-2,2
1341,paul homic crime laws sabbath worship rate study risk handgun death pres rates vancouver seattle,bad,good,-2,2
1343,south george island secret ship military british jake employer bony rockefeller nuclear york naval plan,bad,good,-2,2
1344,cwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape,bad,good,-2,2
1345,appear access henry digex comet orbit phone toronto experience appreciate nasa galileo ghost backup mass,bad,good,-2,2
1346,stup maybe live somebody stuff folks helmet pretty else guess remember anyway getting andy love,bad,good,-2,2
1348,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,good,good,2,2
1349,request amendment militia bear shall constitution arms mailing regulate organize send free liberty standing infringe,bad,good,-2,2
1351,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,good,2,2
1352,looking friend uiuc month battery mine nice stick area minutes doug craig week remember notice,bad,good,-2,2
1358,signal helmet audio input switch level relay receiver circuit noise build output paint meet size,good,good,2,2
1360,driver card memory machine running sound cards error simms instal anybody fine works check wonder,good,good,2,2
1362,quote feel evil brian context learn accept respond choose newsgroup maybe umich response excuse love,bad,good,-2,2
1363,quote context agree umich taking learn maybe feel engin kind death james aspect satan argument,bad,good,-2,2
1364,price monitor offer sell apple sale shipping asking condition pitt selling manual soon email model,good,bad,2,-2
1369,driver sound card light latest gateway diamond stealth download cica check site quick novell ultra,bad,good,-2,2
1372,city judas young hanging present sdsu election acts move bill thousand office money babb among,bad,good,-2,2
1374,health medical report among increase cancer april national child disease center newsletter volume page fnal,good,good,2,2
1376,pres crime paul laws rate house homic death study risk freedom sabbath rates bush city,bad,good,-2,2
1379,religion religious utexas follow woman islam muslim evil discus bobby christianity human ccwf truth thought,good,good,2,2
1380,mouse apple robert processor move fast speed week music microsoft slow pretty chicago clock jason,bad,good,-2,2
1382,center research internet virginia office phone nasa north email computing film contact national maine harvard,bad,good,-2,2
1385,henry toronto digex captain star energy appear fred harris weaver spencer cover informatik universe excellent,bad,good,-2,2
1387,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,good,good,2,2
1390,nasa earth mission orbit moon shuttle satellite lunar flight launch mars probe solar astronomy alaska,good,good,2,2
1391,israel palestinian israeli suck west cand agree thought human arab launch cause live stup territory,good,good,2,2
1393,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,good,bad,2,-2
1395,price monitor offer sell apple sale shipping asking condition pitt soon selling manual port email,good,bad,2,-2
1397,disease doctor discussion patient cand test treatment yeast infection ence quack body cause sinus others,good,good,2,2
1402,engine modem rocket model phone foot radar level cable flight band exhaust stage motor short,good,good,2,2
1403,rule entry test output define section return check size count build author remark larry open,bad,good,-2,2
1404,weapon firearm carry police license handgun safety semi auto automatic revolver officer section bill rifle,good,good,2,2
1405,argument moral keith ence conclusion imply definition whether discussion saying livesey therefore morality sense rule,good,good,2,2
1407,window display server application motif screen font color client manager function resource code entry event,good,good,2,2
1408,berkeley court charge anti francisco hate dangerous jacket legal property judge california leather museum lawyer,bad,good,-2,2
1411,kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,bad,2,-2
1412,disk scsi controller port card floppy fast speed board interface bios transfer mode standard chip,good,good,2,2
1413,pres homosexual sexual russia russian administration sandvik private press activity working kent jewish continue senior,bad,good,-2,2
1419,mouse robert week processor move fast speed carry comp application chicago graphics anyway music tool,bad,good,-2,2
1420,ence study food language natural cause animal humans existence belief effects rochester nothing theory understand,bad,good,-2,2
1422,keyboard roger forward richard nick greg maynard style gainey player ralph laurentian gilmour wayne ever,bad,bad,-2,-2
1423,european canadian player food north diet canada league compass names hockey rauser corn seizure major,bad,good,-2,2
1425,clipper access division industry build married care email hockey error library company price phone routine,bad,bad,-2,-2
1426,address send request receive militia bear amendment mailing arms shall constitution organize regulate free expo,bad,good,-2,2
1427,hell frank uiuc atheist light thought love michael objective ever pres andrew newsgroup uucp atheism,bad,good,-2,2
1428,null muslim code output function text subject jewish build islam application open jaeger reference serial,bad,good,-2,2
1429,scsi bike firearm code child font death distribution thought tape type allow smith carry matter,bad,good,-2,2
1430,kill child weapon crime fire firearm woman death carry police criminal city drug bill report,good,bad,2,-2
1431,battery looking email steve uiuc friend food advance dyer fine sell doctor month running nasa,bad,good,-2,2
1432,engine lock station detector radar model break foot option head rocket rock pound pressure injury,bad,good,-2,2
1434,health medical report among increase cancer child center volume disease newsletter national april fnal study,good,good,2,2
1436,ground wire connect circuit panel outlet wiring electrical math neutral cable duke screw swap subject,good,good,2,2
1437,bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,good,good,2,2
1440,player season hockey league goal baseball period leaf division score playoff pick shot mike next,good,good,2,2
1441,robert chicago jason pretty education univ somebody remember anymore everybody weird shaft laugh love info,bad,good,-2,2
1444,henry appear access orbit phone experience digex price nasa toronto level certain trade appreciate comet,bad,good,-2,2
1445,religion atheist atheism belief religious existence argument statement ence universe faith cause strong sense wrong,good,good,2,2
1446,health medical national cancer increase report research child among center fnal newsletter volume page april,good,good,2,2
1448,israel pres israeli encryption security arab country public clipper policy chip attack clinton privacy administration,good,good,2,2
1449,copy offer monitor excellent manual asking sale title tape condition trade original email cover distribution,good,good,2,2
1453,price phone bike sell email internet company offer cost technology send sale distribution radio address,bad,good,-2,2
1454,policy peace israeli arab israel proposal tyre center research border elia country nmsu conflict subject,good,good,2,2
1455,country nazi german germany land europe money party political european happy spend race waste history,good,good,2,2
1459,send address email news request message internet copy usenet receive newsgroup mailing militia discussion service,good,good,2,2
1460,maybe else thought feel everyone ever sorry mind hope quote kind reading stup agree always,bad,bad,-2,-2
1461,others religion child model belief asking away looking word assume player faith send father news,bad,good,-2,2
1462,israel pres israeli encryption arab country clipper security chip attack policy administration public secret secure,bad,good,-2,2
1463,hell alaska eternal liar motto main acad crazy watch able create camera nsmca death lunatic,bad,bad,-2,-2
1464,period pittsburgh boston player baseball chicago detroit dave louis third toronto score brave pitch murray,good,bad,2,-2
1465,price board monitor port shipping slot sell cards apple sony package nubus adapter asking cheap,good,bad,2,-2
1467,fire child bullet building kill wife tear burn washington branch alive ians street daughter wall,bad,bad,-2,-2
1468,launch entry build project cost rule commercial development market satellite output contest remark stage european,good,good,2,2
1469,engine model radar band lock rocket detector foot exhaust motor steal pressure sport phone sdsu,good,good,2,2
1470,chip encryption clipper security privacy phone escrow technology agency secure encrypt algorithm message enforcement protect,good,good,2,2
1473,window display driver memory server application screen color apple monitor image running mouse user machine,good,good,2,2
1474,medium west bank joke suck bias israeli palestinian israel report territory orion anas mitre event,bad,good,-2,2
1478,kill child weapon crime fire firearm woman drug death carry police criminal city bill court,good,bad,2,-2
1479,disk memory tape error floppy boot instal swap backup load install running device adaptec internal,good,good,2,2
1482,reference cipher random crypt attack cryptography function security gregg plaintext jaeger public ciphertext encryption message,bad,good,-2,2
1486,nasa science research center earth launch anonymous satellite orbit mission news internet contact general moon,good,good,2,2
1487,monitor speed fast card mode cards hardware machine memory upgrade clock processor slow performance cache,good,good,2,2
1488,launch entry rule build commercial european market satellite output contest remark development contract size project,bad,good,-2,2
1489,printer quality byte higher component laser lower loop digital push cartr network design storage scope,good,good,2,2
1491,ground wire outlet wiring nrhj offer risc instruction type next excellent gizw season looking nasa,bad,bad,-2,-2
1494,apple offer monitor sale price shipping pitt selling gordon purchase banks sell manual dealer excellent,good,good,2,2
1498,child rutgers kaldis report easter homosexual rock ence society germany picture word doctor injury koresh,bad,good,-2,2
1500,season hockey player league goal playoff leaf penalty flyer next shot puck pick draft coach,good,good,2,2
1501,quote hell context accept agree death live evil argument dead feel learn maybe taking eternal,good,good,2,2
1502,usenet militia request mailing arms amendment constitution bear send organize regulate english address shall membership,bad,good,-2,2
1512,news anonymous service usenet internet network email electronic privacy conference public user message congress site,good,good,2,2
1515,ryan wave story stephen indiana ottawa smoke guess canada danny mike coming udel funny gibson,bad,good,-2,2
1516,israel israeli arab kill murder attack court death palestinian human peace civilian innocent ence trial,good,good,2,2
1518,company insurance happy money private health america canadian liberal proposal perry care policy canada spend,bad,good,-2,2
1521,encryption chip clipper security escrow secure agency technology encrypt privacy enforcement algorithm protect secret crypto,good,good,2,2
1523,church bible christ catholic faith matthew lord scripture father word spirit paul holy passage interpretation,good,good,2,2
1524,andrew disclaimer james chris lost navy columbia gary behanna model callison rick bird houston baby,bad,bad,-2,-2
1525,love uiuc hell thought frank keith objective mine sorry guess nothing ever uucp cwru wrong,bad,good,-2,2
1527,image send graphics driver format human message machine research access child mode able application internet,good,good,2,2
1528,driver sound card light crash latest gateway running machine diamond channel check stereo speaker quick,bad,good,-2,2
1530,science theory scientific scientist experiment dseg study result knowledge methodology psychology hypothesis lady russell discover,good,good,2,2
1533,israel israeli kill arab country palestinian innocent murder civilian peace human trial killing soldier lebanon,good,good,2,2
1536,nasa earth orbit mission launch satellite moon shuttle lunar rocket flight spacecraft probe mars solar,good,good,2,2
1538,driver card sound cards mode utexas machine light diamond gateway latest accelerator running austin crash,bad,good,-2,2
1539,mike clinton class proper batf charles regard raise unknown dont within success bush bill separate,bad,good,-2,2
1541,weapon firearm police carry criminal crime self handgun license safety auto public semi officer kill,good,good,2,2
1542,graphics image package info format unix site appreciate user code comp contact email directory looking,good,good,2,2
1543,treat company larc patient nasa lyme negative quack culture doctor khan saying carl nova tammy,bad,bad,-2,-2
1546,signal switch helmet audio input level radio receiver local relay noise output circuit paint build,good,good,2,2
1549,care health country market america company money gary perry columbia drug liberal somalia germany german,bad,good,-2,2
1550,encryption chip clipper security phone secure escrow privacy encrypt technology agency algorithm public protect enforcement,good,good,2,2
1553,church bible christ faith catholic matthew lord scripture father word spirit holy heaven interpretation teach,good,good,2,2
1556,woman child fire left kill building home dead wife away tank father live azerbaijani apartment,good,good,2,2
1558,window display screen server color application manager client resource event create default xterm error visual,good,good,2,2
1559,love hell quote feel brian stup evil sorry learn choose accept death fear live context,bad,good,-2,2
1560,ground water wire science henry engine current battery circuit outlet center toronto cancer level cwru,bad,good,-2,2
1562,church truth catholic absolute pope bible matter scripture symbol revelation borland interpretation faith libxmu certain,good,good,2,2
1564,clinton mike batf class within bill proper administration equipment bush plan waco country working unknown,bad,good,-2,2
1566,image window event user code xlib phone graphics public send package distribution algorithm expose generate,bad,good,-2,2
1569,south island ship secret military rutgers british newspaper nuclear kaldis rockefeller sport plan naval easter,bad,bad,-2,-2
1570,keyboard roger forward richard nick maynard greg style gainey player ralph laurentian gilmour business wayne,bad,good,-2,2
1571,ground wire connect circuit panel outlet wiring electrical math neutral cable duke swap current screw,good,bad,2,-2
1572,pres homosexual cramer administration working russian secretary russia official sandvik money sexual private house clayton,bad,bad,-2,-2
1573,paul laws crime rate homic study risk worship sabbath rates death handgun vancouver seattle higher,bad,good,-2,2
1578,moral school keith caltech animal morality human livesey definition natural behavior humans goal learning solntze,bad,good,-2,2
1580,piece andy bank joke west hole suck dream funny shit leather jacket woman wearing pocket,bad,bad,-2,-2
1582,price islamic turbo tube charge cheer rice monash movement fred deal consultant khomeini fatwa rushdie,bad,bad,-2,-2
1585,duke remember risc intel instruction reduce road face andrew cica reading architecture clone address instructions,bad,good,-2,2
1586,context quote agree umich taking relay maybe death learn engin james kind ence feel argument,bad,good,-2,2
1587,love cwru uiuc thought frank sorry guess hell keith wrong mine nothing objective uucp homosexual,bad,bad,-2,-2
1588,monitor memory card mode screen machine apple fast colors speed cards color clock resolution driver,good,good,2,2
1589,reference cipher random crypt function cryptography attack gregg text jaeger plaintext parts ciphertext hash security,bad,good,-2,2
1590,moral keith caltech define morality definition animal human natural livesey action goal murder behavior wrong,bad,good,-2,2
1594,quote context brian feel learn taking umich stephen maybe evil aspect respond response making agree,bad,good,-2,2
1595,israel pres israeli encryption public security country arab clipper policy drug chip attack clinton administration,bad,good,-2,2
1596,remember duke risc reduce intel instruction face andrew road reading cica clone architecture instructions address,bad,good,-2,2
1601,turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good,good,2,2
1603,function text code islam muslim reference null islamic cipher publish error crypt date character translation,good,good,2,2
1604,graphics info image package appreciate format unix site email advance comp directory user code keyboard,good,good,2,2
1606,water cold nuclear marc heat tower cool plant energy cooling nist temperature needle ncsl steam,good,bad,2,-2
1607,guess wave roger wrong tape story ryan previous cleveland indiana ottawa coming freenet ever udel,bad,bad,-2,-2
1611,bike engine front tire mile wheel road friend motorcycle modem cross model speed vehicle driving,good,good,2,2
1612,machine cwru comment freenet dept cleveland math contact tony programmer previous comp type xfree general,bad,good,-2,2
1614,main hell motto eternal detail alaska mydisplay gene atheist death germany acad limit nsmca medium,bad,bad,-2,-2
1615,doctor disease patient treatment blood treat cause cand yeast medicine symptom test infection physician pain,good,good,2,2
1616,image graphics format user package unix code motif library directory tool site object server comp,bad,good,-2,2
1617,love hell quote feel stup sorry brian learn evil fear choose accept ever live everyone,bad,good,-2,2
1618,pres homosexual cramer administration working clinton house russian official community secretary sexual sandvik clayton private,bad,good,-2,2
