,INPUT:wordset,INPUT:model_id,INPUT:dataset_name,OUTPUT:quality,homogeneity,assessment
351,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,631bbb9a27e1a64b30544213,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
352,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,631bbbf943fb92a9d1439d96,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
353,bike mile road front speed tire turn engine motorcycle driving wheel light ford rear honda,631bb21d963148fe573f184d,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
354,bike mile speed front road tire turn motorcycle engine wheel driving light rear honda ford,631b8a9b17dc5fce149d08a8,20newsgroups,"['good', 'good', 'good', 'rather_good', 'good']",0.8,2
355,bike mile speed front turn tire road motorcycle wheel driving rear brake honda left fast,631b92af939bfaaca5600cb2,20newsgroups,"['good', 'good', 'good', 'good', 'bad']",0.8,2
356,bike speed apple turn disk fast mile tire simms mouse driver cable wheel engine memory,631ba1dba6fa8975eb579abd,20newsgroups,"['rather_good', 'rather_bad', 'rather_bad', 'rather_bad', 'good']",0.6,-1
357,bike speed apple turn mile tire fast simms front wheel engine cable rear motorcycle driver,631b8d7f23e8da342a220b2c,20newsgroups,"['good', 'good', 'good', 'rather_bad', 'rather_good']",0.6,2
358,bike speed mile front tire turn wheel road rear brake motorcycle fast left driving vehicle,631ba91879ac792348a7f218,20newsgroups,"['good', 'bad', 'rather_good', 'good', 'good']",0.6,2
359,bike speed mile front turn tire road motorcycle engine wheel driving rear honda fast left,631bb76dc8e7ef028f55de6f,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
360,bike speed mile turn front tire road engine motorcycle wheel driving fast rear honda left,631b9050814e124a8fb05f40,20newsgroups,"['good', 'good', 'good', 'rather_good', 'good']",0.8,2
361,bike speed mile turn front tire road engine motorcycle wheel fast driving rear honda simms,631bb6cd17dc5fce149d3be1,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
362,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,631bac00f30064faf33e3065,20newsgroups,"['good', 'good', 'good', 'rather_good', 'rather_good']",0.6,2
363,bike speed turn apple mile tire fast brake wheel mouse driver rear disk engine cable,631bb32427e1a64b30543798,20newsgroups,"['good', 'bad', 'good', 'rather_bad', 'good']",0.6,2
364,bike speed turn apple mile tire simms fast wheel mouse brake rear driver front engine,631ba42f27e1a64b305426cf,20newsgroups,"['bad', 'rather_good', 'rather_good', 'bad', 'bad']",0.6,-2
365,bike speed turn mile apple tire front simms fast wheel engine motorcycle road rear left,631b887f174d83c12d0f1a8d,20newsgroups,"['good', 'rather_good', 'rather_good', 'good', 'rather_good']",0.6,1
366,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,631b963d60e7802f72e1ded0,20newsgroups,"['good', 'rather_good', 'good', 'good', 'good']",0.8,2
367,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,631ba4b8cda35d28419fe92f,20newsgroups,"['good', 'rather_bad', 'good', 'rather_good', 'good']",0.6,2
368,bike speed turn mile front tire simms apple wheel engine motorcycle fast road rear left,631bb75e9bf9fbe525bc5630,20newsgroups,"['good', 'good', 'rather_good', 'rather_bad', 'rather_good']",0.4,1
369,bike speed turn mile tire front simms wheel motorcycle road fast rear brake left honda,631b96c443fb92a9d14374b7,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2
370,bike turn engine front mile road tire driving cross unit stick lock wheel owner foot,631ba815291a690c5875365a,20newsgroups,"['good', 'good', 'good', 'rather_bad', 'good']",0.8,2
371,bill clinton fire batf scott stratus compound koresh child waco tear agent distribution cult watch,631bb9a503546430aed1831e,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-2
372,bill clinton fire batf stratus scott compound waco distribution child company agent watch today warrant,631ba59ccda35d28419fea1e,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2
373,bill clinton fire batf stratus scott compound waco distribution modem company child today agent warrant,631b8e0779ac792348a7d3ff,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-1
374,bill clinton fire koresh batf scott child compound stratus waco tear cult distribution agent watch,631b8a9b17dc5fce149d08a8,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'bad', 'rather_bad']",0.6,-1
375,bill clinton modem batf stratus fire waco scott compound distribution company country warrant today agent,631bb6cd17dc5fce149d3be1,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad']",0.8,-1
376,bill clinton modem stratus batf fire waco scott compound company distribution country washington packet handheld,631bba02d09411a0f20cd65a,20newsgroups,"['good', 'bad', 'rather_bad', 'rather_bad', 'rather_bad']",0.6,-1
377,bill distribution port modem serial stratus connect special packet several william rocket keywords interrupt baud,631ba618f849c89c6187c087,20newsgroups,"['bad', 'good', 'rather_bad', 'bad', 'rather_bad']",0.4,-1
378,bill distribution port modem serial stratus connect special several packet keywords william rocket interrupt baud,631baaffd45cf25c3784a9da,20newsgroups,"['good', 'rather_good', 'bad', 'rather_good', 'rather_good']",0.6,1
379,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,631bb21d963148fe573f184d,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.6,-2
380,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,631bb6faa5a57837b841d979,20newsgroups,"['bad', 'good', 'rather_bad', 'bad', 'bad']",0.6,-2
381,bill modem scott folks stratus batf distribution fire company compound special speak packet warrant today,631bb01c9346c227774bb8d8,20newsgroups,"['bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad']",0.6,-1
382,bill modem scott stratus batf distribution folks company fire serial compound special waco port speak,631b992927e1a64b30541a0c,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'bad', 'good']",0.4,-1
383,bill modem stratus company batf scott serial distribution port fire packet waco folks compound special,631b8ec1e7f493f3b9489f86,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'good']",0.8,-2
384,bill modem stratus company batf scott serial distribution port fire packet waco folks compound special,631b942e52902711ae3fa23a,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2
385,bill modem stratus scott batf company distribution serial folks fire port waco special compound packet,631ba4ee31be382c45bf3734,20newsgroups,"['rather_bad', 'bad', 'bad', 'good', 'good']",0.4,0
386,bit almost especially type tiny remember learn interest require honestly class indian perhaps term second,632307d7bd3239d091ddaccf,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
387,bit almost type three especially two tiny remember learn second interest could fair require still,63230c1a23e8da342a2250ed,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
388,bit almost type three especially two tiny remember second learn could interest fair require still,63230f63a6fa8975eb57cf9e,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2
389,bit almost type three two especially tiny remember learn second interest could fair require still,6323054a1b24cf3ff71764fe,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
390,bit almost type two three especially tiny remember learn second interest could fair require still,63230abe32b90885873fd655,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
391,bit cream bold extra tiny ice second remember three two blend type way people almost,63230a71d5a4fe1912c435ea,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
392,bit cream extra bold ice tiny three second remember type two blend single people way,63230b74395a63a800f692d5,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
393,bit extra cream bold ice three tiny second type remember two single people way require,63230e25174d83c12d0f695c,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
394,bit extra cream three bold ice type second tiny remember two single people honestly require,6323133ccda35d2841a0215c,amazon_food,"['good', 'bad', 'bad']",0.7,-2
395,bit extra three cream bold type ice second tiny remember two single honestly require people,632311adb9644773b836ff99,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
396,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce pay subscribe,632610e7cc299eeaf78e0711,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
397,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce subscribe heat,63260ed8d3e760ea28b17b6d,amazon_food,"['good', 'bad', 'rather_good']",0.3,0
398,bit hot buying sauce serve per save cost cheaper red spicy pepper pay ounce subscribe,63261306356c5e1599559f96,amazon_food,"['good', 'rather_bad', 'bad']",0.3,0
399,bit long roast half dark full away rich flavorful miss extremely person lover steep double,632310c625d962cdec4c13db,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1
400,bit lot long roast half dark away full run rich flavorful miss ground person stay,63230e5accb4e652d2d45a70,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2
401,bit roast dark full away long half rich flavorful miss extremely person lover ground steep,63230cd743fb92a9d143ad75,amazon_food,"['rather_good', 'rather_bad', 'bad']",0.3,0
402,bit roast dark full away long rich half flavorful miss person extremely lover ground noodle,632612deea431d67984bb9f7,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
403,bit sauce regular serve per save hot red spicy pepper ounce subscribe heat option chili,63231a39291a690c587572ca,amazon_food,"['good', 'bad', 'good']",0.7,2
404,bit type three extra second cream ice bold tiny remember single two honestly require mistake,6325db66814e124a8fb0d331,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
405,bit work seem thing easy way quite vanilla expect recipe bread probably n't cream bowl,63231ac515ff0c23bc8b81ea,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1
406,bit work seem thing way n't quite vanilla expect i'd probably recipe bread wish cream,63231a98dca999f95522c8e4,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
407,bitter almond blue cocoa iced magnesium wait grey diamond earl beat rda bowel nutrient blood,632314b564156252a093406c,amazon_food,"['rather_bad', 'rather_bad', 'good']",0.7,-1
408,bitter brew bold starbucks instant decaf strong via weak smooth mocha drinker peppermint magic yet,63230d58174d83c12d0f686b,amazon_food,"['good', 'bad', 'good']",0.7,2
409,black white pick straight homosexual male rose sexual harris weaver johnson cooper partner hulman gold,631baba376e0a0a23e8e35f9,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'good']",0.6,-2
410,black white pick straight male rose homosexual harris nothing sexual johnson showing partner handling hulman,631baaffd45cf25c3784a9da,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad']",0.8,-1
411,black white pick straight male rose homosexual sexual johnson harris nothing partner handling hulman showing,631bb4fb174d83c12d0f4ee3,20newsgroups,"['rather_bad', 'good', 'bad', 'rather_good', 'bad']",0.4,-2
412,blend morning breakfast packet brew indiv mild wrap stevia ual convenient afternoon liqu ually pour,632314b564156252a093406c,amazon_food,"['good', 'rather_bad', 'rather_bad']",0.7,-1
413,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,63230f2aeef852a376dcab18,amazon_food,"['good', 'rather_good', 'bad']",0.3,1
414,blend morning usually light brew breakfast packet mild indiv pour convenient wrap stevia brewing ual,63230e0735f7c9e99fc40c1e,amazon_food,"['bad', 'good', 'good']",0.7,2
415,body almond blue smooth cause magnesium diamond increase reminds blood peppermint nutrient bowel rda source,63231952cda35d2841a02b72,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
416,body dead town duke kill child mountain shot azeri azerbaijan soviet massacre road force azerbaijani,631b88c832b90885873f8d96,20newsgroups,"['good', 'good', 'rather_good', 'good', 'rather_good']",0.6,2
417,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,631b942e52902711ae3fa23a,20newsgroups,"['good', 'rather_good', 'bad', 'bad', 'rather_bad']",0.4,-2
418,bone bubble rawh oat gum chewer miso slim china steel mushroom bulldog dubble chew groat,6316852dcd40321fd2b2b511,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
419,bone bubble rawh slim gum chewer steel mushroom miso noodle oat shrimp bulldog dubble reply,631685315de39d56e412b6ed,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
420,bone bubble rawh slim gum chewer steel mushroom miso noodle oat shrimp bulldog dubble reply,63168531a71832f2a655c5bc,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1
421,bone teeth difficult okay combination msg pea spent rawh produce what's glutamate monosodium europe potential,632307d7bd3239d091ddaccf,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
422,bottle delivery hazelnut cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,63230a5f15ff0c23bc8b6b34,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0
423,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,6323092432b90885873fd343,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1
424,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,63230a598f66b70aae93913f,amazon_food,"['rather_bad', 'rather_bad', 'rather_good']",0.7,-1
425,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear lime,63231946d09411a0f20cfad2,amazon_food,"['good', 'bad', 'good']",0.7,2
426,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear seller,63231a317668936a8be55d87,amazon_food,"['rather_bad', 'rather_good', 'rather_bad']",0.7,-1
427,bottle excellent available everyone plastic delivery pleased glass lemon mint sample offer travel clear lime,63231a167668936a8be55d54,amazon_food,"['bad', 'bad', 'good']",0.7,-2
428,bottle excellent available everyone plastic pleased delivery glass lemon mint offer sample travel clear lime,6323199e035ec213a22ea493,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
429,bottle excellent available plastic everyone pleased delivery glass lemon mint travel clear lime sample peach,63231ac515ff0c23bc8b81ea,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1
430,bottle excellent available plastic everyone pleased delivery glass lemon offer mint sample travel clear lime,63231a3976cc1f8ca8889402,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1
431,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,63231a39291a690c587572ca,amazon_food,"['bad', 'rather_good', 'good']",0.3,0
432,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear refresh,63231b2715ff0c23bc8b8255,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
433,bottle glass lemon delivery mint sale peach broken forward usually plastic offer prov half mio,63230b74395a63a800f692d5,amazon_food,"['bad', 'bad', 'good']",0.7,-2
434,bottle glass lemon delivery mint sale peach broken usually forward offer plastic half prov mio,63230e25174d83c12d0f695c,amazon_food,"['bad', 'good', 'bad']",0.7,-2
435,bottle glass lemon delivery mint sale peach usually broken forward offer plastic half prov mio,632305d31f1cdaab8d66d630,amazon_food,"['bad', 'bad', 'good']",0.7,-2
436,bottle glass lemon delivery sale mint usually broken peach offer forward plastic half prov mio,6325dd002b337b5d95012d3f,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
437,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap iced grab,63230e57b0950bb2e7895b7f,amazon_food,"['good', 'good', 'good']",1.0,2
438,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap iced grab,632311c9eef852a376dcaf74,amazon_food,"['good', 'rather_bad', 'rather_bad']",0.7,-1
439,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap usually electrolyte,63230d58174d83c12d0f686b,amazon_food,"['bad', 'bad', 'good']",0.7,-2
440,bottle glass lemon plastic prov mint peach sparkle mio tip squirt tap grab iced electrolyte,63230c61b8301ca38b7ffbde,amazon_food,"['good', 'rather_good', 'bad']",0.3,1
441,bottle hair hazelnut cappuccino peach wine squeeze shampoo conditioner kit sparkle mio cost cola squirt,63230aedf30064faf33e4eb4,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
442,bottle hair hazelnut cappuccino wine squeeze shampoo conditioner kit sparkle cost mio cola squirt san,63230da9a5a57837b841f0bb,amazon_food,"['bad', 'rather_good', 'rather_bad']",0.3,0
443,bottle hair hazelnut cappuccino wine squeeze shampoo conditioner kit sparkle mio cost cola carbonate squirt,63230cc0a5a57837b841ef8a,amazon_food,"['rather_bad', 'rather_good', 'rather_bad']",0.7,-1
444,bottle hazelnut delivery cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,63230bc915ff0c23bc8b6e18,amazon_food,"['rather_bad', 'good', 'good']",0.7,2
445,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,63230d6e2b337b5d95010414,amazon_food,"['good', 'rather_bad', 'rather_good']",0.3,0
446,bottle local shipping excellent grocery cost deal available cheaper save fast carry pay per online,63230dd09f78e26f713e9d56,amazon_food,"['bad', 'rather_good', 'good']",0.3,0
447,bottle plastic glass lemon delivery peach forward wine squeeze shampoo conditioner spring kit refresh mio,6323194b97c373406e2710dc,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
448,bottle shipping available plastic everyone offer pleased delivery glass lemon seller mint sample purchasing peach,63231b65b95adacba4c5ea2c,amazon_food,"['good', 'good', 'rather_good']",0.7,2
449,bottle shipping delivery subscribe hazelnut prime peach charge wine cost gallon kit sparkle mio cola,6325d52b9346c227774bfe53,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1
450,bottle shipping excellent available everyone plastic pleased delivery offer glass lemon seller mint travel sample,6323199f4ac2fcd506e4c5d6,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
451,bottle shipping excellent available plastic everyone offer pleased delivery glass lemon seller mint travel sample,63231a6ba6fa8975eb57e3bc,amazon_food,"['good', 'good', 'good']",1.0,2
452,bottle shipping excellent available plastic everyone offer pleased delivery glass lemon seller mint travel sample,63231b23c4f17ec58300eca7,amazon_food,"['good', 'bad', 'bad']",0.7,-2
453,bottle shipping excellent local grocery cost available cheaper carry pay ship per delivery subscribe online,63230c0c43fb92a9d143ac2c,amazon_food,"['rather_good', 'good', 'good']",0.7,2
454,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,63230d74dca999f95522b3ea,amazon_food,"['rather_good', 'good', 'good']",0.7,2
455,bottle shipping grocery cost subscribe delivery pay carry available per seller hazelnut prime charge free,63230d02bd3239d091ddb550,amazon_food,"['good', 'good', 'good']",1.0,2
456,bottle shipping grocery subscribe delivery prime charge wine cost gallon kit hazelnut mio walmart club,63230c4b23e8da342a22512f,amazon_food,"['good', 'rather_good', 'bad']",0.3,1
457,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count gallon,63230cd743fb92a9d143ad75,amazon_food,"['good', 'good', 'rather_bad']",0.7,2
458,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,632610f2a343b1e9a1c57875,amazon_food,"['good', 'bad', 'bad']",0.7,-2
459,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,632612deea431d67984bb9f7,amazon_food,"['good', 'good', 'bad']",0.7,2
460,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward drinking count tip,632614f52b0d3dba50171c10,amazon_food,"['good', 'rather_bad', 'bad']",0.3,0
461,bottle shipping plastic iced delivery glass lemon seller mint lime peach forward prime drinking count,632310c625d962cdec4c13db,amazon_food,"['rather_bad', 'good', 'good']",0.7,2
462,bottle shipping plastic offer iced delivery glass lemon broken seller mint peach forward handle cent,63230e0735f7c9e99fc40c1e,amazon_food,"['bad', 'good', 'bad']",0.7,-2
463,bottle shipping subscribe delivery grocery prime charge wine cost gallon kit hazelnut mio club cola,63230d0231be382c45bf625f,amazon_food,"['good', 'good', 'good']",1.0,2
464,bottle usually sale glass lemon delivery offer mint broken peach forward plastic half iced mio,632315134bb36217238e194a,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1
465,bought arrive jar pretty still gift tin could crack shell four fancy otherwise enough think,6323096825d962cdec4c06e2,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1
466,bought arrive jar pretty still tin could crack four shell otherwise fancy gift second think,63230dd043fb92a9d143af7f,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
467,bought arrive jar pretty still tin could crack four shell otherwise fancy gift second think,63230e56f849c89c6187f004,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1
468,bought arrive jar pretty still tin could gift crack shell four otherwise fancy think second,63230d58174d83c12d0f686b,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
469,bought buying local grocery cost able carry deliver stop cheaper plant supermarket shelf trip door,63230ea5d0e066f2a500597d,amazon_food,"['rather_good', 'rather_bad', 'bad']",0.3,0
470,bought buying local grocery cost able way carry cheaper stop deliver supermarket shelf trip office,63230e5accb4e652d2d45a70,amazon_food,"['rather_good', 'bad', 'good']",0.3,0
471,bought free cooky butter peanut gluten cookie original sale shipping super mom addict reasonable prime,63261306356c5e1599559f96,amazon_food,"['good', 'good', 'rather_bad']",0.7,2
472,bought free cooky butter peanut gluten cookie original sale super mom addict reasonable vegan prime,63260ed179ac792348a85e87,amazon_food,"['good', 'good', 'bad']",0.7,2
473,bought free cooky butter peanut gluten cookie original sale super mom addict reasonable vegan prime,632610e7cc299eeaf78e0711,amazon_food,"['rather_good', 'bad', 'good']",0.3,0
474,bought free cooky shipping butter peanut gluten cookie original sale melt mom reasonable prime party,63260ed8d3e760ea28b17b6d,amazon_food,"['good', 'rather_good', 'bad']",0.3,1
475,bought local grocery buying cost cheaper able carry live deliver stop run plant supermarket shelf,63230cd743fb92a9d143ad75,amazon_food,"['rather_bad', 'rather_good', 'good']",0.3,0
476,bought local grocery cost able buying deliver cheaper plant live run carry shelf trip stop,63230f8f32b90885873fdf17,amazon_food,"['good', 'good', 'good']",1.0,2
477,bought local grocery cost buying cheaper able carry deliver live run plant stop shelf supermarket,632610f2a343b1e9a1c57875,amazon_food,"['good', 'good', 'rather_good']",0.7,2
478,bought local grocery cost cheaper able buying carry deliver live run plant stop shelf trip,63260d16e534c8b0233e02e7,amazon_food,"['good', 'good', 'bad']",0.7,2
479,bought pretty arrive still jar four otherwise tin could crack fancy shell second think surprisingly,6323094769fe8ba23d12e777,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
480,bought still enough arrive amaze jar pretty fine could everyone think another tin tree crack,6323081e31be382c45bf5a33,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
481,bought still enough arrive amaze jar pretty fine could everyone think another tin tree crack,63230b74395a63a800f692d5,amazon_food,"['good', 'bad', 'rather_bad']",0.3,0
482,bought still enough arrive amaze jar pretty fine everyone could think another tin tree otherwise,6325dd002b337b5d95012d3f,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
483,bought still enough pretty arrive amaze fine could jar everyone another think tree tin otherwise,6326058b326449942d83d2b9,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
484,bought still pretty arrive jar four second otherwise fancy crack shell feast surprisingly chest wedding,632316f364156252a09343ec,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
485,box package shipping receive item purchase arrive pack candy packaging deal company open ship look,63168a57f5f4c077770db21e,amazon_food,"['good', 'good', 'bad']",0.7,2
486,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia gatorade,631685315de39d56e412b6ed,amazon_food,"['bad', 'good', 'bad']",0.7,-2
487,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia pineapple,63168531a71832f2a655c5bc,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
488,bread flour cereal pancake baking pizza gluten-free mill crust cake wheat gluten dough pretzel bob's,6316f7c5c028c5484f2d63e9,amazon_food,"['good', 'rather_bad', 'good']",0.7,2
489,bread flour toast traditional member celiac mustard recipe disease yeast baking needle dough chinese loaf,632311c9eef852a376dcaf74,amazon_food,"['rather_bad', 'good', 'rather_bad']",0.7,-1
490,bread flour toast traditional member mustard celiac recipe baking disease yeast needle dough chinese loaf,63230c1a23e8da342a2250ed,amazon_food,"['rather_good', 'good', 'good']",0.7,2
491,bread flour traditional toast baking mustard member recipe celiac disease yeast needle dough chinese rise,6323054a1b24cf3ff71764fe,amazon_food,"['rather_good', 'rather_bad', 'good']",0.3,0
492,bread flour traditional toast baking mustard member recipe celiac disease yeast needle dough chinese rise,63230c61b8301ca38b7ffbde,amazon_food,"['rather_good', 'good', 'rather_bad']",0.3,1
493,bread flour traditional toast baking recipe mustard member celiac disease yeast needle rise dough chinese,6323094769fe8ba23d12e777,amazon_food,"['good', 'good', 'rather_bad']",0.7,2
494,bread recipe flour baking simple traditional toast sandwich mustard member celiac pizza disease rise yeast,632307fc9f78e26f713e94ed,amazon_food,"['good', 'good', 'good']",1.0,2
495,breakfast packet indiv convenient wrap pour control ual afternoon ually deep enjoy morning way relax,632305d31f1cdaab8d66d630,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2
496,breakfast packet indiv convenient wrap pour control ual afternoon ually morning deep enjoy way relax,63230b74395a63a800f692d5,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
497,breakfast packet indiv convenient wrap pour control ual afternoon ually morning deep enjoy way relax,63230e924b5288750cc766d3,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1
498,breakfast packet indiv pour convenient wrap control ual afternoon ually deep enjoy worry english portion,6323133ccda35d2841a0215c,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2
499,breakfast packet indiv pour convenient wrap control ual portion afternoon ually worry deep since english,6326058b326449942d83d2b9,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
500,breakfast packet indiv pour convenient wrap portion control ual afternoon worry ually deep since english,6325db66814e124a8fb0d331,amazon_food,"['rather_bad', 'rather_good', 'bad']",0.3,0
501,breakfast packet indiv wrap convenient pour ual control afternoon ually morning deep enjoy stevia way,63230a71d5a4fe1912c435ea,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1
502,breakfast packet indiv wrap convenient pour ual control afternoon ually morning enjoy deep stevia way,632603cebd3239d091ddf08e,amazon_food,"['bad', 'bad', 'bad']",1.0,-2
503,breakfast packet indiv wrap convenient pour ual control afternoon ually morning enjoy deep stevia way,632605ca395a63a800f6d164,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0
504,brew bitter bold starbucks decaf instant drinker weak via smooth mocha peppermint yet strong ground,63230abe32b90885873fd655,amazon_food,"['bad', 'bad', 'good']",0.7,-2
505,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint magic yet,63230c1a23e8da342a2250ed,amazon_food,"['good', 'rather_good', 'good']",0.7,2
506,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint yet ground,6323054a1b24cf3ff71764fe,amazon_food,"['good', 'good', 'rather_bad']",0.7,2
507,brew bitter bold starbucks decaf instant via weak strong drinker smooth mocha peppermint magic yet,63230e57b0950bb2e7895b7f,amazon_food,"['good', 'bad', 'good']",0.7,2
508,brew bitter bold yet starbucks decaf instant drinker weak smooth brewing via mocha peppermint magic,632309e2a5a57837b841eae2,amazon_food,"['rather_good', 'good', 'rather_bad']",0.3,1
509,brew bitter yet bold starbucks instant drinker ground weak brewing via grind mocha bitterness peppermint,632307d7bd3239d091ddaccf,amazon_food,"['good', 'good', 'rather_bad']",0.7,2
510,butter peanut apple orange aware jelly poor grape choke formula risk belly possibly watch and<br,632316e1bd3239d091ddc698,amazon_food,"['rather_good', 'bad', 'good']",0.3,0
511,butter peanut apple orange aware jelly poor grape choke possibly risk formula belly watch and<br,632309e2a5a57837b841eae2,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2
512,butter peanut apple orange aware poor jelly grape choke possibly risk formula belly and<br twenty,632316f364156252a09343ec,amazon_food,"['good', 'rather_bad', 'good']",0.7,2
