,wordset,all_topics,unsuitable_topics,suitable_topics
399,bike speed apple turn mile tire fast simms front wheel engine cable rear motorcycle driver,"['bike', 'speed', 'apple', 'turn', 'mile', 'tire', 'fast', 'simms', 'front', 'wheel', 'engine', 'cable', 'rear', 'motorcycle', 'driver']","['bike', 'fast', 'turn', 'tire', 'mile', 'speed', 'simms', 'wheel']","['front', 'engine', 'cable', 'apple', 'rear', 'motorcycle', 'driver']"
400,oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper,"['oil', 'popcorn', 'spice', 'pop', 'olive', 'christmas', 'worst', 'garlic', 'italian', 'kernel', 'regularly', 'cooking', 'smoke', 'sister', 'popper']","['cooking', 'spice', 'smoke', 'olive', 'garlic', 'italian', 'popcorn', 'oil']","['worst', 'kernel', 'pop', 'sister', 'christmas', 'popper', 'regularly']"
401,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,"['snack', 'healthy', 'tasty', 'excellent', 'lunch', 'satisfy', 'healthier', 'crave', 'yum', 'terrific', 'dip', 'late', 'hungry', 'bill', 'junk']","['bill', 'junk', 'late']","['yum', 'hungry', 'excellent', 'healthy', 'terrific', 'tasty', 'crave', 'dip', 'satisfy', 'snack', 'lunch', 'healthier']"
402,insurance care business mark ohio marriage school parent child couple married money greg magnus prince,"['insurance', 'care', 'business', 'mark', 'ohio', 'marriage', 'school', 'parent', 'child', 'couple', 'married', 'money', 'greg', 'magnus', 'prince']","['married', 'greg', 'ohio', 'magnus', 'mark', 'prince']","['business', 'couple', 'insurance', 'parent', 'money', 'school', 'child', 'care', 'marriage']"
403,japanese weaver music motorcycle onur yalcin denizen letter flame technology resume member taking receive colorado,"['japanese', 'weaver', 'music', 'motorcycle', 'onur', 'yalcin', 'denizen', 'letter', 'flame', 'technology', 'resume', 'member', 'taking', 'receive', 'colorado']",[],"['flame', 'denizen', 'resume', 'letter', 'onur', 'colorado', 'yalcin', 'member', 'weaver', 'receive', 'taking', 'motorcycle', 'music', 'technology', 'japanese']"
404,drug country nazi child german anti care germany political party jewish society research policy insurance,"['drug', 'country', 'nazi', 'child', 'german', 'anti', 'care', 'germany', 'political', 'party', 'jewish', 'society', 'research', 'policy', 'insurance']","['child', 'insurance']","['german', 'society', 'nazi', 'germany', 'research', 'policy', 'political', 'anti', 'party', 'drug', 'jewish', 'care', 'country']"
405,science scientific theory dseg experiment result lady scientist hypothesis rational russell organization pyron process research,"['science', 'scientific', 'theory', 'dseg', 'experiment', 'result', 'lady', 'scientist', 'hypothesis', 'rational', 'russell', 'organization', 'pyron', 'process', 'research']","['rational', 'organization', 'russell', 'pyron', 'lady', 'dseg']","['experiment', 'research', 'science', 'scientific', 'theory', 'scientist', 'hypothesis', 'result', 'process']"
406,cause medical health report disease food cand face infection doctor charge steve military body knife,"['cause', 'medical', 'health', 'report', 'disease', 'food', 'cand', 'face', 'infection', 'doctor', 'charge', 'steve', 'military', 'body', 'knife']","['disease', 'charge', 'military', 'medical', 'infection', 'steve', 'report', 'health', 'cand', 'doctor', 'cause', 'body']","['face', 'knife', 'food']"
407,research center april medical health national report nasa washington cancer institute virginia page among disease,"['research', 'center', 'april', 'medical', 'health', 'national', 'report', 'nasa', 'washington', 'cancer', 'institute', 'virginia', 'page', 'among', 'disease']","['center', 'research']","['disease', 'among', 'national', 'medical', 'april', 'nasa', 'page', 'report', 'health', 'virginia', 'cancer', 'washington', 'institute']"
408,science moral objective theory morality keith result scientific frank animal values wrong whether study natural,"['science', 'moral', 'objective', 'theory', 'morality', 'keith', 'result', 'scientific', 'frank', 'animal', 'values', 'wrong', 'whether', 'study', 'natural']",['keith'],"['frank', 'objective', 'morality', 'animal', 'science', 'whether', 'scientific', 'study', 'theory', 'wrong', 'values', 'result', 'natural', 'moral']"
409,religion atheist belief religious atheism faith christianity existence strong universe follow theist become accept statement,"['religion', 'atheist', 'belief', 'religious', 'atheism', 'faith', 'christianity', 'existence', 'strong', 'universe', 'follow', 'theist', 'become', 'accept', 'statement']","['strong', 'statement', 'become']","['christianity', 'atheism', 'existence', 'theist', 'atheist', 'religious', 'universe', 'accept', 'religion', 'follow', 'belief', 'faith']"
410,engine lock detector radar station model foot break rocket rock pound head exhaust injury pressure,"['engine', 'lock', 'detector', 'radar', 'station', 'model', 'foot', 'break', 'rocket', 'rock', 'pound', 'head', 'exhaust', 'injury', 'pressure']","['engine', 'lock', 'exhaust', 'radar', 'pressure', 'injury', 'foot', 'model', 'head']","['break', 'rocket', 'detector', 'rock', 'station', 'pound']"
411,purchase happy ship offer website wonder impressed chance directly mother elsewhere enjoys promptly refund express,"['purchase', 'happy', 'ship', 'offer', 'website', 'wonder', 'impressed', 'chance', 'directly', 'mother', 'elsewhere', 'enjoys', 'promptly', 'refund', 'express']","['happy', 'mother', 'elsewhere', 'chance']","['express', 'enjoys', 'promptly', 'directly', 'ship', 'website', 'wonder', 'refund', 'impressed', 'offer', 'purchase']"
412,value teeth difficult msg pea bone spent rawh jasmine glutamate what's monosodium europe inexpensive potential,"['value', 'teeth', 'difficult', 'msg', 'pea', 'bone', 'spent', 'rawh', 'jasmine', 'glutamate', ""what's"", 'monosodium', 'europe', 'inexpensive', 'potential']",[],"['spent', 'rawh', 'jasmine', 'potential', 'glutamate', 'difficult', 'bone', 'value', 'msg', 'pea', 'europe', ""what's"", 'monosodium', 'inexpensive', 'teeth']"
413,bottle glass lemon delivery mint sale peach usually broken forward offer plastic half prov mio,"['bottle', 'glass', 'lemon', 'delivery', 'mint', 'sale', 'peach', 'usually', 'broken', 'forward', 'offer', 'plastic', 'half', 'prov', 'mio']",[],"['mint', 'prov', 'bottle', 'mio', 'forward', 'usually', 'peach', 'broken', 'half', 'sale', 'plastic', 'delivery', 'offer', 'lemon', 'glass']"
414,wire ground circuit connect outlet wiring current electrical voltage panel neutral cable usually risc plastic,"['wire', 'ground', 'circuit', 'connect', 'outlet', 'wiring', 'current', 'electrical', 'voltage', 'panel', 'neutral', 'cable', 'usually', 'risc', 'plastic']","['outlet', 'circuit', 'electrical', 'neutral', 'usually', 'risc', 'voltage', 'wiring', 'connect', 'wire']","['panel', 'cable', 'plastic', 'ground', 'current']"
415,disk scsi controller card modem floppy chip port speed interface motherboard serial clock bios board,"['disk', 'scsi', 'controller', 'card', 'modem', 'floppy', 'chip', 'port', 'speed', 'interface', 'motherboard', 'serial', 'clock', 'bios', 'board']","['disk', 'motherboard', 'speed', 'controller', 'modem']","['scsi', 'port', 'interface', 'board', 'card', 'chip', 'floppy', 'clock', 'serial', 'bios']"
416,turkish turk greek turkey armenia genoc soviet russian history today azeri muslim massacre henrik escape,"['turkish', 'turk', 'greek', 'turkey', 'armenia', 'genoc', 'soviet', 'russian', 'history', 'today', 'azeri', 'muslim', 'massacre', 'henrik', 'escape']",[],"['henrik', 'history', 'massacre', 'armenia', 'azeri', 'turk', 'soviet', 'russian', 'muslim', 'turkish', 'greek', 'today', 'turkey', 'genoc', 'escape']"
417,graphics image info package appreciate format unix site email user comp advance directory code looking,"['graphics', 'image', 'info', 'package', 'appreciate', 'format', 'unix', 'site', 'email', 'user', 'comp', 'advance', 'directory', 'code', 'looking']","['image', 'looking', 'advance', 'user', 'appreciate', 'comp', 'package', 'unix', 'graphics', 'code', 'format', 'directory', 'email', 'info', 'site']",[]
418,israeli arab tape population border village policy muslim child israel occupy research bullet associate slaughter,"['village', 'tape', 'slaughter', 'muslim', 'bullet', 'policy', 'israel', 'occupy', 'associate', 'child', 'arab', 'border', 'research', 'israeli', 'population']",[],"['associate', 'child', 'bullet', 'israeli', 'research', 'tape', 'israel', 'policy', 'arab', 'muslim', 'border', 'population', 'slaughter', 'village', 'occupy']"
419,jeff curve phil scott curious dollar choice rich free integra money create spend bound corp,"['jeff', 'curve', 'phil', 'scott', 'curious', 'dollar', 'choice', 'rich', 'free', 'integra', 'money', 'create', 'spend', 'bound', 'corp']",['money'],"['create', 'scott', 'corp', 'bound', 'free', 'spend', 'rich', 'jeff', 'curious', 'dollar', 'phil', 'curve', 'choice', 'integra']"
420,bar almond granola nut oat cluster omega- chia yogurt clif flaxseed flax cereal shiitake mar,"['bar', 'almond', 'granola', 'nut', 'oat', 'cluster', 'omega-', 'chia', 'yogurt', 'clif', 'flaxseed', 'flax', 'cereal', 'shiitake', 'mar']","['cluster', 'mar', 'clif', 'bar']","['chia', 'cereal', 'granola', 'flaxseed', 'flax', 'oat', 'yogurt', 'omega-', 'shiitake', 'nut', 'almond']"
421,bitter brew bold starbucks instant decaf strong via weak smooth mocha drinker peppermint magic yet,"['bitter', 'brew', 'bold', 'starbucks', 'instant', 'decaf', 'strong', 'via', 'weak', 'smooth', 'mocha', 'drinker', 'peppermint', 'magic', 'yet']","['starbucks', 'strong', 'mocha', 'smooth', 'decaf', 'instant', 'drinker']","['weak', 'yet', 'bitter', 'magic', 'peppermint', 'bold', 'brew', 'via']"
422,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,"['bottle', 'shipping', 'grocery', 'cost', 'carry', 'available', 'pay', 'subscribe', 'delivery', 'local', 'pleased', 'per', 'free', 'cheaper', 'seller']","['pleased', 'per']","['bottle', 'local', 'free', 'seller', 'carry', 'grocery', 'pay', 'delivery', 'cheaper', 'subscribe', 'cost', 'available', 'shipping']"
423,fuel jet illy espresso starbucks lavazza saffron soil tiger blade defective soap bean dang lavender,"['fuel', 'jet', 'illy', 'espresso', 'starbucks', 'lavazza', 'saffron', 'soil', 'tiger', 'blade', 'defective', 'soap', 'bean', 'dang', 'lavender']",[],"['starbucks', 'tiger', 'blade', 'bean', 'soap', 'lavender', 'fuel', 'jet', 'saffron', 'espresso', 'lavazza', 'illy', 'dang', 'soil', 'defective']"
424,vanilla deal smooth brew several machine french maker shop sample espresso pot two house drinker,"['vanilla', 'deal', 'smooth', 'brew', 'several', 'machine', 'french', 'maker', 'shop', 'sample', 'espresso', 'pot', 'two', 'house', 'drinker']",[],"['pot', 'smooth', 'house', 'several', 'two', 'drinker', 'deal', 'sample', 'espresso', 'french', 'machine', 'vanilla', 'maker', 'shop', 'brew']"
425,love hell quote feel brian stup evil sorry learn choose accept death fear live context,"['learn', 'context', 'fear', 'stup', 'evil', 'brian', 'choose', 'feel', 'quote', 'accept', 'sorry', 'love', 'death', 'hell', 'live']",[],"['context', 'love', 'learn', 'stup', 'feel', 'fear', 'brian', 'sorry', 'evil', 'death', 'hell', 'choose', 'accept', 'live', 'quote']"
426,chip star potato salty corn veggie reason vinegar kettle rating think whole addictive garden still,"['corn', 'star', 'rating', 'veggie', 'salty', 'think', 'garden', 'reason', 'vinegar', 'whole', 'still', 'potato', 'addictive', 'chip', 'kettle']","['chip', 'veggie', 'vinegar', 'corn', 'potato', 'salty']","['rating', 'garden', 'still', 'reason', 'star', 'addictive', 'think', 'kettle', 'whole']"
427,calorie low fat protein fiber weight serve sodium gram high per carbs diet nutrition carb,"['calorie', 'low', 'fat', 'protein', 'fiber', 'weight', 'serve', 'sodium', 'gram', 'high', 'per', 'carbs', 'diet', 'nutrition', 'carb']","['per', 'fiber', 'high']","['serve', 'low', 'diet', 'gram', 'weight', 'carb', 'calorie', 'sodium', 'fat', 'protein', 'carbs', 'nutrition']"
428,hair clear felt wash end thick scent shampoo conditioner manufacturer heard job opening oily major,"['hair', 'clear', 'felt', 'wash', 'end', 'thick', 'scent', 'shampoo', 'conditioner', 'manufacturer', 'heard', 'job', 'opening', 'oily', 'major']","['major', 'clear', 'end', 'felt', 'job', 'opening', 'conditioner', 'heard']","['hair', 'scent', 'thick', 'wash', 'oily', 'shampoo', 'manufacturer']"
429,appreciate info keyboard error advance motherboard anybody access upgrade graphics test greatly internet experience type,"['appreciate', 'info', 'keyboard', 'error', 'advance', 'motherboard', 'anybody', 'access', 'upgrade', 'graphics', 'test', 'greatly', 'internet', 'experience', 'type']","['greatly', 'anybody', 'appreciate']","['keyboard', 'advance', 'type', 'error', 'internet', 'motherboard', 'access', 'experience', 'graphics', 'upgrade', 'info', 'test']"
430,atheist religion atheism religious belief faith theist strong command universe position saturn cause response following,"['atheist', 'religion', 'atheism', 'religious', 'belief', 'faith', 'theist', 'strong', 'command', 'universe', 'position', 'saturn', 'cause', 'response', 'following']",['cause'],"['strong', 'atheism', 'saturn', 'theist', 'atheist', 'response', 'following', 'religious', 'position', 'universe', 'religion', 'belief', 'command', 'faith']"
431,launch commercial project cost market satellite contract development money technology build million next product venture,"['launch', 'commercial', 'project', 'cost', 'market', 'satellite', 'contract', 'development', 'money', 'technology', 'build', 'million', 'next', 'product', 'venture']","['next', 'satellite']","['development', 'build', 'venture', 'contract', 'million', 'money', 'product', 'market', 'cost', 'launch', 'commercial', 'technology', 'project']"
432,attack tank lebanese brad ncsu village limbaugh hernlem lebanon fight stop cover hawk civilian guerilla,"['attack', 'tank', 'lebanese', 'brad', 'ncsu', 'village', 'limbaugh', 'hernlem', 'lebanon', 'fight', 'stop', 'cover', 'hawk', 'civilian', 'guerilla']",[],"['guerilla', 'tank', 'stop', 'lebanese', 'brad', 'limbaugh', 'civilian', 'attack', 'hawk', 'fight', 'cover', 'lebanon', 'hernlem', 'village', 'ncsu']"
433,religion utexas religious follow woman islam muslim discus evil bobby truth ccwf human rochester heart,"['religion', 'utexas', 'religious', 'follow', 'woman', 'islam', 'muslim', 'discus', 'evil', 'bobby', 'truth', 'ccwf', 'human', 'rochester', 'heart']",[],"['woman', 'islam', 'human', 'utexas', 'ccwf', 'discus', 'heart', 'muslim', 'religious', 'evil', 'bobby', 'rochester', 'religion', 'follow', 'truth']"
434,offer sell sale asking shipping condition manual excellent original brand selling item title email following,"['offer', 'sell', 'sale', 'asking', 'shipping', 'condition', 'manual', 'excellent', 'original', 'brand', 'selling', 'item', 'title', 'email', 'following']","['following', 'title', 'email', 'manual']","['sell', 'selling', 'sale', 'excellent', 'asking', 'item', 'condition', 'original', 'brand', 'offer', 'shipping']"
435,country land germany happy german care money waste health europe proposal company race european spend,"['country', 'land', 'germany', 'happy', 'german', 'care', 'money', 'waste', 'health', 'europe', 'proposal', 'company', 'race', 'european', 'spend']",['country'],"['happy', 'german', 'company', 'land', 'spend', 'germany', 'european', 'europe', 'health', 'money', 'proposal', 'waste', 'care', 'race']"
436,hockey player season goal league leaf playoff flyer division penalty wings shot next draft pittsburgh,"['hockey', 'player', 'season', 'goal', 'league', 'leaf', 'playoff', 'flyer', 'division', 'penalty', 'wings', 'shot', 'next', 'draft', 'pittsburgh']","['flyer', 'leaf', 'next', 'division', 'draft', 'shot', 'season', 'wings', 'pittsburgh', 'hockey']","['league', 'player', 'penalty', 'playoff', 'goal']"
437,right calorie bean low amount fat candy high light content sodium weight carbs lower mango,"['right', 'calorie', 'bean', 'low', 'amount', 'fat', 'candy', 'high', 'light', 'content', 'sodium', 'weight', 'carbs', 'lower', 'mango']","['right', 'candy']","['content', 'bean', 'lower', 'low', 'mango', 'light', 'weight', 'amount', 'calorie', 'sodium', 'fat', 'carbs', 'high']"
438,window display server memory application driver screen color image monitor user apple running mouse graphics,"['window', 'display', 'server', 'memory', 'application', 'driver', 'screen', 'color', 'image', 'monitor', 'user', 'apple', 'running', 'mouse', 'graphics']","['image', 'monitor', 'user', 'color', 'application', 'screen', 'running', 'apple', 'graphics', 'mouse', 'server', 'memory', 'window', 'display']",['driver']
439,israel israeli arab kill peace civilian innocent country palestinian soldier murder lebanon gaza military killing,"['military', 'innocent', 'civilian', 'gaza', 'kill', 'lebanon', 'soldier', 'israeli', 'killing', 'country', 'palestinian', 'israel', 'murder', 'arab', 'peace']","['country', 'soldier', 'israeli', 'military', 'killing', 'palestinian', 'israel', 'arab', 'civilian', 'lebanon', 'murder', 'kill', 'peace', 'innocent']",['gaza']
440,window color display manager polygon colormap position save size visual screen washington mode standard application,"['window', 'color', 'display', 'manager', 'polygon', 'colormap', 'position', 'save', 'size', 'visual', 'screen', 'washington', 'mode', 'standard', 'application']","['washington', 'size', 'manager', 'color', 'application', 'screen', 'position', 'save', 'mode', 'standard', 'colormap', 'polygon', 'visual', 'window', 'display']",[]
441,ever smooth night exactly become soda sweetness choose cappuccino bed various intense beer fabulous advertised,"['ever', 'smooth', 'night', 'exactly', 'become', 'soda', 'sweetness', 'choose', 'cappuccino', 'bed', 'various', 'intense', 'beer', 'fabulous', 'advertised']","['become', 'exactly', 'night', 'bed', 'choose', 'ever']","['soda', 'advertised', 'sweetness', 'smooth', 'beer', 'intense', 'fabulous', 'various', 'cappuccino']"
442,weapon firearm police criminal carry crime auto self handgun safety license semi officer defense citizen,"['weapon', 'firearm', 'police', 'criminal', 'carry', 'crime', 'auto', 'self', 'handgun', 'safety', 'license', 'semi', 'officer', 'defense', 'citizen']","['criminal', 'auto', 'firearm', 'officer', 'handgun', 'citizen', 'weapon', 'police', 'crime', 'safety', 'defense']","['semi', 'carry', 'license', 'self']"
443,water internet tower marc heat plant nuclear nist ripem cooling cool temperature needle site telnet,"['water', 'internet', 'tower', 'marc', 'heat', 'plant', 'nuclear', 'nist', 'ripem', 'cooling', 'cool', 'temperature', 'needle', 'site', 'telnet']","['telnet', 'ripem', 'nist', 'marc', 'needle', 'plant']","['nuclear', 'water', 'internet', 'cooling', 'temperature', 'cool', 'heat', 'site', 'tower']"
444,address send request receive bear militia free amendment shall constitution arms mailing organize sent regulate,"['address', 'send', 'request', 'receive', 'bear', 'militia', 'free', 'amendment', 'shall', 'constitution', 'arms', 'mailing', 'organize', 'sent', 'regulate']",['request'],"['bear', 'address', 'militia', 'free', 'sent', 'send', 'shall', 'constitution', 'mailing', 'organize', 'arms', 'regulate', 'receive', 'amendment']"
445,purchase see happy company call ship sent website check send impressed chance contact directly email,"['purchase', 'see', 'happy', 'company', 'call', 'ship', 'sent', 'website', 'check', 'send', 'impressed', 'chance', 'contact', 'directly', 'email']",[],"['happy', 'call', 'company', 'directly', 'chance', 'sent', 'ship', 'website', 'send', 'see', 'impressed', 'contact', 'check', 'purchase', 'email']"
446,error appreciate info motherboard graphics internet anybody nrhj access mode test type seizure upgrade advance,"['error', 'appreciate', 'info', 'motherboard', 'graphics', 'internet', 'anybody', 'nrhj', 'access', 'mode', 'test', 'type', 'seizure', 'upgrade', 'advance']","['seizure', 'nrhj', 'info', 'appreciate']","['advance', 'type', 'internet', 'error', 'motherboard', 'access', 'graphics', 'anybody', 'mode', 'upgrade', 'test']"
447,oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst mustard,"['worst', 'everything', 'oil', 'fish', 'season', 'pop', 'chai', 'popcorn', 'cooking', 'olive', 'mustard', 'christmas', 'movie', 'spice', 'garlic']","['spice', 'chai', 'movie', 'worst', 'pop', 'christmas', 'season', 'popcorn', 'oil', 'everything']","['cooking', 'fish', 'mustard', 'olive', 'garlic']"
448,weapon firearm police criminal carry crime self handgun safety license auto semi kill citizen public,"['weapon', 'firearm', 'police', 'criminal', 'carry', 'crime', 'self', 'handgun', 'safety', 'license', 'auto', 'semi', 'kill', 'citizen', 'public']","['semi', 'auto']","['criminal', 'firearm', 'self', 'carry', 'handgun', 'citizen', 'public', 'kill', 'weapon', 'police', 'license', 'crime', 'safety']"
449,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,"['mix', 'cream', 'ice', 'strawberry', 'pour', 'pancake', 'waffle', 'pomegranate', 'muffin', 'recipe', 'frozen', 'grainy', 'lollipop', 'margarita', 'fluffy']","['lollipop', 'pour', 'pancake', 'frozen', 'muffin', 'mix', 'margarita', 'waffle']","['strawberry', 'fluffy', 'recipe', 'grainy', 'ice', 'pomegranate', 'cream']"
450,oil energy gum bone hair toy olive skin magnesium diamond body boost blue supplement truffle,"['oil', 'energy', 'gum', 'bone', 'hair', 'toy', 'olive', 'skin', 'magnesium', 'diamond', 'body', 'boost', 'blue', 'supplement', 'truffle']","['hair', 'magnesium', 'body', 'bone', 'energy', 'skin', 'oil']","['diamond', 'supplement', 'olive', 'gum', 'truffle', 'toy', 'boost', 'blue']"
451,reference cipher random crypt attack cryptography function security gregg plaintext jaeger public ciphertext encryption message,"['reference', 'cipher', 'random', 'crypt', 'attack', 'cryptography', 'function', 'security', 'gregg', 'plaintext', 'jaeger', 'public', 'ciphertext', 'encryption', 'message']","['gregg', 'jaeger', 'random']","['encryption', 'reference', 'plaintext', 'public', 'crypt', 'attack', 'function', 'cipher', 'ciphertext', 'cryptography', 'security', 'message']"
452,disk scsi speed card fast controller port chip board modem driver floppy cable upgrade switch,"['disk', 'scsi', 'speed', 'card', 'fast', 'controller', 'port', 'chip', 'board', 'modem', 'driver', 'floppy', 'cable', 'upgrade', 'switch']","['disk', 'scsi', 'port', 'fast', 'card', 'chip', 'floppy', 'controller', 'modem', 'driver']","['switch', 'board', 'cable', 'upgrade', 'speed']"
453,quality organic expensive real leaf worth pleased care high fact matter preservative premium loose likely,"['quality', 'organic', 'expensive', 'real', 'leaf', 'worth', 'pleased', 'care', 'high', 'fact', 'matter', 'preservative', 'premium', 'loose', 'likely']",['likely'],"['pleased', 'fact', 'loose', 'leaf', 'worth', 'matter', 'organic', 'expensive', 'quality', 'preservative', 'real', 'care', 'premium', 'high']"
454,attack muslim tank peace ticket away stop brad fire lebanese limbaugh hitler cover hernlem hope,"['attack', 'muslim', 'tank', 'peace', 'ticket', 'away', 'stop', 'brad', 'fire', 'lebanese', 'limbaugh', 'hitler', 'cover', 'hernlem', 'hope']","['ticket', 'hernlem', 'brad', 'limbaugh']","['tank', 'stop', 'lebanese', 'away', 'fire', 'hope', 'attack', 'muslim', 'cover', 'peace', 'hitler']"
455,weapon kill fire child crime firearm woman carry police death bill criminal cause city doctor,"['weapon', 'kill', 'fire', 'child', 'crime', 'firearm', 'woman', 'carry', 'police', 'death', 'bill', 'criminal', 'cause', 'city', 'doctor']","['doctor', 'bill', 'city']","['woman', 'criminal', 'firearm', 'carry', 'fire', 'police', 'death', 'kill', 'weapon', 'child', 'cause', 'crime']"
456,graphics info appreciate advance package unix site directory keyboard format image comp email access user,"['graphics', 'info', 'appreciate', 'advance', 'package', 'unix', 'site', 'directory', 'keyboard', 'format', 'image', 'comp', 'email', 'access', 'user']","['comp', 'email']","['keyboard', 'image', 'advance', 'user', 'appreciate', 'package', 'access', 'unix', 'graphics', 'format', 'directory', 'info', 'site']"
457,brew bitter yet bold starbucks instant drinker ground weak brewing via grind mocha bitterness peppermint,"['brew', 'bitter', 'yet', 'bold', 'starbucks', 'instant', 'drinker', 'ground', 'weak', 'brewing', 'via', 'grind', 'mocha', 'bitterness', 'peppermint']","['weak', 'bold', 'yet', 'bitter']","['starbucks', 'mocha', 'peppermint', 'instant', 'drinker', 'brewing', 'grind', 'bitterness', 'ground', 'brew', 'via']"
458,pretty robert love somebody jason chicago univ education everybody laugh anymore weird situation figure shaft,"['pretty', 'robert', 'love', 'somebody', 'jason', 'chicago', 'univ', 'education', 'everybody', 'laugh', 'anymore', 'weird', 'situation', 'figure', 'shaft']",[],"['univ', 'pretty', 'shaft', 'anymore', 'love', 'chicago', 'laugh', 'education', 'weird', 'figure', 'everybody', 'robert', 'jason', 'situation', 'somebody']"
459,money company spend insurance happy costs cost private fund proposal perry canadian health magazine free,"['private', 'spend', 'cost', 'proposal', 'free', 'happy', 'insurance', 'canadian', 'company', 'fund', 'health', 'costs', 'perry', 'magazine', 'money']","['happy', 'free', 'spend', 'proposal', 'health', 'money', 'costs', 'magazine', 'perry', 'private', 'canadian']","['fund', 'company', 'insurance', 'cost']"
460,looking appreciate advance anybody info email keyboard thank hello greatly experience wonder peter thanx advice,"['looking', 'appreciate', 'advance', 'anybody', 'info', 'email', 'keyboard', 'thank', 'hello', 'greatly', 'experience', 'wonder', 'peter', 'thanx', 'advice']","['keyboard', 'peter', 'info', 'looking']","['advance', 'thanx', 'advice', 'appreciate', 'wonder', 'hello', 'experience', 'anybody', 'greatly', 'email', 'thank']"
461,driver card memory sound running machine mode cards instal utexas crash gateway backup diamond latest,"['driver', 'card', 'memory', 'sound', 'running', 'machine', 'mode', 'cards', 'instal', 'utexas', 'crash', 'gateway', 'backup', 'diamond', 'latest']",[],"['backup', 'cards', 'crash', 'instal', 'utexas', 'diamond', 'latest', 'sound', 'card', 'memory', 'gateway', 'running', 'machine', 'mode', 'driver']"
462,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation passage,"['church', 'bible', 'christ', 'faith', 'catholic', 'matthew', 'lord', 'scripture', 'father', 'word', 'spirit', 'holy', 'teach', 'interpretation', 'passage']","['bible', 'interpretation', 'holy']","['father', 'matthew', 'word', 'catholic', 'teach', 'christ', 'scripture', 'lord', 'spirit', 'passage', 'church', 'faith']"
463,criminal crime kill death knife murder carry self commit defense public violent indiv child firearm,"['criminal', 'crime', 'kill', 'death', 'knife', 'murder', 'carry', 'self', 'commit', 'defense', 'public', 'violent', 'indiv', 'child', 'firearm']","['self', 'carry', 'indiv', 'public', 'commit', 'child']","['criminal', 'firearm', 'knife', 'death', 'violent', 'murder', 'kill', 'crime', 'defense']"
464,church truth absolute doug symbol borland bible libxmu scripture paradox matter reading error interpretation exercise,"['symbol', 'doug', 'interpretation', 'scripture', 'exercise', 'matter', 'libxmu', 'bible', 'error', 'church', 'truth', 'absolute', 'paradox', 'borland', 'reading']","['exercise', 'libxmu', 'error', 'absolute', 'doug']","['reading', 'borland', 'scripture', 'bible', 'paradox', 'interpretation', 'symbol', 'church', 'matter', 'truth']"
465,launch commercial project cost market development satellite contract money technology build million product venture next,"['launch', 'commercial', 'project', 'cost', 'market', 'development', 'satellite', 'contract', 'money', 'technology', 'build', 'million', 'product', 'venture', 'next']",[],"['development', 'satellite', 'build', 'next', 'venture', 'contract', 'million', 'money', 'product', 'market', 'cost', 'launch', 'commercial', 'technology', 'project']"
466,rule entry test output define section return check size count build author remark larry open,"['rule', 'entry', 'test', 'output', 'define', 'section', 'return', 'check', 'size', 'count', 'build', 'author', 'remark', 'larry', 'open']",[],"['define', 'count', 'size', 'open', 'remark', 'rule', 'section', 'return', 'build', 'check', 'output', 'author', 'larry', 'test', 'entry']"
467,player season hockey league goal baseball period leaf division score playoff pick shot next pittsburgh,"['player', 'season', 'hockey', 'league', 'goal', 'baseball', 'period', 'leaf', 'division', 'score', 'playoff', 'pick', 'shot', 'next', 'pittsburgh']","['league', 'player', 'playoff', 'leaf', 'next', 'pick', 'goal', 'baseball', 'score', 'shot', 'season', 'period', 'pittsburgh', 'hockey']",['division']
468,stuff coconut cream ice tell cannot told pure wow everyday face bpa jelly pomegranate absolute,"['stuff', 'coconut', 'cream', 'ice', 'tell', 'cannot', 'told', 'pure', 'wow', 'everyday', 'face', 'bpa', 'jelly', 'pomegranate', 'absolute']",[],"['everyday', 'tell', 'told', 'wow', 'absolute', 'bpa', 'pure', 'jelly', 'cannot', 'ice', 'stuff', 'pomegranate', 'face', 'coconut', 'cream']"
469,church truth catholic absolute pope bible matter scripture symbol revelation borland interpretation faith libxmu certain,"['church', 'truth', 'catholic', 'absolute', 'pope', 'bible', 'matter', 'scripture', 'symbol', 'revelation', 'borland', 'interpretation', 'faith', 'libxmu', 'certain']","['certain', 'libxmu', 'absolute', 'borland', 'symbol', 'matter']","['catholic', 'scripture', 'bible', 'revelation', 'pope', 'church', 'interpretation', 'truth', 'faith']"
470,cause report health food study disease medical doctor steve increase patient center among body treatment,"['food', 'patient', 'study', 'medical', 'cause', 'among', 'steve', 'body', 'center', 'doctor', 'report', 'increase', 'treatment', 'health', 'disease']","['among', 'increase', 'steve', 'health', 'food']","['center', 'disease', 'study', 'medical', 'patient', 'treatment', 'report', 'doctor', 'cause', 'body']"
